Quarter,REPORTING  DISTRICT,DIVISION,BURG  BUS,BURG  RES,BURG  OTH,ROBB  ST,ROBB  OTH,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE  THEFT,AUTO  THEFT,BUNCO,TOTAL
1992Q1,1513,15,6,8,2,7,0,0,1,24,37,4,4,0,1,16,2,44,0,156
1992Q1,1514,15,4,7,1,5,13,1,0,22,31,7,7,0,0,12,1,17,1,129
1992Q1,1515,15,6,7,2,5,6,0,0,24,19,10,8,0,1,5,3,28,0,124
1992Q1,1518,15,4,5,4,4,1,1,0,8,12,3,0,0,0,6,1,35,0,84
1992Q1,1519,15,0,2,1,0,0,0,0,2,2,0,3,0,0,3,0,5,0,18
1992Q1,1521,15,4,14,3,3,7,0,1,2,11,5,2,0,0,2,2,31,1,88
1992Q1,1522,15,52,0,0,4,2,0,0,5,11,4,8,0,0,97,1,17,0,201
1992Q1,1526,15,12,14,4,9,6,0,0,9,24,10,11,0,2,13,2,24,0,140
1992Q1,1527,15,9,11,1,8,7,1,1,27,38,5,8,0,1,22,2,15,0,156
1992Q1,1528,15,9,7,2,7,1,0,0,3,18,1,2,0,0,17,0,13,0,80
1992Q1,1529,15,6,8,0,7,11,0,1,16,13,5,5,0,0,12,3,27,0,114
1992Q1,1531,15,1,13,4,0,1,0,0,6,10,7,5,0,0,1,2,28,0,78
1992Q1,1532,15,2,12,0,7,4,0,1,4,15,9,1,0,0,10,0,39,0,104
1992Q1,1533,15,0,6,0,1,0,0,0,3,2,0,0,0,0,2,2,14,0,30
1992Q1,1537,15,2,13,2,3,1,0,0,13,11,5,3,0,0,10,1,16,0,80
1992Q1,1538,15,4,11,2,7,2,0,0,13,22,4,3,0,0,12,0,18,0,98
1992Q1,1539,15,1,8,2,2,1,0,0,10,7,5,3,1,0,5,2,19,0,66
1992Q1,1541,15,1,6,0,1,4,0,0,4,20,2,7,0,0,8,0,30,0,83
1992Q1,1542,15,0,8,1,2,0,0,1,7,11,3,0,0,0,1,1,16,0,51
1992Q1,1543,15,1,9,1,3,2,0,0,13,40,7,3,0,0,6,0,21,0,106
1992Q1,1544,15,1,6,2,3,1,0,0,2,6,4,3,0,0,5,1,11,0,45
1992Q1,1545,15,1,6,7,4,8,0,0,9,20,13,5,0,1,29,2,45,0,150
1992Q1,1546,15,2,4,0,1,3,0,1,5,8,1,3,0,0,3,1,19,0,51
1992Q1,1547,15,2,5,0,3,0,0,0,6,7,2,1,0,0,3,0,7,0,36
1992Q1,1549,15,8,11,4,6,8,1,0,25,30,11,5,0,0,13,1,43,0,166
1992Q1,1553,15,0,0,0,0,0,0,0,1,2,0,2,0,0,2,0,3,0,10
1992Q1,1555,15,2,6,0,2,0,0,0,2,17,4,2,0,0,6,0,18,0,59
1992Q1,1557,15,6,21,3,4,7,0,1,13,28,6,9,0,0,11,2,44,0,155
1992Q1,1558,15,5,15,1,5,4,0,1,15,12,8,1,0,0,11,1,34,0,113
1992Q1,1559,15,1,3,2,0,0,0,0,2,6,2,2,0,0,0,1,11,0,30
1992Q1,1561,15,0,7,0,3,1,0,0,1,16,6,2,0,0,0,1,17,0,54
1992Q1,1562,15,1,4,1,1,0,0,0,5,8,2,0,0,0,5,0,22,0,49
1992Q1,1565,15,2,7,1,2,1,0,0,7,15,6,1,0,0,4,2,17,0,65
1992Q1,1566,15,3,2,0,0,3,0,0,2,4,1,2,0,0,1,0,13,0,31
1992Q1,1567,15,2,5,1,0,2,0,0,7,13,3,2,0,0,0,0,16,0,51
1992Q1,1568,15,4,3,0,0,1,0,0,2,7,3,3,0,0,4,0,11,0,38
1992Q1,1569,15,2,3,8,2,1,0,0,1,11,4,2,0,0,4,4,14,0,56
1992Q1,1581,15,2,5,2,1,2,0,0,3,26,8,3,0,0,2,0,39,0,93
1992Q1,1585,15,3,3,2,4,2,0,0,2,27,8,7,0,0,7,1,34,0,100
1992Q1,1586,15,4,12,0,3,2,0,0,8,18,5,7,0,0,10,2,19,0,90
1992Q1,1588,15,3,2,1,0,0,0,1,1,6,4,5,0,0,1,0,4,0,28
1992Q1,1589,15,0,1,1,1,1,0,0,1,3,1,4,0,0,2,0,2,0,17
1992Q1,1591,15,3,11,1,5,2,0,0,1,14,1,1,0,0,3,2,11,0,55
1992Q1,1592,15,8,23,2,4,8,0,0,0,18,6,13,0,0,12,1,10,0,105
1992Q1,1595,15,9,9,2,4,1,0,1,0,14,1,2,1,0,7,4,14,0,69
1992Q1,1596,15,3,9,2,2,4,0,0,2,15,3,3,0,1,3,0,18,0,65
1992Q1,1599,15,2,11,2,2,2,0,0,7,15,3,8,0,0,7,0,23,0,82
1992Q1,1600,16,0,0,0,0,1,0,0,2,2,0,1,0,0,0,1,0,0,7
1992Q1,1601,16,0,1,2,1,0,0,0,1,3,0,1,0,0,0,0,0,0,9
1992Q1,1602,16,0,10,4,2,3,0,1,10,10,7,3,0,0,1,1,16,0,68
1992Q1,1603,16,0,1,0,1,0,0,1,5,1,0,1,0,0,3,0,4,0,17
1992Q1,1604,16,0,4,1,2,2,0,0,9,7,4,0,0,0,2,0,14,0,45
1992Q1,1605,16,1,8,0,1,2,0,0,7,4,0,0,0,1,5,0,15,0,44
1992Q1,1606,16,1,7,1,1,0,0,1,7,4,2,2,0,0,5,1,15,1,48
1992Q1,1607,16,1,8,2,6,1,0,2,11,9,4,5,0,0,7,0,16,0,72
1992Q1,1608,16,2,15,1,2,1,0,0,2,3,2,1,0,0,7,0,5,0,41
1992Q1,1609,16,0,5,1,1,0,0,0,3,2,0,1,0,0,2,1,5,0,21
1992Q1,1611,16,1,0,0,1,0,0,0,4,2,0,0,0,0,3,0,2,0,13
1992Q1,1612,16,0,10,3,3,2,0,1,18,13,2,2,0,0,4,0,9,0,67
1992Q1,1613,16,2,6,1,3,2,0,1,11,0,1,1,0,0,4,0,12,0,44
1992Q1,1614,16,1,9,3,2,1,0,1,6,6,2,3,0,0,3,3,18,0,58
1992Q1,1615,16,0,9,1,3,2,0,1,13,6,1,3,0,0,6,1,12,0,58
1992Q1,1616,16,1,3,1,0,2,0,0,6,5,7,2,0,0,2,3,8,0,40
1992Q1,1617,16,3,11,3,2,6,0,0,11,3,2,3,0,0,14,3,18,0,79
1992Q1,1618,16,0,10,2,3,3,1,0,15,10,1,3,1,0,5,4,18,0,76
1992Q1,1619,16,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4
1992Q1,1621,16,1,0,0,0,2,0,0,0,2,1,5,0,0,4,0,0,0,15
1992Q1,1622,16,2,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,9
1992Q1,1623,16,3,2,1,3,2,0,1,3,1,1,0,0,0,2,0,8,0,27
1992Q1,1624,16,3,1,0,1,0,1,0,8,3,0,1,0,0,1,0,5,0,24
1992Q1,1625,16,3,5,3,2,9,0,0,2,5,8,5,0,0,3,1,10,0,56
1992Q1,1626,16,2,6,1,2,1,0,1,12,8,2,2,0,0,5,1,7,0,50
1992Q1,1627,16,1,6,0,7,1,0,0,10,1,3,2,0,1,5,2,14,0,53
1992Q1,1629,16,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,7
1992Q1,1631,16,2,3,0,4,3,0,0,5,5,4,0,0,0,5,1,10,0,42
1992Q1,1632,16,0,9,1,5,1,0,0,6,5,3,4,0,0,5,1,11,0,51
1992Q1,1633,16,1,3,2,9,0,0,0,15,5,4,3,0,0,9,0,16,0,67
1992Q1,1634,16,0,4,6,5,4,1,1,9,2,4,1,1,0,4,1,14,0,57
1992Q1,1635,16,2,4,1,12,3,0,1,18,8,4,7,1,1,4,3,17,0,86
1992Q1,1637,16,5,7,2,11,1,0,0,11,10,8,3,0,0,5,2,23,0,88
1992Q1,1639,16,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3
1992Q1,1641,16,0,1,2,3,6,0,0,5,4,0,6,0,0,6,2,4,0,39
1992Q1,1642,16,5,23,3,2,4,0,2,7,8,4,3,0,1,17,8,16,0,103
1992Q1,1643,16,0,8,6,1,4,0,0,3,3,0,4,0,0,3,2,13,0,47
1992Q1,1644,16,6,8,0,2,6,0,0,5,9,1,1,0,0,2,1,15,0,56
1992Q1,1645,16,1,7,0,0,3,1,0,3,4,1,1,0,0,1,0,5,0,27
1992Q1,1646,16,1,3,1,1,2,0,0,3,2,2,1,0,0,4,0,6,0,26
1992Q1,1647,16,0,2,1,1,0,0,0,9,0,0,0,0,0,0,0,8,0,21
1992Q1,1648,16,4,0,1,0,0,0,0,1,1,0,0,0,0,1,0,7,0,15
1992Q1,1649,16,0,1,1,0,0,0,0,2,0,1,0,0,0,3,0,0,0,8
1992Q1,1651,16,0,4,3,5,5,0,1,13,11,2,3,0,0,6,0,32,1,86
1992Q1,1652,16,2,13,2,5,2,0,0,16,4,4,2,0,0,4,1,20,0,75
1992Q1,1653,16,2,9,6,9,5,1,1,29,4,3,4,0,1,8,2,23,0,107
1992Q1,1654,16,2,18,4,9,2,0,0,20,2,3,3,0,0,3,2,12,0,80
1992Q1,1655,16,2,2,2,7,0,1,2,28,2,5,2,0,1,2,1,17,0,74
1992Q1,1656,16,5,6,2,4,1,0,0,8,4,0,1,0,0,12,0,6,0,49
1992Q1,1657,16,3,10,2,10,0,0,0,23,10,3,2,1,0,10,0,13,0,87
1992Q1,1658,16,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,5
1992Q1,1659,16,2,11,2,2,1,0,0,17,10,9,3,0,1,8,4,22,0,92
1992Q1,1661,16,3,5,3,3,0,0,0,5,6,4,1,0,0,5,4,29,0,68
1992Q1,1662,16,0,7,2,2,3,0,0,5,4,2,2,0,0,10,3,13,0,53
1992Q1,1663,16,0,9,2,7,1,0,1,11,16,7,5,0,2,14,4,25,0,104
1992Q1,1664,16,4,4,1,2,2,0,0,14,5,2,3,1,0,2,0,10,0,50
1992Q1,1665,16,1,2,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,11
1992Q1,1666,16,1,4,2,1,2,0,0,3,7,4,3,0,0,4,0,10,0,41
1992Q1,1667,16,1,4,2,1,1,0,1,2,6,3,1,0,0,5,0,7,0,34
1992Q1,1668,16,0,7,2,0,0,0,0,2,1,2,2,0,0,1,1,6,0,24
1992Q1,1669,16,0,3,0,0,1,0,1,7,5,2,1,0,0,2,0,3,0,25
1992Q1,1671,16,2,8,2,3,2,0,0,4,8,3,4,0,0,4,2,25,0,67
1992Q1,1672,16,0,6,0,3,2,0,0,1,6,2,3,0,0,2,0,12,0,37
1992Q1,1673,16,1,0,2,2,1,2,0,4,3,2,2,0,0,2,0,8,0,29
1992Q1,1674,16,4,1,1,2,3,0,0,2,3,0,0,0,0,2,0,10,0,28
1992Q1,1675,16,3,10,3,2,2,1,0,21,7,3,2,0,0,7,1,13,0,75
1992Q1,1676,16,2,0,1,0,0,0,0,2,10,1,3,0,0,2,0,5,0,26
1992Q1,1677,16,1,2,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,9
1992Q1,1678,16,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,5
1992Q1,1681,16,1,3,0,0,2,0,0,2,1,0,0,0,0,0,0,3,0,12
1992Q1,1682,16,1,2,1,0,0,0,0,1,1,1,2,0,1,0,0,4,0,14
1992Q1,1683,16,9,3,2,4,6,0,0,2,9,5,1,0,0,2,0,14,0,57
1992Q1,1684,16,1,4,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,11
1992Q1,1685,16,5,3,7,0,0,0,0,5,2,3,1,0,0,8,2,8,0,44
1992Q1,1686,16,2,6,1,4,0,0,0,8,10,0,3,0,0,7,3,5,0,49
1992Q1,1687,16,1,12,0,6,4,0,0,20,14,4,8,0,0,13,3,13,0,98
1992Q1,1688,16,5,8,1,4,2,0,0,15,23,7,10,0,1,6,2,22,0,106
1992Q1,1689,16,4,6,2,2,1,0,1,4,3,1,0,0,0,1,0,6,0,31
1992Q1,1691,16,3,2,1,1,2,1,0,3,2,2,0,0,0,0,0,6,0,23
1992Q1,1692,16,1,8,2,0,0,0,0,6,2,2,1,1,0,2,0,9,0,34
1992Q1,1693,16,5,10,0,1,4,0,1,4,10,4,3,0,1,9,1,11,0,64
1992Q1,1694,16,7,4,1,2,5,0,0,13,5,1,2,0,0,12,1,8,0,61
1992Q1,1695,16,2,6,0,0,0,0,0,3,1,1,3,0,0,2,0,2,0,20
1992Q1,1696,16,0,4,2,1,1,0,0,3,4,1,2,0,0,2,2,6,0,28
1992Q1,1697,16,0,2,0,0,1,0,0,0,2,1,2,0,0,0,0,3,0,11
1992Q1,1699,16,0,4,1,0,0,0,0,1,2,0,1,0,0,1,0,2,0,12
1992Q1,1701,17,0,2,0,0,0,0,1,1,2,1,3,0,0,0,0,4,0,14
1992Q1,1702,17,0,3,0,1,2,0,0,0,6,0,3,0,0,4,0,0,0,19
1992Q1,1703,17,0,5,0,2,3,0,0,5,9,2,1,0,0,5,0,7,0,39
1992Q1,1704,17,1,1,0,1,1,0,0,2,12,1,1,0,0,1,1,4,0,26
1992Q1,1705,17,0,8,3,1,1,0,0,4,7,2,1,0,0,1,1,7,0,36
1992Q1,1706,17,0,12,2,0,2,1,0,6,5,2,2,0,0,8,2,12,0,54
1992Q1,1707,17,0,3,0,0,0,0,0,2,9,1,1,0,0,2,1,3,0,22
1992Q1,1708,17,2,8,2,1,1,0,0,2,11,6,4,0,0,3,0,13,0,53
1992Q1,1709,17,0,0,0,1,1,1,1,2,2,1,0,0,0,0,0,1,0,10
1992Q1,1711,17,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,8
1992Q1,1712,17,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,7
1992Q1,1713,17,0,5,0,1,4,0,0,0,9,2,2,0,0,2,0,8,0,33
1992Q1,1714,17,0,6,1,0,1,0,0,1,15,6,1,0,0,9,0,17,0,57
1992Q1,1715,17,0,7,2,0,0,0,0,0,10,3,1,0,0,1,0,10,0,34
1992Q1,1716,17,0,7,0,1,1,0,0,1,4,2,2,0,0,12,0,22,0,52
1992Q1,1717,17,2,7,3,2,3,0,0,2,7,3,4,0,0,12,4,13,0,62
1992Q1,1718,17,0,5,1,3,0,0,0,1,10,3,3,0,0,1,2,15,0,44
1992Q1,1719,17,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,5
1992Q1,1721,17,0,10,1,0,2,0,0,1,4,3,2,0,0,3,1,8,0,35
1992Q1,1722,17,1,3,0,5,1,0,0,3,8,3,4,0,1,3,1,2,0,35
1992Q1,1723,17,6,10,2,1,3,0,1,4,14,2,3,0,0,12,2,13,0,73
1992Q1,1724,17,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,8
1992Q1,1725,17,2,6,1,2,2,0,1,2,3,5,2,0,0,0,0,15,0,41
1992Q1,1726,17,1,6,0,1,0,0,0,3,6,2,2,0,0,13,0,11,0,45
1992Q1,1727,17,4,3,3,4,7,0,0,2,24,9,4,0,0,7,0,32,0,99
1992Q1,1728,17,5,12,5,7,5,0,2,2,12,3,4,0,0,13,2,20,0,92
1992Q1,1729,17,3,5,3,4,1,0,0,2,2,1,4,0,1,1,3,13,0,43
1992Q1,1731,17,5,11,4,0,2,0,1,4,22,6,3,0,0,4,1,9,0,72
1992Q1,1732,17,3,5,5,1,2,0,0,7,16,6,1,0,1,7,3,22,0,79
1992Q1,1733,17,1,4,1,0,1,0,0,1,4,1,2,0,0,5,0,10,0,30
1992Q1,1734,17,0,2,1,0,2,0,0,0,3,3,1,0,0,2,0,5,0,19
1992Q1,1735,17,0,4,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,10
1992Q1,1736,17,0,2,3,5,2,0,1,1,12,4,2,0,1,8,3,17,0,61
1992Q1,1737,17,2,10,5,3,6,1,1,10,32,13,4,0,0,15,4,54,0,160
1992Q1,1738,17,2,9,0,0,2,0,1,7,26,5,6,0,1,8,2,30,1,100
1992Q1,1739,17,0,9,4,2,0,0,1,4,9,4,0,0,0,3,0,22,0,58
1992Q1,1741,17,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,7
1992Q1,1742,17,0,0,0,2,2,0,0,2,2,1,0,0,0,1,1,4,0,15
1992Q1,1743,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1992Q1,1744,17,0,3,0,2,0,0,0,2,7,3,1,0,0,5,1,8,0,32
1992Q1,1745,17,2,12,1,2,2,0,1,3,17,3,3,0,0,3,2,16,0,67
1992Q1,1746,17,0,3,1,1,2,0,0,0,10,1,0,0,0,4,1,7,0,30
1992Q1,1747,17,4,7,5,1,2,0,0,3,18,0,4,1,0,10,2,18,0,75
1992Q1,1748,17,1,6,0,3,3,0,0,3,7,1,0,0,0,2,2,17,0,45
1992Q1,1749,17,0,6,1,0,0,0,0,3,3,1,0,1,0,1,1,8,0,25
1992Q1,1751,17,6,3,1,3,1,0,0,2,15,2,5,0,0,13,2,13,0,66
1992Q1,1752,17,3,7,3,2,1,0,0,2,9,6,2,0,0,22,0,15,0 ,72
1992Q1,1753,17,0,4,4,0,0,0,0,1,13,2,4,0,0,7,2,11,0 ,48
1992Q1,1754,17,25,5,6,6,9,0,1,6,36,8,20,0,0,259,9,52,1 ,443
1992Q1,1755,17,0,6,2,2,0,0,0,1,2,1,1,0,0,3,1,5,0 ,24
1992Q1,1756,17,3,7,4,1,3,0,0,3,18,5,2,0,1,10,6,26,0 ,89
1992Q1,1757,17,0,3,0,0,1,0,0,2,3,1,0,0,0,1,0,3,0 ,14
1992Q1,1758,17,0,0,0,1,0,0,0,1,5,2,0,0,0,2,0,4,0 ,15
1992Q1,1761,17,0,2,1,0,0,0,0,4,3,2,0,0,0,0,0,1,0 ,13
1992Q1,1762,17,0,0,4,1,0,0,0,3,4,1,2,0,0,9,0,5,1 ,30
1992Q1,1763,17,1,9,1,4,4,0,0,2,9,2,5,0,0,4,2,2,0 ,45
1992Q1,1764,17,3,7,1,0,4,0,0,3,8,2,0,0,1,5,2,14,0 ,50
1992Q1,1765,17,0,14,3,1,0,0,0,6,8,2,3,0,0,3,1,16,0 ,57
1992Q1,1766,17,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0 ,6
1992Q1,1767,17,0,7,4,2,0,0,0,4,14,4,1,0,0,3,0,8,1 ,48
1992Q1,1768,17,0,6,3,7,6,0,0,11,10,4,0,0,0,9,0,13,0 ,69
1992Q1,1769,17,1,11,7,4,4,0,0,4,23,0,4,0,1,18,2,17,0 ,96
1992Q1,1771,17,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5,2 ,10
1992Q1,1772,17,3,1,1,1,5,0,0,8,10,4,2,0,0,3,1,15,0 ,54
1992Q1,1773,17,1,0,0,0,2,0,0,3,7,0,0,0,0,5,0,5,0 ,23
1992Q1,1774,17,6,10,4,7,13,0,1,5,18,4,5,0,1,18,0,45,0 ,137
1992Q1,1775,17,10,0,2,3,7,0,0,4,17,0,5,1,1,22,1,23,0 ,96
1992Q1,1776,17,2,1,0,0,1,0,0,0,7,0,5,0,0,6,0,14,0 ,36
1992Q1,1777,17,12,7,5,7,6,0,0,7,28,6,5,1,0,14,6,28,0 ,132
1992Q1,1778,17,1,9,3,0,0,0,0,7,18,9,3,0,0,6,5,13,0 ,74
1992Q1,1779,17,0,4,1,0,2,0,0,1,2,1,2,0,0,2,0,7,0 ,22
1992Q1,1781,17,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0 ,6
1992Q1,1782,17,2,5,0,2,4,0,0,5,7,2,2,0,0,3,3,12,0 ,47
1992Q1,1783,17,8,8,2,3,6,0,0,14,17,5,6,0,0,12,2,21,0 ,104
1992Q1,1784,17,3,4,4,2,2,0,0,10,13,3,2,0,0,4,3,19,0 ,69
1992Q1,1785,17,0,9,8,5,9,0,0,7,8,2,5,0,0,4,3,23,0 ,83
1992Q1,1786,17,2,4,7,2,4,0,0,6,6,4,1,0,0,4,3,14,0 ,57
1992Q1,1787,17,2,10,4,7,1,1,1,13,15,4,2,1,1,11,0,52,0 ,125
1992Q1,1788,17,10,12,4,7,7,0,0,12,16,3,7,0,0,5,7,29,0 ,119
1992Q1,1789,17,0,1,1,7,1,0,0,5,6,5,2,0,0,7,3,22,0 ,60
1992Q1,1791,17,1,17,7,4,1,0,1,8,18,5,2,0,0,8,7,26,0 ,105
1992Q1,1792,17,3,13,1,2,0,0,0,4,9,4,0,0,0,12,2,20,0 ,70
1992Q1,1793,17,3,7,1,4,9,0,0,6,10,7,6,2,0,11,2,21,0 ,89
1992Q1,1794,17,6,12,2,5,0,0,0,11,12,4,5,0,0,5,5,12,0 ,79
1992Q1,1795,17,1,3,3,3,4,0,0,2,6,3,1,0,0,2,4,10,0 ,42
1992Q1,1796,17,4,3,1,3,4,0,1,17,3,2,0,0,0,2,4,13,0 ,57
1992Q1,1797,17,0,0,0,2,0,0,0,0,3,0,1,0,0,1,0,3,0 ,10
1992Q1,1798,17,1,9,1,12,5,1,1,36,16,4,2,2,0,10,0,39,0 ,139
1992Q1,1799,17,4,11,13,11,5,0,0,30,22,5,3,1,0,4,10,37,0 ,156
1992Q1,1800,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1992Q1,1801,18,5,11,5,56,10,1,1,69,14,18,8,0,1,27,3,30,0,259
1992Q1,1802,18,7,12,3,29,6,1,2,38,19,11,7,0,2,12,3,26,0,178
1992Q1,1803,18,7,4,2,16,7,1,0,32,8,10,4,2,0,11,1,17,0,122
1992Q1,1804,18,5,28,4,17,7,1,1,51,10,12,4,1,0,6,1,22,0,170
1992Q1,1821,18,2,9,4,18,10,0,2,40,6,12,4,0,3,7,0,21,0,138
1992Q1,1822,18,2,13,4,27,18,0,3,39,11,11,4,0,1,7,2,30,0,172
1992Q1,1823,18,4,11,5,14,6,0,0,39,4,10,2,1,1,16,0,19,0,132
1992Q1,1824,18,3,11,6,19,4,1,2,27,10,13,3,0,1,10,1,18,0,129
1992Q1,1826,18,6,7,2,9,4,1,0,27,3,5,2,0,0,37,1,12,0,116
1992Q1,1827,18,0,21,3,19,5,2,3,36,23,6,4,0,1,10,1,18,0,152
1992Q1,1829,18,1,12,3,27,6,1,0,41,8,3,3,0,1,6,1,13,0,126
1992Q1,1834,18,3,5,1,14,4,2,1,31,15,3,0,2,0,3,0,20,0,104
1992Q1,1835,18,2,7,7,3,0,0,1,16,2,5,1,1,0,5,3,0,0,53
1992Q1,1836,18,4,14,2,14,1,0,2,23,9,15,0,1,1,2,0,11,0,99
1992Q1,1837,18,3,20,8,30,1,0,5,76,15,14,1,1,3,14,3,15,0,209
1992Q1,1838,18,4,9,1,16,3,1,1,15,6,5,2,0,1,5,3,11,0,83
1992Q1,1839,18,0,11,5,11,0,0,0,10,12,3,0,2,0,3,0,6,0,63
1992Q1,1841,18,8,11,4,21,1,3,0,45,16,9,0,0,0,6,2,37,0,163
1992Q1,1842,18,7,12,3,25,7,3,4,66,18,17,7,0,3,30,1,41,0,244
1992Q1,1844,18,5,12,10,15,3,1,0,31,12,9,2,0,1,6,2,22,0,131
1992Q1,1846,18,0,23,5,17,10,3,3,72,18,13,4,1,1,6,0,13,0,189
1992Q1,1849,18,0,52,1,24,17,1,5,70,14,12,2,1,2,5,1,29,0,236
1992Q1,1861,18,0,7,0,13,5,1,1,28,13,6,0,1,0,14,1,21,0,111
1992Q1,1862,18,2,14,4,9,3,2,1,39,5,2,0,0,0,4,2,12,1,100
1992Q1,1863,18,2,11,1,17,3,1,0,37,2,1,0,0,0,2,1,15,0,93
1992Q1,1864,18,2,11,11,9,2,1,2,14,7,8,1,0,0,5,3,10,0,86
1992Q1,1871,18,5,17,2,16,16,2,1,32,32,10,8,0,0,8,1,51,0,201
1992Q1,1881,18,2,16,8,6,11,0,3,16,14,6,4,0,0,6,4,44,0,140
1992Q1,1891,18,4,11,4,1,2,0,0,2,11,6,6,0,0,7,0,12,0,66
1992Q1,1892,18,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,6
1992Q1,9900,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4
1992Q1,9901,99,0,0,0,1,1,0,0,2,1,2,0,0,0,3,0,4,0,14
1992Q1,9902,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
1992Q1,9903,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5
1992Q1,9904,99,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,1,0,8
1992Q1,9905,99,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,2,0,7
1992Q1,9906,99,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,7,0,13
1992Q1,9907,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1992Q1,9908,99,0,0,0,1,0,0,0,0,2,1,1,0,0,4,0,3,0,12
1992Q1,9909,99,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,2,0,8
1992Q1,9910,99,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,2,0,7
1992Q1,9911,99,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3
1992Q1,9912,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
1992Q1,9913,99,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,5,0,9
1992Q1,9914,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
1992Q1,9915,99,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,7
1992Q1,9916,99,0,0,0,0,0,0,1,11,3,0,1,0,0,0,0,8,0,24
1992Q1,9917,99,0,0,0,0,0,0,1,0,3,0,1,0,0,2,0,4,0,11
1992Q1,9918,99,0,0,0,0,1,0,0,3,1,0,0,0,0,2,0,7,0,14
1992Q1,9999,99,1,1,0,2,3,0,6,10,22,10,9,1,1,10,1,3,0,80
1992Q2,100,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
1992Q2,105,1,4,3,3,6,1,0,0,2,15,3,1,1,0,2,0,14,0,55
1992Q2,106,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4
1992Q2,107,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,6
1992Q2,109,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0,9
1992Q2,110,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3
1992Q2,111,1,30,9,5,65,11,0,2,25,117,7,12,25,4,20,2,62,0,396
1992Q2,112,1,1,0,0,2,0,0,0,1,21,1,2,2,0,2,0,5,0,37
1992Q2,114,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1992Q2,119,1,7,0,1,12,3,1,1,21,22,6,5,0,0,4,0,23,0,106
1992Q2,121,1,0,0,1,1,1,0,0,0,8,0,0,0,0,0,0,2,0,13
1992Q2,122,1,0,0,0,2,1,0,1,2,30,0,3,2,0,2,0,1,0,44
1992Q2,123,1,0,0,0,4,0,1,0,1,9,1,2,4,0,4,0,3,0,29
1992Q2,124,1,5,1,4,8,0,0,1,3,24,3,4,3,0,23,0,3,0,82
1992Q2,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1992Q2,127,1,1,0,6,2,0,0,0,3,2,4,2,1,0,9,0,3,0,33
1992Q2,128,1,2,0,2,9,0,0,0,4,15,3,2,2,0,9,0,5,1,54
1992Q2,129,1,3,0,1,0,0,0,0,0,7,2,1,0,0,5,1,8,0,28
1992Q2,131,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3
