Quarter,REPORTING  DISTRICT,DIVISION,BURG  BUS,BURG  RES,BURG  OTH,ROBB  ST,ROBB  OTH,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE  THEFT,AUTO  THEFT,BUNCO,TOTAL
1992Q1,1136,11,1,9,5,3,8,0,1,16,18,3,3,0,0,15,4,28,1,115
1992Q1,1137,11,0,10,3,8,2,0,0,21,10,7,0,0,0,6,2,33,0,102
1992Q1,1138,11,2,22,3,3,8,0,0,26,15,3,3,0,2,6,1,44,0,138
1992Q1,1139,11,5,6,0,8,1,1,1,6,7,3,4,0,0,1,3,15,0,61
1992Q1,1141,11,3,14,8,5,0,0,1,6,17,4,3,1,0,7,4,26,0,99
1992Q1,1142,11,5,5,4,7,5,0,0,4,18,1,1,0,1,7,0,28,1,87
1992Q1,1143,11,5,13,27,9,2,0,0,2,17,15,5,0,2,12,7,25,0,141
1992Q1,1144,11,3,13,14,6,5,0,0,5,12,2,2,1,0,2,7,22,0,94
1992Q1,1145,11,2,7,9,8,0,0,0,0,11,1,2,1,0,8,2,16,0,67
1992Q1,1146,11,9,5,3,0,0,1,0,9,4,1,2,0,0,1,0,8,0,43
1992Q1,1147,11,2,8,1,4,0,2,0,12,4,4,1,0,0,5,2,6,0,51
1992Q1,1148,11,1,9,2,4,3,0,0,4,13,5,4,0,0,2,0,20,1,68
1992Q1,1149,11,1,11,2,14,7,0,0,14,10,7,1,0,0,9,0,24,1,101
1992Q1,1151,11,6,4,3,12,11,0,0,8,18,5,7,3,1,17,1,40,3,139
1992Q1,1152,11,0,9,3,9,3,0,0,1,33,3,4,1,1,12,2,31,0,112
1992Q1,1153,11,1,5,6,4,1,0,0,2,10,1,1,0,0,6,0,15,0,52
1992Q1,1154,11,0,2,1,3,0,0,0,1,7,3,1,0,0,3,1,6,0,28
1992Q1,1155,11,0,0,2,5,3,0,0,0,6,4,1,0,0,5,1,10,0,37
1992Q1,1156,11,0,0,1,1,0,0,0,3,3,0,0,0,0,1,0,3,0,12
1992Q1,1157,11,1,4,0,0,0,0,0,3,1,0,1,0,0,2,1,2,0,15
1992Q1,1158,11,0,8,0,5,1,0,0,5,9,1,1,0,0,3,0,17,1,51
1992Q1,1159,11,2,3,4,8,2,0,0,10,2,1,1,0,0,4,2,12,0,51
1992Q1,1161,11,1,5,2,7,3,0,1,15,13,1,2,2,2,16,1,31,1,103
1992Q1,1162,11,3,4,6,9,5,0,0,20,16,5,7,1,0,17,1,21,0,115
1992Q1,1168,11,0,4,0,1,0,0,0,2,2,1,0,0,0,0,1,8,0,19
1992Q1,1169,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,4
1992Q1,1171,11,2,15,0,11,4,0,0,13,12,3,4,1,1,1,1,30,1,99
1992Q1,1172,11,2,12,4,7,7,0,0,12,19,5,5,0,1,9,2,34,0,119
1992Q1,1173,11,5,11,2,12,5,1,1,16,23,4,2,0,0,16,2,25,0,125
1992Q1,1174,11,0,7,1,5,1,0,0,3,2,5,1,1,0,2,0,13,0,41
1992Q1,1175,11,1,3,2,1,1,0,0,4,8,3,1,1,0,10,1,11,0,47
1992Q1,1176,11,1,6,1,2,1,0,0,4,2,4,0,1,0,0,0,9,0,31
1992Q1,1177,11,6,8,9,9,1,0,0,21,8,6,4,1,0,1,2,30,0,106
1992Q1,1178,11,2,1,2,2,1,0,1,4,0,2,1,0,0,0,2,2,0,20
1992Q1,1179,11,5,4,2,3,3,0,0,9,4,1,1,1,0,3,3,10,1,50
1992Q1,1181,11,3,4,3,9,3,0,0,9,8,3,0,0,0,5,1,10,0,58
1992Q1,1184,11,5,8,1,7,0,0,0,5,10,4,0,0,0,10,1,17,0,68
1992Q1,1185,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1992Q1,1186,11,2,4,0,3,2,0,2,3,3,3,1,0,0,5,0,10,2,40
1992Q1,1187,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1992Q1,1188,11,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
1992Q1,1189,11,4,2,2,1,1,0,1,5,4,0,0,0,0,0,1,7,0,28
1992Q1,1194,11,1,6,0,7,3,0,1,5,6,4,1,0,0,0,0,10,0,44
1992Q1,1195,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1992Q1,1197,11,0,4,0,7,1,0,0,1,8,2,0,1,0,1,0,16,0,41
1992Q1,1198,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,5
1992Q1,1199,11,0,4,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,10
1992Q1,1200,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
1992Q1,1201,12,2,8,2,12,4,0,2,21,14,3,4,2,0,10,3,31,0,118
1992Q1,1203,12,3,15,5,22,6,3,2,40,13,8,5,1,0,7,2,32,0,164
1992Q1,1204,12,1,10,8,15,3,0,0,23,9,6,2,1,0,4,1,20,0,103
1992Q1,1205,12,3,14,1,5,3,0,0,19,5,4,4,0,0,4,1,25,0,88
1992Q1,1208,12,7,13,6,22,12,0,4,47,9,8,3,0,0,9,4,33,0,177
1992Q1,1209,12,1,0,1,6,1,0,0,9,3,2,0,0,0,2,0,8,0,33
1992Q1,1211,12,4,13,5,19,6,1,1,29,18,6,6,0,0,1,1,40,0,150
1992Q1,1213,12,3,28,6,14,7,0,0,21,4,12,2,0,0,5,1,27,0,130
1992Q1,1215,12,5,17,3,23,3,2,2,37,10,6,4,0,1,7,0,49,0,169
1992Q1,1218,12,3,11,5,16,3,1,1,18,11,7,1,0,0,14,2,30,0,123
1992Q1,1219,12,0,3,0,2,3,2,1,3,4,1,1,0,0,2,0,6,0,28
1992Q1,1231,12,2,5,1,4,1,0,0,15,10,2,2,0,0,8,1,14,0,65
1992Q1,1232,12,2,6,3,12,16,0,2,24,8,0,7,1,0,10,3,30,0,124
1992Q1,1233,12,4,4,3,6,2,3,0,15,1,2,4,0,0,13,0,18,0,75
1992Q1,1235,12,1,3,2,15,0,0,0,28,4,1,2,0,1,5,0,21,0,83
1992Q1,1239,12,7,8,7,35,12,0,2,23,8,8,5,1,2,123,2,40,0,283
1992Q1,1241,12,13,15,5,21,6,1,2,46,5,6,2,0,0,11,1,31,1,166
1992Q1,1242,12,1,6,1,3,2,0,0,17,6,0,1,0,0,1,1,13,0,52
1992Q1,1243,12,14,5,8,20,8,0,2,22,5,9,1,1,3,5,2,31,0,136
1992Q1,1245,12,5,10,4,26,8,0,1,39,1,10,3,0,0,7,2,31,0,147
1992Q1,1248,12,9,7,2,12,3,2,2,32,7,9,5,0,0,6,0,27,0,123
1992Q1,1249,12,4,6,1,16,4,0,1,26,3,8,3,0,0,6,1,27,0,106
1992Q1,1251,12,9,17,0,23,7,0,5,43,7,12,6,1,1,7,2,35,0,175
1992Q1,1252,12,0,5,7,7,4,1,1,19,5,2,2,0,0,1,1,17,0,72
1992Q1,1253,12,5,8,8,14,4,2,6,28,10,3,4,0,1,5,5,24,0,127
1992Q1,1255,12,0,6,7,19,5,1,1,14,5,4,3,0,0,1,3,22,0,91
1992Q1,1256,12,4,21,5,46,21,0,2,54,18,21,6,1,1,20,4,34,0,258
1992Q1,1258,12,4,6,12,12,7,1,1,32,14,9,4,1,1,6,2,26,0,138
1992Q1,1259,12,3,10,3,29,2,3,2,34,8,4,5,0,1,9,0,27,0,140
1992Q1,1263,12,2,12,2,16,5,0,1,41,6,3,5,0,0,8,0,33,0,134
1992Q1,1265,12,2,9,4,31,19,0,0,22,32,12,4,1,2,6,1,31,0,176
1992Q1,1266,12,7,20,1,73,20,3,3,87,23,24,12,4,3,20,1,54,0,355
1992Q1,1268,12,3,7,2,24,9,1,3,39,14,11,5,1,0,8,2,23,1,153
1992Q1,1269,12,3,10,6,21,5,1,2,59,14,20,3,1,3,11,2,27,0,188
1992Q1,1273,12,7,8,3,34,6,0,1,21,21,6,2,0,1,10,2,65,1,188
1992Q1,1283,12,0,16,7,8,4,1,0,29,20,5,3,0,0,7,1,22,0,123
1992Q1,1293,12,1,3,1,3,2,1,0,5,5,2,0,0,0,0,0,7,0,30
1992Q1,1301,13,15,0,1,0,1,0,0,3,17,5,4,2,0,5,0,6,0,59
1992Q1,1303,13,34,0,1,11,2,0,0,2,25,5,1,0,0,3,0,14,0,98
1992Q1,1307,13,28,1,5,23,4,0,1,19,43,6,10,5,0,6,0,16,0,167
1992Q1,1309,13,35,5,1,12,7,0,0,10,40,8,14,1,0,13,0,37,0,183
1992Q1,1311,13,7,0,3,1,0,0,1,6,13,2,2,0,0,3,0,12,0,50
1992Q1,1313,13,24,1,4,7,4,0,0,5,15,12,9,1,0,12,0,18,1,113
1992Q1,1317,13,24,1,1,7,2,0,0,4,40,7,2,0,0,10,0,23,0,121
1992Q1,1321,13,9,3,2,15,4,0,2,6,22,9,3,0,0,2,0,52,0,129
1992Q1,1322,13,2,0,0,0,0,0,0,1,14,3,0,0,1,3,0,28,1,53
1992Q1,1323,13,12,24,5,18,14,1,1,42,14,13,7,0,0,14,4,40,0,209
1992Q1,1325,13,1,10,2,12,5,1,0,14,11,6,3,1,0,7,2,44,0,119
1992Q1,1327,13,10,10,0,3,3,0,0,9,7,2,2,0,0,1,1,14,0,62
1992Q1,1331,13,12,4,3,13,2,1,0,21,18,7,10,1,1,9,1,53,0,156
1992Q1,1333,13,5,9,6,15,2,2,1,20,15,11,5,1,0,5,1,40,0,138
1992Q1,1341,13,11,3,2,8,2,0,0,8,29,5,1,1,1,4,0,37,0,112
1992Q1,1342,13,4,10,5,22,5,0,1,23,26,17,4,2,1,2,2,46,0,170
1992Q1,1343,13,10,12,4,17,3,1,0,42,12,13,2,0,0,5,3,41,0,165
1992Q1,1345,13,3,8,6,17,4,3,1,40,14,7,2,1,1,4,2,39,0,152
1992Q1,1347,13,3,5,4,7,0,0,1,21,13,6,2,0,0,3,0,23,0,88
1992Q1,1351,13,4,8,4,23,4,0,1,22,12,14,1,1,0,3,1,31,0,129
1992Q1,1352,13,0,10,1,12,4,1,1,23,6,10,3,0,1,2,2,27,0,103
1992Q1,1353,13,4,8,7,20,5,0,0,26,12,9,1,5,0,11,1,38,0,147
1992Q1,1361,13,6,16,1,39,5,1,2,26,9,11,6,4,1,5,1,34,0,167
1992Q1,1362,13,1,14,1,14,1,0,1,21,8,3,6,0,0,6,2,29,0,107
1992Q1,1363,13,3,7,1,12,1,0,2,21,9,8,3,0,0,1,0,18,0,86
1992Q1,1365,13,3,11,4,17,10,1,2,41,6,14,4,0,1,9,0,39,0,162
1992Q1,1367,13,4,4,5,18,3,0,3,20,17,6,0,1,0,1,0,75,0,157
1992Q1,1371,13,1,7,1,9,3,3,2,17,8,6,3,1,0,4,0,21,0,86
1992Q1,1373,13,22,7,3,30,1,1,0,28,17,5,5,2,0,15,0,46,0,182
1992Q1,1375,13,1,15,1,16,3,2,0,32,1,4,1,3,0,5,0,15,0,99
1992Q1,1377,13,11,8,1,8,5,0,0,17,6,2,3,2,0,2,0,16,0,81
1992Q1,1381,13,1,6,0,5,2,0,0,3,4,0,2,0,0,2,0,8,0,33
1992Q1,1383,13,8,10,0,12,3,1,1,17,19,7,4,0,0,7,0,19,0,108
1992Q1,1385,13,7,3,0,11,0,0,1,15,6,2,7,0,0,6,0,13,0,71
1992Q1,1391,13,1,4,0,3,1,1,0,8,2,1,1,0,0,0,0,6,0,28
1992Q1,1393,13,3,5,4,17,7,0,0,30,7,4,2,0,0,5,2,32,0,118
1992Q1,1395,13,4,0,0,15,6,1,0,6,6,3,3,0,1,4,0,14,0,63
1992Q1,1400,14,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,5
1992Q1,1401,14,0,6,1,1,4,0,1,2,9,2,4,0,0,6,5,2,0,43
1992Q1,1402,14,0,1,4,3,1,0,0,5,15,1,1,0,0,3,5,11,0,50
1992Q1,1403,14,4,3,0,2,3,0,0,4,9,3,0,0,0,1,1,9,1,40
1992Q1,1404,14,2,1,1,3,0,0,0,4,3,1,1,0,0,6,0,9,0,31
1992Q1,1405,14,1,2,1,2,1,0,0,6,8,1,0,0,1,10,0,4,0,37
1992Q1,1406,14,3,17,1,6,7,0,0,5,15,0,1,0,0,6,5,26,0,92
1992Q1,1407,14,2,9,3,13,4,1,2,14,21,7,6,0,0,6,3,35,0,126
1992Q1,1408,14,2,1,1,1,3,0,1,3,6,0,1,0,0,7,0,5,0,31
1992Q1,1409,14,1,9,2,8,8,0,1,2,12,2,0,0,1,5,1,15,0,67
1992Q1,1411,14,1,0,3,5,4,0,1,5,18,1,1,1,0,10,11,7,0,68
1992Q1,1412,14,0,12,3,7,5,1,0,12,42,8,5,1,0,4,4,11,0,115
1992Q1,1413,14,5,24,5,8,2,0,0,12,26,6,3,0,0,5,7,11,0,114
1992Q1,1414,14,5,11,4,11,1,0,1,25,10,3,6,0,0,9,6,20,0,112
1992Q1,1415,14,1,13,2,3,2,1,2,8,23,1,1,0,1,4,4,14,0,80
1992Q1,1416,14,0,6,1,1,2,0,2,1,4,2,2,0,0,1,1,10,0,33
1992Q1,1417,14,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,5
1992Q1,1418,14,0,1,0,0,0,0,0,0,4,2,1,0,0,0,0,5,0,13
1992Q1,1419,14,0,1,4,3,0,0,0,2,3,0,3,0,0,2,2,16,0,36
1992Q1,1421,14,0,6,0,0,0,1,0,1,10,1,0,0,0,2,0,9,0,30
1992Q1,1422,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,7
1992Q1,1423,14,0,3,0,2,1,0,0,1,16,1,0,0,0,3,1,17,0,45
1992Q1,1424,14,3,9,1,4,3,0,1,4,22,5,1,0,0,12,2,20,0,87
1992Q1,1425,14,1,1,5,1,0,0,1,1,4,0,1,0,0,2,1,7,0,25
1992Q1,1426,14,1,3,0,0,2,0,0,7,10,2,7,0,0,4,4,32,0,72
1992Q1,1427,14,1,7,0,2,1,1,0,4,12,4,1,0,0,13,1,14,0,61
1992Q1,1428,14,1,8,3,7,7,0,1,1,27,4,3,0,0,5,2,32,0,101
1992Q1,1429,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1992Q1,1431,14,2,19,1,4,4,0,1,10,34,4,8,0,1,9,4,20,0,121
1992Q1,1432,14,3,7,1,3,1,0,1,2,14,2,2,0,0,4,2,12,0,54
1992Q1,1433,14,2,12,4,2,2,0,2,12,18,4,1,0,0,3,0,9,0,71
1992Q1,1434,14,8,8,0,2,3,0,0,4,17,4,0,0,0,3,2,18,0,69
1992Q1,1435,14,0,14,4,5,2,0,0,10,26,8,1,0,0,11,0,23,0,104
1992Q1,1436,14,0,1,1,1,0,0,0,5,5,3,0,0,0,2,0,10,0,28
1992Q1,1437,14,0,10,0,4,0,0,0,2,11,1,3,1,0,3,2,9,0,46
1992Q1,1438,14,2,11,1,3,2,0,0,3,18,4,4,0,0,1,3,20,0,72
1992Q1,1441,14,0,11,7,3,2,0,1,7,23,3,5,0,0,5,7,8,0,82
1992Q1,1442,14,0,4,1,0,0,0,0,0,1,2,2,0,0,0,1,5,0,16
1992Q1,1443,14,4,5,5,3,4,0,3,7,17,1,2,0,1,2,1,15,0,70
1992Q1,1444,14,5,2,2,0,1,0,1,1,13,7,8,0,0,7,4,10,0,61
1992Q1,1445,14,0,12,4,2,4,0,0,7,28,3,3,0,0,4,2,20,0,89
1992Q1,1446,14,2,6,3,1,1,0,2,6,18,4,0,0,0,6,2,9,0,60
1992Q1,1447,14,0,1,1,4,0,0,1,8,4,0,0,0,1,4,3,9,0,36
1992Q1,1448,14,0,3,0,4,0,0,0,1,4,0,1,0,0,1,1,6,0,21
1992Q1,1449,14,0,5,1,3,0,0,0,3,13,2,1,0,0,0,1,8,0,37
1992Q1,1451,14,0,2,1,0,0,0,1,0,2,0,1,0,0,0,2,0,0,9
1992Q1,1452,14,0,2,7,0,0,0,0,2,11,1,5,0,0,1,5,7,0,41
1992Q1,1453,14,1,5,2,3,0,0,0,4,11,3,6,1,0,7,5,8,0,56
1992Q1,1454,14,3,5,3,1,1,0,0,1,10,1,4,1,0,7,3,18,0,58
