Quarter,REPORTING  DISTRICT,DIVISION,BURG  BUS,BURG  RES,BURG  OTH,ROBB  ST,ROBB  OTH,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE  THEFT,AUTO  THEFT,BUNCO,TOTAL,,
1991Q1,1891,18,1,3,1,1,2,0,0,4,20,2,11,0,0,4,1,20,0,70,,
1991Q1,9900,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,
1991Q1,9901,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,,
1991Q1,9902,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,,
1991Q1,9903,99,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,2,0,8,,
1991Q1,9904,99,0,0,0,1,0,0,0,3,1,0,0,0,0,2,0,4,0,11,,
1991Q1,9905,99,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,0,1,7,,
1991Q1,9906,99,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,3,0,8,,
1991Q1,9907,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,
1991Q1,9908,99,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,6,,
1991Q1,9909,99,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,5,,
1991Q1,9910,99,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,6,,
1991Q1,9911,99,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,6,,
1991Q1,9912,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,,
1991Q1,9913,99,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,11,0,18,,
1991Q1,9915,99,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,5,,
1991Q1,9916,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,5,,
1991Q1,9917,99,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,0,6,,
1991Q1,9918,99,0,0,0,2,0,0,0,1,0,0,1,0,0,3,0,6,0,13,,
1991Q1,9999,99,0,1,1,7,3,0,3,9,9,12,11,1,0,6,0,1,0,64,,
1991Q2,100,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,
1991Q2,102,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,6,,
1991Q2,105,1,0,0,0,3,0,0,0,1,4,2,0,0,1,2,0,7,0,20,,
1991Q2,106,1,27,10,4,28,4,0,0,16,80,4,6,14,3,8,0,50,0,254,,
1991Q2,107,1,2,1,1,9,1,0,0,11,43,7,6,3,0,7,0,30,0,121,,
1991Q2,110,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,
1991Q2,111,1,0,0,0,2,0,0,0,0,3,0,1,1,1,0,0,8,0,16,,
1991Q2,112,1,1,3,1,1,0,0,0,0,8,0,1,0,0,0,0,7,0,22,,
1991Q2,114,1,2,2,3,12,2,0,0,6,49,3,6,3,3,19,0,9,0,119,,
1991Q2,118,1,1,1,1,1,0,0,1,1,31,1,3,2,0,3,0,7,0,53,,
1991Q2,122,1,0,3,0,1,0,0,0,7,3,0,1,0,0,2,1,0,0,18,,
1991Q2,124,1,1,2,2,1,2,0,0,0,37,0,5,1,1,4,1,7,0,64,,
1991Q2,125,1,5,0,1,2,0,0,0,3,17,1,3,5,0,7,0,4,0,48,,
1991Q2,127,1,1,0,3,8,0,0,0,7,21,2,5,2,0,20,1,5,0,75,,
1991Q2,128,1,14,0,12,3,0,0,0,6,35,4,16,2,0,6,0,9,0,107,,
1991Q2,129,1,0,1,1,0,4,0,0,2,19,0,1,0,0,1,0,7,0,36,,
1991Q2,131,1,0,0,0,1,1,0,0,0,3,1,3,0,0,0,0,2,0,11,,
1991Q2,132,1,3,2,16,5,0,0,1,6,49,2,22,2,0,14,3,8,0,133,,
1991Q2,133,1,6,1,1,7,0,0,0,7,5,1,4,6,2,8,0,4,3,55,,
1991Q2,136,1,4,4,0,25,2,0,0,30,18,3,1,4,0,4,1,3,0,99,,
1991Q2,138,1,18,0,2,13,3,0,0,7,93,5,0,0,1,7,1,11,0,161,,
1991Q2,139,1,7,0,3,2,0,0,0,2,38,4,7,0,0,1,0,9,0,73,,
1991Q2,141,1,1,0,0,1,0,0,0,1,8,0,8,2,0,7,0,6,0,34,,
1991Q2,143,1,2,1,0,13,2,0,0,9,6,1,3,4,2,25,0,2,1,71,,
1991Q2,144,1,0,6,2,26,6,0,2,15,8,1,2,0,0,5,1,1,1,76,,
1991Q2,145,1,0,1,0,28,4,0,1,9,6,1,0,4,0,5,0,0,0,59,,
1991Q2,146,1,12,2,0,8,0,0,1,4,6,3,3,1,0,2,0,4,0,46,,
1991Q2,147,1,1,1,3,5,3,0,1,5,5,1,1,0,0,1,0,1,0,28,,
1991Q2,148,1,9,0,1,3,0,0,1,9,15,2,3,1,0,2,1,0,0,47,,
1991Q2,152,1,15,1,9,16,3,0,1,7,24,3,9,10,0,24,2,10,3,137,,
1991Q2,153,1,7,5,0,55,3,0,0,30,12,3,10,26,6,42,0,4,14,217,,
1991Q2,154,1,4,5,2,31,9,0,0,11,17,3,2,5,0,6,0,2,0,97,,
1991Q2,155,1,3,1,0,11,2,0,0,13,16,2,6,6,1,8,1,1,0,71,,
1991Q2,156,1,0,3,0,19,2,0,0,29,7,0,0,1,0,5,1,2,0,69,,
1991Q2,157,1,5,1,1,17,3,1,1,26,9,0,1,5,1,8,0,2,0,81,,
1991Q2,158,1,5,2,0,18,2,0,0,23,36,4,1,6,0,4,0,5,0,106,,
1991Q2,159,1,32,1,3,10,0,1,1,10,40,6,10,1,0,4,0,9,0,128,,
1991Q2,164,1,0,1,0,35,10,0,0,15,10,3,2,7,2,6,0,2,0,93,,
1991Q2,165,1,3,2,0,17,5,1,0,16,9,2,4,8,0,14,0,3,0,84,,
1991Q2,166,1,0,15,0,7,4,1,0,6,8,2,0,1,1,2,0,3,0,50,,
1991Q2,171,1,2,0,1,1,2,0,0,0,23,0,5,4,1,13,0,12,0,64,,
1991Q2,172,1,11,2,5,10,2,0,1,9,41,1,13,9,2,43,0,13,0,162,,
1991Q2,174,1,14,3,0,15,6,0,1,16,10,0,6,13,1,16,0,12,3,116,,
1991Q2,176,1,16,3,2,16,6,0,1,5,12,4,2,7,1,11,0,8,0,94,,
1991Q2,177,1,19,0,3,15,2,0,0,9,54,7,5,4,1,9,0,10,0,138,,
1991Q2,181,1,5,1,2,7,0,0,1,7,30,6,5,1,0,4,0,17,0,86,,
1991Q2,182,1,0,0,1,0,0,0,0,0,10,0,3,0,1,1,0,4,0,20,,
1991Q2,184,1,13,4,7,13,7,0,0,6,53,5,5,2,0,4,0,25,0,144,,
1991Q2,185,1,80,0,5,24,2,0,2,15,77,13,10,53,5,21,0,38,0,345,,
1991Q2,192,1,0,0,0,0,0,0,0,6,3,1,1,0,0,3,0,13,0,27,,
1991Q2,194,1,14,4,4,9,0,0,0,12,32,5,5,3,0,7,0,40,0,135,,
1991Q2,195,1,67,1,0,6,4,0,0,11,33,9,7,3,3,8,0,24,0,176,,
1991Q2,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,
1991Q2,221,2,1,16,2,10,5,1,1,22,29,8,3,1,1,8,4,54,0,166,,
1991Q2,222,2,4,16,7,14,7,0,1,34,32,5,5,0,0,6,0,36,0,167,,
1991Q2,223,2,2,24,4,13,4,0,0,19,26,8,3,0,1,3,0,46,0,153,,
1991Q2,231,2,0,15,3,17,6,0,1,35,24,5,3,2,0,3,4,56,0,174,,
1991Q2,232,2,3,14,3,5,1,0,0,8,17,1,4,4,1,10,3,26,0,100,,
1991Q2,234,2,3,25,2,16,5,1,2,17,26,9,5,0,1,6,1,43,1,163,,
1991Q2,235,2,9,17,1,18,2,0,1,14,29,5,5,0,0,12,2,32,0,147,,
1991Q2,236,2,6,14,2,12,2,1,0,16,22,4,3,0,1,7,0,28,0,118,,
1991Q2,238,2,2,11,1,6,1,0,1,7,10,1,0,0,0,3,0,17,0,60,,
1991Q2,241,2,8,6,4,6,1,1,0,19,6,2,3,1,0,1,1,40,0,99,,
1991Q2,242,2,1,14,3,9,5,1,1,20,8,5,2,2,0,9,0,34,2,116,,
1991Q2,243,2,8,17,4,11,11,1,1,30,31,8,5,1,0,17,3,31,2,181,,
1991Q2,244,2,8,20,3,20,5,0,1,32,36,11,3,0,0,15,5,52,0,211,,
1991Q2,245,2,8,12,2,11,4,0,1,25,16,7,3,2,1,9,0,65,0,166,,
1991Q2,246,2,2,9,3,20,8,0,1,29,19,5,2,0,2,22,0,27,1,150,,
1991Q2,247,2,1,10,10,21,1,0,5,31,27,6,1,0,2,9,0,47,0,171,,
1991Q2,248,2,7,9,3,8,5,1,0,17,16,9,2,0,0,1,0,16,0,94,,
1991Q2,249,2,0,0,0,2,0,0,1,4,20,6,0,0,0,0,0,9,0,42,,
1991Q2,251,2,1,19,1,8,6,0,3,25,39,6,7,3,3,6,2,52,1,182,,
1991Q2,252,2,17,9,7,18,6,1,2,23,44,10,12,3,1,16,0,47,1,217,,
1991Q2,253,2,13,10,5,33,6,0,1,22,43,3,12,5,2,48,5,45,0,253,,
1991Q2,254,2,6,15,2,21,1,0,0,26,26,7,5,0,0,10,0,38,1,158,,
1991Q2,255,2,10,12,2,24,7,0,4,53,55,8,4,5,3,14,4,41,0,246,,
1991Q2,256,2,27,15,12,58,10,6,3,95,46,18,7,3,1,26,1,53,0,381,,
1991Q2,258,2,12,8,2,21,11,1,1,23,32,10,3,1,0,25,2,47,1,200,,
1991Q2,259,2,3,2,9,8,2,0,1,13,49,3,7,1,1,4,1,29,0,133,,
1991Q2,261,2,11,20,4,43,5,2,2,60,33,6,5,3,1,17,0,99,0,311,,
1991Q2,262,2,13,23,3,28,7,0,3,46,30,10,9,7,0,13,1,63,1,257,,
1991Q2,266,2,39,25,10,98,17,3,3,112,32,10,9,6,4,34,2,63,1,468,,
1991Q2,269,2,2,14,3,12,5,0,0,26,17,7,5,0,1,4,0,41,0,137,,
1991Q2,271,2,12,5,4,32,5,4,1,37,25,6,4,0,1,6,2,40,0,184,,
1991Q2,272,2,6,11,6,40,7,2,1,49,22,7,1,1,1,27,2,62,1,246,,
1991Q2,275,2,8,9,1,36,11,1,5,37,33,10,6,1,0,5,1,62,0,226,,
1991Q2,276,2,2,8,0,21,4,2,2,63,10,5,3,3,2,8,0,18,1,152,,
1991Q2,279,2,3,3,2,9,4,0,0,7,18,4,1,1,0,4,0,16,0,72,,
1991Q2,281,2,5,5,1,24,2,2,0,36,5,3,5,3,1,4,0,22,0,118,,
1991Q2,282,2,5,4,3,17,2,4,1,31,14,9,9,3,1,3,1,46,1,154,,
1991Q2,286,2,2,3,0,18,0,0,1,29,10,4,2,0,0,4,0,18,0,91,,
1991Q2,289,2,4,4,0,2,0,0,1,10,12,1,2,0,0,2,0,13,0,51,,
1991Q2,291,2,3,1,0,9,1,0,0,5,5,2,0,0,0,1,0,18,0,45,,
1991Q2,292,2,0,1,1,7,1,0,0,14,3,7,2,0,0,3,0,17,0,56,,
1991Q2,296,2,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,7,0,14,,
1991Q2,299,2,5,3,1,6,2,1,0,23,12,3,2,0,0,4,0,16,0,78,,
1991Q2,300,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,
1991Q2,309,3,0,0,0,2,0,0,0,1,5,1,1,0,0,0,0,0,0,10,,
1991Q2,311,3,5,7,0,2,1,0,0,3,2,0,0,0,0,1,0,1,0,22,,
1991Q2,312,3,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,7,,
1991Q2,313,3,0,5,0,5,0,0,0,12,8,10,0,0,0,1,0,12,0,53,,
1991Q2,314,3,1,16,2,12,0,0,2,11,11,10,5,0,0,2,0,31,0,103,,
1991Q2,315,3,0,16,3,7,3,0,1,18,11,7,2,0,0,3,1,13,0,85,,
1991Q2,316,3,2,5,2,6,2,0,0,16,9,3,1,0,0,2,1,7,0,56,,
1991Q2,317,3,0,1,0,5,1,2,0,14,1,5,1,0,2,1,0,12,0,45,,
1991Q2,318,3,4,3,0,13,0,0,1,14,4,1,3,0,0,3,0,18,0,64,,
1991Q2,319,3,2,5,3,6,3,1,2,18,36,16,1,1,2,1,4,44,0,145,,
1991Q2,326,3,3,5,2,21,6,2,1,16,8,5,2,2,1,2,0,23,0,99,,
1991Q2,327,3,3,17,2,8,1,0,1,28,27,12,3,0,0,5,8,41,0,156,,
1991Q2,328,3,1,13,4,7,1,0,1,7,51,13,9,2,0,24,10,29,0,172,,
1991Q2,329,3,0,0,0,3,2,0,0,1,4,2,0,0,0,2,0,7,0,21,,
1991Q2,331,3,6,7,5,8,6,0,0,12,8,4,3,0,2,2,0,10,0,73,,
1991Q2,332,3,1,4,1,5,1,1,0,19,9,2,3,0,0,0,4,11,0,61,,
1991Q2,333,3,9,6,2,13,4,0,1,11,6,3,4,1,0,9,0,18,0,87,,
1991Q2,334,3,1,9,0,13,9,0,1,15,12,10,3,0,1,12,1,25,0,112,,
1991Q2,335,3,3,8,6,9,2,0,0,18,7,4,1,0,0,2,3,19,0,82,,
1991Q2,336,3,4,7,2,9,2,0,0,10,3,6,3,0,1,4,1,10,0,62,,
1991Q2,337,3,1,6,1,10,1,1,1,11,9,6,3,1,0,2,2,20,0,75,,
1991Q2,338,3,1,14,3,11,7,2,2,14,20,6,12,0,0,13,6,29,0,140,,
1991Q2,351,3,1,2,3,2,1,0,1,4,2,0,2,0,0,2,0,8,0,28,,
1991Q2,353,3,3,7,1,5,3,0,0,6,9,2,1,0,1,3,0,14,0,55,,
1991Q2,354,3,2,2,1,6,1,1,0,7,6,1,1,0,0,4,4,19,0,55,,
1991Q2,355,3,1,4,3,17,2,2,1,29,8,4,1,1,1,5,2,25,0,106,,
1991Q2,356,3,2,10,3,19,8,0,0,27,4,2,3,0,3,8,1,30,0,120,,
1991Q2,357,3,2,15,2,22,4,0,0,21,24,9,3,1,1,9,2,19,1,135,,
1991Q2,358,3,8,4,22,6,1,0,1,4,65,24,34,0,0,47,17,28,1,262,,
1991Q2,359,3,1,3,2,2,2,0,0,4,14,1,1,0,1,2,2,17,0,52,,
1991Q2,361,3,1,9,2,14,5,3,4,29,16,13,0,0,2,16,0,22,0,136,,
1991Q2,362,3,2,10,9,10,2,2,1,49,22,12,4,0,3,13,1,33,0,173,,
1991Q2,363,3,15,11,15,21,11,1,2,36,40,11,15,0,4,53,4,54,1,294,,
1991Q2,373,3,12,5,10,9,15,0,0,14,17,9,4,0,0,19,5,32,0,151,,
1991Q2,374,3,0,6,5,1,0,0,0,5,8,1,3,0,0,3,4,8,0,44,,
1991Q2,375,3,4,5,0,15,4,0,2,16,14,5,10,0,0,4,1,20,0,100,,
1991Q2,376,3,3,6,0,16,5,0,0,22,16,5,0,0,0,8,2,18,0,101,,
1991Q2,377,3,2,19,1,22,10,2,1,38,9,8,4,0,1,17,1,29,0,164,,
1991Q2,378,3,0,0,0,6,5,0,0,3,21,5,1,2,1,5,0,13,0,62,,
1991Q2,391,3,0,9,0,10,2,0,1,4,10,2,1,0,1,3,0,26,0,69,,
1991Q2,393,3,5,8,7,26,14,0,2,23,34,8,4,0,0,10,2,45,0,188,,
1991Q2,394,3,1,3,0,6,2,0,0,4,6,3,1,0,0,6,1,9,0,42,,
1991Q2,395,3,4,10,6,22,6,0,1,19,21,9,4,1,0,16,3,36,0,158,,
1991Q2,397,3,5,10,3,37,7,1,0,37,19,3,6,1,1,17,0,50,0,197,,
1991Q2,398,3,3,11,7,42,16,2,1,56,18,17,7,2,0,12,4,47,0,245,,
1991Q2,399,3,0,4,0,6,2,0,0,6,4,5,2,0,0,3,3,5,0,40,,
1991Q2,400,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,,
1991Q2,401,4,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,7,,
1991Q2,402,4,1,7,1,0,0,0,0,7,4,1,0,0,0,1,2,13,0,37,,
1991Q2,403,4,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,,
1991Q2,404,4,0,9,1,2,1,1,0,5,14,1,4,0,0,2,1,12,0,53,,
1991Q2,405,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,,
1991Q2,406,4,0,4,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,11,,
1991Q2,407,4,0,5,1,1,0,0,0,11,14,2,1,0,0,0,1,10,0,46,,
1991Q2,408,4,1,2,1,2,2,0,0,6,2,6,1,0,0,3,0,8,0,34,,
1991Q2,409,4,2,26,2,3,2,0,0,19,7,5,0,0,1,5,1,10,0,83,,
1991Q2,411,4,7,1,5,2,1,1,0,4,16,5,3,1,0,1,0,9,1,57,,
1991Q2,412,4,6,5,6,6,0,1,0,11,14,1,3,0,0,5,1,14,0,73,,
1991Q2,413,4,0,2,1,1,0,0,0,3,3,1,1,0,0,0,0,7,0,19,,
1991Q2,414,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,9,,
1991Q2,415,4,9,8,8,2,2,2,1,29,11,6,0,0,0,12,1,20,0,111,,
1991Q2,416,4,4,24,1,3,2,1,0,29,16,6,4,0,0,5,0,23,0,118,,
1991Q2,417,4,2,4,4,4,1,1,1,21,3,3,3,0,0,2,1,10,0,60,,
1991Q2,418,4,1,5,1,4,1,0,0,17,15,5,2,1,1,9,0,19,0,81,,
1991Q2,419,4,0,7,0,7,1,0,0,7,3,4,2,0,0,2,1,11,0,45,,
1991Q2,421,4,7,5,4,5,1,0,0,17,19,4,4,1,0,5,0,12,0,84,,
1991Q2,422,4,4,13,2,5,0,0,1,14,26,6,3,0,0,5,0,21,1,101,,
1991Q2,423,4,4,1,1,3,1,0,0,6,4,3,2,0,0,2,0,11,0,38,,
1991Q2,427,4,2,7,4,3,0,1,0,10,19,1,2,0,0,1,0,12,0,62,,
1991Q2,428,4,2,6,3,5,3,2,0,15,5,3,6,0,0,5,0,16,0,71,,
1991Q2,429,4,1,5,1,2,0,0,1,6,17,0,4,1,0,3,0,23,0,64,,
1991Q2,431,4,1,1,0,2,0,0,0,3,1,1,0,0,0,0,0,1,0,10,,
1991Q2,432,4,0,2,1,1,0,0,0,1,3,2,2,0,0,2,0,1,0,15,,
1991Q2,433,4,1,2,4,7,1,0,1,11,21,8,6,1,0,8,1,47,1,120,,
1991Q2,435,4,0,1,0,1,1,0,0,2,3,2,1,0,0,2,0,3,0,16,,
1991Q2,438,4,1,7,0,14,2,0,0,16,3,4,4,0,0,5,1,22,0,79,,
1991Q2,439,4,0,10,2,3,0,0,0,8,4,3,1,0,0,1,0,10,0,42,,
1991Q2,451,4,2,5,2,3,0,1,0,36,2,2,0,0,0,0,2,4,0,59,,
1991Q2,452,4,0,1,1,3,0,0,0,4,2,1,0,0,0,1,0,10,0,23,,
1991Q2,453,4,0,4,3,5,3,0,0,13,11,4,3,0,0,8,0,18,0,72,,
1991Q2,455,4,3,7,0,3,1,0,1,19,8,5,4,1,0,7,2,18,0,79,,
1991Q2,457,4,4,14,0,16,5,0,0,36,7,8,3,0,1,8,0,30,0,132,,
1991Q2,459,4,1,6,1,6,1,0,0,13,4,0,1,0,0,1,0,20,0,54,,
1991Q2,462,4,1,2,0,4,1,1,0,7,1,5,0,0,0,1,0,7,0,30,,
1991Q2,463,4,5,14,1,22,4,1,1,25,21,9,2,2,0,5,2,32,0,146,,
1991Q2,466,4,7,8,3,8,1,0,0,15,10,1,1,1,2,12,0,20,0,89,,
1991Q2,467,4,2,7,9,10,5,0,1,13,9,7,2,1,0,17,1,28,1,113,,
1991Q2,468,4,3,10,0,10,1,0,0,16,9,3,2,0,0,4,0,19,0,77,,
1991Q2,469,4,2,9,0,3,2,0,0,12,2,2,1,0,0,1,0,12,0,46,,
1991Q2,471,4,6,0,4,9,3,0,0,21,6,6,3,1,0,6,2,23,0,90,,
1991Q2,473,4,0,5,7,9,1,0,0,6,9,7,1,0,1,10,2,9,0,67,,
1991Q2,477,4,3,7,11,1,1,1,0,9,2,1,0,0,0,6,0,16,0,58,,
1991Q2,478,4,2,4,0,11,2,0,1,11,7,4,3,1,1,2,1,18,0,68,,
1991Q2,479,4,0,4,1,1,0,0,0,14,3,4,1,1,0,6,0,12,0,47,,
1991Q2,483,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,,
1991Q2,487,4,0,1,0,1,2,0,0,1,1,0,1,0,0,1,0,8,0,16,,
1991Q2,488,4,0,1,0,4,0,0,0,2,0,1,1,0,0,0,1,2,0,12,,
1991Q2,491,4,4,0,2,3,0,0,0,0,6,1,3,0,0,17,0,17,1,54,,
1991Q2,497,4,17,6,7,10,9,0,0,27,21,7,10,1,0,17,0,67,0,199,,
1991Q2,499,4,10,1,1,2,1,1,0,6,3,1,2,0,0,2,0,13,0,43,,
1991Q2,500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
1991Q2,501,5,0,0,0,0,0,0,0,0,3,0,1,0,0,4,0,1,0,9,,
1991Q2,502,5,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,4,0,9,,
1991Q2,503,5,0,0,1,0,0,0,0,0,4,0,0,0,0,2,1,2,0,10,,
1991Q2,504,5,0,9,1,1,0,0,0,33,10,5,3,0,0,6,1,14,0,83,,
1991Q2,505,5,2,10,1,2,7,0,0,20,22,3,4,0,0,4,0,13,0,88,,
1991Q2,507,5,6,5,0,3,1,2,0,29,16,3,5,0,1,0,0,35,0,106,,
1991Q2,509,5,1,4,4,1,1,0,0,12,26,2,3,0,0,5,1,18,1,79,,
1991Q2,511,5,2,10,2,8,1,0,2,26,11,7,9,0,0,11,3,41,0,133,,
1991Q2,512,5,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,8,,
1991Q2,513,5,2,7,3,13,2,3,1,45,21,4,9,0,0,7,1,38,0,156,,
1991Q2,514,5,6,3,4,7,3,0,0,14,15,3,1,0,0,4,1,19,0,80,,
1991Q2,515,5,3,4,7,4,4,0,0,7,10,5,2,0,0,9,1,29,0,85,,
1991Q2,516,5,4,15,4,3,4,0,1,24,18,1,0,0,0,11,1,34,2,122,,
1991Q2,517,5,7,6,2,9,2,0,2,28,37,7,3,0,0,21,1,58,0,183,,
1991Q2,519,5,9,5,9,7,1,0,0,30,18,6,4,0,0,11,1,33,0,134,,
1991Q2,521,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,,
1991Q2,522,5,1,6,4,3,0,0,0,6,23,4,4,0,1,3,3,8,0,66,,
1991Q2,523,5,0,0,3,0,0,0,0,1,1,0,0,0,0,2,0,3,0,10,,
1991Q2,524,5,2,5,2,3,3,0,0,24,2,1,2,0,0,4,2,8,1,59,,
1991Q2,525,5,11,10,1,21,4,1,1,71,15,7,10,0,1,24,1,38,0,216,,
1991Q2,527,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
1991Q2,529,5,12,0,10,10,8,0,0,26,14,4,7,0,2,13,0,33,0,139,,
1991Q2,541,5,4,2,5,2,3,0,0,5,13,1,4,0,0,11,3,9,0,62,,
1991Q2,543,5,1,12,5,1,2,0,0,12,13,3,2,0,0,6,1,28,0,86,,
1991Q2,545,5,3,4,0,1,4,1,0,16,6,4,2,0,0,0,0,3,0,44,,
1991Q2,547,5,8,4,3,7,9,4,2,14,20,3,2,2,0,11,2,25,0,116,,
1991Q2,549,5,15,17,8,9,8,1,3,43,16,6,7,0,0,15,4,24,0,176,,
1991Q2,561,5,0,3,2,0,0,0,0,2,4,2,1,0,0,1,0,5,0,20,,
1991Q2,562,5,0,8,2,1,0,0,0,3,13,4,1,0,0,5,2,13,0,52,,
1991Q2,563,5,3,13,9,8,3,0,0,46,30,7,7,0,1,16,6,39,1,189,,
1991Q2,565,5,6,6,4,3,2,0,1,10,14,1,0,0,0,5,1,9,0,62,,
1991Q2,567,5,3,20,8,6,4,1,0,48,17,3,6,0,1,8,3,21,0,149,,
1991Q2,569,5,6,0,6,2,0,0,0,1,13,6,4,0,0,4,0,14,0,56,,
1991Q2,581,5,1,7,2,0,0,0,0,3,8,3,0,0,0,3,1,9,0,37,,
1991Q2,583,5,6,2,1,1,1,0,0,3,5,2,1,0,0,2,1,9,0,34,,
1991Q2,584,5,0,4,1,2,0,1,0,9,8,4,5,0,0,4,3,11,0,52,,
1991Q2,585,5,0,19,16,5,2,0,3,16,34,5,9,0,0,9,12,47,0,177,,
1991Q2,587,5,0,8,4,0,0,0,1,13,35,7,7,0,0,1,5,19,0,100,,
1991Q2,589,5,4,3,5,0,1,0,0,4,9,3,4,0,0,3,0,6,0,42,,
1991Q2,591,5,0,0,1,0,1,0,0,2,3,0,5,0,0,0,0,6,0,18,,
1991Q2,599,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,
1991Q2,600,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,
1991Q2,604,6,0,3,0,0,1,0,0,0,5,1,1,0,0,1,0,2,0,14,,
1991Q2,609,6,0,1,0,0,0,0,0,4,3,0,2,0,0,1,0,4,0,15,,
1991Q2,615,6,0,6,2,0,0,0,0,2,20,1,3,0,0,2,3,12,0,51,,
1991Q2,621,6,0,5,2,0,1,0,0,1,6,3,0,0,0,1,0,4,0,23,,
1991Q2,622,6,0,26,1,4,2,0,1,5,20,10,10,0,0,4,1,26,0,110,,
1991Q2,625,6,1,5,0,0,1,0,0,2,25,7,2,1,0,7,0,11,0,62,,
1991Q2,626,6,0,9,1,1,1,0,0,2,24,5,0,0,0,5,2,11,0,61,,
1991Q2,627,6,0,12,4,0,1,0,1,5,20,2,1,0,0,2,2,16,0,66,,
1991Q2,628,6,0,11,0,4,3,0,1,3,26,7,4,1,1,13,0,49,0,123,,
1991Q2,629,6,0,12,4,5,1,0,1,6,8,5,1,0,0,2,1,7,0,53,,
1991Q2,631,6,0,5,1,0,2,0,0,0,8,0,3,0,0,1,0,7,0,27,,
1991Q2,632,6,1,18,2,4,3,0,0,6,24,8,1,1,1,16,1,25,0,111,,
1991Q2,636,6,14,29,6,45,7,1,4,75,110,21,13,3,1,28,0,62,0,419,,
1991Q2,637,6,8,7,2,6,2,0,0,8,23,5,7,1,0,4,0,16,0,89,,
1991Q2,638,6,3,7,0,16,12,0,1,22,16,1,5,1,0,16,0,34,0,134,,
1991Q2,639,6,1,11,0,10,5,1,2,22,15,5,4,0,0,4,0,36,0,116,,
1991Q2,642,6,0,14,2,10,7,1,0,13,26,5,6,2,0,9,1,26,0,122,,
1991Q2,643,6,8,45,3,21,13,1,3,30,83,30,10,5,3,15,3,115,1,389,,
1991Q2,645,6,14,34,7,26,14,0,5,37,118,13,26,7,1,33,2,65,0,402,,
1991Q2,646,6,21,9,6,29,8,1,2,21,64,3,11,7,1,27,3,44,0,257,,
1991Q2,647,6,7,7,3,15,3,5,1,30,45,8,10,0,1,25,2,32,0,194,,
1991Q2,649,6,4,9,5,18,6,3,2,55,18,9,4,4,1,19,0,37,1,195,,
1991Q2,665,6,10,4,11,17,9,0,0,25,66,11,11,4,1,13,4,56,0,242,,
1991Q2,666,6,12,20,12,25,13,0,1,40,50,9,14,3,0,19,3,51,0,272,,
1991Q2,667,6,5,12,2,27,7,1,3,54,49,6,13,4,0,46,1,61,0,291,,
1991Q2,669,6,4,6,0,20,4,0,1,31,14,8,3,2,0,23,0,47,0,163,,
1991Q2,671,6,14,13,4,15,5,0,0,4,30,6,17,0,0,16,1,47,0,172,,
