Quarter,REPORTING  DISTRICT,DIVISION,BURG  BUS,BURG  RES,BURG  OTH,ROBB  ST,ROBB  OTH,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE  THEFT,AUTO  THEFT,BUNCO,TOTAL,,
1991Q3,132,1,8,0,16,10,1,0,0,3,74,6,22,8,2,24,1,11,0,186,,
1991Q3,133,1,2,0,4,10,1,0,0,11,6,0,4,6,3,7,0,1,3,58,,
1991Q3,136,1,1,2,0,36,2,0,1,12,22,0,1,2,2,6,0,3,0,90,,
1991Q3,138,1,12,0,5,13,1,1,0,18,64,2,4,4,2,10,0,6,0,142,,
1991Q3,139,1,14,1,5,6,0,0,0,2,43,4,3,0,0,2,0,10,0,90,,
1991Q3,141,1,3,0,3,2,0,0,0,5,10,2,15,2,0,7,0,2,0,51,,
1991Q3,143,1,2,1,2,23,2,2,0,10,15,3,5,6,3,25,1,1,2,103,,
1991Q3,144,1,2,5,5,24,2,0,0,18,7,0,2,3,1,6,0,3,0,78,,
1991Q3,145,1,7,1,0,35,2,0,0,10,11,0,0,2,0,4,0,3,0,75,,
1991Q3,146,1,4,1,0,18,1,0,0,9,8,3,1,6,1,6,0,2,0,60,,
1991Q3,147,1,5,1,0,6,3,0,0,14,8,1,1,3,0,1,1,1,0,45,,
1991Q3,148,1,9,0,4,7,1,0,0,10,17,1,1,2,0,2,0,0,0,54,,
1991Q3,152,1,14,0,11,22,8,0,0,16,39,6,12,14,1,37,2,7,1,190,,
1991Q3,153,1,10,3,2,68,9,0,1,18,30,5,12,61,3,41,0,6,12,281,,
1991Q3,154,1,4,3,0,30,2,0,1,13,18,4,3,8,1,4,0,3,0,94,,
1991Q3,155,1,3,1,3,15,1,0,0,10,18,3,3,2,1,9,0,3,1,73,,
1991Q3,156,1,13,4,2,18,1,0,0,13,8,1,0,4,0,6,1,1,0,72,,
1991Q3,157,1,10,1,3,20,4,1,0,28,16,2,3,3,1,8,1,3,1,105,,
1991Q3,158,1,17,0,1,32,2,0,1,33,21,5,2,3,0,5,0,7,0,129,,
1991Q3,159,1,48,1,14,10,1,1,1,8,31,5,5,0,0,7,2,17,0,151,,
1991Q3,164,1,1,7,0,44,9,0,0,21,18,0,4,14,0,12,0,4,0,134,,
1991Q3,165,1,2,1,2,25,8,0,0,15,21,3,9,9,2,27,0,5,0,129,,
1991Q3,166,1,4,3,1,13,2,0,0,5,11,3,1,1,0,4,0,1,0,49,,
1991Q3,171,1,2,0,7,3,0,0,1,3,42,2,3,2,1,20,1,4,0,91,,
1991Q3,172,1,8,6,6,16,4,0,1,12,74,4,10,6,1,52,2,11,0,213,,
1991Q3,174,1,11,2,4,43,6,0,0,23,35,2,5,26,6,19,0,11,3,196,,
1991Q3,176,1,13,4,2,13,5,0,1,12,29,0,3,7,1,4,0,4,2,100,,
1991Q3,177,1,20,1,8,13,1,0,0,12,60,3,9,6,1,17,0,11,0,162,,
1991Q3,181,1,1,3,1,11,2,1,0,17,27,4,3,1,0,1,0,8,0,80,,
1991Q3,182,1,0,0,1,2,0,0,0,1,5,1,4,1,0,0,0,3,0,18,,
1991Q3,184,1,27,4,1,12,5,0,1,9,82,3,5,5,0,4,2,25,0,185,,
1991Q3,185,1,87,1,3,11,6,1,0,14,122,7,17,36,5,20,0,16,1,347,,
1991Q3,192,1,0,3,0,4,0,0,0,1,6,0,3,0,0,1,0,2,0,20,,
1991Q3,194,1,26,3,3,9,1,1,1,17,48,6,3,1,0,4,1,43,1,168,,
1991Q3,195,1,64,0,4,10,2,0,1,5,55,7,4,5,1,6,0,31,0,195,,
1991Q3,200,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,,
1991Q3,221,2,2,11,2,13,4,0,1,26,20,4,5,2,1,4,3,35,0,133,,
1991Q3,222,2,3,13,1,16,4,2,2,34,26,3,2,3,0,6,0,44,1,160,,
1991Q3,223,2,2,24,6,7,6,0,0,16,33,11,4,0,0,7,4,68,1,189,,
1991Q3,231,2,8,12,6,11,9,1,0,42,27,6,3,0,0,4,0,62,0,191,,
1991Q3,232,2,4,8,1,2,1,1,2,19,17,3,7,0,1,7,2,25,0,100,,
1991Q3,234,2,4,25,7,22,3,2,2,39,20,7,9,0,0,6,1,72,0,219,,
1991Q3,235,2,7,16,7,14,7,0,1,29,17,7,4,1,0,7,3,45,0,165,,
1991Q3,236,2,6,12,5,25,1,0,1,12,10,3,3,3,2,8,1,42,0,134,,
1991Q3,238,2,3,3,3,5,1,0,2,12,12,4,0,0,1,0,0,19,0,65,,
1991Q3,241,2,4,12,0,8,3,0,0,22,0,0,0,1,0,1,0,23,0,74,,
1991Q3,242,2,4,17,1,14,5,2,1,33,9,8,3,0,0,16,1,32,0,146,,
1991Q3,243,2,11,12,10,31,3,0,1,39,36,4,5,2,0,17,1,46,0,218,,
1991Q3,244,2,7,27,4,15,3,2,1,47,53,10,3,2,1,15,1,61,0,252,,
1991Q3,245,2,12,7,3,9,3,0,1,28,34,6,3,1,1,7,2,37,0,154,,
1991Q3,246,2,8,8,5,14,6,1,2,27,19,3,2,0,0,12,0,26,0,133,,
1991Q3,247,2,5,20,10,15,5,1,2,34,21,10,4,3,0,9,0,47,0,186,,
1991Q3,248,2,0,13,3,9,1,0,0,13,8,1,1,0,0,4,0,18,0,71,,
1991Q3,249,2,1,3,1,1,0,0,1,2,12,2,2,0,0,3,0,3,0,31,,
1991Q3,251,2,5,25,2,20,4,0,1,30,41,12,7,4,2,11,1,54,0,219,,
1991Q3,252,2,8,17,7,22,10,0,1,15,50,3,6,5,2,16,2,35,0,199,,
1991Q3,253,2,28,16,11,40,13,0,1,26,59,7,10,6,2,32,2,52,1,306,,
1991Q3,254,2,5,20,3,21,9,1,4,36,34,5,4,4,1,8,2,53,1,211,,
1991Q3,255,2,7,17,5,34,3,0,1,43,54,5,9,7,3,8,0,52,0,248,,
1991Q3,256,2,29,24,6,55,13,6,2,82,25,9,4,5,1,26,1,47,0,335,,
1991Q3,258,2,9,22,7,24,4,0,2,52,30,9,1,2,1,15,0,39,0,217,,
1991Q3,259,2,6,3,6,14,2,0,1,19,43,3,3,2,1,15,1,25,0,144,,
1991Q3,261,2,20,19,12,44,10,1,3,87,28,7,12,8,2,10,1,76,0,340,,
1991Q3,262,2,28,11,9,36,9,3,2,79,37,10,12,4,4,10,1,38,1,294,,
1991Q3,266,2,55,38,9,116,16,6,1,142,47,13,10,6,3,29,3,66,1,561,,
1991Q3,269,2,9,9,8,25,5,1,1,33,23,9,5,1,0,5,0,30,0,164,,
1991Q3,271,2,9,8,6,28,5,0,0,41,18,4,7,2,3,8,0,29,0,168,,
1991Q3,272,2,18,16,5,25,2,1,1,34,25,9,11,2,1,17,0,51,0,218,,
1991Q3,275,2,20,17,7,55,3,4,4,56,37,14,9,5,4,7,0,44,0,286,,
1991Q3,276,2,8,8,1,20,11,5,3,45,7,9,0,2,0,4,0,25,0,148,,
1991Q3,279,2,4,3,4,10,0,1,1,14,9,6,4,0,0,6,0,19,0,81,,
1991Q3,281,2,1,2,0,14,7,0,2,17,2,3,0,0,0,6,0,21,0,75,,
1991Q3,282,2,8,4,4,34,8,2,0,48,11,8,2,1,1,7,0,29,1,168,,
1991Q3,286,2,7,5,1,13,2,0,0,25,8,4,1,0,0,4,0,25,0,95,,
1991Q3,289,2,1,0,0,4,3,0,0,8,6,2,1,0,0,1,0,15,0,41,,
1991Q3,291,2,3,3,1,10,1,1,1,9,2,2,1,0,0,2,0,20,0,56,,
1991Q3,292,2,2,1,0,2,2,0,0,4,6,5,0,0,0,0,0,22,0,44,,
1991Q3,296,2,1,0,1,3,2,0,0,2,2,1,0,1,0,1,0,8,0,22,,
1991Q3,299,2,7,2,0,20,4,0,0,25,8,5,1,1,0,11,3,21,0,108,,
1991Q3,300,3,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,6,,
1991Q3,309,3,1,0,0,1,0,0,0,2,4,1,0,0,0,0,0,4,0,13,,
1991Q3,311,3,0,0,1,6,0,1,1,5,2,0,0,0,1,1,0,5,0,23,,
1991Q3,312,3,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,4,0,10,,
1991Q3,313,3,0,6,0,4,3,0,0,9,1,0,1,0,0,2,0,6,0,32,,
1991Q3,314,3,0,12,1,7,4,2,1,28,12,3,3,0,2,3,3,29,0,110,,
1991Q3,315,3,1,15,11,7,0,0,0,23,9,2,4,1,1,6,2,18,0,100,,
1991Q3,316,3,3,6,4,16,2,1,0,26,9,3,5,0,1,3,1,21,0,101,,
1991Q3,317,3,0,9,0,12,8,0,0,19,2,3,1,0,1,5,0,18,0,78,,
1991Q3,318,3,1,1,0,3,6,0,0,6,4,1,0,0,0,4,1,13,0,40,,
1991Q3,319,3,2,5,4,16,1,1,2,28,38,4,2,1,0,6,1,50,0,161,,
1991Q3,326,3,1,5,10,10,3,1,1,24,10,3,1,0,1,10,1,17,0,98,,
1991Q3,327,3,1,17,3,16,2,0,0,17,28,9,2,0,0,9,8,31,0,143,,
1991Q3,328,3,1,9,8,7,2,0,2,12,60,17,10,0,0,15,8,38,0,189,,
1991Q3,329,3,2,0,0,7,1,0,0,1,11,1,0,0,0,2,1,12,0,38,,
1991Q3,331,3,3,11,12,5,6,0,3,15,8,4,4,0,0,5,1,8,0,85,,
1991Q3,332,3,4,4,7,3,1,0,2,22,3,2,2,0,0,3,1,14,0,68,,
1991Q3,333,3,13,6,5,14,10,1,0,8,6,3,1,0,5,4,0,19,0,95,,
1991Q3,334,3,3,13,3,15,12,0,1,21,3,4,4,0,2,7,1,24,0,113,,
1991Q3,335,3,1,4,2,8,5,0,0,17,3,6,2,0,0,3,0,15,0,66,,
1991Q3,336,3,2,6,5,6,5,0,0,16,10,1,2,0,0,3,1,12,0,69,,
1991Q3,337,3,2,7,2,12,2,0,0,11,11,1,2,0,0,7,1,12,0,70,,
1991Q3,338,3,7,9,4,19,3,0,1,11,18,4,3,0,2,16,3,34,0,134,,
1991Q3,351,3,1,0,2,2,2,1,1,3,4,2,0,0,0,9,0,1,0,28,,
1991Q3,353,3,2,6,4,3,0,2,1,6,9,1,0,0,1,5,3,12,0,55,,
1991Q3,354,3,4,4,0,8,4,1,0,16,5,5,3,1,0,6,3,19,1,80,,
1991Q3,355,3,2,7,3,12,3,0,1,24,11,4,0,0,1,10,0,16,0,94,,
1991Q3,356,3,3,13,4,17,4,0,2,30,12,7,1,2,0,7,0,22,0,124,,
1991Q3,357,3,0,10,2,24,3,1,0,36,35,5,3,0,1,11,1,20,0,152,,
1991Q3,358,3,2,4,23,7,0,0,0,2,107,32,19,2,0,80,14,41,0,333,,
1991Q3,359,3,0,4,2,5,1,0,1,6,29,4,6,0,0,1,1,12,0,72,,
1991Q3,361,3,0,4,2,9,1,0,0,34,9,10,3,1,0,25,1,16,0,115,,
1991Q3,362,3,1,9,6,15,1,0,3,37,9,4,4,0,1,14,0,25,0,129,,
1991Q3,363,3,13,7,13,25,11,0,3,29,22,12,17,1,3,51,0,52,1,260,,
1991Q3,373,3,14,5,20,6,4,0,0,10,5,3,4,2,1,8,0,16,0,98,,
1991Q3,374,3,2,9,2,4,0,1,0,2,5,1,2,0,0,3,1,9,0,41,,
1991Q3,375,3,3,5,1,16,6,0,0,20,12,7,2,0,2,4,0,23,0,101,,
1991Q3,376,3,1,7,3,10,6,3,1,36,10,13,8,0,0,9,3,36,0,146,,
1991Q3,377,3,7,13,1,28,9,0,1,49,16,13,2,0,1,21,2,35,0,198,,
1991Q3,378,3,1,2,1,8,2,0,0,10,17,3,4,1,0,7,2,13,0,71,,
1991Q3,391,3,0,9,2,6,1,1,0,14,6,2,3,0,0,2,1,17,0,64,,
1991Q3,393,3,6,8,16,28,11,1,0,19,24,8,6,3,3,13,2,42,0,190,,
1991Q3,394,3,0,4,4,5,2,1,0,13,7,1,3,0,0,1,1,6,0,48,,
1991Q3,395,3,2,11,9,27,7,1,1,27,15,8,5,0,0,10,1,23,0,147,,
1991Q3,397,3,4,14,4,33,7,0,1,36,22,8,6,2,1,10,5,50,0,203,,
1991Q3,398,3,9,26,1,45,20,2,2,71,36,13,11,1,2,15,0,55,0,309,,
1991Q3,399,3,2,5,0,9,5,0,1,12,9,2,1,0,0,8,1,17,0,72,,
1991Q3,400,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,,
1991Q3,401,4,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,6,,
1991Q3,402,4,0,12,0,2,3,0,0,4,6,3,2,0,0,0,2,10,0,44,,
1991Q3,403,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,,
1991Q3,404,4,2,6,3,1,1,0,0,8,14,1,1,1,0,1,1,13,0,53,,
1991Q3,405,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,
1991Q3,406,4,1,1,0,0,1,0,0,2,1,2,0,0,0,1,0,3,0,12,,
1991Q3,407,4,0,9,2,2,0,0,0,11,20,5,0,0,0,3,1,24,0,77,,
1991Q3,408,4,0,11,1,3,4,0,0,15,6,3,1,1,1,3,2,9,0,60,,
1991Q3,409,4,0,19,5,4,2,1,0,22,5,5,7,0,0,4,1,15,0,90,,
1991Q3,411,4,4,0,3,3,2,0,1,4,7,3,1,0,0,7,0,9,0,44,,
1991Q3,412,4,3,5,2,5,0,0,0,11,18,7,3,0,0,5,0,12,0,71,,
1991Q3,413,4,0,2,1,1,1,0,0,9,4,2,0,0,0,0,0,4,0,24,,
1991Q3,414,4,1,5,1,1,1,0,0,2,0,0,1,0,0,0,1,1,0,14,,
1991Q3,415,4,4,23,4,8,3,0,0,27,21,6,2,1,1,4,1,38,0,143,,
1991Q3,416,4,3,7,3,4,1,1,2,32,8,9,1,1,0,1,0,41,0,114,,
1991Q3,417,4,4,4,14,6,2,2,0,12,7,6,1,0,0,4,0,12,0,74,,
1991Q3,418,4,2,8,3,6,3,0,0,9,12,4,4,0,0,6,5,15,3,80,,
1991Q3,419,4,0,7,2,6,0,0,1,10,5,3,2,0,1,1,3,13,0,54,,
1991Q3,421,4,9,15,6,5,2,0,0,5,18,4,2,0,2,3,3,7,0,81,,
1991Q3,422,4,3,10,3,6,2,0,0,18,16,4,0,0,0,0,1,16,1,80,,
1991Q3,423,4,3,1,1,3,3,0,1,10,16,3,2,0,0,3,0,8,0,54,,
1991Q3,427,4,2,5,9,4,2,1,0,15,3,1,3,0,1,6,3,12,0,67,,
1991Q3,428,4,2,5,4,2,4,0,0,7,3,4,2,0,0,2,1,16,0,52,,
1991Q3,429,4,2,7,1,2,1,0,0,16,9,0,4,1,0,0,1,30,0,74,,
1991Q3,431,4,1,0,0,2,0,0,0,5,1,0,0,0,0,0,0,4,0,13,,
1991Q3,432,4,1,1,0,3,0,0,0,5,6,1,0,0,0,1,0,5,0,23,,
1991Q3,433,4,0,3,2,14,7,0,0,12,26,5,8,0,1,22,0,75,0,175,,
1991Q3,435,4,2,0,0,6,1,0,0,1,0,1,2,1,0,1,0,10,0,25,,
1991Q3,438,4,0,4,0,12,0,0,0,19,5,1,2,0,0,1,0,28,0,72,,
1991Q3,439,4,1,6,4,5,0,0,1,26,6,4,1,0,0,1,0,17,0,72,,
1991Q3,451,4,0,2,2,2,1,0,0,34,3,0,0,0,0,3,0,10,0,57,,
1991Q3,452,4,0,3,1,3,2,0,0,5,3,2,0,0,0,0,0,6,0,25,,
1991Q3,453,4,2,18,6,5,3,1,0,20,21,9,4,0,0,11,1,15,1,117,,
1991Q3,455,4,5,14,3,12,1,0,0,17,11,4,1,1,0,2,1,16,0,88,,
1991Q3,457,4,8,16,2,16,3,1,1,39,12,7,4,1,4,3,1,30,0,148,,
1991Q3,459,4,2,4,1,3,2,0,0,11,6,3,0,1,0,5,0,18,0,56,,
1991Q3,462,4,1,4,0,5,1,0,0,7,3,0,3,0,1,0,1,10,0,36,,
1991Q3,463,4,13,22,5,14,3,0,4,23,18,5,4,3,1,14,1,32,0,162,,
1991Q3,466,4,5,13,1,29,4,2,1,20,9,6,3,0,0,6,1,27,0,127,,
1991Q3,467,4,3,8,0,10,7,0,0,17,9,7,3,0,0,17,2,26,1,110,,
1991Q3,468,4,0,7,1,13,1,0,0,24,6,3,0,0,0,1,2,32,0,90,,
1991Q3,469,4,0,6,0,8,3,0,1,13,4,2,0,0,1,2,1,21,0,62,,
1991Q3,471,4,11,5,5,7,5,1,1,45,8,6,7,0,0,5,1,15,0,122,,
1991Q3,473,4,3,11,2,9,2,0,0,17,13,3,3,0,0,13,1,20,0,97,,
1991Q3,477,4,1,0,5,6,2,0,0,16,12,6,0,0,0,2,2,16,0,68,,
1991Q3,478,4,0,4,1,17,3,1,0,12,6,8,1,0,0,4,0,23,0,80,,
1991Q3,479,4,1,1,1,3,1,0,0,12,2,1,1,0,0,2,0,12,0,37,,
1991Q3,483,4,0,1,0,0,1,0,0,0,1,1,0,0,1,2,0,1,0,8,,
1991Q3,487,4,0,1,0,4,2,0,0,5,1,1,0,0,0,3,0,8,0,25,,
1991Q3,488,4,0,1,0,2,0,0,0,4,2,2,0,0,0,1,0,9,0,21,,
1991Q3,491,4,9,1,0,1,1,0,0,0,3,1,3,0,0,25,0,11,0,55,,
1991Q3,497,4,16,5,5,8,2,1,1,34,21,13,6,0,2,17,0,98,0,229,,
1991Q3,499,4,4,1,1,3,2,0,0,16,10,3,2,0,0,1,2,13,0,58,,
1991Q3,500,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,,
1991Q3,501,5,0,0,0,0,0,0,0,3,3,0,2,0,0,2,0,2,0,12,,
1991Q3,502,5,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,2,0,8,,
1991Q3,503,5,4,0,1,0,0,0,0,0,5,1,3,0,0,4,0,6,0,24,,
1991Q3,504,5,1,8,0,3,0,0,1,24,21,7,2,0,0,4,1,16,0,88,,
1991Q3,505,5,2,5,1,4,1,0,0,19,13,2,2,0,0,5,1,14,0,69,,
1991Q3,507,5,8,6,2,3,1,2,1,25,8,2,3,0,0,4,4,19,0,88,,
1991Q3,509,5,4,7,5,2,6,1,0,5,10,2,6,0,0,11,3,19,0,81,,
1991Q3,511,5,2,15,3,3,6,0,1,26,20,10,5,1,0,7,0,25,0,124,,
1991Q3,512,5,0,2,3,2,0,0,0,3,0,1,4,0,1,1,0,4,0,21,,
1991Q3,513,5,4,7,5,10,4,1,0,23,11,2,5,0,0,4,1,29,0,106,,
1991Q3,514,5,3,8,2,10,5,0,2,16,3,1,3,0,0,3,4,20,0,80,,
1991Q3,515,5,3,3,7,5,5,0,0,17,8,0,2,0,0,10,0,27,0,87,,
1991Q3,516,5,4,5,1,12,3,0,1,32,16,2,3,0,0,11,3,27,1,121,,
1991Q3,517,5,1,14,2,10,4,0,0,35,13,5,3,1,0,5,3,33,1,130,,
1991Q3,519,5,9,3,7,7,2,0,0,38,11,7,7,1,0,12,4,32,0,140,,
1991Q3,521,5,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,1,0,7,,
1991Q3,522,5,1,0,0,1,3,0,0,8,4,2,5,0,0,8,0,5,0,37,,
1991Q3,523,5,1,0,2,0,0,0,0,1,1,0,2,0,0,1,1,1,0,10,,
1991Q3,524,5,1,6,2,3,3,0,0,14,5,3,0,0,0,3,1,15,0,56,,
1991Q3,525,5,12,16,1,24,10,2,1,77,22,12,8,3,0,13,4,45,1,251,,
1991Q3,527,5,2,0,0,0,1,0,0,0,1,0,3,0,0,3,0,2,0,12,,
1991Q3,529,5,11,5,6,10,5,1,2,37,16,15,13,0,0,11,0,49,1,182,,
1991Q3,541,5,4,1,1,3,5,0,0,4,9,1,1,0,0,9,4,10,0,52,,
1991Q3,543,5,0,8,7,2,0,0,0,10,7,4,2,0,0,6,2,18,0,66,,
1991Q3,545,5,2,8,2,2,1,0,2,18,5,1,0,0,0,4,0,19,0,64,,
1991Q3,547,5,4,4,3,2,7,0,0,22,15,8,3,1,0,7,1,19,0,96,,
1991Q3,549,5,4,13,3,9,6,0,2,56,23,10,11,1,1,13,2,18,0,172,,
1991Q3,561,5,0,3,1,2,1,0,0,1,3,3,0,0,0,1,2,4,0,21,,
1991Q3,562,5,0,2,1,0,0,0,1,0,13,0,1,0,0,1,0,12,0,31,,
1991Q3,563,5,13,33,14,11,10,0,1,23,26,8,3,2,2,26,14,45,0,231,,
1991Q3,565,5,6,5,2,4,9,1,0,12,11,2,1,0,0,10,1,9,1,74,,
1991Q3,567,5,5,22,4,14,5,0,2,45,24,8,6,2,0,11,7,35,0,190,,
1991Q3,569,5,10,4,9,3,1,0,0,6,28,3,4,1,0,7,0,17,0,93,,
1991Q3,581,5,1,4,2,0,2,0,0,3,5,2,0,0,0,6,0,2,0,27,,
1991Q3,583,5,0,1,0,0,2,0,0,0,8,1,1,0,0,1,0,9,0,23,,
1991Q3,584,5,0,1,2,4,1,2,1,10,6,3,1,0,0,6,0,10,0,47,,
1991Q3,585,5,1,25,3,1,2,0,1,23,15,3,2,0,0,7,1,26,0,110,,
1991Q3,587,5,0,9,5,1,0,0,0,7,18,4,4,0,0,4,7,17,0,76,,
1991Q3,589,5,2,3,9,2,0,1,0,9,14,4,4,0,0,7,1,6,0,62,,
1991Q3,591,5,2,0,4,0,0,0,0,1,3,0,1,0,0,0,0,7,0,18,,
1991Q3,604,6,0,4,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,11,,
1991Q3,609,6,0,4,1,0,0,1,0,0,2,3,1,0,0,1,0,3,0,16,,
1991Q3,615,6,0,7,2,2,1,0,0,2,11,2,3,0,0,2,2,9,0,43,,
1991Q3,621,6,0,4,0,1,1,1,0,2,2,1,2,0,0,1,0,1,0,16,,
1991Q3,622,6,0,19,3,5,0,0,0,12,19,5,9,1,1,5,0,40,0,119,,
1991Q3,625,6,0,14,2,2,0,0,0,6,15,2,9,8,0,12,0,9,0,79,,
1991Q3,626,6,1,19,0,2,2,0,2,2,20,6,4,0,0,4,2,9,0,73,,
1991Q3,627,6,0,16,0,0,0,0,0,2,8,7,1,0,0,2,1,11,2,50,,
1991Q3,628,6,1,17,3,9,1,0,0,10,24,4,6,0,0,14,4,32,0,125,,
1991Q3,629,6,0,25,2,1,0,0,0,1,13,6,4,1,0,6,0,11,1,71,,
1991Q3,631,6,0,4,1,3,0,0,0,3,7,0,2,0,0,0,1,4,1,26,,
1991Q3,632,6,3,20,4,4,3,0,0,2,12,4,4,0,0,9,0,25,0,90,,
1991Q3,636,6,18,29,5,49,6,3,8,80,56,22,26,3,1,34,2,49,0,391,,
1991Q3,637,6,8,3,1,7,3,1,0,9,14,4,6,0,0,4,1,12,0,73,,
1991Q3,638,6,3,9,2,21,8,1,0,17,24,3,6,3,1,9,1,42,1,151,,
1991Q3,639,6,3,9,1,13,2,0,0,15,8,8,1,1,2,8,1,26,0,98,,
1991Q3,642,6,2,13,2,11,2,0,2,4,14,8,6,2,0,10,3,24,0,103,,
1991Q3,643,6,9,44,2,33,8,1,5,31,82,26,16,2,3,26,4,93,2,387,,
1991Q3,645,6,6,27,3,37,16,0,6,35,88,22,25,18,3,24,2,79,0,391,,
1991Q3,646,6,20,6,1,23,11,0,1,49,96,6,10,6,2,29,4,44,0,308,,
1991Q3,647,6,9,2,1,22,7,0,0,28,47,7,11,2,2,24,3,37,0,202,,
1991Q3,649,6,2,13,3,37,6,0,1,68,26,10,9,4,1,19,3,36,0,238,,
1991Q3,665,6,11,13,4,34,10,0,2,27,62,13,12,0,0,14,4,50,1,257,,
1991Q3,666,6,9,13,3,28,4,2,1,48,59,11,13,4,1,25,3,63,0,287,,
1991Q3,667,6,16,20,8,28,3,2,5,48,48,17,9,5,3,32,6,59,0,309,,
1991Q3,669,6,4,10,1,18,4,0,2,26,16,6,5,2,2,24,0,29,2,151,,
1991Q3,671,6,20,8,3,11,5,0,0,7,28,4,9,2,1,7,4,65,0,174,,
1991Q3,672,6,21,26,7,18,11,0,0,9,44,2,12,2,1,18,1,55,2,229,,
1991Q3,674,6,5,7,0,10,2,0,0,5,11,7,4,0,1,9,1,20,0,82,,
1991Q3,675,6,5,12,4,9,3,0,0,16,36,5,1,0,0,6,0,42,0,139,,
1991Q3,676,6,7,12,5,11,5,0,1,34,40,7,8,2,0,14,5,47,0,198,,
1991Q3,677,6,12,6,0,23,11,1,0,40,29,4,4,3,0,7,1,40,1,182,,
1991Q3,678,6,4,7,0,18,5,0,1,14,12,3,3,1,1,4,0,29,0,102,,
1991Q3,679,6,1,1,2,7,2,0,0,9,3,3,0,1,0,1,0,8,0,38,,
1991Q3,691,6,16,5,0,3,2,0,0,7,23,4,2,3,1,7,2,20,1,96,,
1991Q3,692,6,14,16,3,12,1,0,0,4,24,7,6,1,1,3,1,28,0,121,,
1991Q3,693,6,3,0,3,2,0,0,0,1,8,0,1,0,0,0,3,9,0,30,,
1991Q3,694,6,2,2,0,1,1,0,0,1,3,0,2,0,0,1,2,7,0,22,,
1991Q3,695,6,0,8,0,5,4,0,0,3,18,3,4,0,0,1,1,21,0,68,,
1991Q3,696,6,3,6,1,8,2,0,0,5,21,2,1,1,1,3,0,30,0,84,,
1991Q3,697,6,4,25,5,18,5,0,4,16,22,3,5,2,1,9,2,52,1,174,,
1991Q3,699,6,7,19,0,19,3,0,2,27,12,6,4,1,1,1,0,57,0,159,,
1991Q3,700,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,
1991Q3,701,7,8,15,4,6,5,0,1,12,46,18,24,8,1,52,9,46,0,255,,
1991Q3,702,7,6,6,3,8,4,0,1,7,16,1,7,1,0,18,9,30,2,119,,
1991Q3,703,7,8,8,5,7,1,0,0,4,28,9,2,3,1,13,3,26,1,119,,
1991Q3,704,7,7,3,1,6,4,0,0,2,4,0,1,0,0,0,0,10,0,38,,
1991Q3,705,7,12,4,0,7,3,0,0,2,17,0,0,0,0,2,0,18,0,65,,
1991Q3,706,7,2,5,0,8,4,0,0,1,12,4,4,2,0,10,0,40,0,92,,
1991Q3,707,7,7,3,1,4,4,0,0,1,7,1,1,0,0,7,1,3,1,41,,
1991Q3,708,7,5,13,2,14,5,1,0,9,19,1,2,1,1,8,1,34,1,117,,
1991Q3,709,7,11,19,5,15,10,1,1,23,8,6,6,2,1,6,1,48,0,163,,
1991Q3,713,7,0,0,2,4,1,0,0,3,9,4,2,1,0,3,3,4,1,37,,
1991Q3,714,7,4,11,2,6,6,0,0,1,15,3,3,0,1,49,1,18,1,121,,
1991Q3,715,7,1,5,3,4,0,0,0,3,12,5,5,0,0,4,2,21,0,65,,
1991Q3,721,7,10,9,7,5,3,0,0,3,26,6,4,0,2,6,0,18,1,100,,
1991Q3,723,7,4,1,4,5,4,0,0,3,12,1,1,0,0,17,1,7,0,60,,
1991Q3,724,7,9,2,2,8,3,0,0,2,22,1,3,1,1,6,2,37,1,100,,
1991Q3,725,7,8,5,0,4,4,0,0,3,10,2,3,1,0,3,0,21,0,64,,
1991Q3,726,7,4,7,2,3,8,0,0,3,9,0,3,1,0,3,0,10,0,53,,
1991Q3,727,7,1,3,0,8,2,0,0,4,7,1,2,2,0,1,1,6,0,38,,
1991Q3,728,7,13,17,7,30,19,0,0,19,39,8,11,3,3,19,1,68,0,257,,
1991Q3,729,7,10,19,10,33,20,3,2,30,49,11,9,5,5,24,0,96,0,326,,
1991Q3,731,7,6,3,3,4,2,0,0,0,6,5,0,1,1,7,0,7,0,45,,
1991Q3,732,7,9,23,13,8,3,1,1,5,22,5,4,0,1,14,0,21,1,131,,
1991Q3,733,7,17,16,7,11,5,0,1,16,39,8,3,0,0,5,2,43,1,174,,
