QUARTER,REPORTING DISTRICT,DIVISION,BURG BUS-,BURG RES-,BURG OTH-,ROBB ST-,ROBB OTH-,MURD- ER,RAPE,AGGR ASSA- ULT,BURG “FROM AUTO,THEFT FROM AUTO,GRAND THEFT,THEFT FROM PERS,PURSE SNAT- CH,OTHER THEFT,BIKETHEFT,AUTO THEFT,BUNCO,TOTAL
2005Q4,646,6,4,6,2,18,8,0,1,12,21,4,15,1,2,20,0,13,0,127
2005Q4,647,6,3,0,0,9,3,0,0,14,13,6,5,0,0,17,0,9,0,79
2005Q4,649,6,1,10,2,8,4,0,2,7,7,6,5,0,0,13,0,21,0,86
2005Q4,665,6,1,6,1,12,1,0,0,10,33,4,6,1,0,5,0,20,0,100
2005Q4,666,6,6,4,0,8,1,0,0,15,21,9,17,0,0,11,0,16,0,108
2005Q4,667,6,2,1,0,3,0,0,0,9,2,3,1,0,0,5,0,7,1,34
2005Q4,668,6,1,1,0,10,6,0,1,4,3,6,4,0,0,17,0,11,0,64
2005Q4,669,6,5,3,2,7,1,0,0,8,6,5,5,0,1,9,0,18,0,70
2005Q4,671,6,3,11,0,6,0,0,0,3,16,2,10,0,0,8,0,12,0,71
2005Q4,672,6,3,7,3,5,3,0,0,1,13,6,6,0,0,8,0,9,0,64
2005Q4,674,6,0,0,0,1,2,0,0,1,1,2,1,0,0,5,0,6,0,19
2005Q4,676,6,1,7,1,6,7,3,1,2,4,4,4,0,0,12,0,22,0,74
2005Q4,677,6,0,6,0,11,1,0,0,11,8,1,2,0,0,2,0,10,0,52
2005Q4,678,6,0,1,0,6,1,0,0,6,3,1,3,1,0,3,0,1,1,27
2005Q4,679,6,2,5,0,0,1,0,0,1,3,2,1,0,0,1,0,7,0,23
2005Q4,691,6,3,7,1,2,0,0,0,0,4,5,0,0,0,2,0,3,0,27
2005Q4,692,6,1,1,0,2,0,0,0,0,11,1,3,0,0,3,0,8,0,30
2005Q4,693,6,1,3,0,2,0,0,0,1,2,2,0,0,0,0,0,2,0,13
2005Q4,694,6,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,0,9
2005Q4,697,6,1,16,0,2,0,0,2,1,18,8,4,0,0,1,0,11,0,64
2005Q4,699,6,0,4,0,5,2,0,1,5,11,3,2,1,0,0,0,20,0,54
2005Q4,700,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
2005Q4,701,7,9,4,3,1,1,0,1,7,19,6,22,1,0,19,1,14,0,108
2005Q4,702,7,5,3,3,1,0,0,1,0,15,0,7,0,0,4,0,3,0,42
2005Q4,703,7,1,0,0,1,1,0,0,3,3,2,14,2,0,14,0,4,0,45
2005Q4,704,7,0,1,0,1,0,0,0,0,2,1,2,1,0,1,0,1,0,10
2005Q4,705,7,1,2,0,1,0,0,0,2,4,0,2,0,0,2,0,4,0,18
2005Q4,706,7,3,3,1,4,2,0,1,0,5,5,2,0,0,7,0,10,0,43
2005Q4,707,7,1,8,1,1,0,0,0,1,4,2,4,1,0,2,0,4,0,29
2005Q4,708,7,0,9,1,3,3,0,0,1,24,4,2,1,0,1,0,13,0,62
2005Q4,709,7,4,7,0,1,2,1,0,3,9,7,5,2,2,2,0,16,0,61
2005Q4,711,7,1,0,0,2,0,0,0,0,7,4,12,1,0,4,0,4,0,35
2005Q4,714,7,0,10,0,2,1,0,0,3,11,0,14,0,0,8,0,2,1,52
2005Q4,715,7,0,0,1,2,0,0,0,0,8,0,1,0,0,2,0,10,0,24
2005Q4,716,7,0,2,0,0,1,0,0,0,1,0,3,0,0,0,0,2,0,9
2005Q4,717,7,0,2,1,1,0,0,0,1,0,1,3,0,0,3,0,5,0,17
2005Q4,718,7,0,1,0,2,0,0,0,0,7,1,3,0,0,2,0,1,0,17
2005Q4,719,7,0,5,0,8,2,0,0,0,7,4,3,0,0,4,0,13,0,46
2005Q4,721,7,5,3,1,3,1,0,0,2,3,3,2,0,0,1,0,3,0,27
2005Q4,722,7,0,4,0,0,0,0,0,0,17,1,3,0,0,2,0,4,0,31
2005Q4,723,7,3,5,0,0,1,0,0,1,7,2,3,0,0,7,0,7,0,36
2005Q4,724,7,0,1,0,1,0,0,1,0,2,3,7,0,0,4,0,3,0,22
2005Q4,725,7,0,1,1,1,0,0,0,1,2,2,2,0,0,4,0,3,0,17
2005Q4,726,7,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5
2005Q4,727,7,0,6,0,0,1,0,0,0,14,4,4,0,0,1,0,5,0,35
2005Q4,728,7,2,10,2,4,0,0,0,11,11,5,10,1,0,4,0,9,0,69
2005Q4,729,7,4,8,2,4,1,0,0,5,14,1,5,1,0,7,0,13,1,66
2005Q4,731,7,2,1,1,0,0,0,0,0,5,2,2,2,0,3,0,2,0,20
2005Q4,732,7,1,5,0,2,0,0,1,0,17,2,2,0,0,2,0,5,0,37
2005Q4,733,7,2,12,0,2,1,0,0,3,11,7,4,1,0,7,0,23,0,73
2005Q4,734,7,0,8,0,0,1,0,0,0,6,2,3,1,0,1,0,2,0,24
2005Q4,735,7,0,10,1,3,2,0,0,0,12,2,7,0,0,2,0,6,0,45
2005Q4,736,7,3,8,1,4,0,0,0,0,9,2,1,1,1,4,0,6,0,40
2005Q4,737,7,0,10,0,9,3,0,1,4,11,8,2,3,0,6,0,14,0,71
2005Q4,738,7,2,3,1,9,1,0,0,4,23,4,6,5,0,5,0,11,0,74
2005Q4,739,7,4,3,1,3,0,0,0,8,11,3,7,3,0,5,0,13,1,62
2005Q4,741,7,3,3,1,1,1,0,0,0,9,2,0,0,0,2,0,7,1,30
2005Q4,742,7,0,10,0,0,0,0,0,1,5,0,1,0,0,4,0,2,0,23
2005Q4,743,7,0,5,3,2,2,0,0,2,4,8,2,0,0,4,0,2,0,34
2005Q4,745,7,1,11,2,3,4,0,0,4,5,0,5,2,1,1,0,11,0,50
2005Q4,746,7,1,2,0,8,0,0,0,3,6,2,1,1,0,2,0,8,0,34
2005Q4,747,7,2,8,2,4,1,0,0,4,5,3,4,1,0,2,0,6,1,43
2005Q4,748,7,0,0,0,2,1,0,0,1,7,0,0,1,0,2,0,5,0,19
2005Q4,749,7,1,2,0,2,0,0,0,1,4,2,0,0,0,1,0,5,0,18
2005Q4,754,7,0,3,1,2,1,0,0,1,1,1,0,1,0,1,0,5,0,17
2005Q4,755,7,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6
2005Q4,756,7,1,2,1,5,1,0,0,7,14,7,5,0,1,2,0,13,0,59
2005Q4,757,7,0,2,0,8,0,0,0,5,8,0,1,1,0,2,0,12,0,39
2005Q4,758,7,0,2,0,1,1,0,0,2,3,3,2,0,0,2,0,3,0,19
2005Q4,759,7,2,2,0,4,0,0,1,2,7,2,1,1,1,1,1,10,0,35
2005Q4,761,7,3,4,1,4,1,0,0,1,8,6,3,0,0,5,0,3,0,39
2005Q4,762,7,0,2,0,3,0,0,0,3,3,2,1,0,0,1,0,2,0,17
2005Q4,763,7,2,0,1,3,0,0,0,6,8,2,1,0,0,2,0,7,0,32
2005Q4,764,7,0,2,1,10,1,0,1,4,12,5,5,0,0,10,0,8,0,59
2005Q4,765,7,1,0,0,1,1,0,0,2,0,1,1,2,0,1,0,0,0,10
2005Q4,766,7,0,4,1,6,2,0,0,5,3,0,1,1,0,4,0,7,0,34
2005Q4,767,7,1,4,0,2,1,0,0,2,2,3,0,3,0,4,0,6,0,28
2005Q4,768,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,4
2005Q4,769,7,0,3,2,15,2,0,0,0,1,2,2,0,0,4,0,9,1,41
2005Q4,771,7,2,4,0,1,1,0,0,10,8,3,1,0,0,4,0,13,0,47
2005Q4,772,7,0,3,1,1,1,0,0,3,4,2,0,1,1,2,0,6,0,25
2005Q4,773,7,0,2,0,2,0,0,0,1,4,3,2,2,0,2,0,10,0,28
2005Q4,774,7,0,11,0,4,2,0,0,2,9,7,3,1,0,2,0,7,0,48
2005Q4,775,7,0,5,0,1,0,0,0,2,0,3,1,0,0,1,0,1,0,14
2005Q4,776,7,0,4,2,2,2,0,0,5,3,2,3,1,0,0,0,3,0,27
2005Q4,777,7,1,0,0,3,2,0,1,2,5,5,2,2,0,6,0,6,0,35
2005Q4,778,7,0,0,1,2,1,0,0,2,0,0,2,1,1,5,0,3,0,18
2005Q4,779,7,2,1,0,3,3,1,0,1,4,3,2,0,0,1,0,7,0,28
2005Q4,782,7,0,5,0,4,0,0,0,9,2,1,0,1,0,3,0,6,0,31
2005Q4,783,7,0,5,1,3,1,1,0,3,5,3,3,0,0,3,0,8,0,36
2005Q4,784,7,0,4,1,0,2,0,0,3,4,2,2,0,0,4,0,7,0,29
2005Q4,785,7,0,2,1,2,0,0,0,1,2,0,0,2,0,1,0,2,0,13
2005Q4,786,7,0,2,0,2,0,0,0,6,2,0,0,0,0,2,0,4,0,18
2005Q4,787,7,1,3,0,4,1,0,1,1,10,3,1,1,0,2,0,6,0,34
2005Q4,788,7,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,6
2005Q4,789,7,0,0,1,2,0,0,0,2,1,1,1,0,0,1,0,1,0,10
2005Q4,800,8,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3
2005Q4,801,8,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,6
2005Q4,802,8,2,6,0,0,0,0,0,1,4,3,3,0,0,2,0,1,0,22
2005Q4,803,8,0,1,3,0,1,0,0,0,0,2,5,0,0,0,0,1,0,13
2005Q4,804,8,0,2,0,0,1,0,0,1,1,1,2,0,0,2,0,0,0,10
2005Q4,805,8,0,9,1,1,0,0,0,2,7,2,4,0,0,4,0,1,0,31
2005Q4,806,8,0,5,1,0,0,0,0,0,1,0,6,0,0,0,0,2,0,15
2005Q4,807,8,0,5,0,0,1,0,0,1,3,0,1,0,0,3,0,1,0,15
2005Q4,808,8,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,5
2005Q4,809,8,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4
2005Q4,811,8,5,7,1,0,0,0,1,0,6,4,4,0,0,3,0,4,0,35
2005Q4,812,8,0,5,2,0,0,0,0,0,1,0,2,0,0,0,0,2,0,12
2005Q4,813,8,0,11,0,0,1,0,0,0,3,6,3,0,0,3,0,2,0,29
2005Q4,814,8,0,2,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,7
2005Q4,815,8,1,5,0,0,0,0,0,0,3,0,4,0,0,2,0,2,0,17
2005Q4,816,8,0,7,0,2,0,0,0,3,9,4,7,0,0,1,0,7,0,40
2005Q4,817,8,2,1,0,3,2,0,0,1,0,1,9,1,0,11,0,1,0,32
2005Q4,818,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2005Q4,819,8,0,1,0,0,0,0,0,0,3,1,2,0,0,3,0,0,0,10
2005Q4,822,8,1,7,1,2,1,0,0,2,3,4,3,0,0,3,0,2,0,29
2005Q4,823,8,1,5,0,4,0,0,1,0,1,1,6,1,0,3,0,1,0,24
2005Q4,824,8,0,4,3,0,0,0,0,0,3,2,6,0,0,1,0,2,0,21
2005Q4,825,8,0,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,9
2005Q4,826,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2005Q4,827,8,0,3,1,1,1,0,0,1,21,1,3,0,0,5,0,8,0,45
2005Q4,828,8,1,0,0,1,0,0,1,0,1,1,6,0,0,3,0,1,0,15
2005Q4,829,8,0,4,0,0,1,0,0,0,4,3,2,0,0,4,0,2,0,20
2005Q4,831,8,1,15,2,1,1,0,0,0,5,5,4,0,0,7,0,5,0,46
2005Q4,832,8,2,8,1,1,2,0,0,0,15,2,6,0,0,7,0,9,0,53
2005Q4,833,8,2,10,2,3,1,0,0,1,19,10,10,0,0,6,0,13,1,78
2005Q4,834,8,0,10,0,0,0,0,0,0,4,4,4,0,0,4,0,0,0,26
2005Q4,835,8,4,6,1,1,0,0,0,0,9,1,5,0,0,7,0,6,0,40
2005Q4,836,8,0,13,0,0,0,0,0,2,10,3,3,0,0,7,0,2,0,40
2005Q4,839,8,3,0,3,1,1,0,0,3,2,3,17,0,0,20,0,0,0,53
2005Q4,841,8,1,7,0,1,1,0,0,0,12,5,4,0,0,2,0,3,0,36
2005Q4,842,8,1,3,3,1,2,0,0,0,17,10,10,2,0,7,0,7,0,63
2005Q4,847,8,1,3,1,1,0,0,0,3,2,5,1,0,0,1,0,6,0,24
2005Q4,848,8,0,0,1,0,0,0,0,1,0,3,3,0,0,3,0,0,0,11
2005Q4,849,8,3,14,0,1,1,0,1,4,8,1,11,0,0,6,0,7,0,57
2005Q4,851,8,0,4,0,2,1,0,1,1,2,3,5,1,0,3,0,1,0,24
2005Q4,852,8,2,4,2,1,1,0,0,2,6,1,2,0,0,3,0,11,0,35
2005Q4,853,8,2,3,1,2,1,0,0,1,10,5,5,0,0,7,0,4,0,41
2005Q4,854,8,1,1,0,0,0,0,0,0,3,1,1,0,0,1,0,1,0,9
2005Q4,857,8,5,3,4,3,4,0,0,1,11,3,3,0,1,0,0,0,0,38
2005Q4,858,8,2,4,1,1,1,0,0,1,1,0,1,0,0,6,0,2,0,20
2005Q4,859,8,1,17,1,4,5,0,0,2,7,5,2,0,0,3,0,12,0,59
2005Q4,881,8,4,5,3,0,3,0,0,2,7,6,3,0,1,17,0,5,0,56
2005Q4,882,8,5,0,0,2,0,0,0,2,4,2,7,1,0,5,0,5,0,33
2005Q4,883,8,1,0,0,0,0,0,0,0,5,1,3,0,0,1,0,1,0,12
2005Q4,884,8,4,2,1,2,3,0,0,0,6,4,13,0,0,17,0,3,0,55
2005Q4,885,8,0,5,0,1,2,0,0,0,1,2,4,0,0,8,0,1,0,24
2005Q4,886,8,0,6,1,0,1,0,0,0,6,2,4,0,0,4,0,1,0,25
2005Q4,887,8,0,3,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,10
2005Q4,889,8,1,16,1,2,2,1,2,11,7,4,1,1,0,4,0,10,0,63
2005Q4,891,8,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5
2005Q4,892,8,1,4,0,0,2,0,0,0,4,1,1,0,0,0,0,5,0,18
2005Q4,893,8,0,6,0,1,1,0,0,0,10,0,1,0,0,2,0,2,0,23
2005Q4,895,8,0,1,0,0,0,0,0,2,5,2,2,0,0,0,0,0,0,12
2005Q4,896,8,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,4
2005Q4,897,8,0,4,1,0,0,0,0,2,8,1,0,0,0,1,0,2,0,19
2005Q4,898,8,3,15,1,1,7,0,1,1,5,0,4,0,0,3,0,4,0,45
2005Q4,899,8,2,7,0,1,2,0,0,5,1,3,3,0,0,3,0,6,0,33
2005Q4,900,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2005Q4,901,9,1,3,2,0,0,0,0,2,2,2,2,0,0,2,0,7,0,23
2005Q4,902,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2005Q4,911,9,3,6,1,0,0,0,0,1,2,2,1,0,0,3,0,9,0,28
2005Q4,921,9,1,3,1,1,2,0,1,3,3,1,3,0,0,5,0,8,0,32
2005Q4,922,9,6,3,2,1,3,0,1,7,10,4,8,0,0,16,0,14,0,75
2005Q4,923,9,0,1,0,3,1,0,0,3,3,2,1,0,0,0,0,3,0,17
2005Q4,924,9,0,0,0,1,0,0,0,3,6,0,0,0,0,1,0,4,0,15
2005Q4,925,9,1,2,0,4,1,0,0,8,2,5,5,1,0,2,0,13,0,44
2005Q4,926,9,1,7,1,1,1,0,0,4,5,1,5,0,0,13,0,21,0,60
2005Q4,927,9,3,6,2,6,0,0,1,4,8,9,0,1,0,2,0,16,0,58
2005Q4,931,9,6,0,3,0,2,0,1,3,4,1,4,0,0,3,0,10,0,37
2005Q4,932,9,8,2,4,4,1,0,0,7,5,1,8,0,1,0,0,13,0,54
2005Q4,934,9,0,1,1,0,0,0,0,3,4,1,0,0,0,1,0,7,0,18
2005Q4,935,9,4,1,1,2,1,0,1,0,1,3,1,0,0,2,0,6,0,23
2005Q4,936,9,8,11,1,2,8,2,1,10,7,5,3,1,0,28,0,23,1,111
2005Q4,937,9,2,1,0,5,1,0,0,2,10,2,1,1,0,3,0,8,0,36
2005Q4,938,9,0,7,0,4,1,1,0,3,5,6,3,0,0,19,0,12,0,61
2005Q4,941,9,0,4,0,0,2,0,1,2,9,1,5,0,0,4,0,12,0,40
2005Q4,942,9,0,2,0,3,0,0,1,8,6,3,1,0,0,6,0,4,0,34
2005Q4,944,9,1,11,1,5,4,0,0,6,6,2,5,0,0,1,0,9,0,51
2005Q4,945,9,2,4,1,3,2,0,1,10,10,6,3,0,0,11,0,19,0,72
2005Q4,946,9,2,4,0,6,4,0,1,9,5,6,2,0,0,9,0,11,0,59
2005Q4,948,9,2,5,1,5,3,0,1,14,3,0,5,0,0,2,0,14,0,55
2005Q4,951,9,2,2,5,1,1,0,0,0,1,0,7,0,0,2,0,5,0,26
2005Q4,952,9,1,0,1,1,0,0,0,1,3,0,2,0,0,2,0,4,0,15
2005Q4,955,9,7,3,1,1,3,0,3,3,4,3,6,0,1,19,0,16,0,70
2005Q4,956,9,1,4,0,3,2,0,0,5,7,7,4,1,0,9,0,21,0,64
2005Q4,957,9,4,0,4,8,2,0,2,8,4,4,4,0,0,17,0,6,0,63
2005Q4,958,9,1,7,1,1,2,0,1,12,6,1,3,0,1,17,0,11,0,64
2005Q4,961,9,1,0,0,0,0,0,0,2,5,1,1,0,0,1,0,0,0,11
2005Q4,962,9,11,3,3,4,2,0,0,5,10,3,8,0,0,18,0,15,0,82
2005Q4,963,9,1,8,2,0,1,1,0,1,21,2,3,0,0,3,0,9,0,52
2005Q4,964,9,2,5,0,0,0,0,0,2,12,3,1,0,0,6,0,14,1,46
2005Q4,965,9,0,8,0,1,2,0,1,4,9,6,3,0,0,1,0,3,0,38
2005Q4,966,9,0,4,0,0,0,0,0,2,7,1,0,0,0,3,0,3,0,20
2005Q4,968,9,2,1,1,0,1,0,0,2,1,2,1,0,0,3,0,1,0,15
2005Q4,969,9,0,2,1,2,0,0,0,3,15,2,2,0,0,6,0,7,0,40
2005Q4,972,9,2,6,0,0,0,0,0,0,8,4,1,0,0,2,0,3,0,26
2005Q4,973,9,1,4,2,0,0,0,0,1,13,2,2,0,0,7,0,6,0,38
2005Q4,974,9,3,10,1,0,1,0,0,2,12,5,1,0,0,5,0,8,0,48
2005Q4,975,9,0,5,5,0,0,0,0,1,5,3,1,0,0,1,0,2,0,23
2005Q4,976,9,11,11,4,4,1,0,1,5,34,10,22,1,0,40,0,16,0,160
2005Q4,977,9,1,5,6,1,0,0,0,1,14,5,2,0,0,4,0,5,0,44
2005Q4,978,9,1,1,1,1,0,0,0,0,5,5,2,0,0,1,0,2,0,19
2005Q4,979,9,1,9,3,0,1,0,0,1,33,8,4,1,0,6,0,4,0,71
2005Q4,983,9,0,3,0,0,1,0,0,0,11,1,1,0,0,0,0,4,0,21
2005Q4,984,9,2,3,1,0,1,0,0,2,6,0,3,0,0,1,0,3,0,22
2005Q4,986,9,3,14,4,0,0,0,2,2,11,7,2,0,0,9,0,9,0,63
2005Q4,988,9,7,11,2,2,2,0,2,1,12,5,8,1,0,2,0,14,0,69
2005Q4,989,9,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,2,0,9
2005Q4,995,9,0,7,1,0,0,0,1,0,7,2,5,0,0,0,0,2,0,25
2005Q4,998,9,0,9,0,0,0,0,0,0,7,1,2,0,0,2,0,0,0,21
2005Q4,999,9,2,12,0,0,1,0,0,1,8,6,2,0,0,1,0,4,0,37
2005Q4,1000,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2005Q4,1003,10,1,3,1,0,0,0,0,1,4,1,2,0,0,3,0,3,0,19
2005Q4,1004,10,2,5,0,2,2,0,4,6,4,3,1,0,0,4,0,18,0,51
2005Q4,1005,10,1,4,0,1,1,1,0,4,7,2,4,0,0,4,0,5,0,34
2005Q4,1006,10,0,5,0,0,2,0,0,3,5,3,3,0,0,5,0,11,0,37
2005Q4,1007,10,0,0,1,0,0,0,0,5,1,0,2,0,0,2,0,6,0,17
2005Q4,1008,10,0,10,1,3,0,0,0,1,1,1,5,0,0,4,0,8,0,34
2005Q4,1011,10,0,0,1,0,2,0,0,0,8,6,3,0,0,2,0,3,0,25
2005Q4,1012,10,0,5,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,12
2005Q4,1013,10,1,2,0,0,0,0,0,2,2,3,2,0,0,3,0,1,0,16
2005Q4,1014,10,5,5,0,1,1,0,0,6,4,2,1,0,0,2,0,6,0,33
2005Q4,1015,10,0,0,3,2,2,0,1,1,3,1,3,0,0,6,0,14,0,36
2005Q4,1016,10,1,5,0,1,1,0,0,4,3,2,2,0,0,4,0,12,0,35
2005Q4,1017,10,7,6,0,2,3,0,1,4,4,4,1,0,0,1,0,11,0,44
2005Q4,1021,10,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,7
2005Q4,1022,10,0,3,1,0,0,0,0,0,4,0,4,0,0,1,0,0,0,13
2005Q4,1024,10,1,3,3,1,0,0,0,1,1,0,1,0,0,2,0,6,0,19
2005Q4,1025,10,0,16,1,2,1,0,0,3,7,4,2,0,0,7,0,22,0,65
2005Q4,1026,10,0,12,1,3,0,0,0,5,7,4,4,0,0,4,0,13,0,53
2005Q4,1027,10,2,8,0,0,1,0,1,9,14,10,4,0,0,7,0,15,0,71
2005Q4,1028,10,1,3,0,1,5,0,1,6,3,4,2,1,0,15,0,14,0,56
2005Q4,1032,10,0,4,0,0,0,0,1,1,5,1,1,0,0,3,0,1,0,17
2005Q4,1033,10,2,3,2,1,4,0,0,1,1,0,1,0,0,2,0,3,0,20
2005Q4,1034,10,0,2,0,2,3,0,0,2,1,2,3,0,0,9,0,3,0,27
2005Q4,1035,10,5,1,1,1,2,0,0,3,3,1,1,0,1,3,0,8,0,30
2005Q4,1036,10,1,4,1,0,1,0,0,8,3,3,4,0,0,5,0,8,0,38
2005Q4,1037,10,0,0,1,1,0,0,1,5,1,2,4,0,0,2,0,10,0,27
2005Q4,1038,10,2,4,1,3,6,0,0,4,8,7,9,0,0,4,0,15,0,63
2005Q4,1042,10,4,2,3,2,4,0,0,5,2,4,4,0,1,6,0,22,0,59
2005Q4,1043,10,1,5,0,3,2,0,1,3,8,3,5,0,0,2,0,4,0,37
2005Q4,1044,10,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2005Q4,1045,10,0,5,0,0,0,0,0,0,4,0,0,1,0,3,0,4,0,17
2005Q4,1046,10,0,2,3,0,1,0,2,1,8,2,3,0,0,1,0,6,0,29
2005Q4,1047,10,0,2,1,2,2,0,0,6,6,3,7,0,1,10,0,9,0,49
2005Q4,1048,10,1,6,1,1,0,0,1,6,3,3,5,0,0,2,0,9,0,38
2005Q4,1049,10,0,7,0,2,0,0,1,2,7,0,0,0,0,3,0,1,0,23
2005Q4,1051,10,1,4,1,1,3,0,1,1,3,3,1,0,0,2,0,6,0,27
2005Q4,1052,10,0,2,0,0,0,0,0,0,4,0,4,0,0,1,0,6,0,17
2005Q4,1053,10,4,3,0,1,2,0,0,2,4,1,8,0,0,36,0,7,0,68
2005Q4,1054,10,1,5,1,1,1,0,0,2,3,2,1,0,0,4,0,2,0,23
2005Q4,1055,10,0,1,0,1,2,0,0,2,4,4,2,0,0,3,0,2,0,21
2005Q4,1056,10,5,7,1,0,0,0,1,4,8,4,3,0,0,1,0,6,0,40
2005Q4,1057,10,13,2,6,3,0,0,0,3,6,6,22,0,0,37,0,23,0,121
2005Q4,1058,10,6,3,5,1,2,0,0,2,4,0,7,0,0,15,0,7,0,52
2005Q4,1059,10,0,2,1,0,0,0,0,2,14,5,4,0,0,4,0,10,0,42
2005Q4,1061,10,1,1,1,2,0,0,0,1,4,0,2,0,0,3,0,1,1,17
2005Q4,1062,10,1,2,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,10
2005Q4,1063,10,4,1,1,0,4,0,0,1,12,2,3,0,0,9,0,3,1,41
2005Q4,1064,10,1,6,2,1,0,0,1,6,10,0,5,0,0,7,0,3,0,42
2005Q4,1065,10,1,2,1,0,0,0,0,2,1,0,1,0,0,2,0,2,0,12
2005Q4,1066,10,0,2,0,0,0,0,0,0,3,2,2,0,0,2,0,1,0,12
2005Q4,1067,10,1,2,0,0,1,0,2,2,3,3,2,0,0,0,0,6,0,22
2005Q4,1068,10,0,1,1,0,0,0,1,0,8,3,2,0,0,0,0,7,0,23
2005Q4,1069,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2005Q4,1071,10,0,5,1,0,2,0,0,2,5,0,3,0,0,4,0,1,0,23
2005Q4,1072,10,0,1,0,0,4,0,0,1,4,1,1,0,0,1,0,1,0,14
2005Q4,1073,10,2,4,1,0,4,0,0,0,4,0,3,0,0,2,0,10,0,30
2005Q4,1075,10,5,4,0,1,2,0,0,10,8,4,4,0,0,8,0,4,0,50
2005Q4,1076,10,1,10,2,0,3,0,0,4,22,3,2,0,0,5,0,8,0,60
2005Q4,1077,10,2,0,2,0,0,0,0,0,9,6,6,0,0,4,0,3,0,32
2005Q4,1078,10,2,2,1,1,3,0,0,2,1,1,6,0,0,5,0,3,0,27
2005Q4,1079,10,1,3,0,1,0,0,0,1,3,0,3,0,0,3,0,3,1,19
2005Q4,1081,10,2,2,0,0,0,0,0,1,14,2,4,0,0,2,0,2,0,29
2005Q4,1082,10,1,1,0,0,0,0,0,2,8,3,4,0,0,8,0,2,0,29
2005Q4,1083,10,1,6,3,2,6,0,0,2,7,2,10,0,0,9,0,7,0,55
2005Q4,1084,10,5,1,0,0,0,0,0,2,1,1,8,0,0,2,0,3,0,23
2005Q4,1085,10,6,3,1,3,5,0,0,8,11,4,4,1,0,8,0,7,0,61
2005Q4,1086,10,1,5,1,0,1,0,0,0,6,3,2,0,0,1,0,5,0,25
2005Q4,1087,10,4,0,0,0,1,0,0,0,4,1,2,0,0,3,0,2,0,17
2005Q4,1088,10,3,4,1,0,0,0,0,1,0,4,4,0,0,0,0,4,0,21
2005Q4,1089,10,2,1,0,1,1,0,0,2,2,0,2,0,0,5,0,3,0,19
2005Q4,1091,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2005Q4,1092,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2005Q4,1094,10,0,4,0,1,0,0,0,1,2,0,2,0,0,0,0,2,0,12
2005Q4,1095,10,0,4,1,0,0,0,0,1,2,0,3,0,0,0,0,1,0,12
2005Q4,1096,10,0,9,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13
2005Q4,1097,10,0,14,0,0,0,0,0,0,2,1,3,0,0,1,0,2,0,23
2005Q4,1098,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2005Q4,1099,10,0,13,1,0,0,0,0,0,3,0,5,0,0,2,0,1,0,25
2005Q4,1101,11,0,0,1,1,0,0,1,0,5,0,5,1,0,3,0,7,0,24
2005Q4,1102,11,0,4,0,0,2,0,0,4,1,2,5,0,0,17,0,8,0,43
2005Q4,1105,11,1,0,0,1,1,0,0,1,5,0,1,1,0,1,0,3,0,15
2005Q4,1109,11,1,2,0,0,2,1,0,7,5,4,5,1,0,3,0,10,0,41
2005Q4,1112,11,0,6,0,0,0,0,0,2,6,1,0,0,0,4,0,14,0,33
2005Q4,1113,11,4,2,0,0,0,0,0,1,11,1,11,0,0,9,0,15,0,54
2005Q4,1115,11,1,2,1,1,4,0,2,2,6,5,3,0,1,4,0,19,1,52
