rd,year,Q,AGG,BTFV,BURG,GTA,GTP,HOM,ROBB
122,2014,1,1,0,0,0,1,0,0
122,2014,2,1,0,0,1,0,0,0
122,2014,3,0,1,0,0,0,0,0
122,2014,4,1,0,0,0,0,0,0
123;133,1988,1,4,32,9,6,8,0,7
123;133,1988,2,9,32,10,8,4,0,4
123;133,1988,3,8,27,6,7,3,0,8
123;133,1988,4,8,24,7,3,4,0,5
123;133,1989,1,6,24,5,8,3,1,13
123;133,1989,2,5,21,3,6,4,0,7
123;133,1989,3,2,17,6,7,3,0,11
123;133,1989,4,3,16,7,8,6,0,9
123;133,1990,1,4,21,6,9,4,0,7
123;133,1990,2,5,24,3,2,4,0,8
123;133,1990,3,6,27,3,4,2,0,7
123;133,1990,4,3,21,2,2,2,0,4
123;133,1991,1,6,18,1,4,1,0,7
123;133,1991,2,3,18,6,4,5,0,2
123;133,1991,3,2,19,5,4,4,0,13
123;133,1991,4,6,33,7,6,6,0,5
123;133,1992,1,1,17,14,4,3,0,8
123;133,1992,2,3,14,4,6,6,1,16
123;133,1992,3,5,16,3,2,6,0,12
123;133,1992,4,3,13,1,11,3,0,15
123;133,1993,1,10,20,5,5,3,0,11
123;133,1993,2,4,16,1,4,4,0,11
123;133,1993,3,3,20,5,4,5,0,10
123;133,1993,4,3,22,0,6,2,0,6
123;133,1994,1,3,42,3,2,2,0,8
123;133,1994,2,7,9,2,4,5,0,9
123;133,1994,3,3,13,5,1,2,0,7
123;133,1994,4,5,18,3,1,2,0,6
123;133,1995,1,3,16,5,6,2,0,9
123;133,1995,2,4,12,1,2,3,0,6
123;133,1995,3,7,27,4,3,1,0,5
123;133,1995,4,1,22,0,7,1,0,6
123;133,1996,1,0,13,3,4,1,0,5
123;133,1996,2,3,9,1,3,2,0,2
123;133,1996,3,0,13,0,3,1,0,6
123;133,1996,4,1,16,2,4,3,0,1
123;133,1997,1,1,11,0,2,1,0,5
123;133,1997,2,3,12,1,1,3,1,5
123;133,1997,3,2,6,0,1,0,0,5
123;133,1997,4,1,7,0,4,1,0,1
123;133,1998,1,0,5,1,4,0,1,3
123;133,1998,2,1,9,1,1,5,0,3
123;133,1998,3,0,8,3,0,2,0,8
123;133,1998,4,1,7,0,1,1,0,3
123;133,1999,1,2,10,2,1,0,0,6
123;133,1999,2,2,7,0,2,2,0,1
123;133,1999,3,1,6,2,3,2,0,1
123;133,1999,4,1,6,0,3,1,0,4
123;133,2000,1,2,5,1,1,3,0,4
123;133,2000,2,3,5,1,2,2,0,2
123;133,2000,3,1,2,2,3,1,0,3
123;133,2000,4,3,9,3,3,1,0,2
123;133,2001,1,2,6,1,3,0,0,1
123;133,2001,2,0,8,2,3,2,0,3
123;133,2001,3,2,7,2,0,0,0,2
123;133,2001,4,3,5,1,2,2,0,2
123;133,2002,1,3,2,1,2,1,0,3
123;133,2002,2,1,10,2,5,0,0,4
123;133,2002,3,4,7,0,1,4,0,5
123;133,2002,4,2,5,0,0,0,0,5
123;133,2003,1,0,9,0,2,0,0,2
123;133,2003,2,0,10,1,4,1,0,4
123;133,2003,3,1,7,1,1,2,0,3
123;133,2003,4,1,4,2,0,0,0,3
123;133,2004,1,4,1,2,2,0,0,3
123;133,2004,2,2,10,0,0,0,0,2
123;133,2004,3,1,6,0,2,0,0,1
123;133,2004,4,2,8,1,1,0,0,4
123;133,2005,1,2,14,1,2,0,0,3
123;133,2005,2,1,12,1,3,2,0,7
123;133,2005,3,0,6,1,1,0,0,5
123;133,2005,4,0,2,0,4,1,0,2
123;133,2006,1,1,5,0,0,0,0,3
123;133,2006,2,0,1,0,2,0,0,2
123;133,2006,3,1,2,3,2,0,0,2
123;133,2006,4,0,3,3,1,0,0,1
123;133,2007,1,3,1,0,1,0,0,3
123;133,2007,2,1,2,0,0,1,0,1
123;133,2007,3,3,1,0,1,1,0,0
123;133,2007,4,0,3,0,2,0,0,1
123;133,2008,1,0,4,1,3,0,0,2
123;133,2008,2,1,4,0,1,0,0,5
123;133,2008,3,1,0,0,2,0,0,2
123;133,2008,4,3,1,0,0,0,0,1
123;133,2009,1,2,2,0,1,0,0,0
123;133,2009,2,0,1,1,0,1,0,1
123;133,2009,3,0,1,0,3,0,0,3
123;133,2009,4,0,2,1,1,1,0,2
123;133,2010,1,0,1,1,0,0,0,1
123;133,2010,2,8,0,0,0,1,0,2
123;133,2010,3,0,2,1,0,0,0,0
123;133,2010,4,2,0,0,0,2,0,2
123;133,2011,1,2,3,0,0,4,0,1
123;133,2011,2,4,2,1,0,1,0,3
123;133,2011,3,1,3,0,0,1,0,1
123;133,2011,4,8,0,0,1,2,0,1
123;133,2012,1,0,2,0,0,2,0,2
123;133,2012,2,0,1,0,0,2,0,1
123;133,2012,3,1,2,0,0,4,0,1
123;133,2012,4,3,3,0,0,1,0,0
123;133,2013,1,2,2,0,0,0,0,2
123;133,2013,2,0,3,0,0,4,0,0
123;133,2013,3,1,1,0,1,2,0,1
123;133,2013,4,1,4,0,0,3,0,3
123;133,2014,1,0,4,0,0,1,0,1
123;133,2014,2,0,0,2,0,1,0,3
123;133,2014,3,1,4,3,2,1,0,0
123;133,2014,4,3,3,1,2,3,0,0
124,1988,1,4,21,5,3,4,0,2
124,1988,2,3,14,6,5,1,0,6
124,1988,3,3,18,2,2,2,0,5
124,1988,4,8,17,8,1,3,0,4
124,1989,1,3,23,11,5,2,1,5
124,1989,2,6,27,15,9,2,0,8
124,1989,3,2,18,8,7,4,0,5
124,1989,4,4,19,9,5,3,1,3
124,1990,1,2,14,8,2,1,0,5
124,1990,2,4,19,5,2,5,0,6
124,1990,3,7,18,6,1,1,0,7
124,1990,4,3,15,1,2,3,0,11
124,1991,1,1,18,8,2,5,0,1
124,1991,2,7,23,4,5,2,0,8
124,1991,3,3,19,11,0,0,0,12
124,1991,4,2,21,6,4,1,0,5
124,1992,1,4,30,6,2,1,0,3
124,1992,2,3,27,10,3,3,0,8
124,1992,3,9,11,4,1,1,0,12
124,1992,4,2,27,8,2,3,0,3
124,1993,1,4,19,3,0,3,0,7
124,1993,2,6,13,1,3,1,0,9
124,1993,3,4,17,7,3,0,0,12
124,1993,4,11,12,3,3,3,0,5
124,1994,1,5,13,10,4,2,0,7
124,1994,2,3,10,8,1,3,0,7
124,1994,3,1,15,2,2,1,0,6
124,1994,4,3,13,2,4,0,0,4
124,1995,1,0,5,2,4,0,1,4
124,1995,2,0,7,1,3,0,0,2
124,1995,3,1,10,1,1,0,0,3
124,1995,4,1,4,1,1,0,0,2
124,1996,1,0,7,2,3,0,0,2
124,1996,2,1,6,0,1,0,0,2
124,1996,3,0,6,1,3,1,0,2
124,1996,4,0,5,1,0,0,0,1
124,1997,1,1,4,2,1,0,0,1
124,1997,2,1,5,0,3,1,0,1
124,1997,3,5,7,3,2,1,0,4
124,1997,4,1,2,2,1,1,0,2
124,1998,1,0,6,1,1,1,0,2
124,1998,2,1,6,2,0,2,0,1
124,1998,3,2,8,1,0,0,0,0
124,1998,4,0,2,0,0,0,0,0
124,1999,1,0,4,3,1,1,0,0
124,1999,2,1,7,0,0,0,0,1
124,1999,3,1,0,2,2,0,0,2
124,1999,4,1,3,3,0,0,0,3
124,2000,1,2,4,1,0,0,0,2
124,2000,2,0,3,0,0,0,0,1
124,2000,3,0,1,2,1,0,0,1
124,2000,4,1,2,0,0,0,0,0
124,2001,1,0,1,1,2,1,0,0
124,2001,2,2,3,1,2,0,0,2
124,2001,3,0,3,0,0,0,0,1
124,2001,4,1,3,0,2,1,0,2
124,2002,1,2,6,1,2,1,0,1
124,2002,2,1,1,4,1,1,0,2
124,2002,3,0,3,1,0,0,0,0
124,2002,4,1,1,1,0,0,0,2
124,2003,1,0,3,1,0,0,0,0
124,2003,2,1,8,1,0,0,0,0
124,2003,3,1,3,0,0,1,0,1
124,2003,4,0,4,1,1,0,0,2
124,2004,1,0,2,1,0,0,0,1
124,2004,2,2,3,3,2,0,0,4
124,2004,3,0,0,0,1,0,0,1
124,2004,4,2,4,0,0,0,0,0
124,2005,1,2,8,0,1,0,0,2
124,2005,2,1,3,0,1,1,0,1
124,2005,3,0,4,0,0,0,0,2
124,2005,4,0,0,0,0,2,0,1
124,2006,1,0,3,0,0,0,0,2
124,2006,2,0,1,0,0,0,0,0
124,2006,3,0,1,0,0,1,0,2
124,2006,4,1,0,0,0,1,0,0
124,2007,1,0,3,0,0,1,0,0
124,2007,2,0,0,0,0,0,0,0
124,2007,3,0,2,0,0,0,0,0
124,2007,4,0,1,1,1,0,0,0
124,2008,1,0,1,1,1,1,0,0
124,2008,2,0,0,0,0,0,0,0
124,2008,3,1,1,3,0,0,0,0
124,2008,4,0,1,0,1,0,0,2
124,2009,1,0,0,0,0,0,0,0
124,2009,2,0,2,0,1,0,0,1
124,2009,3,0,1,1,0,1,0,1
124,2009,4,1,1,0,1,0,0,1
124,2010,1,0,1,0,0,0,0,0
124,2010,2,0,0,0,0,1,0,0
124,2010,3,0,1,0,1,0,0,1
124,2010,4,0,1,0,0,1,0,0
124,2011,1,1,3,0,2,3,0,0
124,2011,2,0,2,1,0,0,0,0
124,2011,3,1,0,1,0,2,0,0
124,2011,4,5,4,0,1,4,0,3
124,2012,1,3,2,0,0,1,0,0
124,2012,2,1,6,0,1,0,0,2
124,2012,3,2,3,0,0,3,0,1
124,2012,4,5,1,0,0,1,0,0
124,2013,1,3,0,0,0,1,0,0
124,2013,2,4,0,0,0,1,0,0
124,2013,3,2,1,0,0,1,0,0
124,2013,4,0,1,0,0,0,0,0
124,2014,1,6,1,0,0,2,0,1
124,2014,2,3,2,0,0,2,0,1
124,2014,3,12,0,0,0,3,0,0
124,2014,4,7,1,0,0,2,0,0
127;128,1988,1,3,40,4,8,5,0,2
127;128,1988,2,9,27,11,5,3,1,5
127;128,1988,3,3,44,10,6,5,0,7
127;128,1988,4,2,46,13,10,4,0,7
127;128,1989,1,3,68,9,9,3,0,5
127;128,1989,2,8,53,2,6,2,0,7
127;128,1989,3,8,42,2,6,0,0,2
127;128,1989,4,7,36,11,5,1,0,2
127;128,1990,1,5,33,5,5,2,0,4
127;128,1990,2,4,31,8,3,3,0,8
127;128,1990,3,6,53,5,5,5,0,8
127;128,1990,4,4,26,11,7,7,0,2
127;128,1991,1,8,51,22,3,1,0,4
127;128,1991,2,6,39,26,9,2,0,3
127;128,1991,3,5,33,10,6,3,0,9
127;128,1991,4,3,32,3,7,4,1,7
127;128,1992,1,5,50,12,8,2,0,3
127;128,1992,2,7,24,11,8,3,0,11
127;128,1992,3,7,46,14,7,5,0,9
127;128,1992,4,9,34,6,5,3,0,10
127;128,1993,1,6,59,8,2,1,0,2
127;128,1993,2,4,35,7,4,1,0,6
127;128,1993,3,1,27,6,6,3,0,8
127;128,1993,4,3,31,2,4,2,0,6
127;128,1994,1,2,44,8,1,2,0,9
127;128,1994,2,4,33,4,4,2,0,5
127;128,1994,3,4,16,4,0,2,0,6
127;128,1994,4,1,17,2,2,0,0,3
127;128,1995,1,3,22,5,4,2,0,6
127;128,1995,2,1,21,1,0,3,0,4
127;128,1995,3,4,18,7,1,1,0,7
127;128,1995,4,3,23,4,1,0,0,1
127;128,1996,1,2,32,2,2,1,0,4
127;128,1996,2,0,16,5,1,4,0,5
127;128,1996,3,2,15,6,0,1,0,2
127;128,1996,4,3,11,3,2,1,0,2
127;128,1997,1,2,7,7,2,0,0,2
127;128,1997,2,5,7,7,0,0,0,2
127;128,1997,3,5,20,9,3,0,0,1
127;128,1997,4,0,18,1,1,0,0,5
127;128,1998,1,1,17,6,4,3,0,3
127;128,1998,2,6,9,10,3,2,0,3
127;128,1998,3,4,11,4,0,2,0,1
127;128,1998,4,1,11,9,1,2,0,0
127;128,1999,1,1,20,6,0,0,0,2
127;128,1999,2,5,14,5,3,3,0,0
127;128,1999,3,3,15,3,1,4,0,4
127;128,1999,4,3,17,1,1,0,0,1
127;128,2000,1,1,10,2,1,1,0,1
127;128,2000,2,6,17,0,2,1,0,1
127;128,2000,3,1,15,2,8,3,0,2
127;128,2000,4,6,14,8,4,3,0,3
127;128,2001,1,2,30,10,3,1,0,3
127;128,2001,2,2,8,5,3,1,0,7
127;128,2001,3,4,8,5,7,0,0,3
127;128,2001,4,1,8,0,1,2,0,2
127;128,2002,1,3,9,1,1,1,0,5
127;128,2002,2,2,5,3,3,0,0,0
127;128,2002,3,3,15,5,0,2,0,2
127;128,2002,4,9,8,3,0,0,1,3
127;128,2003,1,3,12,0,1,0,0,2
127;128,2003,2,0,7,4,1,0,0,2
127;128,2003,3,3,10,3,4,1,0,1
127;128,2003,4,2,5,5,2,2,0,1
127;128,2004,1,2,11,0,1,0,0,2
127;128,2004,2,1,20,0,1,1,0,3
127;128,2004,3,2,11,1,0,1,0,3
127;128,2004,4,3,14,1,2,1,0,0
127;128,2005,1,7,16,4,5,3,0,4
127;128,2005,2,3,14,4,6,3,0,0
127;128,2005,3,2,6,4,2,1,0,1
127;128,2005,4,4,11,4,2,0,0,3
127;128,2006,1,0,9,2,1,1,0,3
127;128,2006,2,1,6,1,2,0,0,0
127;128,2006,3,3,6,6,0,1,0,3
127;128,2006,4,0,3,3,0,0,0,0
127;128,2007,1,0,3,0,2,0,0,2
127;128,2007,2,0,5,0,2,0,0,2
127;128,2007,3,0,14,1,2,0,0,2
127;128,2007,4,1,0,0,1,0,0,3
127;128,2008,1,0,4,3,2,0,0,3
127;128,2008,2,0,5,3,0,0,0,2
127;128,2008,3,1,3,3,0,1,0,0
127;128,2008,4,0,2,0,3,0,0,1
127;128,2009,1,0,2,1,1,1,0,2
127;128,2009,2,4,5,1,1,0,0,1
127;128,2009,3,0,2,0,1,0,0,2
127;128,2009,4,1,5,0,1,0,0,0
127;128,2010,1,0,6,2,0,0,0,1
127;128,2010,2,1,2,1,1,0,0,1
127;128,2010,3,0,0,1,1,0,0,1
127;128,2010,4,0,1,0,0,0,0,1
127;128,2011,1,0,5,0,1,1,0,1
127;128,2011,2,0,3,2,0,2,0,2
127;128,2011,3,1,5,0,4,2,0,2
127;128,2011,4,2,5,0,0,2,0,2
127;128,2012,1,1,3,0,1,0,0,0
127;128,2012,2,0,7,0,1,0,0,1
127;128,2012,3,4,3,1,1,3,0,1
127;128,2012,4,1,1,0,0,3,0,5
127;128,2013,1,1,2,0,0,3,0,2
127;128,2013,2,3,2,3,1,0,0,1
127;128,2013,3,1,7,2,1,4,0,1
127;128,2013,4,1,5,0,1,2,0,0
127;128,2014,1,0,3,1,2,2,0,0
127;128,2014,2,0,3,1,3,6,0,1
127;128,2014,3,2,2,0,0,1,0,2
127;128,2014,4,2,2,2,2,3,0,2
129,1988,1,2,39,2,8,1,0,3
129,1988,2,4,26,4,14,0,0,0
129,1988,3,2,39,9,11,0,0,3
129,1988,4,3,28,7,5,1,0,1
129,1989,1,4,21,7,11,0,0,1
129,1989,2,0,28,4,4,1,0,1
129,1989,3,2,22,5,11,0,0,0
129,1989,4,2,34,0,6,1,0,1
129,1990,1,0,18,5,8,0,0,2
129,1990,2,2,25,10,9,0,0,3
129,1990,3,2,22,6,3,1,0,1
129,1990,4,0,15,5,2,1,0,1
129,1991,1,0,11,3,3,1,0,2
129,1991,2,2,19,2,7,0,0,4
129,1991,3,0,29,6,7,1,0,2
129,1991,4,2,22,6,6,0,0,1
129,1992,1,2,24,1,2,1,0,3
129,1992,2,0,9,4,8,0,0,0
129,1992,3,2,17,6,6,0,0,1
129,1992,4,1,20,3,6,0,0,2
129,1993,1,0,13,4,5,0,0,4
129,1993,2,3,8,7,4,1,0,3
129,1993,3,1,23,10,5,0,0,5
129,1993,4,1,10,2,9,1,0,6
129,1994,1,0,20,6,4,0,0,2
129,1994,2,1,19,9,3,0,0,1
129,1994,3,2,20,3,11,1,0,4
129,1994,4,0,12,5,6,1,0,1
129,1995,1,0,21,1,3,0,0,1
129,1995,2,2,16,3,3,0,0,1
129,1995,3,0,12,0,2,0,0,4
129,1995,4,4,9,1,0,0,0,0
129,1996,1,3,7,1,2,0,0,2
129,1996,2,0,8,1,5,0,0,1
129,1996,3,0,9,2,5,0,0,1
129,1996,4,0,3,2,4,1,0,3
129,1997,1,1,6,1,4,0,0,1
129,1997,2,1,17,2,5,0,0,0
129,1997,3,1,11,1,7,0,0,3
129,1997,4,1,11,1,5,0,0,1
129,1998,1,0,6,1,1,1,0,2
129,1998,2,3,10,1,4,0,0,3
129,1998,3,0,4,0,0,0,0,1
129,1998,4,0,5,0,0,0,0,2
129,1999,1,2,9,1,0,0,0,0
129,1999,2,0,9,1,4,0,0,4
129,1999,3,1,4,0,5,0,0,0
129,1999,4,1,10,1,4,0,0,3
129,2000,1,0,7,0,3,0,0,1
129,2000,2,0,13,0,2,1,0,2
129,2000,3,3,19,0,6,0,0,2
129,2000,4,0,21,2,6,0,0,1
129,2001,1,1,10,3,5,0,0,0
129,2001,2,2,9,1,5,0,1,2
129,2001,3,2,10,1,7,0,0,1
129,2001,4,2,3,1,2,0,0,1
129,2002,1,1,9,1,2,0,0,0
129,2002,2,0,8,0,2,1,0,1
129,2002,3,3,16,2,2,1,0,1
129,2002,4,0,11,3,3,0,0,1
129,2003,1,3,1,0,8,0,0,2
129,2003,2,1,16,4,3,0,0,2
129,2003,3,2,8,0,2,0,0,3
129,2003,4,0,11,1,3,0,0,1
129,2004,1,2,9,1,1,0,0,0
129,2004,2,1,3,1,4,0,0,0
129,2004,3,0,10,1,2,0,0,2
129,2004,4,0,4,0,1,0,0,0
129,2005,1,1,7,3,4,0,0,3
129,2005,2,1,14,0,4,0,0,0
129,2005,3,1,5,0,0,0,0,3
129,2005,4,1,7,0,5,0,0,1
129,2006,1,0,1,2,3,0,0,2
129,2006,2,0,7,0,0,0,0,0
129,2006,3,0,3,0,2,0,0,2
129,2006,4,0,4,1,4,0,0,0
129,2007,1,0,3,0,1,0,0,0
129,2007,2,1,3,0,0,0,0,0
129,2007,3,0,5,0,1,0,0,0
129,2007,4,0,3,1,1,0,0,0
129,2008,1,1,7,0,3,0,0,0
129,2008,2,3,2,0,0,0,0,0
129,2008,3,0,2,0,1,0,0,0
129,2008,4,0,5,1,2,0,0,2
129,2009,1,0,5,0,0,0,0,0
129,2009,2,0,5,0,0,0,0,0
129,2009,3,1,4,1,0,0,0,0
129,2009,4,0,2,0,0,0,0,0
129,2010,1,0,6,0,0,0,0,0
129,2010,2,0,3,0,1,0,0,0
129,2010,3,0,3,1,2,0,0,0
129,2010,4,0,3,0,1,0,0,1
129,2011,1,0,4,0,0,0,0,0
129,2011,2,0,2,0,0,0,0,0
129,2011,3,0,0,0,0,0,0,0
129,2011,4,1,0,0,2,0,0,0
129,2012,1,1,2,0,0,1,0,0
129,2012,2,0,1,0,1,0,0,1
129,2012,3,0,1,0,0,1,0,0
129,2012,4,0,3,0,1,0,0,0
129,2013,1,0,2,0,0,0,0,0
129,2013,2,0,0,0,1,0,0,0
129,2013,3,0,2,1,1,1,0,0
129,2013,4,1,0,0,0,0,0,0
129,2014,1,0,0,2,0,0,0,0
129,2014,2,0,1,1,1,0,0,0
129,2014,3,1,0,0,0,1,0,0
129,2014,4,0,1,0,0,0,0,0
131,1988,1,1,3,1,3,0,0,1
131,1988,2,1,6,0,2,0,0,1
131,1988,3,0,3,5,1,1,0,0
131,1988,4,1,2,2,5,0,0,0
131,1989,1,0,5,5,2,0,0,0
131,1989,2,0,8,2,1,0,0,0
131,1989,3,0,7,0,0,1,0,0
131,1989,4,2,9,3,1,0,0,2
131,1990,1,0,6,6,1,0,0,0
131,1990,2,0,10,5,2,1,0,0
131,1990,3,1,3,4,1,1,0,1
131,1990,4,1,4,1,2,0,0,0
131,1991,1,2,9,5,0,0,0,0
131,1991,2,7,3,3,0,0,0,1
131,1991,3,1,10,0,1,0,0,1
131,1991,4,0,12,0,1,0,0,0
131,1992,1,1,10,2,1,0,0,1
131,1992,2,1,1,0,1,0,0,0
131,1992,3,0,6,2,0,0,0,1
131,1992,4,2,7,9,2,0,0,2
131,1993,1,1,4,2,5,0,0,0
131,1993,2,3,5,0,3,0,0,0
131,1993,3,3,12,1,3,0,0,1
131,1993,4,0,6,0,3,0,0,0
131,1994,1,0,7,0,0,0,0,1
131,1994,2,0,9,3,2,0,0,1
131,1994,3,0,5,0,0,0,0,1
131,1994,4,3,5,0,5,0,0,0
131,1995,1,2,2,1,0,0,0,0
131,1995,2,1,1,3,0,0,0,0
131,1995,3,0,4,2,1,0,0,0
131,1995,4,0,6,0,0,1,0,0
131,1996,1,0,5,1,0,0,0,0
131,1996,2,1,6,0,0,0,0,0
131,1996,3,1,2,1,1,0,0,0
131,1996,4,1,7,5,1,0,0,1
131,1997,1,0,5,0,0,0,0,0
131,1997,2,1,6,2,1,0,0,0
131,1997,3,0,6,1,0,0,0,0
131,1997,4,0,0,2,0,0,0,0
131,1998,1,3,7,1,1,0,0,0
131,1998,2,2,6,2,0,0,0,1
131,1998,3,0,4,2,0,0,0,1
131,1998,4,0,4,0,1,0,0,0
131,1999,1,0,4,2,1,0,0,0
131,1999,2,1,1,4,2,0,0,1
131,1999,3,0,0,0,2,0,0,1
131,1999,4,1,14,0,3,0,0,0
131,2000,1,1,1,0,1,0,0,1
131,2000,2,1,5,0,1,0,0,2
131,2000,3,0,11,1,4,0,0,0
131,2000,4,0,1,1,0,0,0,1
131,2001,1,2,6,0,2,0,0,0
131,2001,2,1,4,0,3,2,0,1
131,2001,3,0,10,0,2,0,0,0
131,2001,4,0,4,1,1,0,0,0
131,2002,1,2,9,5,1,0,0,0
131,2002,2,0,11,4,4,0,0,0
131,2002,3,1,7,1,3,0,0,2
131,2002,4,0,6,0,0,0,0,1
131,2003,1,0,9,0,4,0,0,2
131,2003,2,4,5,0,0,0,0,0
131,2003,3,0,6,3,0,0,0,1
131,2003,4,3,6,6,3,0,0,0
131,2004,1,1,16,2,4,0,0,0
131,2004,2,2,6,4,1,1,0,1
131,2004,3,0,3,1,2,0,0,1
131,2004,4,0,2,1,3,0,0,1
131,2005,1,0,4,7,3,0,0,2
131,2005,2,0,14,0,0,0,0,0
131,2005,3,1,9,1,0,0,0,0
131,2005,4,0,9,1,1,0,0,0
131,2006,1,0,1,6,2,0,0,1
131,2006,2,0,10,0,0,0,0,0
131,2006,3,0,4,0,0,0,0,0
131,2006,4,0,2,1,1,0,0,0
131,2007,1,0,4,1,0,0,0,0
131,2007,2,0,0,0,3,0,0,0
131,2007,3,0,1,0,1,0,0,1
131,2007,4,1,3,3,0,0,0,0
131,2008,1,0,3,1,1,0,0,0
131,2008,2,0,2,1,1,0,0,0
131,2008,3,0,3,1,0,0,0,0
131,2008,4,0,2,1,0,0,0,0
131,2009,1,0,0,0,0,0,0,0
131,2009,2,0,1,2,0,0,0,0
131,2009,3,0,2,0,0,0,0,0
131,2009,4,0,2,2,1,0,0,0
131,2010,1,0,2,0,0,0,0,0
131,2010,2,0,2,0,0,0,0,0
131,2010,3,0,1,1,1,0,0,0
131,2010,4,0,4,0,0,0,0,0
131,2011,1,0,0,1,0,2,0,0
131,2011,2,0,0,1,0,0,0,0
131,2011,3,0,1,0,0,0,0,0
131,2011,4,0,0,0,1,0,0,0
131,2012,1,0,1,1,0,1,0,0
131,2012,2,0,0,0,0,1,0,0
131,2012,3,1,0,0,0,1,0,0
131,2012,4,0,1,0,0,0,0,0
131,2013,1,0,1,0,0,0,0,0
131,2013,2,0,0,1,0,1,0,0
131,2013,3,0,0,0,1,0,0,0
131,2013,4,0,3,0,0,0,0,0
131,2014,1,0,1,0,0,0,0,0
131,2014,2,0,0,0,0,0,0,0
131,2014,3,1,2,0,0,0,0,0
131,2014,4,0,0,0,0,1,0,0
132,1988,1,1,47,3,11,1,0,8
132,1988,2,0,56,2,8,0,0,2
132,1988,3,2,35,5,5,2,0,2
132,1988,4,1,58,6,8,2,0,3
132,1989,1,4,50,3,9,0,0,1
132,1989,2,3,60,3,10,3,0,3
132,1989,3,1,75,8,11,1,0,1
132,1989,4,1,48,2,4,1,0,4
132,1990,1,1,66,7,11,1,0,4
132,1990,2,0,59,6,3,2,0,7
132,1990,3,1,81,10,4,2,0,3
132,1990,4,0,55,4,11,2,0,1
132,1991,1,2,68,4,4,0,0,0
132,1991,2,0,37,5,7,2,0,3
132,1991,3,1,55,3,10,0,0,1
132,1991,4,1,79,8,6,1,0,5
132,1992,1,2,63,5,3,1,0,2
132,1992,2,4,66,2,5,0,0,4
132,1992,3,5,64,5,5,0,0,4
132,1992,4,0,51,15,4,0,0,7
132,1993,1,2,61,7,2,0,0,1
132,1993,2,0,40,6,9,0,0,1
132,1993,3,0,60,6,6,1,0,4
132,1993,4,2,99,4,3,0,1,3
132,1994,1,0,67,3,3,1,0,1
132,1994,2,0,43,2,8,0,0,5
132,1994,3,0,49,7,5,1,0,4
132,1994,4,2,41,2,10,0,0,2
132,1995,1,2,27,2,4,0,0,3
132,1995,2,4,38,0,5,0,0,1
132,1995,3,1,51,2,5,1,0,2
132,1995,4,1,35,4,2,0,0,0
132,1996,1,1,42,4,0,1,0,0
132,1996,2,3,30,4,0,1,0,3
132,1996,3,5,27,3,4,0,0,2
132,1996,4,3,27,3,3,0,0,3
132,1997,1,2,27,4,2,0,0,8
132,1997,2,2,37,4,0,2,0,0
132,1997,3,0,34,2,3,1,0,2
132,1997,4,0,30,2,4,1,0,1
132,1998,1,2,21,1,1,0,0,2
132,1998,2,1,29,3,3,0,0,1
132,1998,3,3,11,2,3,1,0,5
132,1998,4,1,23,6,4,1,0,0
132,1999,1,1,17,4,2,1,0,1
132,1999,2,6,9,2,3,1,0,1
132,1999,3,0,9,1,0,0,0,1
132,1999,4,0,14,5,2,1,0,3
132,2000,1,3,10,3,1,1,0,1
132,2000,2,1,16,2,0,0,0,1
132,2000,3,1,7,5,1,0,0,0
132,2000,4,0,10,4,2,0,0,0
132,2001,1,1,13,2,4,0,2,0
132,2001,2,2,15,3,1,0,0,1
132,2001,3,3,27,5,4,0,0,3
132,2001,4,1,10,1,1,2,0,3
132,2002,1,2,15,4,3,0,0,1
132,2002,2,1,12,6,5,0,0,0
132,2002,3,1,5,3,3,0,0,2
132,2002,4,1,8,2,0,0,0,1
132,2003,1,1,13,0,2,0,0,0
132,2003,2,0,13,6,0,2,0,0
132,2003,3,0,9,4,2,0,0,1
132,2003,4,3,11,1,0,0,0,0
132,2004,1,2,4,0,6,0,0,2
132,2004,2,3,4,2,2,2,0,1
132,2004,3,0,9,0,0,0,0,0
132,2004,4,0,19,0,1,0,0,0
132,2005,1,0,22,1,5,0,0,1
132,2005,2,2,19,1,4,1,0,0
132,2005,3,2,12,5,1,1,0,0
132,2005,4,0,10,2,5,0,0,1
132,2006,1,0,10,1,4,0,0,0
132,2006,2,2,11,0,2,0,0,0
132,2006,3,2,9,1,0,0,0,2
132,2006,4,1,0,2,0,0,0,0
132,2007,1,1,2,0,1,0,0,0
132,2007,2,2,5,0,0,0,0,1
132,2007,3,0,6,0,2,0,0,0
132,2007,4,0,6,0,1,0,0,1
132,2008,1,1,12,0,0,0,0,0
132,2008,2,1,4,6,0,0,0,0
132,2008,3,3,7,3,0,1,0,1
132,2008,4,2,7,0,2,0,0,0
132,2009,1,1,8,1,1,0,0,0
132,2009,2,0,8,0,0,0,0,0
132,2009,3,0,4,0,1,1,0,0
132,2009,4,2,4,0,1,0,0,0
132,2010,1,1,5,1,2,0,0,0
132,2010,2,0,4,0,1,0,0,0
132,2010,3,0,6,0,0,0,0,1
132,2010,4,1,8,0,1,0,0,0
132,2011,1,3,11,0,2,2,0,0
132,2011,2,1,5,0,1,0,0,0
132,2011,3,2,5,1,1,2,0,0
132,2011,4,0,0,1,0,0,1,0
132,2012,1,0,3,0,1,2,0,1
132,2012,2,3,9,1,4,2,0,2
132,2012,3,2,4,1,1,0,0,3
132,2012,4,1,7,3,1,1,0,0
