Quarter,REPORTING  DISTRICT,DIVISION,BURG  BUS-,BURG  RES-,BURG  OTH-,ROBB  ST-,ROBB  OTH-,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE  THEFT,AUTO  THEFT,BUNCO,TOTAL
1995Q1,1559,15,0,3,0,0,0,0,1,0,3,2,0,0,0,1,0,6,0,16
1995Q1,1561,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,5
1995Q1,1562,15,2,1,3,1,1,0,0,0,13,0,4,1,0,0,0,21,0,47
1995Q1,1565,15,1,10,8,3,0,0,0,0,28,4,4,0,0,7,0,12,0,77
1995Q1,1566,15,0,1,1,0,0,0,0,3,9,2,2,0,0,0,0,4,0,22
1995Q1,1567,15,0,5,3,2,2,0,0,4,26,3,1,0,0,2,0,19,0,67
1995Q1,1568,15,0,3,0,1,0,0,0,4,13,4,6,0,0,3,0,8,0,42
1995Q1,1569,15,1,4,4,1,2,0,0,2,15,3,2,0,0,1,0,11,0,46
1995Q1,1581,15,0,2,3,2,1,0,0,2,27,5,1,0,2,2,0,19,0,66
1995Q1,1585,15,7,3,2,4,3,0,0,2,23,5,3,0,0,7,0,23,3,85
1995Q1,1586,15,1,5,0,5,1,0,0,12,59,10,7,0,0,17,0,28,0,145
1995Q1,1588,15,1,1,0,0,0,0,1,0,9,0,0,0,0,1,0,5,0,18
1995Q1,1589,15,1,0,0,0,0,0,0,0,3,3,2,0,0,4,0,3,0,16
1995Q1,1591,15,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,5
1995Q1,1592,15,8,11,5,2,6,0,0,3,30,3,14,0,1,8,0,19,0,110
1995Q1,1595,15,3,5,1,0,1,0,0,1,19,4,4,0,0,3,0,14,0,55
1995Q1,1596,15,3,3,2,0,2,0,1,5,14,0,1,0,0,2,0,14,0,47
1995Q1,1599,15,3,11,1,1,0,0,0,8,58,5,5,0,0,2,0,17,0,111
1995Q1,1601,16,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,9
1995Q1,1602,16,1,9,3,1,3,1,0,7,5,3,0,0,0,6,0,13,0,52
1995Q1,1603,16,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4
1995Q1,1604,16,0,8,2,4,0,0,0,6,6,6,3,0,0,1,0,10,0,46
1995Q1,1605,16,0,3,0,1,2,0,0,2,5,4,2,0,0,0,0,4,0,23
1995Q1,1606,16,1,5,1,1,0,0,0,5,2,2,4,0,1,1,0,8,0,31
1995Q1,1607,16,3,7,2,9,6,0,0,17,13,8,1,0,0,9,0,18,1,94
1995Q1,1608,16,1,10,3,3,1,0,0,7,3,2,4,0,0,3,0,9,0,46
1995Q1,1609,16,0,5,0,0,0,0,0,1,3,0,1,0,0,0,0,4,0,14
1995Q1,1611,16,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,5
1995Q1,1612,16,0,5,1,1,3,0,0,3,5,0,2,0,0,2,0,10,0,32
1995Q1,1613,16,2,4,4,3,1,0,1,6,7,0,2,0,0,3,0,17,0,50
1995Q1,1614,16,1,11,2,1,0,0,0,10,9,3,4,0,0,0,0,9,0,50
1995Q1,1615,16,3,15,4,1,1,0,1,19,7,3,3,0,0,11,0,4,0,72
1995Q1,1616,16,0,9,3,2,1,0,0,5,2,1,2,0,0,4,0,8,0,37
1995Q1,1617,16,1,9,1,6,0,0,1,5,2,2,1,1,0,7,0,17,0,53
1995Q1,1618,16,1,15,11,3,4,0,0,21,15,12,0,0,0,17,0,23,0,122
1995Q1,1621,16,0,0,1,0,0,0,0,0,6,0,1,0,0,1,0,0,0,9
1995Q1,1622,16,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,4
1995Q1,1623,16,1,0,2,0,0,0,0,0,9,1,3,0,0,3,0,8,0,27
1995Q1,1624,16,0,2,0,0,1,0,0,4,1,1,2,0,0,1,0,1,0,13
1995Q1,1625,16,2,4,2,1,0,0,0,6,3,4,1,0,1,3,0,18,0,45
1995Q1,1626,16,0,3,2,4,1,0,0,9,5,7,3,0,0,4,0,7,0,45
1995Q1,1627,16,0,3,0,3,1,0,0,10,13,2,1,0,0,5,0,14,0,52
1995Q1,1629,16,2,1,1,1,0,0,0,1,3,2,4,0,0,1,0,1,0,17
1995Q1,1631,16,0,0,1,3,5,0,0,2,4,2,1,0,0,5,0,4,0,27
1995Q1,1632,16,1,7,3,0,0,1,2,9,5,1,0,0,0,1,0,12,0,42
1995Q1,1633,16,5,7,2,2,5,1,0,12,4,2,1,1,0,7,0,10,0,59
1995Q1,1634,16,2,3,1,4,2,0,1,12,8,2,3,0,0,4,0,11,0,53
1995Q1,1635,16,1,5,7,13,0,0,1,11,16,3,2,2,0,5,0,24,0,90
1995Q1,1637,16,8,22,1,2,0,0,0,26,14,13,5,0,0,10,0,22,0,123
1995Q1,1641,16,1,3,0,2,3,0,0,1,3,1,3,0,0,5,0,1,0,23
1995Q1,1642,16,2,8,9,1,5,0,0,11,13,3,0,0,0,7,0,15,0,74
1995Q1,1643,16,0,7,7,0,5,0,0,7,5,3,0,0,0,1,0,8,0,43
1995Q1,1644,16,1,0,1,1,3,0,0,4,3,3,1,0,0,9,0,5,0,31
1995Q1,1645,16,0,2,0,2,0,0,0,1,1,1,1,0,0,0,0,3,0,11
1995Q1,1651,16,1,7,1,6,2,0,0,15,4,5,2,0,0,13,0,16,1,73
1995Q1,1652,16,1,10,3,2,0,0,0,4,5,3,1,0,0,0,0,9,0,38
1995Q1,1653,16,2,7,8,3,3,0,0,13,4,11,0,1,0,8,0,13,0,73
1995Q1,1654,16,5,4,1,8,4,0,1,21,6,2,3,1,2,5,0,22,0,85
1995Q1,1655,16,1,6,1,6,1,0,1,15,3,4,2,1,0,3,0,5,0,49
1995Q1,1656,16,0,2,1,0,0,0,1,6,2,0,4,0,0,2,0,6,0,24
1995Q1,1657,16,9,8,3,5,6,1,0,16,4,15,3,1,1,5,0,29,0,106
1995Q1,1658,16,1,0,0,1,0,0,0,2,1,4,1,0,0,3,0,3,0,16
1995Q1,1659,16,1,10,2,5,0,0,1,8,8,3,10,0,0,3,0,14,0,65
1995Q1,1661,16,2,6,2,1,1,0,1,8,8,4,3,0,1,2,0,20,0,59
1995Q1,1662,16,1,5,1,4,2,0,0,5,4,0,2,0,0,9,0,13,0,46
1995Q1,1663,16,6,4,11,6,2,0,1,15,13,7,7,0,0,30,0,32,0,134
1995Q1,1664,16,3,2,5,1,0,0,1,10,8,3,3,1,0,2,0,12,0,51
1995Q1,1665,16,0,0,0,1,1,0,0,2,13,0,0,0,0,0,0,8,0,25
1995Q1,1666,16,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,3,0,7
1995Q1,1667,16,3,9,2,0,2,0,1,12,3,3,1,0,1,6,0,7,0,50
1995Q1,1668,16,0,4,4,1,0,0,0,6,2,0,0,0,0,1,0,5,0,23
1995Q1,1669,16,0,4,0,1,1,0,0,1,2,1,0,0,0,1,0,3,0,14
1995Q1,1671,16,2,11,2,1,2,0,0,6,4,8,3,0,0,1,0,14,0,54
1995Q1,1672,16,1,8,0,1,1,0,1,1,3,6,2,0,0,0,0,8,0,32
1995Q1,1673,16,0,1,1,0,0,0,0,2,0,0,2,0,0,2,0,8,0,16
1995Q1,1674,16,3,1,0,1,0,0,0,0,6,2,0,0,0,1,0,0,0,14
1995Q1,1675,16,2,5,4,3,3,0,0,11,12,5,6,0,0,4,0,35,0,90
1995Q1,1676,16,4,0,4,0,0,0,0,2,0,1,4,0,0,7,0,16,0,38
1995Q1,1677,16,4,1,0,1,0,0,0,2,1,2,0,0,0,1,0,4,0,16
1995Q1,1678,16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
1995Q1,1681,16,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,7,0,13
1995Q1,1682,16,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
1995Q1,1683,16,9,2,1,5,1,0,0,3,27,6,3,0,0,7,0,22,0,86
1995Q1,1684,16,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,9
1995Q1,1685,16,0,3,1,0,0,0,0,3,1,0,0,0,0,5,0,3,0,16
1995Q1,1686,16,4,8,3,0,3,0,0,6,8,2,4,0,1,10,0,15,0,64
1995Q1,1687,16,0,9,7,1,1,0,1,10,16,3,2,0,0,2,0,12,0,64
1995Q1,1688,16,4,25,13,4,1,0,4,37,40,6,6,0,0,14,0,38,0,192
1995Q1,1689,16,3,5,3,0,1,0,0,2,6,2,3,0,0,3,0,3,0,31
1995Q1,1691,16,1,2,0,2,0,0,0,6,15,2,4,0,0,1,1,5,0,39
1995Q1,1692,16,0,2,0,0,0,0,0,3,8,3,2,0,0,3,0,4,0,25
1995Q1,1693,16,4,9,12,1,0,0,0,10,10,6,3,1,0,5,0,17,0,78
1995Q1,1694,16,1,7,3,1,4,1,0,10,4,5,1,0,0,4,0,4,0,45
1995Q1,1695,16,2,0,4,1,0,0,0,3,0,0,0,0,0,2,0,4,0,16
1995Q1,1696,16,0,1,1,1,0,0,0,3,8,0,3,0,0,1,0,4,0,22
1995Q1,1697,16,0,1,0,0,0,0,0,3,3,0,3,0,0,1,0,4,0,15
1995Q1,1700,17,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
1995Q1,1701,17,1,2,0,0,0,0,0,2,9,8,3,0,0,2,0,0,0,27
1995Q1,1702,17,1,6,3,0,1,0,0,1,16,3,2,0,0,0,0,5,0,38
1995Q1,1703,17,0,5,0,0,0,0,0,0,10,0,2,0,0,1,0,2,0,20
1995Q1,1704,17,0,5,1,0,2,0,0,2,17,2,4,0,0,0,0,6,0,39
1995Q1,1705,17,0,12,1,1,0,0,2,2,8,6,2,0,0,2,0,3,0,39
1995Q1,1706,17,0,8,0,0,0,0,0,1,17,0,4,0,0,3,0,3,0,36
1995Q1,1707,17,0,10,3,0,0,0,0,1,12,5,3,0,0,1,0,4,0,39
1995Q1,1708,17,1,15,5,2,1,0,0,1,18,2,4,0,0,7,0,13,0,69
1995Q1,1709,17,0,4,0,0,0,0,0,1,4,1,2,0,0,0,0,1,0,13
1995Q1,1713,17,0,6,0,0,1,0,0,0,12,3,3,0,0,1,0,9,0,35
1995Q1,1714,17,0,4,3,0,1,0,0,2,12,3,5,0,0,1,0,5,0,36
1995Q1,1715,17,0,9,3,0,0,0,0,1,13,0,3,0,0,1,0,5,0,35
1995Q1,1716,17,0,5,0,0,1,0,0,1,7,3,3,1,0,12,0,9,0,42
1995Q1,1717,17,0,4,2,5,0,0,0,7,3,2,1,0,0,11,0,9,0,44
1995Q1,1718,17,1,9,3,1,0,0,0,4,9,0,1,0,0,1,0,11,0,40
1995Q1,1719,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1995Q1,1721,17,0,3,1,1,1,0,0,4,16,3,6,0,0,2,0,12,0,49
1995Q1,1722,17,1,3,1,0,0,0,0,0,3,2,0,0,0,6,0,7,0,23
1995Q1,1723,17,1,7,1,3,2,0,0,4,18,7,11,0,0,6,0,16,0,76
1995Q1,1724,17,0,2,0,0,0,0,0,0,8,3,1,0,0,1,0,2,0,17
1995Q1,1725,17,0,8,1,0,0,0,0,0,35,2,2,0,0,3,0,4,0,55
1995Q1,1726,17,1,4,2,1,0,0,0,1,5,4,2,0,0,4,0,1,0,25
1995Q1,1727,17,4,9,3,2,3,0,0,3,14,3,4,0,0,20,0,13,0,78
1995Q1,1728,17,4,7,3,4,1,0,1,5,11,4,10,0,0,8,0,18,1,77
1995Q1,1729,17,1,5,2,0,0,0,0,1,3,1,2,0,0,2,0,10,0,27
1995Q1,1731,17,1,9,2,1,1,0,1,3,10,3,5,0,0,3,0,15,0,54
1995Q1,1732,17,2,7,4,5,4,0,0,11,11,7,2,0,1,9,0,15,0,78
1995Q1,1733,17,0,3,1,2,0,0,0,2,5,2,1,0,0,4,0,7,0,27
1995Q1,1734,17,1,2,0,0,0,0,0,1,4,0,3,0,0,1,0,5,0,17
1995Q1,1735,17,0,3,2,0,0,0,0,1,4,1,2,0,0,1,0,3,0,17
1995Q1,1736,17,2,5,0,0,0,0,0,2,17,2,2,0,1,8,0,14,0,53
1995Q1,1737,17,10,8,9,5,2,0,0,19,36,8,13,1,0,16,0,32,0,159
1995Q1,1738,17,0,7,2,4,3,0,0,5,9,2,1,0,0,6,0,5,0,44
1995Q1,1739,17,1,5,3,1,6,0,0,5,8,2,7,0,0,5,0,13,0,56
1995Q1,1744,17,0,0,1,1,0,0,0,1,6,3,2,0,0,0,0,1,0,15
1995Q1,1745,17,2,7,1,3,8,0,0,3,12,3,3,0,0,11,0,11,0,64
1995Q1,1746,17,0,4,2,1,0,0,0,3,13,1,1,0,0,3,0,3,0,31
1995Q1,1747,17,0,0,1,0,0,0,0,1,17,1,3,0,0,3,0,9,0,35
1995Q1,1748,17,1,2,4,0,3,0,0,0,4,2,1,0,0,1,0,4,0,22
1995Q1,1749,17,0,1,2,1,0,0,0,1,0,3,1,1,0,0,0,4,0,14
1995Q1,1751,17,5,7,3,0,2,0,0,2,19,1,7,0,0,5,0,10,0,61
1995Q1,1752,17,1,4,2,2,8,0,0,4,10,4,8,0,1,17,0,20,0,81
1995Q1,1753,17,1,2,1,0,1,0,0,0,2,1,4,0,0,2,0,6,0,20
1995Q1,1754,17,8,5,4,3,5,0,0,3,24,3,13,1,0,35,0,7,0,111
1995Q1,1755,17,0,4,2,0,1,0,0,1,9,3,0,0,0,2,0,5,0,27
1995Q1,1756,17,6,6,3,0,0,0,0,3,16,4,1,0,0,10,0,12,0,61
1995Q1,1757,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3
1995Q1,1758,17,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,1,0,8
1995Q1,1761,17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
1995Q1,1762,17,1,0,1,0,0,0,0,0,5,1,2,0,0,1,0,2,0,13
1995Q1,1763,17,0,4,2,0,2,0,0,0,9,0,1,0,0,2,0,0,0,20
1995Q1,1764,17,0,2,3,2,2,0,0,1,11,3,2,0,0,4,0,15,0,45
1995Q1,1765,17,0,6,10,0,0,0,1,2,9,3,4,0,0,1,0,11,0,47
1995Q1,1767,17,0,7,6,2,1,0,0,3,9,0,3,0,0,3,0,4,0,38
1995Q1,1768,17,1,11,5,4,5,0,1,8,3,2,1,0,0,5,0,10,0,56
1995Q1,1769,17,2,9,11,4,2,1,0,10,8,6,7,0,0,9,0,24,0,93
1995Q1,1772,17,3,1,0,0,0,0,0,3,10,2,3,0,0,1,0,7,0,30
1995Q1,1773,17,1,1,1,0,0,0,0,0,2,0,1,0,0,2,0,2,0,10
1995Q1,1774,17,8,10,9,2,3,0,1,16,20,4,9,0,0,11,0,34,0,127
1995Q1,1775,17,13,4,13,3,3,0,0,2,22,0,4,0,0,32,0,8,0,104
1995Q1,1776,17,2,2,0,0,0,0,0,0,9,4,5,0,0,5,0,6,0,33
1995Q1,1777,17,8,6,5,4,2,1,1,6,22,7,8,1,0,14,0,11,0,96
1995Q1,1778,17,0,6,1,0,0,0,0,2,8,3,3,0,0,3,0,10,0,36
1995Q1,1782,17,2,2,0,0,1,0,0,2,11,3,4,1,0,11,0,11,0,48
1995Q1,1783,17,4,6,0,4,3,0,0,5,4,3,3,0,1,11,0,15,0,59
1995Q1,1784,17,0,4,3,2,2,0,1,9,12,3,1,0,0,8,0,20,0,65
1995Q1,1785,17,0,10,14,3,2,0,0,8,16,4,0,1,0,4,0,30,0,92
1995Q1,1786,17,2,8,21,2,0,0,0,5,9,3,3,0,0,4,0,14,0,71
1995Q1,1787,17,5,8,7,0,0,0,0,11,11,6,5,0,0,14,0,19,0,86
1995Q1,1788,17,12,12,9,4,4,0,1,13,28,3,9,1,0,11,0,24,1,132
1995Q1,1789,17,0,7,4,0,0,0,0,1,5,2,0,0,0,1,0,10,0,30
1995Q1,1791,17,1,8,4,7,0,0,0,8,30,7,5,0,0,0,0,14,0,84
1995Q1,1792,17,0,6,0,1,2,0,0,1,9,1,5,0,0,7,0,4,0,36
1995Q1,1793,17,5,0,2,6,5,0,0,2,6,2,2,0,0,10,0,10,0,50
1995Q1,1794,17,3,7,2,3,1,0,0,5,9,7,6,0,0,5,0,12,0,60
1995Q1,1795,17,3,3,1,3,3,0,0,0,5,3,4,0,0,4,0,11,0,40
1995Q1,1796,17,1,7,2,1,0,0,0,1,4,1,1,0,0,1,0,7,0,26
1995Q1,1797,17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3
1995Q1,1798,17,2,15,4,10,5,0,2,27,13,8,6,0,1,14,0,27,0,134
1995Q1,1799,17,8,41,12,14,13,3,3,44,15,6,7,2,0,13,0,25,0,206
1995Q1,1800,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1995Q1,1801,18,3,8,10,23,8,1,1,31,14,4,1,0,1,29,0,17,1,152
1995Q1,1802,18,12,11,4,13,8,1,1,13,11,10,3,2,0,6,0,19,0,114
1995Q1,1803,18,0,6,3,13,6,2,1,16,4,5,5,0,0,6,0,8,0,75
1995Q1,1804,18,2,20,2,8,6,0,2,34,9,8,5,0,0,5,0,10,0,111
1995Q1,1821,18,0,10,2,16,11,0,0,24,5,17,3,0,1,7,0,21,0,117
1995Q1,1822,18,4,22,6,15,8,2,3,35,6,19,3,0,0,7,0,14,0,144
1995Q1,1823,18,1,19,8,9,3,4,0,27,9,11,2,0,0,16,0,16,0,125
1995Q1,1824,18,4,32,8,14,5,0,1,30,5,5,3,0,0,12,0,18,0,137
1995Q1,1826,18,2,6,2,10,8,0,1,27,6,2,5,0,0,31,0,9,0,109
1995Q1,1827,18,1,20,3,7,0,1,0,44,15,4,5,0,0,8,0,10,1,119
1995Q1,1829,18,0,25,2,12,13,2,1,31,6,6,0,0,0,6,0,11,0,115
1995Q1,1834,18,1,11,6,5,2,0,0,27,11,11,8,0,0,7,0,9,0,98
1995Q1,1835,18,0,4,0,13,3,0,1,12,4,6,1,0,0,2,0,4,0,50
1995Q1,1836,18,1,9,2,13,3,0,0,22,8,4,4,0,0,7,0,6,0,79
1995Q1,1837,18,2,21,15,25,4,1,1,45,11,11,9,1,0,13,0,8,0,167
1995Q1,1838,18,0,8,0,4,2,2,0,11,5,4,2,0,0,4,0,5,0,47
1995Q1,1839,18,0,12,2,5,0,0,0,12,5,1,2,0,0,4,0,8,0,51
1995Q1,1841,18,2,8,8,8,6,0,1,35,15,10,1,0,0,5,0,25,0,124
1995Q1,1842,18,3,9,5,25,5,2,0,46,10,19,3,0,0,17,0,22,0,166
1995Q1,1844,18,6,7,5,10,5,2,1,27,13,8,3,0,0,2,0,7,0,96
1995Q1,1846,18,1,34,8,37,9,2,1,42,9,13,2,1,2,9,0,24,1,195
1995Q1,1849,18,1,52,3,30,2,1,2,46,13,11,5,0,0,10,0,18,0,194
1995Q1,1861,18,0,3,1,5,6,2,1,15,11,1,2,1,0,15,0,9,0,72
1995Q1,1862,18,1,7,1,4,4,0,1,29,1,4,4,0,0,9,0,11,0,76
1995Q1,1863,18,0,15,1,11,0,0,1,36,4,6,5,0,1,3,0,7,0,90
1995Q1,1864,18,1,6,7,7,6,0,1,32,3,2,2,0,1,2,0,11,0,81
1995Q1,1871,18,7,11,2,11,11,1,2,33,18,4,5,1,1,10,0,35,0,152
1995Q1,1881,18,3,7,4,11,4,1,0,13,14,7,1,0,0,2,0,22,0,89
1995Q1,1891,18,3,1,5,1,5,0,0,3,10,1,5,0,0,2,0,7,0,43
1995Q1,1892,18,0,0,3,0,1,0,0,3,0,1,0,0,0,1,0,3,0,12
1995Q1,9900,99,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,6
1995Q1,9901,99,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,8,0,15
1995Q1,9902,99,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,6
1995Q1,9903,99,0,0,0,1,0,0,0,2,1,5,0,0,0,2,0,3,0,14
1995Q1,9904,99,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,6
1995Q1,9905,99,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,6,0,10
1995Q1,9906,99,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,6,0,9
1995Q1,9907,99,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3
1995Q1,9908,99,0,0,0,1,0,0,1,0,2,0,2,0,0,3,0,4,0,13
1995Q1,9909,99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6
1995Q1,9910,99,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,4,0,10
1995Q1,9911,99,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,5
1995Q1,9912,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3
1995Q1,9913,99,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,1,0,7
1995Q1,9914,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1995Q1,9915,99,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,5
1995Q1,9916,99,0,0,0,0,0,0,0,4,2,1,0,0,0,1,0,4,0,12
1995Q1,9917,99,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,1,0,9
1995Q1,9918,99,0,0,0,1,1,0,2,3,1,2,0,0,0,0,0,10,0,20
1995Q1,9999,99,2,1,0,6,3,0,3,16,8,6,12,1,0,18,0,2,0,78
1995Q2,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1995Q2,101,1,0,4,0,3,1,0,0,7,13,1,0,0,0,3,0,14,0,46
1995Q2,105,1,0,0,1,2,0,0,0,1,5,2,2,0,0,0,0,8,0,21
1995Q2,109,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3
1995Q2,111,1,6,5,0,20,9,0,0,7,45,6,22,12,1,28,0,29,1,191
1995Q2,112,1,0,0,0,1,0,0,0,1,9,1,0,0,0,4,0,0,0,16
1995Q2,119,1,5,2,2,9,2,0,0,5,19,4,10,2,0,10,0,15,0,85
1995Q2,121,1,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,17
1995Q2,122,1,0,0,0,2,0,0,0,0,14,3,1,1,0,5,0,3,0,29
1995Q2,123,1,0,0,0,2,0,0,0,3,6,0,9,0,2,0,0,1,0,23
1995Q2,124,1,1,0,0,2,0,0,0,0,7,0,10,0,0,17,0,3,0,40
1995Q2,127,1,0,0,0,2,0,0,0,0,1,1,2,0,0,2,0,0,0,8
1995Q2,128,1,0,1,0,2,0,0,1,1,16,3,2,3,0,2,0,0,0,31
1995Q2,129,1,2,0,1,1,0,0,0,2,13,3,8,0,0,7,0,3,0,40
1995Q2,131,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
1995Q2,132,1,0,0,0,1,0,0,0,4,36,2,7,0,0,2,0,5,0,57
1995Q2,133,1,1,0,0,2,2,0,0,1,6,0,1,0,1,0,0,1,0,15
1995Q2,134,1,2,0,3,6,1,0,0,2,3,0,8,1,0,6,0,1,0,33
1995Q2,135,1,3,2,1,8,1,0,0,2,8,1,2,1,0,4,0,0,0,33
1995Q2,138,1,2,0,0,3,1,0,0,5,34,1,10,1,1,6,0,3,0,67
1995Q2,139,1,4,1,2,1,0,0,1,0,16,1,2,0,0,5,0,2,0,35
1995Q2,141,1,0,1,3,0,0,0,0,2,1,1,8,1,0,2,0,1,1,21
1995Q2,142,1,0,2,2,0,1,0,0,1,37,4,13,0,0,18,0,9,0,87
1995Q2,143,1,4,0,1,8,2,0,0,0,8,0,1,3,0,25,0,0,0,52
1995Q2,144,1,1,4,1,9,10,0,1,8,1,0,1,1,1,2,0,0,0,40
1995Q2,145,1,2,0,0,12,0,0,0,5,9,0,0,0,0,1,0,1,0,30
1995Q2,146,1,7,0,1,7,0,0,0,5,3,2,2,0,0,3,0,0,0,30
1995Q2,147,1,0,0,0,7,0,0,0,6,3,1,0,1,0,1,0,1,0,20
1995Q2,148,1,3,2,0,8,1,0,0,4,3,1,0,0,0,1,0,4,0,27
1995Q2,151,1,2,0,3,1,1,0,0,4,5,3,6,0,0,7,0,0,0,32
1995Q2,152,1,6,1,7,11,6,0,0,4,28,3,14,1,0,18,0,3,0,102
1995Q2,153,1,4,6,0,19,5,0,3,10,5,1,14,8,0,30,0,1,0,106
1995Q2,154,1,0,2,1,12,0,1,0,12,11,0,0,2,1,4,0,1,0,47
1995Q2,155,1,2,0,1,6,1,0,0,4,6,4,2,0,0,3,0,0,0,29
1995Q2,156,1,0,1,1,15,2,1,0,19,0,1,2,1,0,14,0,1,0,58
1995Q2,157,1,1,3,2,22,2,1,2,13,10,2,2,1,0,9,0,2,0,72
1995Q2,158,1,6,4,1,12,0,0,1,11,30,1,4,1,1,3,0,2,0,77
1995Q2,159,1,16,0,1,4,0,0,0,5,27,9,5,1,0,4,0,8,0,80
1995Q2,161,1,3,0,0,4,0,1,0,4,11,0,4,0,0,21,0,2,0,50
1995Q2,162,1,8,1,1,10,9,0,0,4,39,1,13,1,0,27,0,6,0,120
1995Q2,163,1,12,0,1,12,2,0,1,9,6,1,5,5,2,29,0,3,1,89
1995Q2,164,1,1,1,0,14,3,0,2,10,6,1,3,4,0,2,0,1,0,48
1995Q2,165,1,1,0,0,4,0,1,1,0,1,0,1,0,0,3,0,1,0,13
1995Q2,166,1,0,0,0,7,3,0,0,8,6,0,1,0,0,3,0,0,0,28
1995Q2,171,1,1,3,0,3,1,1,0,5,7,2,1,0,0,4,0,3,0,31
1995Q2,174,1,8,1,0,7,2,0,0,10,9,2,2,2,0,3,0,1,0,47
1995Q2,176,1,10,0,1,6,3,0,0,7,31,5,6,1,1,5,0,2,1,79
1995Q2,181,1,0,0,0,0,0,0,0,0,1,0,5,1,0,5,0,2,0,14
1995Q2,182,1,5,1,1,11,3,0,0,8,23,1,6,5,0,8,0,15,0,87
1995Q2,185,1,14,1,6,6,1,1,1,6,47,7,13,12,2,16,0,9,0,142
1995Q2,191,1,1,0,0,2,2,0,0,2,1,0,1,0,0,3,0,1,0,13
1995Q2,192,1,4,2,1,8,2,0,0,11,16,2,1,2,0,5,0,16,0,70
1995Q2,195,1,13,2,2,4,1,0,0,7,17,5,5,0,0,13,0,16,0,85
1995Q2,211,2,2,5,6,13,0,0,0,18,23,8,1,1,1,7,0,25,0,110
1995Q2,212,2,2,10,0,13,2,0,2,26,13,1,2,0,0,1,0,23,0,95
1995Q2,213,2,0,33,3,4,7,0,1,23,19,4,1,0,2,2,0,41,0,140
1995Q2,214,2,2,25,0,2,3,0,0,13,11,4,1,0,0,3,0,23,0,87
1995Q2,215,2,2,4,1,7,3,0,0,14,9,14,1,1,0,4,0,20,0,80
1995Q2,217,2,0,7,0,5,0,0,0,11,8,8,5,1,0,10,0,23,0,78
1995Q2,219,2,1,4,0,5,2,0,1,8,4,3,3,0,0,3,0,9,0,43
1995Q2,221,2,0,12,5,13,2,1,0,35,10,7,4,1,0,6,0,46,0,142
1995Q2,222,2,2,8,1,4,2,0,0,6,18,1,3,1,0,3,0,11,0,60
1995Q2,224,2,1,2,3,3,1,0,0,8,8,2,3,1,0,3,0,19,0,54
1995Q2,231,2,0,2,4,4,4,0,2,23,6,2,2,0,1,5,0,21,0,76
1995Q2,232,2,4,5,2,7,5,0,2,29,9,4,2,1,0,13,0,23,0,106
1995Q2,233,2,1,9,6,16,8,0,2,21,9,4,3,3,2,20,0,22,0,126
1995Q2,234,2,2,10,3,8,6,0,1,27,27,11,2,1,1,7,0,39,1,146
