Quarter,REPORTING  DISTRICT,DIVISION,BURG  BUS-,BURG  RES-,BURG  OTH-,ROBB  ST-,ROBB  OTH-,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE  THEFT,AUTO  THEFT,BUNCO,TOTAL
1995Q1,0215,2,4,6,1,14,7,1,2,19,13,11,1,0,1,10,0,29,0,119
1995Q1,0217,2,3,8,0,4,1,0,1,8,7,7,5,1,1,7,0,29,0,82
1995Q1,0219,2,0,8,0,4,0,0,0,5,11,7,2,0,0,4,0,14,0,55
1995Q1,0221,2,1,11,0,11,3,2,1,32,14,11,10,2,0,8,0,39,0,145
1995Q1,0222,2,1,11,2,5,1,0,0,4,10,5,3,0,0,6,0,15,0,63
1995Q1,0224,2,2,5,5,0,1,0,1,7,10,4,0,0,0,0,0,9,0,44
1995Q1,0231,2,1,3,0,8,7,0,1,14,9,3,5,0,0,3,0,33,0,87
1995Q1,0232,2,1,5,0,8,1,2,1,22,1,6,3,0,1,13,0,21,0,85
1995Q1,0233,2,4,15,2,13,10,0,0,22,29,6,1,0,0,14,0,31,0,147
1995Q1,0234,2,5,9,4,14,6,1,1,22,37,12,6,0,1,10,0,33,0,161
1995Q1,0235,2,2,7,3,6,3,2,0,19,26,3,4,0,0,4,0,14,0,93
1995Q1,0236,2,2,7,0,11,8,0,0,11,19,7,4,0,2,14,0,18,0,103
1995Q1,0237,2,1,6,9,13,4,1,0,18,18,5,0,0,0,7,0,18,1,101
1995Q1,0238,2,1,5,3,5,2,0,0,10,6,4,3,0,0,0,0,10,0,49
1995Q1,0239,2,0,0,1,2,0,0,0,0,5,0,2,0,0,1,0,2,0,13
1995Q1,0241,2,4,17,2,21,10,1,1,37,35,13,8,2,1,9,0,41,0,202
1995Q1,0242,2,6,7,1,10,9,1,2,12,58,15,28,0,1,27,0,31,0,208
1995Q1,0243,2,8,8,6,18,8,0,0,13,38,7,24,1,2,35,0,25,0,193
1995Q1,0244,2,3,19,4,4,5,1,1,27,18,5,14,0,0,12,0,21,1,135
1995Q1,0245,2,1,12,3,24,3,0,1,27,34,11,19,1,4,13,0,17,1,171
1995Q1,0246,2,1,10,3,35,12,2,0,40,9,6,13,2,0,16,0,12,0,161
1995Q1,0247,2,0,8,1,6,1,0,1,12,5,3,5,0,0,3,0,6,0,51
1995Q1,0249,2,4,5,0,8,3,0,1,4,11,2,13,0,0,10,0,11,0,72
1995Q1,0251,2,0,18,3,7,4,0,2,31,31,7,15,2,1,17,0,18,0,156
1995Q1,0252,2,9,9,2,10,6,0,0,27,13,1,9,0,1,12,0,17,0,116
1995Q1,0256,2,0,1,3,20,1,2,0,15,10,4,7,1,0,10,0,7,0,81
1995Q1,0257,2,2,2,0,4,4,0,0,14,26,7,11,1,0,24,0,4,0,99
1995Q1,0261,2,0,0,0,1,0,0,0,0,1,1,2,0,0,5,0,1,0,11
1995Q1,0262,2,0,0,0,0,0,0,0,1,2,0,3,0,0,4,0,1,0,11
1995Q1,0264,2,2,9,0,6,5,0,0,19,6,3,6,0,0,2,0,16,0,74
1995Q1,0266,2,3,2,1,16,6,0,1,22,7,11,8,1,0,14,0,11,1,104
1995Q1,0267,2,1,8,0,6,4,1,0,21,4,8,5,1,0,2,0,7,0,68
1995Q1,0269,2,0,6,0,4,5,1,1,9,4,7,13,1,0,10,0,6,0,67
1995Q1,0271,2,1,0,1,1,0,1,0,3,4,2,0,0,0,2,0,0,0,15
1995Q1,0272,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,5,0,9
1995Q1,0273,2,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,4,0,9
1995Q1,0275,2,2,12,3,13,7,0,2,26,17,15,11,1,1,14,0,10,0,134
1995Q1,0276,2,7,9,2,12,8,2,0,33,3,4,0,0,0,3,0,14,0,97
1995Q1,0279,2,3,0,5,4,0,0,0,3,6,2,3,0,0,3,0,6,0,35
1995Q1,0281,2,3,2,1,4,6,2,0,20,3,6,1,0,0,9,0,8,0,65
1995Q1,0282,2,11,4,1,6,6,1,0,25,7,3,2,2,0,8,0,27,0,103
1995Q1,0286,2,10,6,0,4,3,1,0,29,6,8,1,0,0,1,0,15,0,84
1995Q1,0289,2,1,1,1,4,1,0,0,5,7,3,1,0,0,3,0,7,0,34
1995Q1,0291,2,1,1,1,5,3,0,0,1,3,1,1,0,0,2,0,4,0,23
1995Q1,0292,2,4,1,0,7,2,1,0,5,2,2,2,1,0,1,0,6,0,34
1995Q1,0296,2,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,5
1995Q1,0299,2,1,2,1,6,2,0,0,11,6,4,2,0,0,6,1,5,0,47
1995Q1,0300,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
1995Q1,0301,3,1,4,0,0,1,0,0,2,2,3,0,0,0,3,0,3,0,19
1995Q1,0303,3,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,6
1995Q1,0305,3,0,2,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0,9
1995Q1,0307,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5
1995Q1,0309,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
1995Q1,0311,3,3,4,2,11,6,0,2,28,5,3,6,0,1,6,0,13,0,90
1995Q1,0312,3,4,4,2,8,8,0,1,16,4,2,0,0,0,2,0,11,0,62
1995Q1,0313,3,0,2,0,5,1,0,1,6,6,1,0,0,0,2,0,7,0,31
1995Q1,0314,3,0,7,3,10,0,0,0,15,16,4,3,0,0,4,0,15,0,77
1995Q1,0315,3,0,5,5,11,2,0,0,7,14,3,1,0,0,8,0,6,0,62
1995Q1,0316,3,1,4,0,4,1,1,0,12,11,4,0,0,0,1,0,10,0,49
1995Q1,0317,3,1,2,1,5,4,1,0,10,6,5,1,0,0,0,0,6,0,42
1995Q1,0318,3,0,3,0,9,5,0,0,10,4,5,0,2,0,2,0,7,0,47
1995Q1,0319,3,2,7,3,15,6,2,1,15,20,9,5,0,0,5,0,16,0,106
1995Q1,0321,3,6,6,7,5,6,0,0,7,5,4,3,0,0,24,0,5,0,78
1995Q1,0326,3,0,15,3,10,1,1,1,12,10,7,3,0,0,9,0,11,0,83
1995Q1,0327,3,1,5,1,10,3,0,0,12,21,2,1,0,0,8,0,16,0,80
1995Q1,0328,3,2,10,4,6,0,0,0,6,33,10,6,0,0,25,0,14,0,116
1995Q1,0329,3,3,0,0,0,0,0,0,1,1,2,1,0,0,2,0,5,0,15
1995Q1,0331,3,1,8,2,9,2,0,0,9,7,5,1,0,0,4,0,6,0,54
1995Q1,0332,3,0,6,2,5,1,0,0,4,4,3,1,0,0,2,0,9,0,37
1995Q1,0333,3,2,7,5,7,2,0,0,10,3,0,2,1,1,1,0,10,1,52
1995Q1,0334,3,1,3,2,9,11,0,2,14,7,4,3,1,2,8,0,15,0,82
1995Q1,0335,3,0,3,3,9,1,0,0,6,9,1,0,0,1,2,0,13,0,48
1995Q1,0336,3,3,2,1,9,3,0,0,6,7,3,1,0,1,2,0,11,0,49
1995Q1,0337,3,0,6,1,7,1,0,0,14,3,2,2,0,0,5,0,11,0,52
1995Q1,0338,3,1,17,1,12,3,0,1,5,35,3,2,1,0,22,0,17,0,120
1995Q1,0341,3,3,8,0,5,2,0,1,1,2,2,1,0,1,4,0,5,0,35
1995Q1,0343,3,0,0,1,1,2,0,1,1,0,0,0,0,0,5,0,2,0,13
1995Q1,0351,3,1,0,3,6,3,0,0,4,2,0,0,0,0,3,0,3,0,25
1995Q1,0353,3,0,3,1,3,2,0,0,2,7,4,0,1,1,5,0,8,0,37
1995Q1,0354,3,3,5,4,10,2,1,0,7,8,4,3,0,0,5,0,3,0,55
1995Q1,0355,3,3,7,1,8,4,0,1,14,4,1,0,1,0,6,0,9,0,59
1995Q1,0356,3,1,1,2,8,2,0,0,18,5,4,0,1,0,7,0,15,0,64
1995Q1,0357,3,3,8,6,8,1,0,1,24,13,0,2,0,0,5,0,21,1,93
1995Q1,0358,3,0,6,22,5,1,0,0,4,52,29,32,1,0,120,0,27,0,299
1995Q1,0359,3,2,0,0,0,0,0,0,1,10,2,3,0,0,1,0,8,0,27
1995Q1,0361,3,1,8,1,17,9,0,5,26,6,12,0,0,0,19,0,27,0,131
1995Q1,0362,3,0,6,0,24,9,0,0,29,13,9,2,0,1,10,0,26,0,129
1995Q1,0363,3,5,15,5,22,9,0,0,33,12,9,8,1,1,41,0,31,0,192
1995Q1,0373,3,0,9,1,6,1,1,0,8,14,7,2,1,1,10,0,9,0,70
1995Q1,0374,3,1,11,5,4,3,0,1,12,8,5,0,0,0,4,0,3,0,57
1995Q1,0375,3,7,10,2,3,5,0,1,16,25,8,3,0,0,5,0,15,0,100
1995Q1,0376,3,1,6,2,11,4,0,0,16,18,3,2,1,2,7,0,8,0,81
1995Q1,0377,3,3,10,2,24,6,0,1,23,11,11,2,0,1,17,0,19,0,130
1995Q1,0378,3,1,1,2,6,1,0,1,4,11,3,2,0,1,11,0,9,0,53
1995Q1,0391,3,0,8,4,3,1,0,0,8,9,7,4,0,0,3,0,19,0,66
1995Q1,0392,3,2,6,2,5,9,0,2,21,7,3,2,0,0,6,0,18,0,83
1995Q1,0393,3,4,12,5,17,12,0,0,11,14,7,4,0,0,14,0,26,0,126
1995Q1,0394,3,2,3,1,3,3,0,0,8,9,2,3,2,0,2,0,15,0,53
1995Q1,0395,3,3,12,0,13,2,0,2,16,10,6,4,0,3,11,0,16,0,98
1995Q1,0397,3,3,9,2,22,5,2,4,17,10,11,5,0,0,18,0,17,1,126
1995Q1,0398,3,1,8,5,14,8,0,2,25,14,10,2,0,0,12,0,24,0,125
1995Q1,0399,3,2,2,2,2,2,1,0,2,4,0,0,0,0,11,0,6,0,34
1995Q1,0401,4,0,1,1,1,0,0,0,5,1,0,1,0,0,1,0,1,0,12
1995Q1,0402,4,1,6,3,0,1,0,0,3,8,0,1,0,0,1,0,5,0,29
1995Q1,0403,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
1995Q1,0404,4,1,7,2,3,2,0,0,4,4,2,0,0,0,0,0,8,0,33
1995Q1,0405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1995Q1,0406,4,0,7,1,0,1,0,0,1,13,5,2,1,0,0,0,10,0,41
1995Q1,0407,4,0,6,2,1,1,0,0,9,4,3,0,0,1,4,0,7,0,38
1995Q1,0408,4,1,9,2,0,2,0,0,3,13,6,2,0,0,5,0,7,0,50
1995Q1,0409,4,1,4,1,1,2,0,1,11,12,7,1,1,0,4,0,22,0,68
1995Q1,0411,4,9,1,2,1,3,0,0,3,7,10,2,0,0,5,0,5,0,48
1995Q1,0412,4,2,2,4,5,8,0,0,6,8,6,4,0,0,7,0,6,0,58
1995Q1,0413,4,0,0,4,0,1,0,0,3,0,0,0,0,0,1,0,1,0,10
1995Q1,0414,4,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,5,0,11
1995Q1,0415,4,4,3,3,6,7,0,0,14,5,2,1,2,1,6,0,13,0,67
1995Q1,0416,4,0,5,0,2,3,0,0,6,7,0,2,0,0,1,0,9,0,35
1995Q1,0421,4,4,1,1,3,9,0,0,7,15,7,3,0,0,10,0,8,0,68
1995Q1,0422,4,2,2,6,3,4,0,0,7,16,3,1,1,0,6,0,14,0,65
1995Q1,0423,4,1,1,1,4,4,0,0,2,1,2,0,0,0,1,0,14,1,32
1995Q1,0424,4,1,14,3,6,6,0,0,27,14,3,2,0,1,9,0,58,0,144
1995Q1,0427,4,0,8,7,4,2,0,0,6,10,10,2,1,0,6,0,16,0,72
1995Q1,0428,4,0,4,1,1,4,1,0,10,16,3,0,0,0,7,0,17,0,64
1995Q1,0429,4,0,3,0,0,4,0,0,10,8,14,1,1,0,4,0,10,0,55
1995Q1,0437,4,0,6,3,2,5,0,0,10,16,2,3,0,0,4,0,29,0,80
1995Q1,0438,4,2,14,2,3,3,0,1,2,8,8,2,1,1,8,0,21,0,76
1995Q1,0439,4,1,6,0,4,4,0,0,5,14,2,0,0,0,4,0,17,0,57
1995Q1,0441,4,0,0,1,2,0,0,0,2,1,2,0,0,0,0,0,2,0,10
1995Q1,0442,4,0,1,1,0,0,0,0,3,1,7,0,0,0,0,0,1,0,14
1995Q1,0443,4,2,1,5,4,4,1,0,5,35,5,6,1,0,17,0,43,0,129
1995Q1,0445,4,1,0,0,1,0,0,0,1,4,1,1,0,0,1,0,7,0,17
1995Q1,0448,4,0,3,0,3,5,0,0,7,8,5,0,0,0,2,0,16,0,49
1995Q1,0449,4,1,3,2,6,1,0,0,11,17,6,1,1,0,3,0,10,0,62
1995Q1,0451,4,1,2,1,3,1,0,0,4,7,3,2,0,0,3,0,3,0,30
1995Q1,0452,4,2,1,7,1,2,0,0,2,2,1,2,1,0,16,0,3,0,40
1995Q1,0453,4,3,4,0,9,4,0,0,5,4,3,0,0,0,10,0,14,0,56
1995Q1,0455,4,1,5,8,6,5,0,0,23,12,5,3,1,1,2,0,13,0,85
1995Q1,0457,4,1,11,4,6,10,0,0,21,24,12,3,0,0,2,0,21,0,115
1995Q1,0459,4,2,5,0,1,1,5,0,12,3,5,0,0,0,2,0,9,0,45
1995Q1,0462,4,0,4,1,4,1,0,0,5,8,5,2,0,0,3,0,4,0,37
1995Q1,0463,4,5,7,3,10,8,1,0,26,17,6,2,3,2,15,0,41,0,146
1995Q1,0466,4,0,3,2,8,6,0,1,8,15,10,4,0,1,3,0,16,0,77
1995Q1,0467,4,0,7,7,2,1,1,0,17,16,10,1,0,0,12,0,22,1,97
1995Q1,0468,4,0,4,1,2,3,0,0,12,10,3,3,2,0,3,0,26,0,69
1995Q1,0469,4,1,2,1,1,0,1,0,4,1,1,0,0,0,3,0,14,0,29
1995Q1,0471,4,5,3,3,4,3,2,0,27,6,12,1,0,0,6,0,13,0,85
1995Q1,0473,4,1,1,4,10,4,0,0,5,9,10,1,1,0,7,0,19,0,72
1995Q1,0477,4,3,3,3,5,5,1,0,4,4,6,3,0,1,4,0,22,0,64
1995Q1,0478,4,2,1,2,9,6,2,0,17,5,8,0,0,1,4,0,12,1,70
1995Q1,0479,4,1,0,4,3,0,0,0,7,3,0,0,0,0,0,0,19,0,37
1995Q1,0483,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
1995Q1,0487,4,0,0,0,1,4,0,0,5,0,0,0,0,0,2,0,11,0,23
1995Q1,0488,4,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,5,0,11
1995Q1,0491,4,0,0,3,0,2,0,0,1,0,2,6,0,0,32,0,11,0,57
1995Q1,0497,4,7,5,2,13,2,1,0,19,40,23,4,0,0,10,0,54,1,181
1995Q1,0499,4,5,6,1,1,2,0,0,5,4,3,2,0,0,1,0,16,0,46
1995Q1,0500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1995Q1,0501,5,2,6,1,4,0,0,0,16,15,6,4,0,0,8,0,9,0,71
1995Q1,0502,5,3,0,0,0,0,0,0,1,3,1,1,0,0,0,0,3,0,12
1995Q1,0503,5,0,4,0,3,2,0,0,11,10,1,2,0,1,5,0,19,0,58
1995Q1,0504,5,4,6,3,2,1,0,0,25,16,4,5,0,0,7,0,13,0,86
1995Q1,0505,5,0,2,1,1,1,0,0,1,4,3,2,0,0,4,0,8,0,27
1995Q1,0506,5,1,3,2,2,2,0,1,8,23,4,3,1,0,13,0,13,0,76
1995Q1,0511,5,3,12,9,3,3,0,0,19,33,8,5,0,1,7,0,11,0,114
1995Q1,0512,5,0,1,0,0,0,0,0,3,1,0,1,0,0,1,0,3,0,10
1995Q1,0513,5,9,5,2,5,3,0,2,30,12,2,6,0,0,9,0,23,0,108
1995Q1,0514,5,3,13,5,4,3,0,0,13,8,6,3,1,1,7,0,24,0,91
1995Q1,0515,5,4,9,4,1,2,0,0,6,8,1,0,0,0,12,0,16,0,63
1995Q1,0516,5,10,5,2,6,2,0,0,26,14,6,1,0,0,6,0,35,0,113
1995Q1,0517,5,8,6,7,3,3,0,0,14,32,9,2,0,0,8,0,37,1,130
1995Q1,0519,5,7,5,6,4,1,0,0,23,14,3,11,1,0,18,0,37,0,130
1995Q1,0521,5,3,3,4,1,2,0,0,4,10,3,2,0,0,3,0,8,0,43
1995Q1,0523,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4
1995Q1,0524,5,5,8,7,5,3,0,1,13,11,2,3,0,0,2,0,15,0,75
1995Q1,0525,5,9,8,3,11,5,2,2,47,46,8,6,0,0,27,0,48,0,222
1995Q1,0527,5,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,6
1995Q1,0529,5,4,5,3,11,10,1,0,34,16,11,20,1,0,17,0,35,0,168
1995Q1,0541,5,2,4,1,0,3,1,0,8,15,4,2,0,0,4,0,12,0,56
1995Q1,0551,5,0,1,4,1,1,0,1,9,15,2,2,0,0,3,0,8,0,47
1995Q1,0555,5,0,7,5,3,1,0,0,13,4,4,2,0,0,8,0,11,0,58
1995Q1,0557,5,1,13,10,4,3,1,0,14,29,6,4,0,0,14,0,13,0,112
1995Q1,0558,5,2,10,3,4,4,0,0,27,19,5,5,1,0,14,0,19,0,113
1995Q1,0559,5,2,0,0,0,0,0,1,4,5,0,1,0,0,5,0,1,0,19
1995Q1,0561,5,1,2,6,1,0,0,0,0,5,1,3,0,0,2,0,4,0,25
1995Q1,0562,5,0,8,12,1,1,0,0,2,13,0,1,0,0,6,0,8,0,52
1995Q1,0563,5,3,15,30,7,2,0,1,32,48,12,6,0,0,26,0,22,0,204
1995Q1,0565,5,5,7,10,2,0,0,0,1,21,1,2,0,0,2,0,0,0,51
1995Q1,0567,5,10,17,6,7,6,0,2,36,19,5,5,1,1,7,0,22,0,144
1995Q1,0569,5,1,0,6,0,0,0,0,2,4,3,6,0,0,5,0,6,0,33
1995Q1,0581,5,1,1,0,2,0,0,0,1,16,2,5,0,0,3,0,3,0,34
1995Q1,0583,5,0,0,5,0,0,0,0,3,7,3,2,0,0,2,0,9,1,32
1995Q1,0584,5,0,2,3,0,0,0,0,3,6,1,1,0,0,8,0,10,0,34
1995Q1,0585,5,0,9,10,1,3,0,1,20,25,5,6,1,0,16,0,29,0,126
1995Q1,0587,5,0,8,5,1,2,0,1,9,10,8,2,0,0,3,0,18,0,67
1995Q1,0589,5,0,2,4,0,0,0,0,7,8,4,4,0,0,2,0,4,0,35
1995Q1,0600,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
1995Q1,0604,6,0,0,2,0,0,0,1,0,5,0,1,0,0,0,0,3,0,12
1995Q1,0609,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,9
1995Q1,0615,6,0,7,0,1,0,0,0,0,16,0,3,0,0,0,0,3,0,30
1995Q1,0621,6,0,6,0,0,1,0,1,3,7,2,1,0,0,1,0,3,0,25
1995Q1,0622,6,0,14,2,1,3,1,3,9,30,4,7,0,0,5,0,17,0,96
1995Q1,0625,6,0,4,0,1,2,0,1,3,9,1,3,0,0,3,0,10,0,37
1995Q1,0626,6,0,4,1,1,2,0,0,2,14,0,0,0,0,4,0,2,0,30
1995Q1,0627,6,0,2,1,0,0,0,0,0,16,2,5,0,0,2,0,9,0,37
1995Q1,0628,6,2,12,3,2,2,0,0,7,28,3,2,0,0,10,0,29,0,100
1995Q1,0629,6,0,8,0,0,0,0,0,1,13,5,3,2,0,4,0,4,0,40
1995Q1,0631,6,0,3,0,1,0,0,0,0,13,1,4,0,0,1,0,3,0,26
1995Q1,0632,6,1,19,1,3,0,0,0,3,50,8,15,0,0,10,0,17,0,127
1995Q1,0635,6,0,4,0,1,0,0,0,4,15,4,2,0,0,5,0,10,0,45
1995Q1,0636,6,4,27,2,22,9,0,2,44,76,8,13,1,0,22,0,28,0,258
1995Q1,0637,6,2,3,4,4,2,0,0,7,17,0,5,0,0,1,0,7,0,52
1995Q1,0638,6,3,5,0,5,1,0,0,14,13,3,4,0,0,9,0,21,0,78
1995Q1,0639,6,3,5,0,5,0,0,0,12,9,5,2,0,0,7,0,14,0,62
1995Q1,0642,6,1,3,1,3,1,1,2,6,13,2,9,3,1,5,0,12,0,63
1995Q1,0643,6,4,20,2,9,4,0,3,9,38,15,16,1,0,23,0,32,0,176
1995Q1,0644,6,0,8,0,6,3,0,3,18,20,7,6,0,1,6,0,13,0,91
1995Q1,0645,6,4,28,2,16,5,0,2,26,92,7,14,3,0,16,0,51,1,267
1995Q1,0646,6,13,9,5,21,7,0,2,22,82,9,17,2,0,17,0,29,0,235
1995Q1,0647,6,2,5,1,9,6,0,2,13,39,4,4,0,1,14,0,23,1,124
1995Q1,0649,6,7,12,0,17,9,0,1,22,11,7,1,0,0,23,0,32,0,142
1995Q1,0665,6,7,18,9,27,10,0,2,24,61,9,12,5,0,18,0,53,1,256
1995Q1,0666,6,16,8,2,19,7,1,2,28,68,10,11,0,0,18,0,47,2,239
1995Q1,0667,6,11,10,7,9,3,0,0,13,17,9,2,0,0,27,0,23,0,131
1995Q1,0668,6,4,7,1,11,1,1,3,11,3,3,5,0,0,40,0,13,0,103
1995Q1,0669,6,3,10,2,20,5,0,0,11,12,5,6,2,0,19,0,42,0,137
1995Q1,0671,6,3,12,4,12,7,0,0,8,56,14,10,0,0,11,0,40,1,178
1995Q1,0672,6,4,12,2,11,4,0,0,7,148,5,9,2,3,22,0,36,0,265
1995Q1,0674,6,5,5,2,7,2,0,2,5,42,2,4,0,1,4,0,24,1,106
1995Q1,0675,6,0,1,0,2,0,0,0,1,6,0,1,0,1,0,0,4,0,16
1995Q1,0676,6,5,8,2,9,2,0,1,10,33,9,8,2,0,15,0,39,0,143
1995Q1,0677,6,5,6,4,8,5,0,1,21,15,3,5,0,0,8,0,25,0,106
1995Q1,0678,6,3,2,0,7,1,0,0,16,11,3,1,3,0,4,0,16,0,67
