QUARTER,REPORTING  DISTRICT,DIVISION,BURG  BUS-,BURG  RES-,BURG  OTH-,ROBB  ST-,ROBB  OTH-,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE THEFT,AUTO  THEFT,BUNCO,TOTAL
1997Q1,1732,17,4,5,3,2,5,0,0,6,16,2,3,0,0,5,0,13,0,64
1997Q1,1733,17,1,3,2,1,0,0,0,1,1,3,4,1,0,2,0,6,0,25
1997Q1,1734,17,0,2,0,0,0,0,0,2,1,0,0,0,0,2,0,2,0,9
1997Q1,1735,17,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,2,0,8
1997Q1,1736,17,0,0,0,0,2,0,0,1,8,1,2,1,0,6,0,9,0,30
1997Q1,1737,17,11,1,4,3,3,0,1,7,30,8,5,0,0,6,0,20,0,99
1997Q1,1738,17,1,6,2,2,7,0,1,1,9,5,0,0,0,4,0,8,0,46
1997Q1,1739,17,1,1,8,2,1,0,0,5,10,5,1,0,0,3,0,13,0,50
1997Q1,1744,17,0,0,1,0,0,0,0,0,6,0,1,0,0,1,0,4,0,13
1997Q1,1745,17,6,4,4,1,2,0,0,6,22,0,0,0,1,7,0,8,0,61
1997Q1,1746,17,2,1,0,0,1,0,0,5,4,1,1,0,0,2,0,2,0,19
1997Q1,1747,17,8,1,1,1,1,0,1,6,8,3,2,0,0,5,0,8,0,45
1997Q1,1748,17,0,1,2,1,0,0,0,1,9,2,0,0,0,1,0,4,0,21
1997Q1,1749,17,1,4,1,0,0,0,0,1,4,1,2,0,1,1,0,2,0,18
1997Q1,1751,17,13,2,1,2,3,0,0,0,5,4,5,0,0,12,0,10,0,57
1997Q1,1752,17,6,3,5,0,4,0,2,0,4,4,13,0,0,13,0,10,0,64
1997Q1,1753,17,1,4,0,0,0,0,0,0,2,1,8,0,0,2,0,2,0,20
1997Q1,1754,17,5,5,2,0,3,0,0,1,6,4,13,1,2,72,0,16,0,130
1997Q1,1755,17,0,6,0,0,0,0,0,0,1,1,0,1,0,3,0,3,0,15
1997Q1,1756,17,3,6,4,1,0,0,0,3,18,3,0,0,0,10,0,12,0,60
1997Q1,1757,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4
1997Q1,1758,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,10
1997Q1,1762,17,5,0,2,0,0,0,0,0,1,3,2,0,0,1,0,2,0,16
1997Q1,1763,17,0,2,0,1,3,0,0,0,2,0,1,0,0,5,0,2,0,16
1997Q1,1764,17,0,3,0,0,0,0,0,1,11,2,1,1,0,2,0,7,0,28
1997Q1,1765,17,0,8,1,1,0,0,0,2,7,2,3,0,0,1,0,5,0,30
1997Q1,1767,17,2,3,3,1,0,0,0,1,2,3,3,0,0,4,0,8,0,30
1997Q1,1768,17,1,4,0,2,3,0,0,9,2,2,3,0,0,2,0,10,0,38
1997Q1,1769,17,0,4,2,1,3,0,0,13,3,11,2,0,0,21,0,13,0,73
1997Q1,1772,17,3,2,2,2,2,0,0,2,2,0,3,0,0,2,0,11,0,31
1997Q1,1773,17,6,0,0,0,0,0,0,2,5,0,4,0,0,2,0,4,0,23
1997Q1,1774,17,10,7,2,1,2,0,0,14,29,3,7,0,0,6,0,20,0,101
1997Q1,1775,17,4,1,1,4,3,0,0,2,3,1,4,0,0,24,0,12,0,59
1997Q1,1776,17,0,1,0,1,0,0,0,1,7,1,2,0,0,4,0,3,0,20
1997Q1,1777,17,7,6,3,1,14,0,1,8,11,7,3,0,0,21,0,14,0,96
1997Q1,1778,17,0,5,1,1,1,0,0,2,8,2,0,0,0,4,0,18,0,42
1997Q1,1782,17,0,4,1,1,2,0,0,2,12,1,0,0,1,3,0,5,0,32
1997Q1,1783,17,3,2,0,1,1,0,1,4,12,4,1,0,0,9,0,7,0,45
1997Q1,1784,17,1,5,0,2,2,0,0,6,5,3,3,0,0,5,0,4,0,36
1997Q1,1785,17,1,10,1,1,1,0,1,5,10,3,5,0,0,7,0,10,0,55
1997Q1,1786,17,0,7,3,1,2,0,0,7,3,1,2,0,0,2,0,10,0,38
1997Q1,1787,17,4,1,1,0,0,0,1,5,3,4,4,0,0,11,0,5,0,39
1997Q1,1788,17,8,6,4,5,2,0,0,9,6,2,5,0,0,8,0,15,0,70
1997Q1,1789,17,0,4,1,0,1,0,1,0,16,2,3,0,0,3,0,3,0,34
1997Q1,1791,17,0,7,2,3,1,0,0,5,8,2,1,0,0,1,0,12,0,42
1997Q1,1792,17,0,2,0,0,0,0,0,0,3,1,1,0,0,3,0,1,0,11
1997Q1,1793,17,3,2,0,2,9,0,0,3,1,0,3,0,0,9,0,7,0,39
1997Q1,1794,17,0,4,2,0,6,0,0,3,1,0,2,1,2,3,0,6,0,30
1997Q1,1795,17,1,9,2,1,4,0,1,1,0,0,1,1,0,6,0,6,0,33
1997Q1,1796,17,2,3,6,0,0,0,0,3,1,2,0,0,0,1,0,2,0,20
1997Q1,1797,17,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3
1997Q1,1798,17,1,10,2,5,4,1,0,27,5,5,1,1,0,10,0,22,0,94
1997Q1,1799,17,6,7,1,16,7,0,3,32,5,7,5,0,0,10,0,34,0,133
1997Q1,1801,18,3,20,8,16,7,1,2,40,5,14,3,0,0,12,0,16,0,147
1997Q1,1802,18,3,11,3,11,10,1,2,29,5,13,7,1,2,15,0,16,0,129
1997Q1,1803,18,4,5,2,6,7,0,0,12,4,6,3,2,0,10,0,9,0,70
1997Q1,1804,18,2,14,4,14,3,1,2,39,7,6,0,0,0,3,0,11,0,106
1997Q1,1821,18,2,16,8,10,1,0,4,27,7,5,3,0,0,3,0,18,0,104
1997Q1,1822,18,1,30,6,18,7,0,0,36,10,5,3,0,1,7,0,22,0,146
1997Q1,1823,18,1,13,1,12,1,0,0,16,5,6,5,0,0,17,0,13,0,90
1997Q1,1824,18,1,26,6,16,6,1,1,29,3,6,3,0,0,11,0,14,0,123
1997Q1,1826,18,0,6,5,12,3,0,1,19,4,4,1,1,0,25,0,5,0,86
1997Q1,1827,18,0,9,4,8,4,2,1,31,2,2,1,0,0,5,0,12,0,81
1997Q1,1829,18,0,8,1,13,4,0,1,15,8,5,1,0,0,5,0,6,0,67
1997Q1,1834,18,0,14,0,4,3,1,1,24,3,7,3,0,0,5,0,7,0,72
1997Q1,1835,18,0,4,3,4,3,0,2,2,3,0,0,1,0,0,0,2,0,24
1997Q1,1836,18,8,6,0,6,1,0,1,13,2,0,1,0,0,3,0,3,0,44
1997Q1,1837,18,2,19,7,18,2,0,0,29,8,7,4,0,3,11,0,11,0,121
1997Q1,1838,18,0,18,3,7,1,0,2,6,4,2,0,0,0,5,0,4,0,52
1997Q1,1839,18,0,3,1,5,1,1,0,16,2,4,1,0,0,2,0,3,0,39
1997Q1,1841,18,1,10,8,2,5,0,2,30,9,10,4,0,1,2,0,12,0,96
1997Q1,1842,18,1,20,4,19,15,1,4,56,7,14,5,2,0,13,0,24,0,185
1997Q1,1844,18,0,5,4,7,9,0,0,19,4,5,2,0,0,8,0,12,0,75
1997Q1,1846,18,0,18,1,12,5,1,3,38,6,7,3,0,0,2,0,10,0,106
1997Q1,1849,18,1,12,2,8,0,0,0,53,7,5,1,1,1,5,0,3,0,99
1997Q1,1861,18,0,4,0,3,1,0,1,17,5,4,0,0,0,6,0,7,0,48
1997Q1,1862,18,3,10,1,7,3,0,0,36,8,4,3,0,1,4,0,8,0,88
1997Q1,1863,18,0,6,1,9,2,1,1,29,3,7,1,0,0,1,0,9,1,71
1997Q1,1864,18,0,4,2,3,2,0,0,11,5,2,1,0,0,4,0,5,0,39
1997Q1,1871,18,5,11,4,10,8,1,1,25,18,4,4,0,1,12,0,27,0,131
1997Q1,1881,18,3,11,5,7,11,0,1,10,16,8,2,0,0,2,0,16,0,92
1997Q1,9901,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1997Q1,9902,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1997Q1,9903,99,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,5
1997Q1,9904,99,0,0,0,0,2,0,0,3,1,2,0,0,0,1,0,9,0,18
1997Q1,9905,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1997Q1,9906,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1997Q1,9907,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3
1997Q1,9908,99,0,0,0,0,1,0,0,2,1,0,1,1,0,1,0,1,0,8
1997Q1,9909,99,0,0,0,0,0,0,0,2,1,3,0,0,0,2,0,5,0,13
1997Q1,9910,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3
1997Q1,9911,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1997Q1,9912,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
1997Q1,9913,99,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,5
1997Q1,9914,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,7
1997Q1,9915,99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3
1997Q1,9916,99,0,1,0,0,0,0,0,5,4,5,1,0,0,1,0,7,0,24
1997Q1,9917,99,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,6
1997Q1,9918,99,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,7
1997Q1,9999,99,1,4,0,10,3,0,9,22,24,16,19,1,1,33,0,8,1,152
1997Q2,0100,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3
1997Q2,0101,1,0,10,2,8,1,0,0,6,14,9,0,0,0,3,0,11,0,64
1997Q2,0105,1,0,3,1,4,1,0,0,3,4,0,0,0,0,0,0,5,0,21
1997Q2,0109,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1997Q2,0111,1,8,3,1,18,4,0,1,7,39,8,13,9,2,8,0,23,0,144
1997Q2,0112,1,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,1,10
1997Q2,0119,1,1,0,3,5,1,0,0,6,31,1,5,2,0,4,0,8,0,67
1997Q2,0121,1,0,0,1,1,0,0,0,0,5,0,3,0,0,1,0,0,0,11
1997Q2,0122,1,1,0,2,2,1,0,0,0,18,1,2,3,0,4,0,0,0,34
1997Q2,0123,1,0,0,0,1,2,0,0,1,10,0,3,1,0,4,0,1,0,23
1997Q2,0124,1,0,0,0,1,0,0,0,1,4,1,5,1,0,13,0,3,0,29
1997Q2,0127,1,0,0,0,1,0,0,1,0,2,0,0,0,0,4,0,0,2,10
1997Q2,0128,1,5,1,1,1,0,0,0,5,3,2,9,0,0,3,0,0,0,30
1997Q2,0129,1,0,0,2,0,0,0,0,1,16,1,1,0,0,4,0,5,0,30
1997Q2,0131,1,0,1,1,0,0,0,0,1,6,0,1,0,0,1,0,1,0,12
1997Q2,0132,1,0,3,1,0,0,0,1,2,36,1,2,1,1,3,0,0,0,51
1997Q2,0133,1,0,0,1,2,0,1,0,2,2,0,1,2,0,1,0,0,0,12
1997Q2,0134,1,0,0,1,4,1,0,0,2,2,0,1,2,1,2,0,1,0,17
1997Q2,0135,1,0,1,0,8,0,0,0,10,4,0,1,0,0,0,0,0,0,24
1997Q2,0138,1,3,0,0,3,8,0,0,2,34,6,5,0,0,5,0,4,0,70
1997Q2,0139,1,2,0,5,1,0,0,0,1,6,3,7,0,0,4,0,6,0,35
1997Q2,0141,1,0,0,1,2,0,0,0,0,1,0,3,0,0,4,0,0,0,11
1997Q2,0142,1,1,3,5,2,3,0,0,2,18,6,18,0,0,15,0,2,4,79
1997Q2,0143,1,2,0,2,8,1,0,1,2,3,1,0,4,0,6,0,1,0,31
1997Q2,0144,1,0,5,0,2,1,0,0,14,2,0,1,1,0,3,0,1,0,30
1997Q2,0145,1,5,1,0,5,2,0,0,8,2,1,1,1,0,1,0,0,0,27
1997Q2,0146,1,1,0,0,6,0,0,0,4,1,0,1,1,0,1,0,0,0,15
1997Q2,0147,1,0,1,0,3,1,0,0,9,2,1,1,1,0,2,0,2,0,23
1997Q2,0148,1,2,1,0,4,0,0,0,7,1,0,0,0,0,1,0,0,0,16
1997Q2,0151,1,1,1,4,2,0,0,0,0,1,1,7,1,0,10,0,1,1,30
1997Q2,0152,1,15,3,12,3,2,0,0,5,14,4,19,1,0,21,0,3,0,102
1997Q2,0153,1,5,4,3,15,6,0,1,10,4,6,13,6,1,35,0,4,0,113
1997Q2,0154,1,2,3,0,4,2,0,0,10,7,2,0,1,0,8,0,2,0,41
1997Q2,0155,1,1,1,1,4,1,0,0,3,4,3,0,0,1,7,0,3,0,29
1997Q2,0156,1,1,1,0,8,5,0,0,14,2,1,2,3,0,11,0,0,0,48
1997Q2,0157,1,0,1,0,8,2,0,0,16,2,3,3,4,0,5,0,2,0,46
1997Q2,0158,1,3,2,0,13,1,0,1,14,13,1,2,2,0,8,0,3,0,63
1997Q2,0159,1,6,1,0,4,2,0,0,5,8,3,4,1,0,4,0,14,0,52
1997Q2,0161,1,1,0,4,1,0,0,0,1,10,2,7,0,0,9,0,0,0,35
1997Q2,0162,1,4,4,2,7,2,0,0,3,23,2,12,5,1,35,0,3,0,103
1997Q2,0163,1,1,0,0,13,3,0,0,3,5,3,5,3,0,48,0,2,0,86
1997Q2,0164,1,0,1,0,6,6,0,1,8,4,2,1,0,1,6,0,0,0,36
1997Q2,0165,1,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,1,0,7
1997Q2,0166,1,2,0,0,5,1,0,0,4,1,5,1,0,0,1,0,1,0,21
1997Q2,0171,1,0,1,1,5,3,0,0,9,11,4,1,0,0,1,0,3,0,39
1997Q2,0174,1,1,0,1,5,3,2,1,7,4,2,0,1,1,10,0,1,0,39
1997Q2,0176,1,7,0,4,3,2,0,0,3,12,4,1,2,0,6,0,5,0,49
1997Q2,0181,1,0,0,3,0,0,0,0,2,3,1,8,1,0,7,0,0,0,25
1997Q2,0182,1,5,2,1,5,0,0,1,3,27,2,9,1,0,11,0,11,0,78
1997Q2,0185,1,9,1,3,4,3,1,0,5,32,8,19,18,1,18,0,8,0,130
1997Q2,0191,1,0,0,1,3,0,0,0,2,2,3,0,0,0,1,0,1,0,13
1997Q2,0192,1,13,3,11,2,2,0,1,14,17,5,5,1,0,7,0,9,0,90
1997Q2,0195,1,13,2,1,7,2,0,0,2,12,5,7,1,0,5,0,5,0,62
1997Q2,0211,2,1,1,2,10,2,0,0,10,13,4,0,0,0,5,0,16,0,64
1997Q2,0212,2,3,12,1,5,2,0,0,26,8,13,1,0,0,8,0,13,0,92
1997Q2,0213,2,1,19,0,9,7,0,0,15,15,4,3,0,0,6,0,14,0,93
1997Q2,0214,2,1,8,2,2,0,0,1,11,4,2,2,0,1,4,0,18,0,56
1997Q2,0215,2,2,7,3,6,4,0,0,17,8,3,2,0,0,2,0,9,0,63
1997Q2,0217,2,1,8,0,9,2,0,0,11,10,4,2,0,0,4,0,24,1,76
1997Q2,0219,2,0,2,0,0,2,1,0,3,7,6,0,0,0,2,0,5,0,28
1997Q2,0221,2,2,6,2,4,1,1,0,18,5,5,3,0,0,6,0,20,0,73
1997Q2,0222,2,2,1,1,2,0,0,1,10,7,2,0,0,0,3,0,3,0,32
1997Q2,0224,2,0,1,0,1,0,0,0,11,6,5,2,0,0,1,0,6,0,33
1997Q2,0231,2,0,5,1,0,3,1,1,12,4,4,2,0,0,2,0,9,0,44
1997Q2,0232,2,0,4,0,7,2,2,1,25,2,6,2,1,0,12,0,22,0,86
1997Q2,0233,2,4,4,9,9,4,0,0,15,11,11,2,1,0,7,0,13,0,90
1997Q2,0234,2,0,6,2,16,11,0,0,24,15,6,4,0,0,16,0,21,0,121
1997Q2,0235,2,0,2,1,10,2,0,2,11,8,6,1,0,0,3,0,13,0,59
1997Q2,0236,2,1,7,0,8,4,0,0,14,6,4,2,0,1,6,0,18,0,71
1997Q2,0237,2,0,5,6,11,3,1,1,23,7,5,1,0,0,2,0,13,0,78
1997Q2,0238,2,1,2,1,4,0,1,0,32,2,2,1,0,0,2,0,4,0,52
1997Q2,0239,2,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,5,0,10
1997Q2,0241,2,0,8,0,18,11,1,1,48,11,7,1,0,2,6,0,24,1,139
1997Q2,0242,2,6,8,6,4,6,0,1,18,8,3,6,1,1,12,0,20,0,100
1997Q2,0243,2,8,8,11,5,2,0,0,7,15,6,6,2,0,23,0,16,0,109
1997Q2,0244,2,0,9,1,10,1,0,0,31,5,2,3,0,0,7,0,11,0,80
1997Q2,0245,2,1,7,5,24,6,1,5,31,13,3,5,5,1,11,0,12,0,130
1997Q2,0246,2,1,9,0,16,5,0,1,41,6,3,4,1,1,14,0,13,0,115
1997Q2,0247,2,0,7,1,1,0,0,0,10,4,5,0,1,0,0,0,2,0,31
1997Q2,0249,2,1,4,5,7,1,0,0,7,9,4,3,0,0,3,0,7,0,51
1997Q2,0251,2,6,2,2,7,10,0,4,16,3,3,7,0,0,8,0,7,0,75
1997Q2,0252,2,4,3,1,9,5,0,0,33,3,6,1,1,0,2,0,9,0,77
1997Q2,0256,2,1,2,3,6,3,0,0,11,4,3,8,1,0,11,0,2,0,55
1997Q2,0257,2,1,5,5,9,2,0,1,21,13,3,5,1,1,18,0,7,0,92
1997Q2,0262,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1997Q2,0264,2,3,7,0,3,2,0,0,23,5,5,1,0,0,5,0,6,0,60
1997Q2,0266,2,6,2,0,10,3,1,0,19,4,2,1,0,0,11,0,8,1,68
1997Q2,0267,2,1,3,1,6,2,0,1,13,2,2,4,0,1,3,0,3,0,42
1997Q2,0269,2,1,6,3,0,4,0,0,19,3,5,0,0,0,1,0,6,0,48
1997Q2,0271,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1997Q2,0275,2,1,2,1,10,5,0,0,20,13,9,3,0,0,6,0,12,0,82
1997Q2,0276,2,0,0,0,12,2,0,0,19,2,4,0,0,0,0,0,7,0,46
1997Q2,0279,2,2,3,1,4,0,0,0,3,2,3,1,0,0,5,0,3,0,27
1997Q2,0281,2,0,0,0,3,3,0,0,8,2,1,3,0,0,11,0,4,0,35
1997Q2,0282,2,2,2,1,13,8,0,0,20,5,8,3,0,0,5,0,17,0,84
1997Q2,0286,2,4,3,0,9,2,0,0,12,4,6,3,1,0,1,0,5,0,50
1997Q2,0289,2,0,1,0,3,0,0,0,1,2,5,3,0,1,0,0,5,0,21
1997Q2,0291,2,1,0,0,2,2,0,0,5,2,3,0,0,1,1,0,11,0,28
1997Q2,0292,2,0,1,0,2,1,0,1,4,1,10,1,0,1,1,0,6,0,29
1997Q2,0296,2,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,1,0,7
1997Q2,0299,2,3,1,1,1,0,1,0,7,2,4,1,0,0,3,0,5,0,29
1997Q2,0301,3,0,3,0,2,3,0,0,4,0,2,0,0,0,0,0,1,0,15
1997Q2,0303,3,0,0,0,2,1,0,0,7,1,0,1,0,0,3,0,1,0,16
1997Q2,0305,3,0,0,0,0,3,0,0,3,4,1,1,0,0,0,0,5,0,17
1997Q2,0307,3,1,0,0,1,0,0,0,3,1,1,0,0,0,1,0,1,0,9
1997Q2,0309,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
1997Q2,0311,3,1,8,1,8,4,0,0,22,3,4,2,0,0,4,0,7,0,64
1997Q2,0312,3,0,1,0,4,2,0,1,11,4,3,3,0,0,4,0,9,0,42
1997Q2,0313,3,0,1,0,3,2,0,0,8,3,1,1,0,0,0,0,5,0,24
1997Q2,0314,3,0,7,0,8,3,0,0,26,10,3,0,0,0,5,0,16,1,79
1997Q2,0315,3,0,4,1,4,1,0,0,7,2,1,1,1,0,5,0,7,0,34
1997Q2,0316,3,0,5,2,5,1,0,1,9,1,3,2,0,0,1,0,11,0,41
1997Q2,0317,3,1,3,1,4,4,0,0,15,3,2,0,0,0,0,0,5,0,38
1997Q2,0318,3,0,4,1,4,2,0,1,5,10,4,0,0,0,1,0,3,0,35
1997Q2,0319,3,0,6,2,6,0,0,0,13,10,5,0,1,0,5,0,8,0,56
1997Q2,0321,3,1,1,2,5,3,0,0,10,4,2,5,0,0,5,0,7,1,46
1997Q2,0326,3,1,2,1,4,3,0,1,20,3,5,0,1,0,1,0,17,1,60
1997Q2,0327,3,0,6,1,6,3,0,1,9,16,9,2,1,0,15,0,19,0,88
1997Q2,0328,3,1,13,1,7,1,0,1,4,14,16,12,1,0,12,0,15,1,99
1997Q2,0329,3,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,2,0,7
1997Q2,0331,3,0,2,1,2,0,0,1,7,4,1,1,0,0,2,0,4,0,25
1997Q2,0332,3,0,6,0,6,0,0,0,15,1,2,1,1,0,3,0,9,0,44
1997Q2,0333,3,2,1,1,6,5,0,0,5,7,5,5,0,0,7,0,7,0,51
1997Q2,0334,3,0,9,0,6,3,0,0,21,4,4,2,0,0,7,0,6,0,62
1997Q2,0335,3,0,2,2,5,0,0,2,5,5,0,0,0,0,5,0,4,0,30
1997Q2,0336,3,2,7,0,4,2,0,1,4,3,0,0,0,0,3,0,10,0,36
1997Q2,0337,3,2,4,0,1,1,0,0,11,2,1,3,0,0,3,0,16,0,44
1997Q2,0338,3,0,2,2,2,2,2,1,11,5,12,4,1,0,19,0,8,0,71
1997Q2,0341,3,1,5,2,1,3,0,0,2,1,1,3,1,0,5,0,4,0,29
1997Q2,0343,3,0,0,2,1,0,0,0,0,1,0,1,0,0,3,0,6,0,14
1997Q2,0351,3,0,0,1,0,0,0,0,4,0,0,0,0,0,6,0,7,0,18
1997Q2,0353,3,1,4,1,1,0,0,0,3,4,3,1,0,0,2,0,5,0,25
1997Q2,0354,3,0,6,1,7,0,0,1,6,5,3,0,0,0,4,0,2,0,35
1997Q2,0355,3,1,6,0,6,3,0,1,16,3,4,1,0,0,8,0,13,0,62
1997Q2,0356,3,1,5,2,9,1,0,0,15,1,1,2,0,0,3,0,13,0,53
1997Q2,0357,3,1,3,0,14,3,0,0,23,9,34,1,0,0,6,0,20,0,114
1997Q2,0358,3,1,0,17,0,2,0,0,2,41,37,39,2,0,110,0,16,0,267
1997Q2,0359,3,1,1,0,1,1,0,0,1,4,4,0,1,0,2,0,3,0,19
1997Q2,0361,3,2,7,0,4,4,0,1,17,9,3,0,3,0,13,0,21,0,84
1997Q2,0362,3,0,10,7,8,7,0,1,20,4,4,4,0,1,9,0,15,0,90
1997Q2,0363,3,9,14,8,7,3,0,0,20,11,12,16,4,0,83,0,29,1,217
1997Q2,0373,3,1,8,0,6,3,0,0,5,1,4,4,1,0,9,0,6,0,48
1997Q2,0374,3,1,10,0,2,3,0,0,8,1,3,2,0,0,2,0,7,0,39
1997Q2,0375,3,0,12,1,5,2,1,1,12,11,5,2,0,0,5,0,5,0,62
1997Q2,0376,3,0,7,0,13,5,2,1,14,13,8,4,0,0,15,0,9,0,91
1997Q2,0377,3,2,11,0,5,3,0,1,32,10,9,3,0,0,9,0,20,0,105
1997Q2,0378,3,0,0,3,3,1,0,0,4,7,2,1,0,1,6,0,10,0,38
1997Q2,0391,3,0,5,1,2,0,0,1,13,7,5,1,0,0,4,0,12,0,51
1997Q2,0392,3,4,4,1,12,10,0,0,20,7,0,2,1,0,6,0,24,0,91
1997Q2,0393,3,1,7,6,26,6,0,0,13,8,9,7,0,0,11,0,18,1,113
1997Q2,0394,3,1,6,1,6,3,0,0,14,3,0,2,0,0,3,0,11,0,50
1997Q2,0395,3,2,4,0,9,3,1,0,15,11,5,5,0,0,5,0,13,1,74
1997Q2,0397,3,1,10,5,20,5,1,3,27,7,5,3,0,0,13,0,28,0,128
1997Q2,0398,3,4,17,1,19,9,3,1,40,14,6,3,1,0,6,0,27,0,151
1997Q2,0399,3,0,2,1,4,3,0,0,6,2,1,0,1,0,2,0,6,0,28
1997Q2,0400,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1997Q2,0401,4,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,3,0,10
1997Q2,0402,4,0,4,1,0,0,0,0,6,1,0,0,0,0,0,0,4,0,16
1997Q2,0403,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1997Q2,0404,4,0,3,0,0,2,0,0,5,3,5,1,0,0,1,0,9,0,29
1997Q2,0406,4,0,2,2,0,0,0,0,0,22,3,1,0,0,0,0,1,0,31
1997Q2,0407,4,2,2,5,0,1,1,0,10,3,1,0,0,0,1,0,6,0,32
1997Q2,0408,4,0,1,1,2,2,0,0,8,2,8,0,0,0,1,0,7,0,32
1997Q2,0409,4,0,6,4,1,0,1,0,15,12,13,0,0,0,2,0,4,0,58
1997Q2,0411,4,3,0,0,1,0,1,0,7,2,2,0,1,0,5,0,3,0,25
1997Q2,0412,4,0,0,2,1,2,0,0,7,6,1,0,0,0,6,0,7,0,32
1997Q2,0413,4,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2,0,7
1997Q2,0414,4,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,7
1997Q2,0415,4,1,2,2,5,3,0,0,5,2,2,0,0,1,1,0,6,0,30
1997Q2,0416,4,0,2,1,1,0,0,0,10,1,4,1,2,0,4,0,1,0,27
1997Q2,0421,4,5,3,1,2,2,0,0,8,2,5,1,0,0,4,0,5,0,38
1997Q2,0422,4,0,7,2,6,3,0,0,5,3,4,1,0,0,2,0,11,0,44
1997Q2,0423,4,1,0,0,1,0,0,1,4,2,2,1,0,0,1,0,5,0,18
1997Q2,0424,4,0,7,0,7,0,1,0,17,8,10,3,1,0,6,0,11,0,71
1997Q2,0427,4,0,1,10,2,1,0,0,7,4,7,1,0,0,8,0,1,0,42
1997Q2,0428,4,0,7,2,5,3,1,0,13,4,2,1,0,0,10,0,4,0,52
1997Q2,0429,4,0,7,0,1,0,0,0,13,7,1,2,0,1,1,0,7,0,40
1997Q2,0437,4,0,6,3,1,2,0,0,5,3,2,0,0,0,6,0,12,0,40
1997Q2,0438,4,1,6,4,0,0,1,0,24,3,3,0,0,0,3,0,5,0,50
1997Q2,0439,4,1,5,0,2,2,0,0,10,7,0,3,0,0,0,0,13,0,43
1997Q2,0441,4,0,0,5,0,2,0,0,2,1,1,0,1,0,2,0,1,0,15
1997Q2,0442,4,0,1,0,0,0,0,0,2,4,2,0,0,0,1,0,2,0,12
1997Q2,0443,4,0,5,5,0,2,0,0,6,24,4,5,0,0,14,0,12,0,77
1997Q2,0445,4,0,2,0,2,0,0,0,1,6,2,1,0,0,2,0,2,0,18
1997Q2,0448,4,2,9,2,1,1,0,0,9,6,3,3,0,0,2,0,6,0,44
1997Q2,0449,4,2,10,3,1,1,0,0,12,7,2,1,0,0,4,0,7,0,50
1997Q2,0451,4,0,4,0,1,1,0,0,13,5,0,0,0,0,0,0,9,0,33
1997Q2,0452,4,0,1,0,1,1,0,1,3,1,1,0,0,0,2,0,1,0,12
1997Q2,0453,4,1,2,5,1,2,0,1,3,4,7,5,1,0,9,0,6,0,47
1997Q2,0455,4,0,3,0,5,1,0,1,15,10,8,1,0,0,9,0,9,0,62
1997Q2,0457,4,0,5,2,8,3,0,1,13,19,5,0,0,0,3,0,16,1,76
1997Q2,0459,4,2,0,5,3,2,0,0,11,2,2,0,0,0,4,0,5,0,36
1997Q2,0462,4,0,2,0,1,3,0,1,5,0,3,3,0,0,2,0,2,0,22
