QUARTER,REPORTING  DISTRICT,DIVISION,BURG  BUS-,BURG  RES-,BURG  OTH-,ROBB  ST-,ROBB  OTH-,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE THEFT,AUTO  THEFT,BUNCO,TOTAL
1997Q4,231,2,2,5,1,6,4,0,1,12,11,5,1,0,0,1,0,19,0,68
1997Q4,232,2,3,4,1,9,4,0,0,30,5,3,2,2,0,15,0,10,0,88
1997Q4,233,2,1,8,6,6,5,0,1,12,11,10,8,4,1,9,0,9,0,91
1997Q4,234,2,0,12,2,4,3,0,0,18,7,8,5,0,0,5,0,19,0,83
1997Q4,235,2,3,4,0,6,3,0,0,8,14,9,3,0,0,3,0,8,0,61
1997Q4,236,2,0,3,0,4,3,0,0,23,7,6,2,0,2,3,0,10,0,63
1997Q4,237,2,2,3,0,11,2,1,0,13,3,6,2,0,0,2,0,6,0,51
1997Q4,238,2,1,2,0,2,2,0,0,3,2,4,1,0,0,0,0,5,0,22
1997Q4,239,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
1997Q4,241,2,2,20,0,13,5,0,3,32,27,7,6,2,1,7,0,20,0,145
1997Q4,242,2,5,7,7,7,4,1,1,12,12,6,5,0,2,8,0,16,0,93
1997Q4,243,2,4,6,4,8,6,0,0,13,13,2,4,2,1,16,0,18,0,97
1997Q4,244,2,0,3,1,7,4,0,1,26,9,6,4,0,0,9,0,12,0,82
1997Q4,245,2,1,11,2,19,1,0,0,19,5,4,8,9,3,9,0,8,0,99
1997Q4,246,2,4,4,0,4,2,0,1,31,1,1,4,1,0,21,0,8,0,82
1997Q4,247,2,0,4,0,5,1,0,1,11,3,4,1,0,0,5,0,1,0,36
1997Q4,249,2,3,3,4,5,1,0,0,8,9,2,2,1,0,4,0,3,0,45
1997Q4,251,2,6,12,4,6,4,1,0,29,6,9,6,1,0,12,0,11,0,107
1997Q4,252,2,0,5,1,5,2,0,0,17,3,1,2,1,0,3,0,6,0,46
1997Q4,256,2,0,4,0,7,3,0,0,8,2,4,1,0,0,2,0,4,0,35
1997Q4,257,2,0,14,3,4,0,0,0,19,7,2,1,2,0,8,0,3,0,63
1997Q4,262,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997Q4,264,2,2,5,0,6,4,0,0,16,1,8,2,0,0,3,0,2,0,49
1997Q4,266,2,4,8,0,12,9,0,1,21,4,3,18,0,0,19,0,10,0,109
1997Q4,267,2,0,4,1,6,6,0,0,15,3,2,2,1,0,0,0,2,0,42
1997Q4,269,2,1,9,0,4,2,1,1,8,4,2,4,0,0,3,0,4,0,43
1997Q4,273,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1997Q4,275,2,2,5,0,11,8,0,0,12,9,8,7,1,0,5,0,8,0,76
1997Q4,276,2,0,0,0,4,2,0,1,16,3,3,2,0,0,3,0,5,0,39
1997Q4,279,2,0,1,2,3,0,0,0,1,3,1,0,0,0,1,0,2,0,14
1997Q4,281,2,4,1,1,3,5,0,1,5,1,2,1,0,1,4,0,7,0,36
1997Q4,282,2,1,3,2,3,7,0,1,11,5,8,2,0,0,1,0,8,0,52
1997Q4,286,2,2,1,1,0,5,0,1,15,1,2,1,0,0,2,0,5,0,36
1997Q4,289,2,0,0,0,2,0,0,0,10,1,2,2,0,0,0,0,0,0,17
1997Q4,291,2,0,2,0,1,1,0,0,5,0,1,0,0,0,0,0,6,0,16
1997Q4,292,2,0,0,0,2,2,0,0,5,1,0,0,0,0,6,0,1,0,17
1997Q4,296,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4
1997Q4,299,2,2,1,0,2,1,1,0,7,0,3,2,0,0,2,0,2,0,23
1997Q4,301,3,1,1,1,1,2,0,0,3,1,1,0,0,0,3,0,3,0,17
1997Q4,303,3,0,0,0,3,1,0,0,1,1,1,0,0,0,3,0,1,0,11
1997Q4,305,3,0,0,0,1,0,1,0,3,1,0,1,0,0,1,0,1,0,9
1997Q4,307,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
1997Q4,309,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,4
1997Q4,311,3,0,12,1,5,2,0,0,17,0,0,6,0,0,2,0,11,0,56
1997Q4,312,3,0,4,1,6,2,1,1,21,7,2,2,1,0,5,0,8,0,61
1997Q4,313,3,0,2,0,6,2,0,0,4,4,3,1,0,0,2,0,4,0,28
1997Q4,314,3,0,7,2,5,2,0,2,8,6,2,4,0,0,4,0,11,0,53
1997Q4,315,3,0,3,2,4,1,0,0,4,3,5,3,0,1,5,0,7,0,38
1997Q4,316,3,0,5,0,4,4,1,1,9,3,3,1,0,0,2,0,6,0,39
1997Q4,317,3,0,2,1,5,3,0,0,11,2,2,2,0,0,1,0,3,0,32
1997Q4,318,3,0,2,0,2,0,0,1,5,5,3,0,0,0,1,0,9,0,28
1997Q4,319,3,0,3,1,5,3,0,0,6,14,6,5,0,0,8,0,7,0,58
1997Q4,321,3,2,2,2,3,1,0,1,4,1,1,6,0,0,9,0,9,0,41
1997Q4,326,3,4,6,1,3,6,0,0,13,5,1,3,0,2,1,0,4,0,49
1997Q4,327,3,1,9,3,3,1,0,0,7,35,9,1,0,0,11,0,20,0,100
1997Q4,328,3,1,14,4,4,1,0,0,5,41,11,9,0,0,21,0,20,0,131
1997Q4,329,3,0,0,0,4,0,0,1,2,2,0,1,1,0,3,0,2,0,16
1997Q4,331,3,0,8,3,4,2,0,1,5,8,1,2,0,1,2,0,12,0,49
1997Q4,332,3,0,2,0,5,1,1,0,5,3,4,1,0,0,3,0,5,0,30
1997Q4,333,3,4,1,3,7,3,0,0,10,1,2,0,0,1,2,0,3,0,37
1997Q4,334,3,7,6,0,7,6,1,3,14,5,3,4,2,0,6,0,8,0,72
1997Q4,335,3,0,8,4,3,3,0,0,3,3,0,0,0,0,1,0,4,0,29
1997Q4,336,3,1,9,0,4,2,0,1,10,6,0,0,0,0,1,0,4,0,38
1997Q4,337,3,0,5,1,3,1,0,1,15,6,0,0,0,0,2,0,4,0,38
1997Q4,338,3,2,1,2,6,2,0,1,12,15,8,0,0,0,32,0,19,0,100
1997Q4,341,3,0,3,0,3,0,0,0,2,3,5,1,0,0,2,0,8,0,27
1997Q4,343,3,0,0,0,1,1,0,0,3,3,3,2,0,0,2,0,2,0,17
1997Q4,351,3,0,0,3,1,1,0,0,0,1,1,0,0,0,6,0,5,0,18
1997Q4,353,3,1,3,0,6,2,0,1,4,1,3,0,0,0,2,0,6,0,29
1997Q4,354,3,1,19,2,7,3,0,0,6,4,2,2,0,1,6,0,15,0,68
1997Q4,355,3,0,7,0,2,2,0,1,16,0,3,0,2,0,3,0,3,1,40
1997Q4,356,3,1,14,2,5,1,0,1,6,0,2,2,0,0,3,0,7,0,44
1997Q4,357,3,1,5,0,7,2,0,1,16,17,2,3,0,0,5,0,17,0,76
1997Q4,358,3,0,4,11,4,2,0,1,2,81,22,30,2,1,129,0,22,6,317
1997Q4,359,3,0,2,0,3,0,0,1,1,7,3,1,0,1,1,0,6,0,26
1997Q4,361,3,0,9,1,8,2,1,1,22,21,5,1,0,0,6,0,13,1,91
1997Q4,362,3,1,9,3,4,3,0,0,33,5,2,2,0,0,4,0,17,0,83
1997Q4,363,3,8,2,1,9,5,0,1,14,9,9,15,3,0,93,0,32,1,202
1997Q4,373,3,1,5,2,4,2,0,0,3,1,3,5,2,2,4,0,8,0,42
1997Q4,374,3,0,6,2,1,0,0,0,3,2,4,3,0,0,4,0,7,0,32
1997Q4,375,3,1,8,1,9,5,0,0,9,7,0,1,0,0,3,0,10,1,55
1997Q4,376,3,0,8,1,8,4,0,1,13,5,8,0,1,0,8,0,12,0,69
1997Q4,377,3,1,11,1,15,7,0,0,27,11,16,3,1,0,8,0,12,1,114
1997Q4,378,3,1,0,0,2,1,0,0,1,8,1,1,0,0,7,0,4,0,26
1997Q4,391,3,0,7,0,2,0,0,0,6,3,3,1,0,0,6,0,10,0,38
1997Q4,392,3,1,6,1,5,7,3,2,12,7,4,4,1,0,10,0,10,1,74
1997Q4,393,3,14,9,7,13,8,1,0,20,8,7,7,2,0,20,0,14,0,130
1997Q4,394,3,1,4,3,1,0,0,0,3,1,2,2,0,0,0,0,7,0,24
1997Q4,395,3,1,6,2,14,9,0,1,11,13,1,2,0,0,7,0,14,0,81
1997Q4,397,3,3,23,4,12,13,1,0,22,9,12,4,0,1,27,0,16,0,147
1997Q4,398,3,5,7,5,11,7,0,3,37,18,10,3,0,0,9,0,26,1,142
1997Q4,399,3,0,2,0,4,1,0,0,6,6,5,1,0,1,5,0,9,0,40
1997Q4,401,4,0,1,2,0,1,0,0,1,1,2,0,0,0,0,0,2,0,10
1997Q4,402,4,0,0,2,1,0,1,0,2,3,0,0,0,0,0,0,2,0,11
1997Q4,403,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997Q4,404,4,0,2,1,1,1,0,0,3,3,1,0,0,0,1,0,3,0,16
1997Q4,405,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1997Q4,406,4,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,10
1997Q4,407,4,0,5,1,1,2,0,1,9,2,7,1,0,0,1,0,8,0,38
1997Q4,408,4,0,0,0,1,0,0,0,7,4,10,0,0,0,3,0,4,0,29
1997Q4,409,4,1,5,3,0,1,0,0,6,7,4,3,0,0,3,0,9,0,42
1997Q4,411,4,0,1,0,0,1,1,0,2,2,0,4,0,0,4,0,3,0,18
1997Q4,412,4,2,2,3,5,2,0,0,7,4,8,2,0,0,0,0,4,0,39
1997Q4,413,4,0,1,0,0,0,0,0,2,0,4,1,0,0,1,0,1,0,10
1997Q4,414,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997Q4,415,4,1,3,0,2,5,0,0,11,0,5,1,0,1,4,0,8,1,42
1997Q4,416,4,0,2,1,1,0,0,0,4,1,5,1,0,0,2,0,4,0,21
1997Q4,421,4,4,1,5,3,1,0,0,9,2,2,3,0,0,0,0,8,0,38
1997Q4,422,4,1,0,1,2,2,0,0,14,16,11,4,0,0,3,0,6,2,62
1997Q4,423,4,1,1,0,2,0,0,0,5,2,4,0,1,0,0,0,6,0,22
1997Q4,424,4,2,3,1,2,1,0,0,14,4,6,2,0,0,6,0,7,0,48
1997Q4,427,4,0,3,2,0,2,0,0,9,4,2,2,0,0,2,0,4,0,30
1997Q4,428,4,0,1,0,2,3,1,0,13,2,7,0,0,0,10,0,7,0,46
1997Q4,429,4,0,6,1,2,0,0,0,15,3,11,0,0,0,4,0,7,0,49
1997Q4,437,4,1,2,6,3,1,0,0,10,3,6,0,0,0,3,0,6,0,41
1997Q4,438,4,6,8,4,1,3,0,0,4,3,4,0,0,0,10,0,6,0,49
1997Q4,439,4,1,1,0,2,1,0,0,5,9,3,0,0,1,3,0,11,0,37
1997Q4,441,4,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,6
1997Q4,442,4,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,2,0,8
1997Q4,443,4,0,4,4,3,1,0,0,5,22,3,6,0,1,22,0,13,0,84
1997Q4,445,4,1,4,4,1,0,0,0,0,0,1,2,0,0,1,0,2,0,16
1997Q4,448,4,0,2,1,2,2,0,1,13,3,4,1,0,0,4,0,4,0,37
1997Q4,449,4,0,3,4,8,0,1,0,4,1,8,1,0,0,4,0,6,0,40
1997Q4,451,4,0,2,0,1,0,1,0,16,1,5,3,0,0,0,0,5,0,34
1997Q4,452,4,0,0,1,0,0,1,0,2,1,2,1,0,0,1,0,0,0,9
1997Q4,453,4,2,0,1,2,0,0,2,10,5,7,2,0,0,15,0,6,0,52
1997Q4,455,4,0,2,0,2,2,0,0,22,4,11,2,0,0,2,0,9,0,56
1997Q4,457,4,0,2,0,5,4,0,0,17,6,17,2,0,0,7,0,16,0,76
1997Q4,459,4,0,2,1,3,1,0,0,6,3,9,2,0,0,0,0,7,0,34
1997Q4,462,4,0,4,0,1,0,0,0,2,1,3,0,0,0,3,0,3,0,17
1997Q4,463,4,1,7,2,9,3,1,1,17,9,13,2,2,1,3,0,16,1,88
1997Q4,466,4,1,4,1,4,1,0,0,10,5,4,1,1,0,4,0,8,0,44
1997Q4,467,4,0,2,0,4,2,0,1,15,7,3,2,0,0,9,0,11,0,56
1997Q4,468,4,0,7,3,5,1,0,0,5,0,1,1,0,0,1,0,7,0,31
1997Q4,469,4,0,5,1,3,2,0,0,5,2,6,0,0,0,0,0,5,1,30
1997Q4,471,4,2,1,1,1,3,0,0,5,1,3,1,0,0,3,0,8,0,29
1997Q4,473,4,1,4,1,6,4,0,0,7,3,4,2,0,0,5,0,16,0,53
1997Q4,477,4,2,3,4,5,0,0,1,7,5,1,2,1,0,8,0,4,0,43
1997Q4,478,4,2,6,2,0,6,0,0,7,1,12,2,1,0,8,0,9,0,56
1997Q4,479,4,1,1,1,2,1,0,0,6,0,8,1,0,0,1,0,4,0,26
1997Q4,483,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1997Q4,487,4,0,3,2,1,1,0,0,3,2,3,0,0,0,0,0,1,0,16
1997Q4,488,4,0,5,0,2,0,0,0,2,1,2,0,0,0,0,0,6,0,18
1997Q4,491,4,0,0,1,0,1,0,0,2,5,3,3,1,1,21,0,23,0,61
1997Q4,497,4,11,4,7,10,4,0,2,14,13,7,4,1,2,6,0,34,0,119
1997Q4,499,4,5,0,2,6,1,0,0,10,5,7,1,0,1,3,0,5,0,46
1997Q4,501,5,0,3,1,1,5,0,1,8,6,1,6,0,0,3,0,8,0,43
1997Q4,502,5,0,0,3,1,1,0,0,2,0,1,4,0,0,2,0,1,0,15
1997Q4,504,5,2,20,0,1,0,0,0,35,5,5,2,0,0,3,0,8,0,81
1997Q4,505,5,1,0,2,1,0,0,0,0,4,0,6,0,0,3,0,4,0,21
1997Q4,506,5,0,5,3,5,4,0,0,10,4,3,2,0,0,7,0,14,0,57
1997Q4,507,5,1,11,1,4,1,1,0,26,14,5,4,0,0,3,0,14,0,85
1997Q4,508,5,0,4,0,0,0,1,0,10,2,2,1,0,0,2,0,12,0,34
1997Q4,509,5,0,2,5,1,3,1,0,12,3,2,3,1,0,4,0,7,0,44
1997Q4,511,5,0,10,3,1,3,0,1,27,14,8,4,1,0,8,0,15,0,95
1997Q4,512,5,1,2,0,0,0,0,1,2,4,0,1,1,0,0,0,3,0,15
1997Q4,513,5,2,13,5,1,4,0,0,22,16,7,8,0,0,8,0,36,0,122
1997Q4,514,5,1,3,2,0,3,0,0,11,2,9,2,0,0,3,0,21,0,57
1997Q4,515,5,1,2,4,5,1,0,0,11,4,5,2,0,0,2,0,8,0,45
1997Q4,516,5,0,4,3,2,4,1,1,16,5,6,2,0,0,5,0,17,0,66
1997Q4,517,5,5,5,2,4,2,0,0,16,13,10,0,0,0,10,0,34,0,101
1997Q4,519,5,4,10,10,2,3,0,0,15,19,7,4,1,0,9,0,28,0,112
1997Q4,521,5,1,3,3,0,3,1,0,6,6,3,0,0,0,12,0,15,0,53
1997Q4,523,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4
1997Q4,524,5,0,1,0,2,0,0,0,12,0,4,0,1,0,3,0,1,0,24
1997Q4,525,5,3,4,2,11,2,0,3,42,10,9,4,0,1,21,0,18,1,131
1997Q4,527,5,3,1,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,10
1997Q4,529,5,2,2,1,8,4,2,2,15,12,6,12,0,0,8,0,35,0,109
1997Q4,541,5,0,4,0,0,0,0,0,3,3,0,2,0,0,8,0,5,0,25
1997Q4,551,5,0,10,4,0,1,0,1,8,6,7,2,0,0,9,0,12,0,60
1997Q4,555,5,0,5,1,3,1,0,0,7,2,4,2,0,0,9,0,8,0,42
1997Q4,557,5,4,4,2,5,2,0,0,19,9,4,2,0,0,12,0,10,0,73
1997Q4,558,5,6,10,2,5,3,0,0,35,17,12,5,1,0,24,0,13,1,134
1997Q4,559,5,0,0,4,0,0,0,0,1,1,0,7,0,0,3,0,3,0,19
1997Q4,561,5,0,4,3,0,3,0,0,3,2,2,0,0,0,5,0,8,0,30
1997Q4,562,5,0,12,5,0,0,0,0,6,10,9,0,0,0,5,0,13,0,60
1997Q4,563,5,1,19,11,6,4,0,1,18,7,15,4,0,1,17,0,22,0,126
1997Q4,565,5,4,5,2,0,0,0,0,1,8,6,1,0,1,6,0,4,0,38
1997Q4,567,5,2,21,11,9,1,0,2,41,9,8,2,1,0,10,0,16,0,133
1997Q4,569,5,3,0,4,1,0,0,0,3,3,4,1,0,0,2,0,5,0,26
1997Q4,581,5,0,1,3,0,0,0,0,2,8,1,0,0,0,8,0,3,0,26
1997Q4,583,5,1,3,5,0,2,0,0,2,2,1,1,0,0,1,0,5,0,23
1997Q4,584,5,0,7,8,0,1,0,0,1,6,5,1,0,0,2,0,5,0,36
1997Q4,585,5,0,27,21,3,3,0,1,21,15,6,9,0,0,7,0,16,0,129
1997Q4,587,5,0,9,5,0,1,0,0,7,10,7,1,0,0,9,0,11,0,60
1997Q4,589,5,0,1,6,1,0,0,2,1,9,4,0,0,0,6,0,7,0,37
1997Q4,599,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1997Q4,600,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
1997Q4,604,6,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,7
1997Q4,609,6,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,4,0,10
1997Q4,615,6,0,1,1,0,1,0,0,4,6,5,3,0,0,3,0,5,0,29
1997Q4,621,6,0,0,0,0,0,1,0,3,0,2,3,0,0,1,0,0,0,10
1997Q4,622,6,0,8,0,1,2,0,0,3,3,2,4,0,0,2,0,6,0,31
1997Q4,625,6,3,3,0,0,0,1,0,6,6,4,4,0,0,7,0,5,0,39
1997Q4,626,6,0,5,0,0,0,0,1,2,6,3,0,0,0,1,0,6,0,24
1997Q4,627,6,0,1,0,0,0,0,0,3,8,3,5,0,0,3,0,6,0,29
1997Q4,628,6,0,4,0,4,1,0,0,9,19,9,2,0,0,8,0,12,0,68
1997Q4,629,6,0,4,1,0,0,0,0,0,1,5,0,0,0,2,0,3,0,16
1997Q4,631,6,0,3,1,1,1,0,0,0,2,1,3,0,0,0,0,1,1,14
1997Q4,632,6,1,8,5,3,1,0,1,8,7,4,5,2,0,16,0,10,0,71
1997Q4,635,6,0,3,1,0,0,0,0,9,3,1,2,0,0,1,0,7,0,27
1997Q4,636,6,13,10,0,12,6,0,3,36,11,6,12,1,0,27,0,16,0,153
1997Q4,637,6,3,1,0,1,2,0,2,4,3,1,1,2,0,9,0,2,0,31
1997Q4,638,6,0,5,1,1,4,2,1,17,10,1,4,0,0,6,0,10,0,62
1997Q4,639,6,1,5,0,5,4,0,2,17,10,4,3,1,0,4,0,9,0,65
1997Q4,642,6,0,13,1,6,3,0,2,4,6,6,0,2,0,5,0,8,0,56
1997Q4,643,6,2,2,0,7,2,0,1,6,23,5,8,1,1,14,0,12,0,84
1997Q4,644,6,0,4,0,5,2,0,2,5,10,2,5,0,0,5,0,20,0,60
1997Q4,645,6,6,13,1,16,10,0,3,28,38,17,27,2,2,45,0,25,1,234
1997Q4,646,6,10,4,2,21,9,0,2,21,31,7,14,3,0,25,0,17,0,166
1997Q4,647,6,3,8,0,4,2,0,1,13,15,4,8,1,1,14,0,5,1,80
1997Q4,649,6,3,9,2,11,5,0,0,27,13,5,7,0,0,11,0,13,0,106
1997Q4,665,6,3,8,2,14,3,1,2,17,18,13,8,0,0,12,0,24,1,126
1997Q4,666,6,7,6,0,8,4,0,0,19,15,12,6,1,1,24,0,25,0,128
1997Q4,667,6,1,4,1,4,1,1,1,6,4,1,1,0,0,4,0,14,1,44
1997Q4,668,6,12,2,0,8,4,0,0,14,8,3,6,4,0,63,0,27,0,151
1997Q4,669,6,8,5,1,7,15,0,0,21,5,12,5,3,0,33,0,22,1,138
1997Q4,671,6,11,4,3,6,2,0,0,8,14,6,13,0,0,15,0,17,0,99
1997Q4,672,6,9,3,3,8,3,0,0,6,26,7,5,3,0,19,0,30,1,123
1997Q4,674,6,2,2,0,5,1,0,0,4,6,2,2,1,0,7,0,11,0,43
1997Q4,676,6,11,8,0,8,9,0,0,16,8,8,5,1,0,12,0,12,0,98
1997Q4,677,6,5,2,2,8,11,0,2,20,12,3,4,1,0,4,0,23,0,97
1997Q4,678,6,2,2,0,9,1,0,0,10,5,5,2,1,1,5,0,16,0,59
1997Q4,679,6,0,2,0,2,1,0,0,4,0,1,0,0,0,2,0,3,0,15
1997Q4,691,6,4,4,1,6,2,0,0,3,6,3,6,2,1,8,0,15,0,61
1997Q4,692,6,0,3,0,3,1,0,1,4,13,2,6,0,0,4,0,19,0,56
1997Q4,693,6,1,0,0,1,1,0,0,0,1,0,2,0,0,2,0,2,0,10
1997Q4,694,6,2,1,1,1,0,0,0,0,2,1,1,0,0,1,0,5,0,15
1997Q4,697,6,2,13,3,10,1,0,0,8,17,1,8,0,1,7,0,27,0,98
1997Q4,699,6,3,5,0,15,6,0,0,16,7,6,2,2,0,6,0,26,1,95
1997Q4,700,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
1997Q4,701,7,12,4,0,4,3,0,1,14,27,21,41,7,1,109,0,20,0,264
1997Q4,702,7,2,1,1,2,2,0,0,2,5,5,5,2,0,10,0,25,1,63
1997Q4,703,7,0,1,0,1,0,0,0,0,2,1,5,1,0,5,0,4,0,20
1997Q4,704,7,1,2,0,2,1,0,0,1,5,1,1,0,0,0,0,7,0,21
1997Q4,705,7,2,2,1,3,2,0,0,1,5,3,3,0,0,3,0,8,0,33
1997Q4,706,7,1,2,0,4,1,0,0,5,14,4,2,1,0,8,0,14,1,57
1997Q4,707,7,0,3,1,1,1,0,0,3,1,4,3,1,0,7,0,10,0,35
1997Q4,708,7,5,3,6,1,1,0,0,4,7,3,5,0,0,0,0,12,0,47
1997Q4,709,7,2,5,0,9,3,0,1,22,10,8,2,1,1,7,0,13,1,85
1997Q4,711,7,6,4,2,2,4,0,0,1,11,3,7,1,0,24,0,13,1,79
1997Q4,714,7,6,9,0,5,1,0,0,7,12,4,12,1,0,91,0,10,0,158
1997Q4,715,7,0,4,0,1,0,0,1,3,17,4,4,0,0,2,0,13,0,49
1997Q4,716,7,0,1,0,3,1,0,0,3,3,5,1,0,0,1,0,13,0,31
1997Q4,717,7,2,1,0,2,0,0,0,0,7,2,6,1,0,11,0,20,0,52
1997Q4,718,7,0,4,1,2,2,0,0,0,0,1,0,0,0,4,0,2,0,16
1997Q4,719,7,0,7,0,9,8,0,1,17,8,4,2,0,0,6,0,15,0,77
1997Q4,721,7,1,4,3,5,1,0,0,1,2,7,7,0,0,8,0,7,0,46
1997Q4,722,7,0,1,1,0,0,0,0,5,11,1,2,0,0,2,0,5,0,28
1997Q4,723,7,2,14,1,4,0,0,1,4,17,10,2,0,0,8,0,16,0,79
1997Q4,724,7,1,0,0,1,2,0,0,1,3,2,2,0,0,2,0,5,1,20
1997Q4,725,7,3,3,2,3,2,0,0,3,6,1,6,0,0,8,0,4,1,42
1997Q4,726,7,1,0,0,2,0,0,0,1,0,2,1,0,0,0,0,2,0,9
1997Q4,727,7,0,7,2,4,2,1,0,5,11,5,3,1,2,2,0,7,0,52
1997Q4,728,7,0,9,6,11,3,0,2,14,22,9,5,0,1,12,0,24,0,118
1997Q4,729,7,4,6,2,7,2,0,1,26,19,9,11,0,0,23,0,14,0,124
1997Q4,731,7,7,2,6,3,1,0,0,1,5,1,6,0,0,7,0,3,1,43
1997Q4,732,7,5,10,2,4,3,0,1,2,17,7,4,2,0,12,0,12,0,81
1997Q4,733,7,4,10,2,8,6,0,0,6,13,12,5,0,0,4,0,20,0,90
1997Q4,734,7,0,3,0,4,0,0,0,3,6,3,3,0,0,4,0,11,0,37
1997Q4,735,7,0,7,0,5,5,0,0,8,12,2,0,0,0,1,0,15,0,55
1997Q4,736,7,0,5,1,6,4,0,0,9,7,1,1,0,0,5,0,6,0,45
1997Q4,737,7,2,12,3,13,8,0,0,16,19,9,6,0,0,12,0,13,1,114
1997Q4,738,7,2,2,1,9,2,0,2,16,11,7,6,1,0,9,0,15,1,84
1997Q4,739,7,0,4,1,6,3,0,0,24,15,11,9,0,0,13,0,24,0,110
1997Q4,741,7,3,4,0,3,1,0,0,6,6,1,5,0,0,11,0,16,0,56
1997Q4,742,7,4,6,2,1,2,0,0,2,8,2,2,2,0,7,0,7,0,45
1997Q4,743,7,0,15,0,1,0,0,0,9,8,3,2,0,0,3,0,6,1,48
1997Q4,745,7,2,9,2,6,0,0,0,11,5,6,1,0,0,7,0,7,0,56
1997Q4,746,7,0,7,0,9,2,0,0,10,4,6,1,0,0,1,0,7,0,47
1997Q4,747,7,1,5,2,10,2,0,0,9,5,8,0,0,0,6,0,6,0,54
1997Q4,748,7,0,0,0,2,0,0,0,8,1,4,0,0,0,0,0,2,1,18
1997Q4,749,7,0,0,0,5,1,0,0,2,3,4,4,0,0,1,0,7,0,27
1997Q4,754,7,0,1,0,3,3,0,0,5,1,4,0,0,1,1,0,5,0,24
1997Q4,755,7,0,1,0,1,3,0,1,2,0,2,1,0,0,2,0,1,0,14
1997Q4,756,7,4,2,8,12,4,0,0,21,5,9,3,2,1,3,0,17,1,92
1997Q4,757,7,0,3,1,7,3,0,0,15,4,3,3,0,0,5,0,13,0,57
1997Q4,758,7,0,2,5,2,0,0,0,6,3,5,2,0,0,3,0,5,0,33
1997Q4,759,7,0,2,0,1,2,0,1,8,3,2,0,0,0,3,0,12,0,34
1997Q4,761,7,0,6,3,5,9,0,0,4,8,0,2,0,0,3,0,9,0,49
1997Q4,762,7,0,1,2,2,1,0,0,4,5,5,2,0,0,2,0,4,0,28
1997Q4,763,7,5,1,2,1,1,0,0,7,6,1,5,0,0,7,0,4,0,40
1997Q4,764,7,1,3,3,7,5,4,2,21,9,8,6,0,0,10,0,10,0,89
1997Q4,765,7,2,2,0,3,0,0,0,8,4,1,0,0,0,1,0,2,0,23
1997Q4,766,7,1,2,0,6,1,0,0,9,0,5,1,0,0,1,0,4,1,31
1997Q4,767,7,0,4,0,4,1,0,0,9,5,3,1,0,2,2,0,10,0,41
1997Q4,768,7,1,2,0,2,4,1,0,3,0,3,2,0,0,2,0,4,0,24
1997Q4,769,7,2,0,3,7,2,0,2,12,1,3,2,0,0,4,0,4,0,42
1997Q4,771,7,4,3,4,5,6,1,0,7,3,6,1,0,0,3,0,10,1,54
1997Q4,772,7,0,3,0,0,3,0,0,5,3,1,0,0,0,1,0,6,0,22
1997Q4,773,7,0,4,0,3,4,0,1,4,2,1,0,0,0,4,0,3,0,26
1997Q4,774,7,0,3,0,5,3,0,0,23,4,4,0,0,0,4,0,7,0,53
1997Q4,775,7,0,0,0,2,1,0,0,2,0,0,0,0,0,3,0,0,0,8
1997Q4,776,7,0,2,3,4,0,0,0,4,3,6,1,0,0,5,0,5,0,33
1997Q4,777,7,2,5,0,4,1,0,0,7,3,6,2,0,0,4,0,17,0,51
1997Q4,778,7,2,1,0,0,4,0,0,5,0,0,1,0,0,3,0,2,0,18
1997Q4,779,7,1,1,0,1,3,0,0,8,1,9,1,0,0,3,0,8,0,36
1997Q4,782,7,0,5,0,2,4,0,2,20,4,2,2,0,0,6,0,13,0,60
1997Q4,783,7,0,15,2,4,0,0,2,8,3,3,1,0,0,7,0,1,0,46
1997Q4,784,7,0,13,0,1,2,0,0,5,2,1,2,0,0,1,0,4,0,31
