Quarter,REPORTING  DISTRICT,DIVISION,BURG  BUS-,BURG  RES-,BURG  OTH-,ROBB  ST-,ROBB  OTH-,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE  THEFT,AUTO  THEFT,BUNCO,TOTAL
1994Q1,0134,1,5,0,2,7,1,0,0,6,4,0,3,2,0,1,0,0,0,31
1994Q1,0135,1,1,1,1,16,5,0,0,10,25,1,1,2,0,2,0,1,0,66
1994Q1,0138,1,1,0,0,10,2,0,0,9,49,3,1,0,0,9,0,0,0,84
1994Q1,0139,1,2,0,0,0,0,0,0,1,22,1,3,0,0,2,0,4,0,35
1994Q1,0141,1,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,3,1,11
1994Q1,0142,1,3,2,2,2,1,0,0,2,54,5,12,2,0,11,1,9,0,106
1994Q1,0143,1,4,0,1,17,1,0,0,7,7,3,2,4,0,8,0,2,0,56
1994Q1,0144,1,0,2,1,16,6,0,0,13,3,2,1,3,0,2,0,0,0,49
1994Q1,0145,1,2,2,0,13,1,1,0,4,7,0,0,3,0,1,0,0,0,34
1994Q1,0146,1,1,0,0,6,0,0,0,6,9,2,2,0,0,5,0,0,0,31
1994Q1,0147,1,2,2,0,4,1,0,1,6,3,1,0,0,0,2,0,0,0,22
1994Q1,0148,1,4,2,1,11,0,1,0,12,4,0,2,0,2,1,0,2,0,42
1994Q1,0151,1,0,0,0,1,0,0,0,1,7,2,4,0,1,3,0,0,1,20
1994Q1,0152,1,8,1,4,16,3,0,1,6,38,6,23,2,0,10,1,2,0,121
1994Q1,0153,1,11,8,2,18,5,0,0,19,17,0,10,19,1,33,0,3,3,149
1994Q1,0154,1,3,5,1,17,3,0,0,5,20,1,3,8,0,2,0,1,0,69
1994Q1,0155,1,1,1,1,6,0,0,0,8,8,0,2,2,1,4,0,0,0,34
1994Q1,0156,1,0,1,0,10,2,0,1,13,3,0,0,1,0,4,0,1,0,36
1994Q1,0157,1,1,1,0,21,1,1,1,19,14,7,2,2,1,5,0,1,0,77
1994Q1,0158,1,4,2,1,18,0,0,0,9,9,4,3,2,0,8,0,6,0,66
1994Q1,0159,1,13,0,2,11,1,0,0,7,11,3,2,0,0,6,0,6,0,62
1994Q1,0161,1,1,0,1,0,0,0,0,2,25,1,5,2,0,6,0,3,0,46
1994Q1,0162,1,6,5,1,6,0,0,0,3,50,3,5,0,1,35,0,5,1,121
1994Q1,0163,1,12,0,3,11,3,0,0,7,14,0,4,7,0,37,0,5,0,103
1994Q1,0164,1,3,1,2,13,4,1,1,8,8,2,1,3,1,2,0,1,0,51
1994Q1,0165,1,1,0,0,3,0,0,0,3,11,0,2,0,0,1,0,1,0,22
1994Q1,0166,1,0,0,0,3,2,0,0,7,6,0,0,0,0,3,0,1,0,22
1994Q1,0171,1,3,0,2,9,0,0,1,11,24,4,3,1,0,3,0,5,0,66
1994Q1,0174,1,6,1,0,8,2,1,1,2,20,1,1,1,0,4,0,3,0,51
1994Q1,0176,1,19,0,1,5,4,0,0,2,40,9,5,2,0,3,0,5,0,95
1994Q1,0181,1,0,1,1,3,0,0,0,1,15,0,5,0,0,3,0,3,0,32
1994Q1,0182,1,6,1,3,12,2,0,0,13,44,5,3,3,1,4,0,12,0,109
1994Q1,0185,1,23,0,4,9,3,0,0,14,100,11,14,13,1,11,0,12,0,215
1994Q1,0191,1,0,0,1,2,1,0,1,2,8,0,1,0,0,2,0,2,0,20
1994Q1,0192,1,5,2,2,12,2,0,2,15,27,7,4,0,1,11,0,13,0,103
1994Q1,0195,1,27,2,1,16,4,0,0,17,41,5,3,0,1,5,0,15,0,137
1994Q1,0200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1994Q1,0211,2,5,11,5,18,4,0,0,16,29,9,5,1,0,16,1,47,0,167
1994Q1,0212,2,5,14,3,16,7,0,0,22,19,5,3,3,1,3,1,41,0,143
1994Q1,0213,2,1,11,2,15,7,0,0,10,20,11,2,1,0,2,2,30,0,114
1994Q1,0214,2,2,1,1,14,1,0,1,16,8,4,1,0,0,0,1,22,0,72
1994Q1,0215,2,5,9,10,28,5,2,1,21,31,13,1,4,2,4,1,36,0,173
1994Q1,0217,2,0,4,6,9,5,0,2,17,19,9,2,2,0,5,4,33,0,117
1994Q1,0219,2,0,2,1,12,3,1,0,8,1,1,0,0,0,3,0,10,0,42
1994Q1,0221,2,1,11,6,12,6,1,0,19,17,7,4,1,0,6,2,42,1,136
1994Q1,0222,2,1,8,4,8,4,0,1,11,6,1,2,1,0,2,0,22,0,71
1994Q1,0224,2,1,0,0,3,0,0,0,13,5,2,0,0,0,2,0,9,0,35
1994Q1,0231,2,2,4,1,12,1,0,0,15,9,8,1,0,0,0,0,24,0,77
1994Q1,0232,2,0,2,0,6,6,0,0,16,13,5,1,0,1,1,1,28,0,80
1994Q1,0233,2,4,9,14,8,7,1,0,12,24,6,1,0,0,6,0,41,0,133
1994Q1,0234,2,2,12,2,7,8,1,0,21,34,12,1,3,0,8,1,41,0,153
1994Q1,0235,2,4,10,2,11,4,0,2,18,36,15,4,2,0,0,0,26,0,134
1994Q1,0236,2,2,7,3,11,3,0,0,11,24,23,4,0,0,8,0,19,0,115
1994Q1,0237,2,3,4,14,30,10,0,0,20,25,14,1,0,2,7,0,18,0,148
1994Q1,0238,2,2,3,4,6,0,0,0,8,1,4,1,0,1,2,0,8,0,40
1994Q1,0239,2,1,0,1,2,3,0,0,1,9,3,1,0,0,1,0,3,0,25
1994Q1,0241,2,4,7,0,20,13,0,2,31,29,10,4,1,1,5,0,44,2,173
1994Q1,0242,2,4,4,3,12,10,0,2,21,26,1,3,1,2,15,0,26,0,130
1994Q1,0243,2,2,9,8,19,2,1,1,16,30,7,4,2,1,30,2,22,0,156
1994Q1,0244,2,2,4,1,18,3,0,0,23,35,7,8,1,0,9,0,26,1,138
1994Q1,0245,2,5,8,4,18,2,0,2,17,43,11,9,5,1,8,0,19,0,152
1994Q1,0246,2,5,7,3,15,5,3,1,23,15,5,4,3,0,17,1,6,0,113
1994Q1,0247,2,3,4,2,5,3,0,2,8,9,1,0,0,0,2,0,6,0,45
1994Q1,0249,2,2,0,2,8,1,0,0,14,42,1,5,1,0,2,1,13,0,92
1994Q1,0251,2,2,4,0,11,4,0,1,18,10,8,4,2,2,10,0,22,0,98
1994Q1,0252,2,1,1,0,8,8,0,0,20,16,4,2,0,0,7,0,13,0,80
1994Q1,0256,2,4,6,2,14,2,0,0,19,24,2,5,1,1,13,0,9,0,102
1994Q1,0257,2,2,2,2,10,2,0,2,14,29,3,1,0,0,9,0,7,0,83
1994Q1,0261,2,3,4,2,9,2,0,0,18,5,2,3,1,0,5,0,19,0,73
1994Q1,0262,2,10,4,10,3,4,0,0,18,9,2,0,0,0,7,0,6,0,73
1994Q1,0264,2,3,6,6,6,2,0,1,18,10,5,3,0,2,6,0,6,1,75
1994Q1,0266,2,2,2,3,13,3,0,1,22,10,11,2,0,2,18,0,10,2,101
1994Q1,0267,2,2,3,0,13,0,1,0,8,6,4,1,0,0,5,0,8,0,51
1994Q1,0269,2,4,3,0,11,4,0,1,21,4,6,0,1,0,5,0,8,0,68
1994Q1,0271,2,3,7,7,14,5,0,0,19,8,4,1,1,1,8,1,30,0,109
1994Q1,0272,2,2,6,4,5,1,0,0,7,7,10,3,1,0,2,0,10,0,58
1994Q1,0273,2,1,4,4,16,4,1,0,10,15,6,1,1,0,5,0,20,0,88
1994Q1,0275,2,1,7,5,17,7,0,2,29,23,10,8,1,1,8,1,20,0,140
1994Q1,0276,2,2,4,0,15,5,0,0,31,6,1,4,1,0,3,0,18,0,90
1994Q1,0279,2,0,1,1,1,1,0,0,9,9,3,2,0,0,2,0,5,0,34
1994Q1,0281,2,1,2,0,14,5,0,1,17,3,2,3,1,2,1,1,13,0,66
1994Q1,0282,2,4,4,0,19,4,0,1,20,6,13,2,0,1,3,1,22,0,100
1994Q1,0286,2,2,4,1,11,5,0,0,21,3,15,0,1,0,1,0,13,0,77
1994Q1,0289,2,0,1,0,6,1,0,0,5,7,1,2,0,0,2,0,7,0,32
1994Q1,0291,2,0,2,0,10,4,1,0,3,5,9,0,0,0,0,0,17,0,51
1994Q1,0292,2,2,0,0,6,5,0,0,5,1,0,3,0,0,3,0,7,1,33
1994Q1,0296,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,6
1994Q1,0299,2,2,4,0,11,2,0,0,8,6,4,2,0,1,0,0,5,0,45
1994Q1,0300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1994Q1,0309,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4
1994Q1,0311,3,2,3,0,1,0,0,0,2,2,1,0,0,0,1,0,6,0,18
1994Q1,0312,3,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,6
1994Q1,0313,3,1,5,0,5,3,0,0,4,3,0,1,0,0,0,0,7,0,29
1994Q1,0314,3,0,7,0,5,2,0,0,17,8,7,0,0,0,2,0,23,0,71
1994Q1,0315,3,0,14,3,11,1,0,0,14,1,1,0,0,0,5,1,14,0,65
1994Q1,0316,3,2,8,0,6,0,0,0,7,3,4,2,0,0,4,1,15,0,52
1994Q1,0317,3,0,2,0,13,4,0,0,15,6,5,4,0,0,5,1,15,0,70
1994Q1,0318,3,3,3,1,8,2,1,1,3,2,6,1,0,0,1,0,15,0,47
1994Q1,0319,3,2,8,4,10,1,0,2,18,17,5,3,0,0,6,1,27,0,104
1994Q1,0326,3,0,6,1,9,5,0,0,19,5,10,1,0,0,2,0,28,0,86
1994Q1,0327,3,0,8,0,8,2,0,0,8,23,5,4,0,0,2,4,24,0,88
1994Q1,0328,3,0,15,2,4,2,0,0,5,43,12,7,2,0,14,11,25,0,142
1994Q1,0329,3,2,1,0,2,0,0,0,1,7,2,0,0,0,0,0,3,0,18
1994Q1,0331,3,2,11,1,7,3,0,0,12,6,4,3,0,2,2,0,15,0,68
1994Q1,0332,3,0,9,1,6,1,1,0,8,3,3,1,1,1,6,1,7,0,49
1994Q1,0333,3,5,4,2,9,9,1,1,9,5,4,4,0,0,5,0,18,0,76
1994Q1,0334,3,6,15,2,10,5,0,1,11,9,7,2,0,2,10,0,16,0,96
1994Q1,0335,3,1,4,3,4,2,2,1,12,5,3,0,0,0,0,0,13,0,50
1994Q1,0336,3,0,4,2,9,8,0,0,9,5,5,1,0,1,2,0,22,0,68
1994Q1,0337,3,0,5,3,5,3,1,0,6,9,6,1,1,0,5,0,16,0,61
1994Q1,0338,3,0,7,0,14,3,0,0,8,27,9,4,0,2,17,2,33,0,126
1994Q1,0351,3,0,0,3,1,1,0,0,2,2,2,1,0,0,0,0,3,0,15
1994Q1,0353,3,0,4,0,5,7,0,0,6,3,1,2,1,0,5,0,8,0,42
1994Q1,0354,3,2,3,2,3,2,0,2,18,2,1,5,1,0,1,0,18,0,60
1994Q1,0355,3,3,8,3,9,4,0,3,21,9,5,2,0,1,3,1,19,0,91
1994Q1,0356,3,4,5,0,18,2,1,0,22,3,8,2,0,1,10,1,20,0,97
1994Q1,0357,3,0,9,1,14,3,0,2,12,17,11,3,1,1,6,1,28,0,109
1994Q1,0358,3,2,14,23,8,2,0,1,3,93,50,41,0,0,76,26,33,0,372
1994Q1,0359,3,2,0,0,1,2,0,0,1,15,1,1,0,0,4,0,2,0,29
1994Q1,0361,3,0,10,1,18,5,0,0,28,21,7,0,0,1,32,0,20,0,143
1994Q1,0362,3,1,12,1,8,4,0,3,33,7,3,4,0,1,7,1,25,0,110
1994Q1,0363,3,8,15,5,22,15,1,2,27,22,15,14,1,1,47,1,51,0,247
1994Q1,0373,3,0,3,1,10,3,0,0,9,9,1,4,1,2,13,0,16,0,72
1994Q1,0374,3,0,1,3,3,1,0,0,5,5,2,0,0,1,3,1,17,0,42
1994Q1,0375,3,4,10,4,8,6,0,0,15,6,5,2,0,0,7,0,8,0,75
1994Q1,0376,3,2,7,3,15,3,0,5,19,13,11,2,0,4,11,4,18,0,117
1994Q1,0377,3,2,11,0,34,2,0,1,34,15,8,4,0,2,4,0,29,0,146
1994Q1,0378,3,3,3,0,5,4,0,0,10,12,2,5,2,2,3,1,9,0,61
1994Q1,0391,3,0,2,1,0,2,1,0,12,4,0,5,0,1,4,1,21,0,54
1994Q1,0393,3,9,9,9,20,4,0,1,19,13,5,7,1,0,8,1,38,0,144
1994Q1,0394,3,4,0,3,2,2,0,0,3,5,3,1,1,0,1,0,7,0,32
1994Q1,0395,3,3,5,2,15,7,1,3,19,8,0,7,2,1,10,1,14,0,98
1994Q1,0397,3,7,8,4,20,3,1,1,28,11,8,3,1,2,15,0,31,0,143
1994Q1,0398,3,5,9,2,20,12,1,2,52,28,9,4,0,0,15,2,25,0,186
1994Q1,0399,3,0,1,0,9,2,0,1,8,6,2,0,0,2,11,0,5,0,47
1994Q1,0401,4,0,1,0,0,2,2,0,5,4,3,0,0,0,1,1,2,0,21
1994Q1,0402,4,0,3,1,1,0,0,0,5,9,0,3,0,0,0,0,6,0,28
1994Q1,0403,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3
1994Q1,0404,4,1,3,0,1,2,0,0,3,6,3,1,0,0,2,0,9,0,31
1994Q1,0406,4,0,6,0,1,0,0,0,2,26,3,0,0,0,0,1,8,0,47
1994Q1,0407,4,1,10,3,2,2,0,0,11,9,2,1,1,0,2,0,12,0,56
1994Q1,0408,4,1,2,0,3,4,0,1,6,0,0,0,0,0,1,1,5,0,24
1994Q1,0409,4,1,12,2,3,2,0,0,24,10,10,4,0,0,2,1,10,0,81
1994Q1,0411,4,1,1,1,3,2,0,0,2,2,5,1,0,0,7,0,1,0,26
1994Q1,0412,4,1,1,0,4,0,0,0,5,6,12,2,1,0,1,0,8,0,41
1994Q1,0413,4,1,1,1,2,1,0,0,5,4,0,0,0,0,0,0,5,0,20
1994Q1,0414,4,0,1,0,0,1,0,0,4,1,1,0,0,0,0,0,1,0,9
1994Q1,0415,4,3,1,4,2,4,0,1,11,3,17,1,0,0,5,1,13,0,66
1994Q1,0416,4,0,1,0,2,1,0,0,14,5,0,0,0,0,2,1,12,0,38
1994Q1,0421,4,2,2,1,1,0,0,1,8,8,0,1,0,0,3,0,7,0,34
1994Q1,0422,4,0,3,6,4,2,0,1,8,7,7,1,1,0,5,2,12,1,60
1994Q1,0423,4,2,1,1,1,4,0,0,9,3,5,0,1,0,1,0,12,0,40
1994Q1,0424,4,2,10,2,7,4,0,0,4,17,0,6,0,0,7,1,16,0,76
1994Q1,0427,4,1,4,8,3,1,1,0,8,4,2,4,0,0,5,0,13,0,54
1994Q1,0428,4,2,3,1,3,2,0,0,9,7,4,4,0,0,9,0,12,0,56
1994Q1,0429,4,0,5,3,2,2,0,0,8,6,2,0,0,0,3,0,10,0,41
1994Q1,0437,4,1,5,6,1,4,0,1,9,5,4,1,0,0,3,0,10,0,50
1994Q1,0438,4,4,5,8,0,3,0,0,6,13,9,2,0,0,7,1,16,0,74
1994Q1,0439,4,4,6,8,4,1,0,0,12,13,3,3,0,0,2,1,19,0,76
1994Q1,0441,4,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,2,0,8
1994Q1,0442,4,4,0,0,0,2,0,0,1,3,2,1,0,0,0,0,4,0,17
1994Q1,0443,4,0,0,5,5,4,0,2,8,43,9,4,2,0,19,0,23,0,124
1994Q1,0445,4,0,2,0,0,0,0,0,4,4,5,0,0,0,0,0,2,0,17
1994Q1,0448,4,0,5,1,1,6,0,0,20,7,6,1,0,0,5,0,13,0,65
1994Q1,0449,4,3,2,1,4,5,0,0,7,4,8,1,0,0,2,0,13,0,50
1994Q1,0451,4,1,9,12,1,5,0,0,9,9,2,4,0,0,2,1,8,1,64
1994Q1,0452,4,2,1,3,2,0,0,0,4,4,0,4,0,0,11,0,1,0,32
1994Q1,0453,4,2,4,2,10,4,0,0,11,5,6,1,1,1,1,2,9,0,59
1994Q1,0455,4,2,7,0,5,3,1,0,7,8,5,0,1,1,5,0,17,0,62
1994Q1,0457,4,0,5,1,8,5,0,0,19,13,3,2,1,0,4,0,26,0,87
1994Q1,0459,4,1,1,2,13,3,1,0,9,4,3,0,0,0,4,4,15,0,60
1994Q1,0462,4,2,1,2,8,5,0,0,11,5,4,1,0,0,1,0,8,0,48
1994Q1,0463,4,5,12,5,13,5,0,1,16,18,14,5,4,4,7,2,29,0,140
1994Q1,0466,4,1,1,1,9,3,0,0,4,6,3,1,2,1,2,0,10,0,44
1994Q1,0467,4,3,4,0,2,9,0,0,5,7,18,0,3,1,7,0,21,0,80
1994Q1,0468,4,0,1,0,6,3,0,0,8,12,9,1,0,0,0,0,26,0,66
1994Q1,0469,4,0,5,0,8,2,0,1,4,2,4,1,0,0,2,0,16,0,45
1994Q1,0471,4,23,3,3,7,4,2,0,24,17,10,2,0,0,8,1,27,0,131
1994Q1,0473,4,2,4,1,14,4,0,0,5,12,5,1,0,0,4,0,21,0,73
1994Q1,0477,4,0,3,4,3,3,0,1,9,8,7,1,0,0,3,0,13,1,56
1994Q1,0478,4,2,1,4,3,3,1,1,5,5,0,3,0,0,2,0,16,0,46
1994Q1,0479,4,1,4,2,1,1,0,0,7,6,0,0,0,0,2,0,15,0,39
1994Q1,0483,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3
1994Q1,0487,4,0,1,1,3,2,1,0,1,0,0,1,0,0,0,0,6,0,16
1994Q1,0488,4,1,1,0,1,1,1,0,5,0,2,1,0,0,1,1,12,0,27
1994Q1,0491,4,9,0,0,0,2,0,0,1,5,4,2,0,0,12,0,10,0,45
1994Q1,0497,4,4,7,3,13,6,1,0,22,11,11,5,0,0,9,1,45,0,138
1994Q1,0499,4,7,5,1,2,2,1,0,11,1,5,1,0,0,3,0,17,0,56
1994Q1,0501,5,1,17,0,5,3,0,1,16,12,1,2,0,0,6,2,16,0,82
1994Q1,0502,5,0,0,2,0,0,0,0,1,5,1,3,0,0,1,0,5,0,18
1994Q1,0503,5,2,5,3,6,3,0,1,7,13,3,1,0,0,5,1,11,0,61
1994Q1,0504,5,7,13,5,3,1,0,1,24,20,7,8,0,0,3,3,16,0,111
1994Q1,0505,5,1,3,1,0,0,0,0,2,3,3,1,0,0,3,1,8,0,26
1994Q1,0506,5,3,8,4,4,1,0,1,7,7,4,5,0,0,4,6,6,0,60
1994Q1,0511,5,3,7,4,6,11,0,0,22,6,4,3,0,0,3,6,28,1,104
1994Q1,0512,5,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,5,0,10
1994Q1,0513,5,7,11,11,5,2,0,2,22,23,11,3,1,0,6,1,24,0,129
1994Q1,0514,5,4,6,1,7,3,0,1,18,5,2,0,1,0,1,1,16,0,66
1994Q1,0515,5,4,8,2,2,5,0,0,11,5,4,1,0,0,1,1,10,0,54
1994Q1,0516,5,3,11,5,5,7,1,0,20,6,4,4,0,0,10,4,23,0,103
1994Q1,0517,5,8,8,3,10,4,0,0,15,33,2,6,0,1,10,1,46,0,147
1994Q1,0519,5,3,3,3,2,1,2,0,42,14,6,7,0,0,6,1,65,0,155
1994Q1,0521,5,2,5,5,3,4,0,1,2,18,6,4,0,0,4,2,9,0,65
1994Q1,0523,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
1994Q1,0524,5,0,4,1,6,1,0,1,12,5,1,2,0,0,3,0,6,1,43
1994Q1,0525,5,3,10,3,16,5,1,3,31,22,4,5,0,0,7,1,41,1,153
1994Q1,0527,5,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,7
1994Q1,0529,5,12,6,8,18,6,1,0,22,25,6,10,0,0,7,0,46,0,167
1994Q1,0541,5,3,3,1,0,3,2,0,8,40,12,4,0,0,11,5,8,0,100
1994Q1,0551,5,0,4,2,0,0,0,0,5,17,3,5,0,0,7,2,13,0,58
1994Q1,0555,5,3,2,3,3,6,0,3,11,6,4,1,0,0,3,1,10,0,56
1994Q1,0557,5,1,8,5,5,10,0,1,14,16,8,8,0,0,9,10,18,0,113
1994Q1,0558,5,5,12,2,17,4,2,2,42,24,7,10,1,0,18,2,26,0,174
1994Q1,0559,5,0,5,0,2,0,0,0,5,1,0,1,0,0,0,1,6,0,21
1994Q1,0561,5,1,1,1,1,0,0,0,0,4,3,1,0,0,1,0,6,0,19
1994Q1,0562,5,0,7,1,1,0,0,1,4,17,1,0,0,0,1,1,14,0,48
1994Q1,0563,5,4,27,21,4,8,1,1,25,32,8,6,0,0,30,8,24,0,199
1994Q1,0565,5,10,4,2,3,7,0,0,6,6,3,2,0,0,10,2,10,0,65
1994Q1,0567,5,5,20,9,15,7,1,1,40,23,9,7,0,0,12,14,28,0,191
1994Q1,0569,5,7,1,10,1,1,0,2,3,10,2,3,0,1,2,1,7,0,51
1994Q1,0581,5,1,4,0,0,2,0,0,3,5,1,1,0,0,6,0,7,0,30
1994Q1,0583,5,1,2,1,1,0,0,0,4,14,2,2,0,0,1,1,11,0,40
1994Q1,0584,5,0,3,2,2,1,0,0,4,17,5,3,0,0,1,1,11,0,50
1994Q1,0585,5,0,20,11,7,4,0,0,21,35,6,6,0,0,7,7,50,0,174
1994Q1,0587,5,0,4,11,0,2,0,0,13,19,5,4,0,0,3,3,13,0,77
1994Q1,0589,5,0,1,3,1,0,0,1,4,5,2,4,0,0,2,0,12,0,35
1994Q1,0600,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3
1994Q1,0604,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,8
1994Q1,0609,6,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,4,0,10
1994Q1,0615,6,0,4,0,3,0,0,2,0,25,3,1,0,0,2,1,8,0,49
1994Q1,0621,6,0,5,1,0,0,0,0,1,7,3,3,0,0,0,2,0,0,22
1994Q1,0622,6,2,15,1,3,2,1,0,11,22,5,5,0,0,2,1,11,0,81
1994Q1,0625,6,0,9,3,1,1,0,0,4,15,2,7,0,0,5,2,9,0,58
1994Q1,0626,6,1,7,0,2,1,0,0,8,21,4,4,0,0,0,0,8,0,56
1994Q1,0627,6,0,3,1,6,1,0,2,0,23,4,0,1,0,3,1,13,0,58
1994Q1,0628,6,0,20,2,5,3,0,0,5,56,8,2,0,0,8,2,23,0,134
1994Q1,0629,6,0,11,2,4,0,0,1,2,13,2,1,0,1,1,0,4,0,42
1994Q1,0631,6,0,9,0,0,0,0,0,3,14,3,6,0,0,2,0,2,0,39
1994Q1,0632,6,2,11,3,2,3,0,0,10,67,12,7,0,0,5,1,23,0,146
1994Q1,0635,6,0,9,1,2,1,0,1,3,15,3,1,1,0,2,0,10,0,49
1994Q1,0636,6,6,29,3,17,13,0,3,57,52,7,14,5,1,20,1,26,0,254
1994Q1,0637,6,3,6,3,8,2,0,2,12,15,4,2,0,1,5,0,8,0,71
1994Q1,0638,6,8,9,2,9,11,0,0,17,22,6,2,0,0,11,2,22,1,122
1994Q1,0639,6,8,8,2,10,3,0,1,5,18,5,0,0,0,2,0,16,0,78
1994Q1,0642,6,1,7,1,4,1,0,0,9,18,4,5,0,0,7,2,19,0,78
1994Q1,0643,6,4,20,7,10,10,0,0,13,52,8,6,0,1,18,4,38,1,192
1994Q1,0644,6,3,6,1,13,1,0,3,13,19,6,4,0,0,7,1,23,0,100
1994Q1,0645,6,10,34,6,21,6,0,6,16,120,10,20,3,3,30,3,29,0,317
1994Q1,0646,6,18,12,7,28,8,1,2,30,92,9,6,3,0,18,0,38,0,272
1994Q1,0647,6,7,14,3,5,4,0,1,9,35,5,10,2,0,10,0,12,0,117
1994Q1,0649,6,24,15,8,20,4,2,2,49,19,10,4,2,0,8,2,34,0,203
1994Q1,0665,6,11,34,4,23,5,0,0,23,49,13,5,1,0,12,1,46,0,227
1994Q1,0666,6,18,12,4,18,15,0,1,30,74,9,11,3,1,29,1,38,1,265
1994Q1,0667,6,4,2,8,14,0,0,0,13,29,4,5,0,0,28,1,30,0,138
1994Q1,0668,6,4,2,0,16,2,0,1,14,15,3,3,1,0,32,1,19,0,113
1994Q1,0669,6,8,8,0,13,1,0,0,17,13,3,6,3,1,25,4,39,1,142
1994Q1,0671,6,6,9,5,5,7,0,1,15,36,7,10,3,0,8,2,25,0,139
1994Q1,0672,6,7,5,6,27,4,0,1,5,149,4,4,2,0,6,4,43,0,267
1994Q1,0674,6,3,6,3,12,2,0,1,5,30,4,2,1,0,4,1,19,0,93
1994Q1,0675,6,2,16,1,15,4,0,0,8,63,6,1,1,0,4,1,53,0,175
1994Q1,0676,6,5,10,0,7,4,0,2,20,49,8,11,1,1,19,1,37,0,175
1994Q1,0677,6,5,4,3,15,9,1,1,15,33,9,8,2,0,8,3,30,0,146
1994Q1,0678,6,4,2,0,9,3,0,0,8,8,0,0,1,1,2,0,32,0,70
1994Q1,0679,6,0,1,0,3,0,0,0,6,5,3,0,0,0,3,1,14,0,36
1994Q1,0691,6,2,4,3,9,3,0,0,9,17,4,6,6,0,5,2,15,1,86
1994Q1,0692,6,1,10,3,8,11,0,0,3,14,3,2,0,1,5,0,33,0,94
1994Q1,0693,6,0,1,2,2,0,0,0,0,5,0,1,0,2,1,0,4,0,18
1994Q1,0694,6,1,1,2,1,2,0,0,0,3,0,0,0,0,2,0,8,0,20
1994Q1,0695,6,2,1,0,6,2,0,0,0,8,1,1,0,0,3,0,11,0,35
1994Q1,0696,6,2,3,0,9,2,0,0,6,18,5,2,0,0,5,0,18,0,70
1994Q1,0697,6,1,13,6,25,12,0,0,17,25,9,5,0,1,8,5,45,0,172
1994Q1,0699,6,1,9,1,20,6,0,1,35,7,4,3,0,1,7,1,45,1,142
