QUARTER,RD,QUARTER,BURG BUS-,BURG RES-,BURG OTH-,ROBB ST-,ROBB OTH-,MURD- ER,RAPE,AGGR ASSA- ULT,BURG FROM AUTO,THEFT FROM AUTO,GRAND THEFT,THEFT FROM PERS,PURSE SNAT- CH,OTHER THEFT,BIKE THEFT,AUTO THEFT,BUNCO,TOTAL
2001Q3,1839,18,0,1,0,1,1,1,0,11,2,1,0,0,0,0,0,1,0,19
2001Q3,1841,18,1,11,3,7,0,1,0,29,5,4,3,0,0,5,0,14,0,83
2001Q3,1842,18,2,7,5,9,7,1,2,40,4,18,4,0,0,12,0,15,0,126
2001Q3,1844,18,5,11,6,5,5,0,2,29,6,12,3,0,0,7,0,7,0,98
2001Q3,1846,18,2,29,1,22,5,0,0,50,2,5,1,0,1,4,0,12,0,134
2001Q3,1849,18,0,16,2,10,1,1,3,43,8,4,0,0,0,6,0,11,0,105
2001Q3,1861,18,0,7,0,4,1,1,0,13,1,4,0,0,0,4,0,2,0,37
2001Q3,1862,18,1,11,1,6,6,0,0,23,3,7,1,0,0,3,0,9,0,71
2001Q3,1863,18,0,2,2,13,6,1,2,23,4,4,1,0,2,8,0,4,0,72
2001Q3,1864,18,1,5,1,4,2,2,0,18,1,2,1,0,0,5,0,5,0,47
2001Q3,1871,18,0,17,0,12,7,0,0,23,7,9,4,0,0,8,0,29,0,116
2001Q3,1881,18,2,11,1,2,0,0,1,8,5,6,7,0,0,5,0,15,0,63
2001Q3,9900,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2001Q3,9901,99,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,3,0,7
2001Q3,9902,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001Q3,9903,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
2001Q3,9904,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2001Q3,9905,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001Q3,9906,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001Q3,9907,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2001Q3,9908,99,0,0,0,0,0,0,0,0,2,2,2,1,0,2,0,0,0,9
2001Q3,9909,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4
2001Q3,9910,99,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,6
2001Q3,9911,99,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,3,0,8
2001Q3,9912,99,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2001Q3,9913,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2001Q3,9914,99,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,4,0,8
2001Q3,9915,99,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,2,0,7
2001Q3,9916,99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,7
2001Q3,9917,99,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3
2001Q3,9918,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001Q3,9999,99,0,1,0,9,6,0,13,51,22,35,34,3,1,63,0,12,0,250
2001Q4,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2001Q4,101,1,0,9,0,6,0,0,0,9,10,1,2,0,0,4,0,18,0,59
2001Q4,105,1,0,1,0,1,0,0,0,1,4,1,0,0,0,0,0,4,0,12
2001Q4,111,1,3,6,3,14,3,0,1,8,13,5,11,5,1,13,0,12,0,98
2001Q4,112,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2,0,7
2001Q4,119,1,0,0,1,1,3,1,0,3,5,4,3,3,0,4,0,15,1,44
2001Q4,121,1,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,4,0,13
2001Q4,122,1,0,0,0,0,0,0,0,3,2,0,2,0,0,3,0,0,0,10
2001Q4,123,1,0,0,0,1,0,0,0,2,1,1,2,1,0,5,0,1,0,14
2001Q4,124,1,0,0,0,2,0,0,0,1,2,1,2,1,0,6,0,2,0,17
2001Q4,127,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3
2001Q4,128,1,0,0,0,2,0,0,0,1,8,0,3,1,0,2,0,1,0,18
2001Q4,129,1,1,0,0,1,0,0,0,2,2,1,0,0,0,2,0,2,0,11
2001Q4,131,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,8
2001Q4,132,1,0,1,0,1,2,0,0,1,8,2,4,1,1,2,0,1,0,24
2001Q4,133,1,1,0,0,1,0,0,1,1,3,0,2,1,0,1,0,1,0,12
2001Q4,134,1,0,0,0,4,3,0,1,4,3,1,2,1,0,6,0,0,0,25
2001Q4,135,1,0,0,0,3,2,0,1,9,7,2,1,2,0,1,0,1,0,29
2001Q4,138,1,1,0,0,4,2,0,0,7,59,3,5,0,0,18,0,1,0,100
2001Q4,139,1,2,0,1,2,1,0,1,4,14,4,3,0,0,4,0,2,0,38
2001Q4,141,1,0,1,0,0,0,0,1,2,0,0,3,0,0,0,0,2,0,9
2001Q4,142,1,1,1,1,0,0,0,0,0,4,4,11,1,0,7,0,2,0,32
2001Q4,143,1,1,0,1,2,1,0,0,2,1,0,0,1,1,3,0,1,0,14
2001Q4,144,1,0,4,0,8,2,0,2,5,2,1,2,0,0,2,0,0,0,28
2001Q4,145,1,1,1,0,1,1,0,0,5,0,0,1,2,0,2,0,2,0,16
2001Q4,146,1,1,0,0,2,1,0,0,1,1,1,6,4,0,5,0,1,0,23
2001Q4,147,1,0,1,0,2,1,0,0,4,0,0,1,2,0,5,0,1,0,17
2001Q4,148,1,1,0,0,3,0,0,0,12,1,3,1,1,0,2,0,1,0,25
2001Q4,151,1,0,0,2,0,0,0,0,1,1,1,2,0,0,5,0,0,0,12
2001Q4,152,1,3,1,4,5,2,0,0,4,3,5,19,3,0,14,0,2,0,65
2001Q4,153,1,2,4,1,17,10,1,0,16,1,3,11,10,1,23,0,1,0,101
2001Q4,154,1,3,5,1,12,6,1,0,11,6,3,3,4,2,4,0,1,0,62
2001Q4,155,1,1,1,0,5,2,0,0,5,1,3,1,4,1,4,0,3,0,31
2001Q4,156,1,2,5,0,5,1,0,0,11,1,1,6,1,2,8,1,0,0,44
2001Q4,157,1,2,1,0,12,1,0,0,8,4,1,1,0,0,4,0,5,0,39
2001Q4,158,1,1,2,0,5,0,0,1,10,11,3,2,1,0,7,0,5,0,48
2001Q4,159,1,2,1,0,5,4,0,1,11,30,11,0,0,0,5,0,11,0,81
2001Q4,161,1,0,0,0,1,0,0,0,1,3,1,2,0,0,16,0,2,0,26
2001Q4,162,1,8,0,2,3,1,0,0,10,15,1,6,2,0,49,0,5,0,102
2001Q4,163,1,12,0,0,8,2,0,0,3,3,1,1,2,2,14,0,4,1,53
2001Q4,164,1,0,3,0,8,0,1,0,8,1,3,2,3,0,6,0,0,0,35
2001Q4,165,1,0,0,1,5,1,0,0,5,3,4,0,4,0,5,0,2,1,31
2001Q4,166,1,1,1,0,18,5,0,0,25,3,3,0,2,0,12,0,1,0,71
2001Q4,171,1,1,2,0,2,0,0,0,2,5,0,1,0,0,7,0,3,0,23
2001Q4,174,1,2,3,0,7,1,1,2,8,7,2,3,5,0,4,0,1,0,46
2001Q4,176,1,4,0,0,6,1,0,1,3,10,3,6,3,1,8,0,4,0,50
2001Q4,181,1,0,0,0,0,0,0,0,1,3,0,13,1,0,3,0,1,0,22
2001Q4,182,1,2,3,0,5,0,0,0,9,22,6,4,1,0,5,0,14,0,71
2001Q4,185,1,10,0,0,7,4,0,0,9,17,9,12,24,1,20,0,18,1,132
2001Q4,191,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3
2001Q4,192,1,8,1,0,2,1,0,1,3,12,2,2,0,0,3,0,15,0,50
2001Q4,195,1,13,1,0,4,6,1,0,9,44,1,3,2,1,8,0,18,0,111
2001Q4,200,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
2001Q4,211,2,0,2,0,7,1,0,0,9,9,2,6,0,1,5,0,21,0,63
2001Q4,212,2,1,3,0,5,2,0,1,25,5,6,2,1,0,4,0,13,0,68
2001Q4,213,2,0,6,0,4,1,1,0,12,10,10,7,1,0,3,0,20,0,75
2001Q4,214,2,0,6,0,1,1,0,0,26,7,7,4,0,1,6,0,30,0,89
2001Q4,215,2,1,4,0,4,4,0,0,22,11,6,2,1,0,2,0,26,0,83
2001Q4,217,2,0,2,1,10,2,0,0,10,7,3,3,0,0,4,0,18,0,60
2001Q4,219,2,0,1,1,6,0,0,0,5,7,3,1,0,0,3,0,12,0,39
2001Q4,221,2,4,10,1,10,3,0,0,19,17,10,5,0,1,6,0,23,0,109
2001Q4,222,2,2,1,2,4,0,1,1,11,3,2,0,1,0,4,0,5,0,37
2001Q4,224,2,0,5,1,1,2,0,0,17,1,8,0,0,0,1,0,13,0,49
2001Q4,231,2,1,2,1,8,2,0,1,14,4,1,1,1,0,1,0,7,0,44
2001Q4,232,2,0,6,0,9,1,0,3,28,9,1,1,1,0,4,0,9,0,72
2001Q4,233,2,1,4,2,6,3,0,2,12,18,6,3,1,0,11,0,14,0,83
2001Q4,234,2,0,6,3,5,3,2,1,21,20,6,3,1,1,9,0,30,0,111
2001Q4,235,2,2,5,5,6,2,0,2,16,16,5,5,0,0,4,0,17,0,85
2001Q4,236,2,0,8,0,5,3,0,1,14,5,3,2,0,0,4,0,12,0,57
2001Q4,237,2,0,1,2,8,3,1,1,20,10,8,2,0,1,10,0,16,0,83
2001Q4,238,2,0,2,0,4,2,3,1,12,7,1,0,0,0,2,0,7,0,41
2001Q4,239,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,4
2001Q4,241,2,0,12,0,12,0,0,0,39,16,7,1,1,0,6,0,18,0,112
2001Q4,242,2,4,5,3,9,5,0,2,16,24,5,8,1,0,15,0,14,0,111
2001Q4,243,2,4,6,1,9,5,0,0,8,34,12,6,1,0,25,0,17,0,128
2001Q4,244,2,1,6,0,6,1,0,2,14,19,12,5,2,2,7,0,10,0,87
2001Q4,245,2,4,12,3,24,5,1,1,41,29,18,4,3,1,9,0,20,0,175
2001Q4,246,2,5,7,0,24,6,2,1,30,7,8,4,1,1,14,0,8,0,118
2001Q4,247,2,0,4,1,7,0,0,1,12,5,1,3,0,0,2,0,6,0,42
2001Q4,249,2,2,1,1,6,1,0,0,6,5,1,7,1,0,2,0,5,0,38
2001Q4,251,2,5,9,2,6,3,0,1,30,27,7,4,0,1,14,0,11,0,120
2001Q4,252,2,6,12,0,7,4,1,2,19,14,8,2,2,0,4,0,13,0,94
2001Q4,256,2,0,2,1,4,2,1,0,12,5,3,5,1,0,12,0,1,0,49
2001Q4,257,2,0,9,0,6,1,0,1,15,2,6,0,1,0,4,0,10,0,55
2001Q4,261,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2001Q4,264,2,1,8,3,6,1,0,0,20,12,5,3,0,0,5,0,1,0,65
2001Q4,266,2,3,8,1,14,4,1,0,21,3,4,4,0,1,7,0,7,0,78
2001Q4,267,2,1,5,0,8,1,0,0,13,1,2,1,0,0,0,0,7,0,39
2001Q4,269,2,0,5,1,9,6,1,1,23,2,3,3,0,1,5,0,9,0,69
2001Q4,271,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2001Q4,275,2,5,5,0,11,3,2,3,25,26,3,6,0,1,22,0,20,0,132
2001Q4,276,2,3,6,1,6,0,2,0,22,1,1,1,0,0,4,0,7,0,54
2001Q4,279,2,2,2,1,5,0,0,1,2,2,3,3,0,0,2,0,1,0,24
2001Q4,281,2,1,1,0,2,2,0,2,3,0,0,3,0,0,3,0,9,0,26
2001Q4,282,2,1,4,4,9,1,0,2,27,7,5,1,1,0,5,0,11,0,78
2001Q4,286,2,1,0,0,3,1,0,0,18,2,8,3,0,0,4,0,7,0,47
2001Q4,289,2,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,3,0,9
2001Q4,291,2,2,1,0,1,0,0,0,3,2,0,1,0,0,1,0,4,0,15
2001Q4,292,2,0,0,0,2,2,0,1,5,0,1,0,0,0,3,0,6,0,20
2001Q4,296,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
2001Q4,299,2,3,0,1,2,1,0,0,11,3,1,1,1,0,0,0,6,0,30
2001Q4,300,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2001Q4,301,3,3,0,1,0,1,1,0,2,3,1,0,0,0,1,0,3,0,16
2001Q4,303,3,1,0,0,3,0,0,0,4,0,2,0,0,0,0,0,1,0,11
2001Q4,305,3,0,1,0,0,0,0,1,4,1,1,0,0,0,1,0,2,0,11
2001Q4,307,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,7
2001Q4,309,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3
2001Q4,311,3,5,4,0,3,1,0,1,15,2,2,4,0,0,6,0,4,0,47
2001Q4,312,3,3,3,2,5,4,0,1,13,10,5,1,0,0,3,0,6,0,56
2001Q4,313,3,0,0,0,1,0,0,0,8,6,1,1,0,0,0,0,7,0,24
2001Q4,314,3,1,9,1,6,1,0,1,14,7,3,2,0,0,8,0,15,0,68
2001Q4,315,3,1,5,0,1,1,0,0,13,6,6,0,0,0,8,0,7,0,48
2001Q4,316,3,0,1,1,0,1,0,1,8,8,5,5,1,0,2,0,8,0,41
2001Q4,317,3,0,2,0,4,2,0,0,12,2,2,1,2,0,1,0,11,0,39
2001Q4,318,3,0,3,1,4,0,0,0,5,4,3,2,0,0,2,0,3,0,27
2001Q4,319,3,1,8,0,3,1,0,0,7,10,7,5,0,1,2,0,14,0,59
2001Q4,321,3,1,5,2,1,2,0,0,3,3,5,1,1,1,11,0,10,0,46
2001Q4,326,3,0,6,0,5,2,0,1,11,5,3,1,0,0,5,0,9,0,48
2001Q4,327,3,0,5,0,4,1,0,0,8,18,10,0,1,1,14,0,21,0,83
2001Q4,328,3,0,16,7,8,1,0,1,6,18,17,9,0,0,42,0,19,0,144
2001Q4,329,3,2,1,0,0,1,0,0,1,3,1,1,0,0,3,0,1,0,14
2001Q4,331,3,2,1,0,8,1,0,0,9,13,3,4,0,0,1,0,13,0,55
2001Q4,332,3,0,3,0,1,1,1,1,7,15,5,0,0,0,2,0,6,0,42
2001Q4,333,3,1,8,1,7,3,0,0,9,7,3,0,0,0,3,0,5,0,47
2001Q4,334,3,1,10,2,3,3,1,0,12,8,2,1,0,0,3,0,11,0,57
2001Q4,335,3,0,7,2,3,0,2,0,7,0,3,0,0,0,1,0,3,0,28
2001Q4,336,3,0,5,0,7,1,0,0,8,3,1,2,0,0,2,0,7,0,36
2001Q4,337,3,0,10,0,1,3,0,0,9,11,9,2,0,0,3,0,8,0,56
2001Q4,338,3,0,5,0,4,4,1,0,2,21,10,4,0,0,18,0,26,0,95
2001Q4,341,3,2,5,2,4,2,0,0,6,1,1,0,0,0,3,0,4,0,30
2001Q4,343,3,0,1,0,4,0,0,0,1,2,1,0,0,1,2,0,1,0,13
2001Q4,351,3,0,0,3,4,4,0,1,3,2,1,0,0,0,26,0,8,0,52
2001Q4,353,3,0,4,0,5,4,0,2,4,4,0,1,0,0,2,0,8,0,34
2001Q4,354,3,2,14,2,3,3,0,1,14,2,5,1,0,0,5,0,6,0,58
2001Q4,355,3,0,13,1,4,0,1,0,19,4,2,2,0,0,7,0,11,0,64
2001Q4,356,3,1,6,4,6,3,0,0,9,4,10,3,0,1,11,0,7,0,65
2001Q4,357,3,0,6,0,7,3,2,0,17,20,3,2,1,0,6,0,26,0,93
2001Q4,358,3,0,2,13,1,0,0,0,3,23,12,40,1,0,120,0,11,0,226
2001Q4,359,3,0,1,0,4,0,0,0,6,20,3,2,1,0,8,0,4,0,49
2001Q4,361,3,1,5,1,9,5,1,0,25,16,4,1,0,0,5,0,20,0,93
2001Q4,362,3,1,8,1,8,6,1,0,30,16,14,3,1,0,11,0,27,0,127
2001Q4,363,3,8,6,1,20,8,0,1,34,14,14,14,3,0,82,0,45,0,250
2001Q4,373,3,3,7,1,7,4,0,0,7,2,3,3,0,1,7,0,8,0,53
2001Q4,374,3,0,11,0,2,1,0,0,7,4,2,2,0,0,3,0,13,0,45
2001Q4,375,3,0,9,0,7,4,1,0,14,3,3,1,0,0,6,0,9,0,57
2001Q4,376,3,0,10,2,4,3,3,1,23,8,4,4,0,0,6,0,13,0,81
2001Q4,377,3,1,7,0,9,3,0,0,35,7,7,4,0,0,5,0,18,0,96
2001Q4,378,3,1,0,2,3,1,0,0,3,3,1,2,0,0,8,0,4,0,28
2001Q4,391,3,0,1,1,5,0,0,0,7,4,3,1,0,0,6,0,7,0,35
2001Q4,392,3,0,6,1,6,5,1,2,36,3,9,5,0,0,7,0,8,0,89
2001Q4,393,3,0,7,1,11,6,1,1,30,11,5,6,0,1,13,0,15,0,108
2001Q4,394,3,2,5,4,7,1,0,0,9,4,0,2,0,0,4,0,8,0,46
2001Q4,395,3,0,7,0,7,5,0,2,16,3,2,3,0,1,5,0,13,0,64
2001Q4,397,3,0,8,3,13,11,0,2,32,3,4,8,2,0,10,0,17,0,113
2001Q4,398,3,3,12,0,11,6,3,0,25,13,12,6,3,1,9,0,15,0,119
2001Q4,399,3,1,0,0,7,2,0,0,4,7,5,0,0,0,5,0,8,0,39
2001Q4,401,4,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,6
2001Q4,402,4,0,1,0,0,1,0,2,3,7,2,0,0,0,1,0,5,0,22
2001Q4,403,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2001Q4,404,4,0,0,0,0,0,0,0,3,2,2,0,0,0,2,0,7,0,16
2001Q4,406,4,0,2,2,1,0,0,1,1,8,0,1,0,0,1,0,14,0,31
2001Q4,407,4,0,3,2,0,1,0,0,3,5,6,0,0,0,3,0,8,0,31
2001Q4,408,4,0,0,1,1,0,0,0,2,1,4,0,0,0,0,0,3,0,12
2001Q4,409,4,0,3,1,0,2,1,0,17,2,5,1,0,0,1,0,9,0,42
2001Q4,411,4,2,0,0,3,0,0,0,2,0,0,1,0,0,0,0,2,0,10
2001Q4,412,4,2,3,1,3,4,0,0,7,9,1,0,0,0,5,0,4,0,39
2001Q4,413,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
2001Q4,414,4,0,2,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,8
2001Q4,415,4,1,2,3,3,1,0,0,8,5,4,1,1,0,3,0,3,0,35
2001Q4,416,4,0,2,1,0,0,0,0,8,1,6,1,0,0,3,0,2,0,24
2001Q4,421,4,1,4,1,5,4,0,0,3,5,8,2,0,0,4,0,4,0,41
2001Q4,422,4,6,2,1,0,2,0,0,19,9,0,2,2,0,7,0,3,0,53
2001Q4,423,4,0,1,1,1,0,0,0,2,0,1,0,0,0,3,0,7,0,16
2001Q4,424,4,0,11,3,0,0,1,1,15,10,3,1,0,0,2,0,12,0,59
2001Q4,427,4,0,2,1,2,1,0,0,6,7,4,2,0,0,0,0,12,0,37
2001Q4,428,4,2,1,0,0,1,0,0,1,2,7,0,0,0,2,0,8,0,24
2001Q4,429,4,1,2,0,0,1,0,0,12,0,9,0,0,0,4,0,8,0,37
2001Q4,437,4,1,0,7,1,0,0,0,3,2,0,0,0,0,2,0,11,0,27
2001Q4,438,4,2,1,1,1,0,0,1,5,7,5,0,0,0,2,0,13,0,38
2001Q4,439,4,0,6,1,0,0,0,0,5,7,8,3,0,0,3,0,9,0,42
2001Q4,441,4,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,1,0,8
2001Q4,442,4,0,1,0,0,0,0,0,0,4,2,0,1,0,3,0,5,0,16
2001Q4,443,4,0,0,4,0,0,0,0,3,79,3,15,2,0,38,0,16,0,160
2001Q4,445,4,1,0,0,0,0,0,0,0,2,2,1,0,0,1,0,1,0,8
2001Q4,448,4,0,1,3,1,1,0,0,9,8,4,1,0,0,0,0,7,0,35
2001Q4,449,4,2,3,0,3,2,1,1,18,0,4,1,0,0,1,0,8,0,44
2001Q4,451,4,1,0,2,0,0,0,1,1,1,0,0,0,0,3,0,0,0,9
2001Q4,452,4,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,6
2001Q4,453,4,0,1,2,1,2,1,0,13,1,1,3,0,0,7,0,5,0,37
2001Q4,455,4,0,5,0,3,1,1,0,10,3,3,2,0,0,3,0,5,0,36
2001Q4,457,4,1,8,0,3,4,0,0,15,6,8,1,0,0,7,0,4,0,57
2001Q4,459,4,0,2,2,2,2,0,0,6,5,3,1,1,0,1,0,2,0,27
2001Q4,462,4,0,1,0,0,1,0,0,6,1,1,0,0,0,3,0,2,0,15
2001Q4,463,4,0,7,0,3,7,0,2,13,5,11,4,0,1,2,0,12,0,67
2001Q4,466,4,1,0,0,3,1,0,0,15,6,2,2,1,0,2,0,8,0,41
2001Q4,467,4,2,1,3,5,7,0,0,9,10,12,2,0,0,7,0,8,0,66
2001Q4,468,4,0,2,1,2,3,0,1,6,11,8,0,0,0,2,0,11,0,47
2001Q4,469,4,0,1,1,1,2,0,0,1,4,4,2,0,0,4,0,6,0,26
2001Q4,471,4,5,4,0,3,1,0,1,7,10,4,1,1,0,1,0,6,0,44
2001Q4,473,4,2,0,1,4,0,0,0,6,3,4,1,0,0,2,0,4,0,27
2001Q4,477,4,0,2,5,3,1,1,0,8,2,2,0,0,0,3,0,10,0,37
2001Q4,478,4,1,3,3,2,5,1,0,9,5,4,4,0,0,2,0,18,0,57
2001Q4,479,4,1,0,2,1,2,1,0,6,1,4,4,0,0,0,0,9,0,31
2001Q4,483,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001Q4,487,4,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,7,0,12
2001Q4,488,4,0,1,0,0,2,0,0,5,1,2,0,0,0,1,0,5,0,17
2001Q4,491,4,2,0,0,0,1,0,0,1,0,0,3,0,0,7,0,15,0,29
2001Q4,497,4,4,1,1,3,6,0,0,22,10,15,3,0,0,7,0,26,0,98
2001Q4,499,4,5,3,1,3,4,1,0,5,6,9,1,0,0,5,0,15,0,58
2001Q4,500,5,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,4
2001Q4,501,5,1,6,7,0,1,0,1,3,3,1,5,0,0,5,0,5,0,38
2001Q4,502,5,0,0,2,0,6,0,0,4,6,0,1,0,0,10,0,0,0,29
2001Q4,504,5,0,3,3,1,2,2,1,10,6,6,1,0,0,3,0,11,0,49
2001Q4,505,5,4,1,0,0,1,0,0,0,2,0,8,0,0,1,0,1,0,18
2001Q4,506,5,5,3,1,4,1,0,0,6,14,6,1,0,0,2,0,13,0,56
2001Q4,507,5,2,4,3,2,0,0,0,18,6,6,1,0,0,1,0,9,0,52
2001Q4,508,5,0,2,0,0,0,0,0,4,6,1,1,0,0,0,0,2,0,16
2001Q4,509,5,1,3,5,0,2,0,0,5,5,2,2,1,0,4,0,6,0,36
2001Q4,511,5,2,7,3,5,5,0,0,20,14,7,3,0,0,4,0,11,0,81
2001Q4,512,5,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,6
2001Q4,513,5,3,3,3,5,2,0,1,16,21,7,1,0,0,2,0,25,0,89
2001Q4,514,5,0,2,3,3,5,0,0,11,10,4,2,0,0,8,0,20,0,68
2001Q4,515,5,1,11,0,0,3,0,0,1,10,2,1,0,0,4,0,9,0,42
2001Q4,516,5,1,7,8,6,3,0,0,10,16,10,1,0,0,4,0,28,0,94
2001Q4,517,5,1,4,1,3,4,0,0,27,21,11,2,0,0,4,0,23,0,101
2001Q4,519,5,0,2,7,3,3,0,0,20,18,4,10,0,0,7,0,25,0,99
2001Q4,521,5,1,3,0,0,0,0,0,4,0,0,3,0,0,7,0,9,0,27
2001Q4,523,5,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,5
2001Q4,524,5,0,1,1,2,0,1,0,5,1,4,0,0,0,3,0,4,0,22
2001Q4,525,5,3,7,0,12,7,0,2,41,12,7,2,0,1,18,0,28,0,140
2001Q4,527,5,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,2,0,7
2001Q4,529,5,10,2,8,7,5,0,2,13,17,14,10,1,0,8,0,33,0,130
2001Q4,541,5,0,3,0,0,1,0,1,3,5,0,4,0,0,4,0,7,0,28
2001Q4,551,5,1,6,1,0,3,0,2,4,5,3,1,0,0,5,0,5,0,36
2001Q4,555,5,0,4,1,0,1,0,1,13,3,4,3,0,0,2,0,12,0,44
2001Q4,557,5,2,7,1,4,9,0,0,21,2,9,5,0,0,13,0,12,0,85
2001Q4,558,5,1,7,4,4,0,0,2,25,19,14,2,0,0,12,0,20,0,110
2001Q4,559,5,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,1,0,8
2001Q4,561,5,0,0,0,1,0,0,0,1,1,1,1,1,0,4,0,3,0,13
2001Q4,562,5,0,16,1,1,0,0,0,5,8,3,4,0,0,1,0,10,0,49
2001Q4,563,5,1,19,9,1,1,0,3,15,16,12,6,1,0,21,0,34,0,139
2001Q4,565,5,3,7,1,1,2,0,2,9,5,2,2,1,0,5,0,3,0,43
2001Q4,567,5,0,13,0,7,1,0,1,28,1,9,3,0,0,12,0,14,0,89
2001Q4,569,5,0,0,1,0,0,0,1,3,3,4,2,0,0,2,0,4,0,20
2001Q4,581,5,0,5,1,1,0,0,0,1,8,5,6,0,0,8,0,7,0,42
2001Q4,583,5,1,2,1,1,0,0,0,4,3,4,0,0,0,3,0,7,0,26
2001Q4,584,5,0,6,0,0,0,0,0,4,0,5,3,0,0,4,0,4,0,26
2001Q4,585,5,0,13,4,1,0,0,0,16,15,8,4,0,0,7,0,18,0,86
2001Q4,587,5,0,4,1,0,0,0,0,3,2,3,0,0,0,1,0,7,0,21
2001Q4,589,5,0,1,0,0,0,0,0,1,3,1,1,0,0,3,0,4,0,14
2001Q4,604,6,0,0,0,0,0,0,0,1,9,1,0,0,0,1,0,1,0,13
2001Q4,609,6,0,4,0,0,0,0,0,1,3,0,2,0,0,2,0,3,0,15
2001Q4,615,6,0,8,1,0,0,0,0,1,9,5,1,0,0,1,0,5,0,31
2001Q4,621,6,0,4,0,0,1,0,0,0,5,1,1,0,0,1,0,0,0,13
2001Q4,622,6,0,22,1,2,1,0,1,7,19,14,4,0,1,4,0,14,0,90
2001Q4,625,6,1,4,1,0,1,0,0,2,5,2,6,0,0,5,0,4,0,31
2001Q4,626,6,0,8,0,0,2,0,0,3,4,2,0,0,0,3,0,5,0,27
2001Q4,627,6,0,9,0,0,1,0,0,1,2,3,3,0,0,2,0,3,0,24
2001Q4,628,6,1,8,1,2,2,0,0,2,15,2,0,0,1,6,0,20,0,60
2001Q4,629,6,0,11,2,1,0,0,0,0,2,1,3,0,0,3,0,6,0,29
2001Q4,631,6,0,6,0,0,0,0,0,0,5,1,1,0,0,2,0,2,0,17
2001Q4,632,6,2,13,4,2,0,0,1,10,40,7,21,0,0,9,0,7,0,116
2001Q4,635,6,0,3,0,2,0,0,0,2,0,2,3,0,0,1,0,4,0,17
2001Q4,636,6,4,12,1,10,7,0,0,21,15,9,10,0,0,18,0,17,0,124
2001Q4,637,6,1,0,1,5,0,0,0,3,14,2,4,0,0,8,0,8,0,46
2001Q4,638,6,0,2,1,3,4,0,1,9,29,6,3,2,0,21,0,14,0,95
2001Q4,639,6,0,6,0,6,2,0,0,3,19,1,2,0,0,4,0,15,0,58
