QUARTER,RD,QUARTER,BURG BUS-,BURG RES-,BURG OTH-,ROBB ST-,ROBB OTH-,MURD- ER,RAPE,AGGR ASSA- ULT,BURG FROM AUTO,THEFT FROM AUTO,GRAND THEFT,THEFT FROM PERS,PURSE SNAT- CH,OTHER THEFT,BIKE THEFT,AUTO THEFT,BUNCO,TOTAL
2001Q1,0101,1,0,6,0,1,0,0,1,5,13,4,0,1,0,4,0,11,0,46
2001Q1,0105,1,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,3,0,9
2001Q1,0109,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4
2001Q1,0110,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2001Q1,0111,1,6,2,4,14,7,0,0,4,36,4,5,11,0,11,0,15,0,119
2001Q1,0112,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,2,0,8
2001Q1,0119,1,2,0,2,2,1,0,1,11,10,6,7,2,0,6,0,12,1,63
2001Q1,0121,1,1,0,0,3,0,0,1,0,4,1,0,0,0,0,0,1,0,11
2001Q1,0122,1,0,0,0,0,0,0,1,2,1,2,1,1,0,2,0,0,0,10
2001Q1,0123,1,0,0,0,0,0,0,0,0,1,1,1,0,0,7,0,2,0,12
2001Q1,0124,1,0,0,1,0,0,0,0,0,1,0,3,1,0,6,0,2,1,15
2001Q1,0127,1,0,0,0,0,0,0,0,0,3,4,1,1,0,5,0,1,0,15
2001Q1,0128,1,9,1,0,1,2,0,0,2,20,3,5,0,0,4,0,2,0,49
2001Q1,0129,1,1,0,2,0,0,0,0,1,8,2,2,0,0,2,0,5,0,23
2001Q1,0131,1,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,2,0,11
2001Q1,0132,1,0,2,0,0,0,2,0,1,13,0,1,0,0,4,0,4,0,27
2001Q1,0133,1,0,0,1,0,1,0,0,2,3,1,2,0,0,1,0,1,0,12
2001Q1,0134,1,0,0,0,2,5,0,0,5,1,0,3,6,2,2,0,1,0,27
2001Q1,0135,1,0,4,0,7,3,0,0,6,5,1,0,1,0,4,0,1,0,32
2001Q1,0138,1,1,1,1,0,1,0,0,5,46,5,2,1,1,3,0,1,0,68
2001Q1,0139,1,3,0,4,0,0,0,0,3,24,3,3,0,0,0,0,2,0,42
2001Q1,0141,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,5
2001Q1,0142,1,2,1,1,2,6,0,2,2,15,1,20,1,0,4,0,3,0,60
2001Q1,0143,1,0,0,0,3,0,0,0,3,2,3,1,1,0,2,0,0,0,15
2001Q1,0144,1,0,8,0,2,1,0,0,9,0,1,0,1,0,1,0,0,1,24
2001Q1,0145,1,0,2,0,3,0,0,0,0,2,0,2,3,0,0,0,1,0,13
2001Q1,0146,1,0,0,0,3,0,0,0,1,0,0,2,2,0,0,0,1,0,9
2001Q1,0147,1,0,3,0,2,0,0,0,5,1,1,0,1,1,2,0,1,0,17
2001Q1,0148,1,0,0,0,2,1,0,0,7,2,2,1,0,0,1,0,1,0,17
2001Q1,0151,1,0,1,0,0,0,0,0,0,3,1,3,0,0,2,0,1,0,11
2001Q1,0152,1,4,3,0,2,3,1,2,3,7,3,23,2,0,16,1,5,1,76
2001Q1,0153,1,6,2,0,8,6,0,0,13,1,1,11,11,1,23,0,0,0,83
2001Q1,0154,1,0,4,1,4,2,0,4,11,6,0,2,0,0,7,0,2,0,43
2001Q1,0155,1,0,0,0,5,2,0,0,6,3,2,1,2,0,5,0,0,0,26
2001Q1,0156,1,0,1,1,8,0,0,0,10,0,2,1,2,0,13,0,0,0,38
2001Q1,0157,1,0,3,0,1,0,0,0,11,7,1,1,2,0,4,0,1,0,31
2001Q1,0158,1,0,1,2,7,1,0,3,6,4,5,1,2,0,7,0,3,0,42
2001Q1,0159,1,6,1,1,5,2,1,1,6,15,10,1,1,0,5,0,9,0,64
2001Q1,0161,1,0,0,1,1,0,0,0,0,8,1,3,2,0,12,0,4,0,32
2001Q1,0162,1,9,3,0,3,4,0,0,7,21,3,10,3,0,49,0,7,0,119
2001Q1,0163,1,2,0,0,6,2,0,0,6,5,3,5,8,3,3,0,1,0,44
2001Q1,0164,1,1,0,0,6,2,0,1,11,1,2,1,1,0,8,0,3,0,37
2001Q1,0165,1,0,0,0,5,0,0,0,2,2,3,0,2,0,3,0,1,0,18
2001Q1,0166,1,0,1,0,11,1,0,2,18,1,1,2,3,0,6,0,0,0,46
2001Q1,0171,1,0,2,0,0,0,0,0,4,1,2,0,0,0,3,0,2,0,14
2001Q1,0174,1,0,5,0,3,1,0,1,3,3,2,4,2,0,7,0,5,0,36
2001Q1,0176,1,0,0,0,4,0,0,0,0,8,3,3,7,0,4,0,4,0,33
2001Q1,0181,1,1,0,0,0,0,0,0,0,9,3,16,4,0,6,0,3,0,42
2001Q1,0182,1,8,1,0,3,2,0,0,11,53,9,6,1,0,9,0,11,0,114
2001Q1,0185,1,6,0,1,5,3,0,2,6,33,5,13,22,2,23,0,12,0,133
2001Q1,0191,1,0,0,0,0,0,0,0,1,2,2,0,1,0,1,0,1,0,8
2001Q1,0192,1,5,0,2,2,3,0,0,4,18,7,6,1,1,9,0,10,0,68
2001Q1,0195,1,16,1,1,2,0,0,0,5,26,5,3,1,2,4,0,9,0,75
2001Q1,0211,2,4,4,1,14,4,0,1,13,10,9,2,1,0,7,0,18,0,88
2001Q1,0212,2,3,2,1,6,7,1,1,11,6,5,1,0,0,10,0,12,0,66
2001Q1,0213,2,2,18,1,1,0,0,0,8,13,7,0,0,0,4,0,10,0,64
2001Q1,0214,2,2,6,0,5,1,0,0,8,12,15,2,0,0,5,0,12,0,68
2001Q1,0215,2,2,6,2,5,0,1,0,12,17,13,5,0,1,5,0,6,0,75
2001Q1,0217,2,1,2,0,10,1,0,0,11,8,9,0,0,0,5,0,16,0,63
2001Q1,0219,2,0,1,0,3,1,0,0,8,1,3,1,0,0,1,0,8,0,27
2001Q1,0221,2,0,5,0,3,4,0,3,18,9,14,5,0,0,9,0,22,0,92
2001Q1,0222,2,0,2,0,3,4,0,0,3,10,3,0,0,0,1,0,6,0,32
2001Q1,0224,2,0,3,1,2,0,0,0,8,2,6,1,0,0,2,0,5,0,30
2001Q1,0231,2,0,0,0,5,0,1,1,13,10,6,0,0,0,4,0,9,0,49
2001Q1,0232,2,1,5,0,10,3,0,2,10,3,5,3,0,0,8,0,11,0,61
2001Q1,0233,2,0,3,2,5,4,1,0,18,8,15,1,0,0,6,0,16,1,80
2001Q1,0234,2,1,3,3,7,3,0,1,14,17,6,2,0,2,6,0,18,0,83
2001Q1,0235,2,1,2,1,0,3,0,1,13,18,11,2,0,1,6,0,8,0,67
2001Q1,0236,2,3,3,2,7,2,0,0,10,6,7,2,0,0,6,0,8,0,56
2001Q1,0237,2,5,9,1,15,2,1,0,14,6,11,1,0,0,0,0,12,0,77
2001Q1,0238,2,0,1,1,4,0,0,0,9,3,8,0,0,0,1,0,6,0,33
2001Q1,0239,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,4
2001Q1,0241,2,0,12,1,7,4,0,0,14,10,8,3,1,0,3,0,13,0,76
2001Q1,0242,2,8,9,4,5,2,0,1,11,18,11,5,0,0,11,0,16,0,101
2001Q1,0243,2,3,0,2,7,4,0,1,11,22,8,10,0,0,21,0,8,0,97
2001Q1,0244,2,3,5,2,5,2,0,0,28,16,5,0,0,0,6,0,12,0,84
2001Q1,0245,2,4,7,10,23,2,0,2,25,13,13,4,0,0,6,0,8,0,117
2001Q1,0246,2,3,5,0,12,6,0,3,21,7,6,4,0,0,10,0,9,0,86
2001Q1,0247,2,0,13,1,11,2,0,1,13,3,3,2,0,0,2,0,8,0,59
2001Q1,0249,2,3,6,3,5,2,0,1,3,10,1,5,0,0,5,0,4,0,48
2001Q1,0251,2,1,4,1,10,2,0,3,18,10,2,6,0,0,6,0,16,1,80
2001Q1,0252,2,2,4,1,7,2,0,1,18,6,8,2,0,0,5,0,7,0,63
2001Q1,0256,2,7,3,3,2,2,0,1,4,3,4,1,0,0,3,0,3,0,36
2001Q1,0257,2,6,4,0,7,0,1,1,7,4,14,5,0,0,8,0,4,0,61
2001Q1,0264,2,2,1,1,5,3,0,0,20,2,8,3,0,0,5,0,1,0,51
2001Q1,0266,2,2,4,0,7,6,0,1,12,2,5,4,0,1,14,0,6,0,64
2001Q1,0267,2,1,1,3,5,1,0,0,12,3,1,2,0,0,1,0,2,0,32
2001Q1,0269,2,3,5,0,5,2,0,0,18,5,2,4,0,0,6,0,4,0,54
2001Q1,0273,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2001Q1,0275,2,0,0,1,7,1,0,2,14,17,12,9,2,0,15,0,11,0,91
2001Q1,0276,2,1,1,0,4,0,0,1,18,4,7,2,0,0,13,0,6,0,57
2001Q1,0279,2,1,1,1,1,1,0,0,11,3,4,1,0,0,1,0,5,0,30
2001Q1,0281,2,1,0,0,2,3,0,0,12,4,5,0,0,0,8,0,8,0,43
2001Q1,0282,2,0,4,0,8,4,0,0,24,3,22,2,0,0,2,0,10,0,79
2001Q1,0286,2,2,1,0,4,2,0,3,15,4,20,0,0,0,4,0,11,0,66
2001Q1,0289,2,0,0,0,3,0,0,0,3,7,3,0,0,0,2,0,3,0,21
2001Q1,0291,2,1,0,0,4,0,0,0,5,1,7,0,0,0,0,0,8,0,26
2001Q1,0292,2,0,1,0,0,0,0,0,1,3,5,0,0,0,0,0,3,0,13
2001Q1,0296,2,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,0,7
2001Q1,0299,2,0,1,0,1,2,0,0,5,4,16,1,0,0,1,0,6,0,37
2001Q1,0301,3,0,1,0,0,0,0,0,2,2,4,2,0,0,1,0,1,0,13
2001Q1,0303,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,7
2001Q1,0305,3,0,1,1,0,0,0,0,4,0,1,2,0,0,2,0,2,0,13
2001Q1,0307,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2001Q1,0309,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
2001Q1,0311,3,1,3,0,2,6,0,0,17,2,7,2,0,0,5,0,11,0,56
2001Q1,0312,3,2,4,0,4,3,0,0,8,3,4,2,1,0,1,0,5,0,37
2001Q1,0313,3,0,1,0,4,0,1,0,5,3,5,0,1,0,1,0,3,0,24
2001Q1,0314,3,0,4,1,2,0,0,2,11,4,5,2,2,0,4,0,7,0,44
2001Q1,0315,3,0,4,1,1,0,0,0,8,2,7,0,0,0,3,0,5,0,31
2001Q1,0316,3,0,5,0,2,2,0,0,9,11,5,4,0,0,3,0,14,0,55
2001Q1,0317,3,3,4,0,6,2,0,0,10,2,5,0,0,1,0,0,8,0,41
2001Q1,0318,3,0,1,1,3,0,0,0,6,4,9,2,0,0,3,0,8,0,37
2001Q1,0319,3,5,5,1,3,2,1,2,7,30,26,1,0,0,9,0,19,0,111
2001Q1,0321,3,2,2,4,3,0,0,0,2,1,1,6,0,0,7,0,10,0,38
2001Q1,0326,3,4,1,0,2,0,0,2,7,11,4,2,0,0,3,0,6,0,42
2001Q1,0327,3,1,3,0,13,3,0,0,9,27,19,2,1,0,14,0,16,0,108
2001Q1,0328,3,0,10,1,8,1,0,0,2,33,24,6,0,0,37,0,18,0,140
2001Q1,0329,3,1,0,0,1,0,0,0,2,10,2,1,0,0,0,0,4,0,21
2001Q1,0331,3,0,0,0,4,2,0,0,18,3,0,2,0,0,2,0,6,0,37
2001Q1,0332,3,0,3,1,1,0,0,0,5,1,2,1,0,0,3,0,1,0,18
2001Q1,0333,3,0,4,1,2,1,0,0,3,2,6,2,0,0,5,0,5,0,31
2001Q1,0334,3,2,7,1,4,5,0,0,6,6,3,4,1,0,4,0,6,0,49
2001Q1,0335,3,2,7,1,3,1,0,0,3,1,3,1,0,0,3,0,4,0,29
2001Q1,0336,3,2,0,0,3,2,0,0,9,0,1,0,0,0,3,0,1,0,21
2001Q1,0337,3,2,6,0,4,2,1,1,11,2,6,3,0,0,6,0,7,0,51
2001Q1,0338,3,0,7,1,9,2,0,0,5,17,18,8,0,1,32,0,13,0,113
2001Q1,0341,3,0,1,0,1,1,0,0,4,1,2,2,0,0,1,0,3,0,16
2001Q1,0343,3,0,0,1,3,0,0,0,1,0,0,0,1,0,3,0,2,0,11
2001Q1,0351,3,0,0,0,2,1,0,0,0,4,0,5,0,0,21,0,2,0,35
2001Q1,0353,3,0,2,0,2,3,1,0,3,3,2,0,0,0,6,0,6,0,28
2001Q1,0354,3,0,7,1,3,1,0,0,4,3,6,0,0,0,5,0,5,0,35
2001Q1,0355,3,2,10,0,4,3,1,1,11,0,7,2,0,0,1,0,10,0,52
2001Q1,0356,3,2,8,1,3,3,0,0,11,2,1,4,0,0,17,0,14,0,66
2001Q1,0357,3,0,2,1,8,1,0,0,14,17,5,4,0,0,8,0,9,0,69
2001Q1,0358,3,0,0,7,3,1,0,0,4,48,19,29,2,0,85,0,10,0,208
2001Q1,0359,3,2,1,0,1,0,0,0,0,4,3,3,0,0,2,0,4,0,20
2001Q1,0361,3,2,9,3,4,2,0,0,17,19,6,2,1,0,12,0,7,0,84
2001Q1,0362,3,1,13,1,5,2,0,0,22,17,6,0,1,0,6,0,19,0,93
2001Q1,0363,3,6,7,3,13,5,3,1,25,6,11,13,1,1,64,0,24,0,183
2001Q1,0373,3,1,1,0,0,2,0,1,4,2,6,3,0,0,7,0,4,0,31
2001Q1,0374,3,0,15,5,2,0,0,0,8,0,4,3,0,0,3,0,5,0,45
2001Q1,0375,3,0,20,1,4,2,0,2,12,3,3,4,1,0,2,0,9,0,63
2001Q1,0376,3,2,10,0,5,4,0,0,9,11,7,2,0,0,6,0,10,0,66
2001Q1,0377,3,1,6,0,5,3,0,0,23,14,5,8,1,0,14,0,19,0,99
2001Q1,0378,3,0,0,0,0,0,0,0,3,7,3,4,0,0,11,0,0,0,28
2001Q1,0391,3,0,2,0,0,0,0,0,4,4,2,0,0,1,3,0,9,0,25
2001Q1,0392,3,1,9,2,4,7,0,2,24,8,4,1,0,0,16,0,10,1,89
2001Q1,0393,3,4,4,0,10,5,0,1,31,7,7,4,1,1,17,0,12,0,104
2001Q1,0394,3,0,5,2,5,1,0,0,18,4,5,0,0,1,2,0,8,0,51
2001Q1,0395,3,1,7,0,4,2,0,0,12,7,8,4,0,0,15,0,15,0,75
2001Q1,0397,3,0,7,11,14,11,0,1,24,13,11,4,0,0,17,0,24,0,137
2001Q1,0398,3,9,8,3,13,3,0,2,32,17,21,3,2,0,7,0,22,0,142
2001Q1,0399,3,2,1,0,2,0,0,0,3,5,5,0,1,0,10,0,2,0,31
2001Q1,0400,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001Q1,0401,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
2001Q1,0402,4,0,4,0,0,1,0,0,0,3,4,1,0,0,0,0,0,0,13
2001Q1,0403,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2001Q1,0404,4,0,3,1,0,1,0,0,1,4,2,0,0,0,1,0,8,0,21
2001Q1,0406,4,0,3,0,0,1,0,0,2,4,3,0,0,0,0,0,5,0,18
2001Q1,0407,4,0,1,1,0,0,0,0,11,2,2,0,0,0,2,0,5,0,24
2001Q1,0408,4,1,1,0,0,0,0,0,6,1,2,0,0,0,1,0,3,0,15
2001Q1,0409,4,1,5,0,0,1,0,0,2,2,8,0,0,0,7,0,8,0,34
2001Q1,0411,4,2,1,0,0,1,0,1,1,0,3,3,0,0,1,0,1,0,14
2001Q1,0412,4,1,0,0,3,2,0,0,6,8,2,0,0,0,6,0,6,0,34
2001Q1,0413,4,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,1,0,8
2001Q1,0414,4,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5
2001Q1,0415,4,0,2,1,1,1,0,0,7,12,7,1,1,0,4,0,5,0,42
2001Q1,0416,4,0,1,1,0,0,0,0,0,3,4,1,1,0,2,0,2,1,16
2001Q1,0421,4,2,2,0,2,0,0,0,10,5,4,5,0,0,3,0,7,1,41
2001Q1,0422,4,0,1,1,1,4,0,0,7,21,10,5,1,0,2,0,19,0,72
2001Q1,0423,4,0,0,0,1,0,0,0,3,4,5,2,0,0,0,0,1,0,16
2001Q1,0424,4,3,7,0,2,0,0,0,20,6,8,5,0,0,4,0,9,0,64
2001Q1,0427,4,0,1,1,2,4,0,0,14,2,3,0,0,0,3,0,7,0,37
2001Q1,0428,4,0,2,2,2,1,0,0,13,12,10,1,0,0,5,0,7,0,55
2001Q1,0429,4,0,5,1,1,1,0,0,9,7,12,1,0,0,2,0,4,0,43
2001Q1,0437,4,2,3,7,0,1,0,0,6,3,4,2,0,0,1,0,8,0,37
2001Q1,0438,4,3,4,0,0,0,0,0,8,6,5,0,0,0,3,0,13,0,42
2001Q1,0439,4,1,1,1,0,1,0,0,5,4,9,2,0,0,2,0,8,0,34
2001Q1,0441,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3
2001Q1,0442,4,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,1,0,7
2001Q1,0443,4,1,0,4,0,0,1,0,6,25,6,4,0,0,36,0,14,0,97
2001Q1,0445,4,0,0,0,0,0,0,0,1,1,0,2,0,0,3,0,0,0,7
2001Q1,0448,4,0,3,1,3,2,0,0,12,1,4,2,0,0,0,0,5,0,33
2001Q1,0449,4,0,4,1,0,5,0,1,7,3,4,0,0,0,1,0,8,0,34
2001Q1,0451,4,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,5
2001Q1,0452,4,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,11
2001Q1,0453,4,0,3,2,0,2,0,0,8,5,6,1,0,0,11,0,4,0,42
2001Q1,0455,4,0,3,2,6,1,0,0,12,4,8,3,0,0,4,0,5,0,48
2001Q1,0457,4,0,7,2,3,3,1,1,17,20,15,0,0,0,5,0,7,0,81
2001Q1,0459,4,0,5,0,0,2,0,0,3,3,10,1,0,0,2,0,4,0,30
2001Q1,0462,4,0,2,0,0,6,1,0,13,1,0,0,0,0,1,0,1,0,25
2001Q1,0463,4,5,6,0,4,1,0,1,20,6,15,3,0,0,8,0,7,0,76
2001Q1,0466,4,2,0,0,5,3,0,0,5,14,5,1,1,0,1,0,4,0,41
2001Q1,0467,4,0,4,3,4,2,0,0,18,7,11,0,0,0,3,0,6,0,58
2001Q1,0468,4,2,4,3,1,2,1,0,6,3,7,0,0,0,2,0,13,0,44
2001Q1,0469,4,1,0,0,1,1,0,1,1,1,5,0,1,0,2,0,5,0,19
2001Q1,0471,4,4,1,0,1,2,0,0,12,5,3,3,1,0,1,0,4,0,37
2001Q1,0473,4,2,0,2,2,0,0,0,4,6,1,0,0,0,5,0,3,0,25
2001Q1,0477,4,2,4,2,2,1,0,0,7,3,7,2,0,0,6,0,0,0,36
2001Q1,0478,4,2,2,0,0,4,0,1,5,8,4,0,0,0,8,0,5,0,39
2001Q1,0479,4,0,1,0,0,1,0,0,1,5,4,1,0,0,1,0,6,0,20
2001Q1,0483,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
2001Q1,0487,4,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,1,0,9
2001Q1,0488,4,0,1,0,0,1,0,1,4,0,5,0,0,0,2,0,1,0,15
2001Q1,0491,4,2,0,0,1,2,0,0,2,2,2,3,0,0,5,0,6,1,26
2001Q1,0497,4,4,1,1,2,3,0,0,11,5,15,4,0,0,5,0,20,0,71
2001Q1,0499,4,4,1,3,0,1,0,0,5,3,5,0,0,1,4,0,7,0,34
2001Q1,0500,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2001Q1,0501,5,4,2,2,2,3,0,0,10,9,4,2,0,0,4,0,19,0,61
2001Q1,0502,5,0,0,1,0,4,0,0,5,3,1,2,0,0,7,0,3,0,26
2001Q1,0504,5,0,7,1,0,0,0,0,9,13,5,5,0,0,4,0,8,0,52
2001Q1,0505,5,4,0,1,0,0,0,0,0,4,2,6,0,0,2,0,4,0,23
2001Q1,0506,5,2,4,0,0,0,0,0,8,8,5,0,0,0,5,0,8,0,40
2001Q1,0507,5,1,1,0,1,1,0,0,6,15,5,5,0,0,4,0,5,0,44
2001Q1,0508,5,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,4,0,12
2001Q1,0509,5,0,2,2,1,3,0,0,14,5,2,1,1,0,4,0,7,0,42
2001Q1,0511,5,0,6,2,4,4,0,2,19,11,7,2,0,0,11,0,11,0,79
2001Q1,0512,5,1,2,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,8
2001Q1,0513,5,2,5,4,1,1,0,0,12,12,8,5,0,0,4,0,21,0,75
2001Q1,0514,5,1,2,3,5,2,0,0,8,6,6,2,0,0,2,0,19,0,56
2001Q1,0515,5,1,3,1,1,3,0,0,7,5,10,1,0,0,4,0,10,0,46
2001Q1,0516,5,0,3,3,2,2,1,0,11,9,7,3,0,0,6,0,6,0,53
2001Q1,0517,5,5,3,3,2,2,0,0,10,12,10,3,0,0,5,0,22,0,77
2001Q1,0519,5,2,6,9,4,1,0,0,17,14,5,7,0,0,8,0,22,0,95
2001Q1,0521,5,1,1,4,2,0,0,0,4,5,2,4,0,0,6,0,2,0,31
2001Q1,0523,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2001Q1,0524,5,0,1,2,1,0,0,0,8,0,1,0,0,0,2,0,8,0,23
2001Q1,0525,5,10,6,2,7,1,3,0,35,11,17,2,0,0,15,0,30,0,139
2001Q1,0527,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,4
2001Q1,0529,5,9,2,3,3,4,0,2,14,17,11,7,0,0,6,0,32,0,110
2001Q1,0541,5,2,0,0,2,0,0,0,2,3,3,1,1,0,3,0,6,0,23
2001Q1,0551,5,0,5,1,3,1,1,1,1,5,6,2,0,0,0,0,5,0,31
2001Q1,0555,5,1,2,0,1,2,0,0,4,1,2,2,0,0,6,0,2,0,23
2001Q1,0557,5,1,6,3,4,2,1,0,13,3,8,2,0,0,17,0,12,0,72
2001Q1,0558,5,1,12,4,3,4,0,0,19,21,15,7,0,0,12,0,10,0,108
2001Q1,0559,5,1,0,3,1,0,0,0,1,1,1,8,0,0,3,0,12,0,31
2001Q1,0561,5,2,3,4,0,0,0,0,2,1,2,0,0,0,6,0,1,0,21
2001Q1,0562,5,0,6,1,0,0,0,0,2,7,5,2,0,0,4,0,3,0,30
2001Q1,0563,5,3,3,4,5,1,0,0,25,15,10,2,0,0,20,0,12,0,100
2001Q1,0565,5,3,0,4,2,1,0,0,6,3,3,0,1,0,8,0,8,0,39
2001Q1,0567,5,5,9,4,3,3,0,1,39,18,17,4,0,0,14,0,8,0,125
2001Q1,0569,5,1,0,2,0,0,0,0,1,2,5,2,0,0,0,0,5,0,18
2001Q1,0581,5,1,1,1,0,1,0,0,0,2,3,1,0,0,3,0,3,0,16
2001Q1,0583,5,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5
2001Q1,0584,5,0,2,3,1,0,0,0,4,5,3,2,0,0,4,0,5,0,29
2001Q1,0585,5,0,13,1,0,1,0,1,16,12,8,1,0,0,3,0,12,0,68
2001Q1,0587,5,0,8,0,0,0,0,0,3,8,4,3,0,0,3,0,5,0,34
2001Q1,0589,5,0,0,3,0,0,0,0,4,9,3,0,0,0,0,0,3,0,22
2001Q1,0604,6,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,1,0,8
2001Q1,0609,6,0,1,0,1,0,0,0,3,5,1,4,0,0,1,0,3,0,19
2001Q1,0615,6,0,0,0,0,0,0,0,3,5,4,1,1,0,0,0,1,0,15
2001Q1,0621,6,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,5
2001Q1,0622,6,1,5,0,0,0,0,0,6,18,6,13,0,0,7,0,5,0,61
2001Q1,0625,6,0,4,3,0,1,0,0,0,4,2,4,0,0,6,0,4,0,28
2001Q1,0626,6,0,2,0,1,0,0,1,3,13,2,2,0,0,0,0,6,0,30
2001Q1,0627,6,0,4,0,0,0,0,0,0,2,2,1,0,0,6,0,5,0,20
2001Q1,0628,6,0,10,0,1,0,0,0,9,11,11,3,0,0,8,0,13,0,66
2001Q1,0629,6,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,2,0,8
2001Q1,0631,6,0,14,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,21
2001Q1,0632,6,3,11,2,3,1,0,0,13,6,5,10,0,0,9,0,9,0,72
2001Q1,0635,6,0,2,0,0,1,0,2,0,19,1,3,0,0,0,0,3,0,31
2001Q1,0636,6,2,11,1,11,4,0,3,16,17,9,14,3,2,17,0,21,0,131
2001Q1,0637,6,2,2,1,4,0,0,0,7,7,2,2,0,0,3,0,9,0,39
2001Q1,0638,6,0,6,1,2,3,0,1,12,19,3,2,0,0,10,0,13,0,72
2001Q1,0639,6,0,4,1,4,0,0,1,8,21,7,2,0,0,4,0,16,0,68
2001Q1,0642,6,1,3,0,2,7,0,0,7,4,4,7,0,0,5,0,10,0,50
2001Q1,0643,6,0,6,1,6,3,0,3,16,12,6,12,1,0,16,0,8,0,90
2001Q1,0644,6,1,7,1,3,3,0,0,8,17,3,2,1,0,5,0,8,0,59
2001Q1,0645,6,3,6,1,5,11,3,0,21,14,8,11,3,0,56,0,28,1,171
2001Q1,0646,6,3,5,4,15,6,0,1,27,25,8,5,5,0,31,0,22,1,158
2001Q1,0647,6,1,5,0,6,0,1,0,6,5,6,7,4,0,24,0,4,0,69
2001Q1,0649,6,3,4,3,4,6,0,0,15,10,11,2,2,2,8,0,12,0,82
2001Q1,0665,6,2,1,5,5,2,0,0,15,14,10,6,1,1,19,0,16,0,97
2001Q1,0666,6,4,7,3,17,2,0,3,22,26,15,9,1,0,27,0,14,0,150
2001Q1,0667,6,0,0,2,2,2,0,0,7,2,4,1,0,0,8,0,4,0,32
2001Q1,0668,6,3,6,1,9,3,1,0,16,12,4,6,1,0,41,0,17,0,120
2001Q1,0669,6,3,4,1,4,7,0,2,19,13,11,3,4,0,25,0,16,0,112
2001Q1,0671,6,7,3,4,1,0,0,0,16,19,9,12,1,0,18,0,13,0,103
2001Q1,0672,6,6,2,2,1,7,0,1,8,19,5,9,1,0,23,0,17,0,101
2001Q1,0674,6,1,5,0,1,0,0,0,0,6,2,4,0,0,6,0,6,0,31
2001Q1,0676,6,0,3,1,2,6,0,0,9,26,4,11,1,0,9,0,24,0,96
2001Q1,0677,6,3,8,0,5,1,0,0,12,6,9,2,1,0,8,0,12,0,67
2001Q1,0678,6,0,3,1,3,3,0,0,4,5,0,3,1,0,3,0,15,0,41
2001Q1,0679,6,2,0,0,2,0,0,0,5,3,1,3,0,0,1,0,0,0,17
2001Q1,0691,6,0,2,0,2,0,0,0,5,7,2,3,0,0,3,0,10,0,34
2001Q1,0692,6,0,1,0,1,1,0,0,1,9,3,2,1,0,1,0,9,0,29
2001Q1,0693,6,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,8
2001Q1,0694,6,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,5,0,10
2001Q1,0697,6,0,10,3,3,3,1,1,10,7,5,0,0,0,3,0,12,1,59
2001Q1,0699,6,0,4,0,10,2,0,0,12,6,7,4,0,0,6,0,21,0,72
2001Q1,0701,7,5,5,0,1,1,0,1,8,17,12,36,3,0,62,0,14,0,165
2001Q1,0702,7,2,6,0,2,0,0,0,3,4,2,4,0,0,5,0,7,0,35
2001Q1,0703,7,1,1,0,1,0,0,0,1,0,2,3,0,0,2,0,0,0,11
