Quarter,REPORTING  DISTRICT,DIVISION,BURG  BUS-,BURG  RES-,BURG  OTH-,ROBB  ST-,ROBB  OTH-,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE  THEFT,AUTO  THEFT,BUNCO,TOTAL
1993Q1,1769,17,2,9,3,3,0,0,0,10,11,4,2,1,0,1,3,27,0,76
1993Q1,1772,17,7,6,1,1,1,0,0,5,9,1,2,0,0,1,0,12,0,46
1993Q1,1773,17,5,2,0,1,0,0,0,5,2,1,2,0,0,0,0,2,0,20
1993Q1,1774,17,8,7,5,3,2,0,1,14,11,4,9,0,0,10,4,47,0,125
1993Q1,1775,17,10,5,3,2,6,0,0,2,16,1,8,0,0,30,2,26,0,111
1993Q1,1776,17,5,2,0,0,1,0,0,3,12,2,1,0,1,8,0,10,0,45
1993Q1,1777,17,21,26,4,5,8,0,0,4,19,2,5,2,1,13,5,24,0,139
1993Q1,1778,17,0,7,2,0,1,0,0,2,13,7,2,0,0,3,1,8,0,46
1993Q1,1781,17,1,3,0,1,0,0,0,3,1,1,3,0,0,1,1,2,0,17
1993Q1,1782,17,2,6,2,1,0,0,1,3,7,2,5,0,0,5,5,15,0,54
1993Q1,1783,17,3,2,1,2,1,0,0,7,8,4,3,0,0,2,1,17,0,51
1993Q1,1784,17,1,2,4,2,0,0,0,11,14,3,2,0,0,1,3,16,0,59
1993Q1,1785,17,3,14,6,5,5,0,0,7,16,5,3,1,0,12,4,21,0,102
1993Q1,1786,17,0,7,5,1,4,0,0,5,3,1,4,0,0,4,5,12,0,51
1993Q1,1787,17,1,2,0,4,3,2,0,14,4,3,1,0,0,9,1,20,0,64
1993Q1,1788,17,20,15,5,6,7,0,0,8,12,8,6,0,0,7,3,26,0,123
1993Q1,1791,17,1,15,3,0,2,1,0,7,15,9,5,0,0,5,2,28,0,93
1993Q1,1792,17,0,4,0,1,2,0,0,0,5,0,1,0,0,7,0,6,0,26
1993Q1,1793,17,7,5,1,2,4,0,0,5,4,1,0,0,0,11,1,11,0,52
1993Q1,1794,17,9,16,2,0,3,0,0,3,3,4,7,0,1,16,1,6,0,71
1993Q1,1795,17,1,3,5,2,2,0,0,1,6,1,2,0,0,4,0,10,0,37
1993Q1,1796,17,0,6,0,1,2,0,0,7,0,2,3,0,0,3,2,13,0,39
1993Q1,1797,17,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,7
1993Q1,1798,17,6,13,3,10,8,0,1,38,24,11,3,1,0,22,2,48,1,191
1993Q1,1799,17,7,29,11,17,11,1,3,46,39,4,9,1,2,8,7,42,0,237
1993Q1,1800,18,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,4
1993Q1,1801,18,6,19,12,26,9,0,1,46,27,11,3,2,2,24,1,36,0,225
1993Q1,1802,18,3,12,7,24,8,1,1,44,12,8,2,1,1,8,2,27,0,161
1993Q1,1803,18,1,10,2,8,2,3,0,26,7,3,1,0,0,5,0,23,0,91
1993Q1,1804,18,1,18,3,13,11,3,3,46,6,12,3,0,0,11,2,19,0,151
1993Q1,1821,18,1,11,5,22,6,2,2,30,8,11,1,0,0,2,0,20,0,121
1993Q1,1822,18,0,13,4,17,12,2,3,49,14,7,4,0,2,9,3,20,0,159
1993Q1,1823,18,4,11,5,15,5,1,1,44,3,10,2,0,0,23,1,19,0,144
1993Q1,1824,18,1,16,9,19,1,0,0,20,6,21,5,0,1,11,2,27,0,139
1993Q1,1826,18,1,13,5,5,2,0,0,22,11,12,5,0,0,30,0,11,0,117
1993Q1,1827,18,0,31,5,11,1,0,0,29,12,9,3,1,0,6,1,18,0,127
1993Q1,1829,18,0,26,1,31,8,0,0,45,7,6,0,0,0,5,2,12,0,143
1993Q1,1834,18,3,7,0,12,4,4,2,28,1,25,4,0,0,8,1,12,0,111
1993Q1,1835,18,0,6,0,4,1,0,1,5,2,5,0,0,0,4,1,8,0,37
1993Q1,1836,18,1,13,0,9,1,0,0,17,1,16,1,0,0,1,1,11,0,72
1993Q1,1837,18,3,15,7,21,6,4,3,35,7,7,4,0,0,9,0,12,0,133
1993Q1,1838,18,1,7,0,13,2,1,0,17,7,3,1,0,0,0,0,7,0,59
1993Q1,1839,18,2,9,3,6,1,1,0,37,6,2,1,0,1,0,2,5,0,76
1993Q1,1841,18,3,12,7,21,8,1,3,38,10,18,5,0,0,7,1,34,0,168
1993Q1,1842,18,2,13,5,17,7,0,1,63,8,16,5,2,0,23,3,38,0,203
1993Q1,1844,18,2,12,9,21,7,1,1,38,9,12,5,0,0,7,2,24,0,150
1993Q1,1846,18,1,26,2,25,11,3,0,61,6,19,0,1,0,8,1,15,0,179
1993Q1,1849,18,1,31,6,24,1,0,1,42,5,10,3,0,0,6,0,15,0,145
1993Q1,1861,18,1,9,1,12,4,2,0,22,2,2,3,2,2,10,1,16,0,89
1993Q1,1862,18,1,15,9,12,2,2,1,27,9,10,1,2,0,6,1,17,0,115
1993Q1,1863,18,0,11,3,14,3,0,1,20,4,8,1,2,0,2,1,8,0,78
1993Q1,1864,18,0,5,4,5,3,2,0,13,4,4,1,0,0,3,0,9,0,53
1993Q1,1871,18,6,12,6,9,14,0,0,36,17,10,3,2,0,8,0,53,0,176
1993Q1,1881,18,2,13,9,6,7,0,0,26,10,4,3,0,0,9,2,46,0,137
1993Q1,1891,18,8,3,10,1,0,0,0,0,8,4,3,0,0,2,1,14,0,54
1993Q1,1892,18,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,6
1993Q1,9900,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1993Q1,9901,99,0,0,0,0,0,0,2,0,0,1,2,1,0,2,0,5,0,13
1993Q1,9902,99,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9,0,12
1993Q1,9903,99,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,0,7
1993Q1,9904,99,0,0,0,2,1,0,0,5,1,0,0,0,0,0,0,5,0,14
1993Q1,9905,99,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,7,0,11
1993Q1,9906,99,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,5
1993Q1,9907,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3
1993Q1,9908,99,0,0,0,0,0,0,0,1,2,1,2,0,0,2,0,3,0,11
1993Q1,9909,99,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,4
1993Q1,9910,99,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4
1993Q1,9911,99,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,6
1993Q1,9912,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1993Q1,9913,99,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,8
1993Q1,9914,99,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4
1993Q1,9915,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3
1993Q1,9916,99,0,1,0,0,0,0,0,1,1,2,2,0,0,2,0,10,0,19
1993Q1,9917,99,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,5
1993Q1,9918,99,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,3,0,9
1993Q1,9999,99,1,0,1,2,2,0,6,9,14,14,10,1,0,12,1,2,3,78
1993Q2,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3
1993Q2,105,1,0,0,0,4,1,0,0,1,3,1,0,0,1,0,0,4,0,15
1993Q2,109,1,0,0,1,4,0,0,0,2,2,0,1,0,0,0,0,1,0,11
1993Q2,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
1993Q2,111,1,32,8,6,39,7,0,1,28,126,10,5,12,3,23,2,50,1,353
1993Q2,112,1,1,0,1,2,0,0,0,1,16,1,1,1,0,3,1,7,0,35
1993Q2,119,1,5,3,9,8,2,2,0,13,35,8,6,1,1,5,0,27,0,125
1993Q2,121,1,0,0,0,1,0,0,0,0,12,0,4,0,0,2,0,2,0,21
1993Q2,122,1,0,0,0,1,0,0,0,0,28,0,2,0,0,3,0,3,0,37
1993Q2,123,1,0,1,0,8,0,0,0,4,5,1,4,3,1,2,0,2,0,31
1993Q2,124,1,0,0,1,8,1,0,0,6,10,3,7,1,0,30,0,3,0,70
1993Q2,127,1,1,0,0,0,0,0,0,2,5,1,2,0,1,3,0,2,0,17
1993Q2,128,1,4,0,2,5,1,0,0,2,27,2,4,0,0,3,0,2,0,52
1993Q2,129,1,4,1,2,3,0,0,0,3,6,2,0,0,1,1,1,4,0,28
1993Q2,131,1,0,0,0,0,0,0,0,3,5,0,2,0,0,3,0,3,0,16
1993Q2,132,1,3,2,1,0,1,0,1,0,38,2,4,0,0,0,0,9,0,61
1993Q2,133,1,0,0,0,3,0,0,0,0,9,1,0,0,0,2,0,2,1,18
1993Q2,134,1,4,0,0,6,1,0,0,3,7,1,3,3,0,7,0,1,0,36
1993Q2,135,1,5,0,0,14,1,0,2,6,15,2,2,5,1,8,2,3,0,66
1993Q2,138,1,7,0,3,9,1,1,1,5,71,1,4,1,1,5,0,4,0,114
1993Q2,139,1,8,1,4,4,0,0,0,2,27,5,3,0,0,6,0,4,0,64
1993Q2,141,1,0,0,0,2,0,0,0,0,4,2,1,0,0,2,0,1,0,12
1993Q2,142,1,9,1,7,8,0,0,0,5,71,5,6,2,1,12,2,5,0,134
1993Q2,143,1,4,0,0,17,1,0,0,3,10,0,4,4,0,17,0,0,2,62
1993Q2,144,1,3,1,0,14,5,0,2,11,6,0,0,2,0,7,0,0,0,51
1993Q2,145,1,2,1,1,37,2,0,1,14,10,0,1,3,0,0,0,0,0,72
1993Q2,146,1,7,0,1,5,0,0,0,8,9,3,7,1,1,9,0,2,0,53
1993Q2,147,1,2,3,0,8,1,0,0,7,9,1,2,2,0,2,0,1,0,38
1993Q2,148,1,2,1,3,8,1,0,0,8,14,4,1,1,0,1,0,1,0,45
1993Q2,151,1,0,0,0,3,0,0,0,3,10,2,6,1,0,5,0,3,0,33
1993Q2,152,1,9,0,9,5,4,0,1,11,19,5,11,6,0,21,1,2,0,104
1993Q2,153,1,6,9,2,44,6,2,2,25,8,2,10,28,0,49,0,2,2,197
1993Q2,154,1,7,2,0,32,1,0,1,20,26,2,1,6,0,6,0,2,0,106
1993Q2,155,1,0,0,0,5,0,0,1,5,9,2,1,0,1,6,0,0,0,30
1993Q2,156,1,1,0,0,10,1,0,0,11,8,0,1,3,0,4,0,1,0,40
1993Q2,157,1,5,1,0,20,1,0,0,15,9,1,2,3,1,6,0,1,0,65
1993Q2,158,1,6,1,1,14,1,0,3,8,17,1,4,1,0,4,0,3,0,64
1993Q2,159,1,24,3,9,10,1,0,0,5,31,12,5,2,0,1,1,1,0,105
1993Q2,161,1,1,0,1,0,1,0,0,2,15,4,0,0,0,9,0,8,0,41
1993Q2,162,1,9,3,4,9,5,0,2,12,57,1,4,4,0,36,0,13,1,160
1993Q2,163,1,23,1,0,30,3,0,0,10,19,3,6,12,3,41,0,3,0,154
1993Q2,164,1,7,2,0,16,2,0,0,8,16,2,1,2,0,2,0,1,0,59
1993Q2,165,1,1,0,0,6,0,0,1,9,11,3,1,1,0,3,0,0,0,36
1993Q2,166,1,0,0,0,9,0,0,1,3,6,1,2,0,0,4,0,1,0,27
1993Q2,171,1,5,4,1,4,3,0,3,3,18,0,2,0,1,6,0,8,0,58
1993Q2,174,1,7,0,2,9,3,1,2,8,15,2,5,5,1,5,0,1,0,66
1993Q2,176,1,7,0,3,12,5,0,0,8,58,5,5,6,0,3,0,4,0,116
1993Q2,181,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5
1993Q2,182,1,15,2,0,9,3,0,1,8,45,3,4,1,0,7,0,17,0,115
1993Q2,185,1,40,0,8,11,5,1,0,9,90,5,16,18,4,7,1,12,0,227
1993Q2,191,1,2,0,1,0,2,0,1,2,4,2,1,0,0,3,0,17,0,35
1993Q2,192,1,19,3,3,14,1,0,0,18,40,4,6,0,1,7,0,23,0,139
1993Q2,195,1,30,1,2,17,3,0,0,5,48,6,3,4,0,7,0,15,0,141
1993Q2,200,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3
1993Q2,211,2,1,6,12,12,3,0,0,8,14,10,2,1,1,5,0,44,0,119
1993Q2,212,2,3,10,4,26,7,1,0,33,18,10,0,2,1,3,2,31,0,151
1993Q2,213,2,2,22,0,11,4,0,0,24,20,5,4,0,1,4,0,37,0,134
1993Q2,214,2,1,10,0,8,6,0,0,12,26,6,3,0,1,3,0,26,0,102
1993Q2,215,2,5,10,2,22,3,1,0,21,20,14,8,2,0,6,0,25,0,139
1993Q2,217,2,1,7,1,20,5,1,0,14,17,9,1,0,1,3,2,20,1,103
1993Q2,219,2,0,2,0,5,1,1,0,5,6,3,0,0,0,1,0,13,0,37
1993Q2,221,2,1,5,8,17,6,0,2,26,15,8,5,1,0,7,0,63,0,164
1993Q2,222,2,4,11,3,14,4,0,0,15,12,5,2,1,2,6,0,20,0,99
1993Q2,224,2,1,7,0,10,2,0,1,13,5,4,3,1,0,2,2,12,0,63
1993Q2,231,2,3,3,0,17,7,1,1,19,5,2,2,1,1,1,0,28,0,91
1993Q2,232,2,1,2,3,6,3,1,2,29,12,3,3,2,0,5,0,24,0,96
1993Q2,233,2,3,14,6,14,4,0,0,17,14,9,4,4,1,22,0,36,0,148
1993Q2,234,2,5,10,6,16,3,0,1,41,33,10,6,0,2,9,1,37,0,180
1993Q2,235,2,8,7,6,9,2,1,0,40,27,9,2,2,1,4,1,17,0,136
1993Q2,236,2,2,14,3,8,5,1,0,23,12,7,0,0,0,13,0,14,0,102
1993Q2,237,2,1,9,8,22,2,0,1,28,21,12,3,0,0,1,1,38,0,147
1993Q2,238,2,1,3,4,9,1,0,0,11,2,6,1,0,0,1,0,14,0,53
1993Q2,239,2,0,0,0,0,0,0,0,3,8,2,1,0,0,2,0,5,0,21
1993Q2,241,2,2,12,0,16,10,1,3,56,15,9,2,0,0,14,0,39,0,179
1993Q2,242,2,4,15,1,16,5,0,1,17,31,3,12,0,3,11,3,29,0,151
1993Q2,243,2,7,6,4,36,6,0,0,23,23,7,5,0,3,31,1,23,1,176
1993Q2,244,2,5,16,2,16,3,1,0,22,29,11,6,1,1,8,1,18,1,141
1993Q2,245,2,8,6,9,36,4,2,2,46,42,14,10,1,2,9,1,21,0,213
1993Q2,246,2,4,5,1,33,7,1,1,51,11,8,6,2,2,13,0,16,0,161
1993Q2,247,2,0,5,1,14,3,2,0,12,8,4,1,1,0,1,0,18,0,70
1993Q2,249,2,1,3,2,14,1,1,0,5,36,2,2,1,0,5,0,11,0,84
1993Q2,251,2,4,0,3,10,6,0,2,27,19,5,3,1,1,8,0,31,0,120
1993Q2,252,2,3,4,3,9,8,1,0,36,13,4,7,0,2,9,0,22,0,121
1993Q2,256,2,4,5,3,15,4,0,0,20,14,2,0,0,0,6,1,13,0,87
1993Q2,257,2,3,4,1,16,3,0,0,22,18,3,3,0,0,9,0,11,0,93
1993Q2,261,2,7,4,1,20,4,1,1,41,8,2,2,2,0,2,0,30,0,125
1993Q2,262,2,5,4,2,6,4,2,0,31,7,12,2,1,0,5,0,18,0,99
1993Q2,264,2,10,4,5,14,1,2,4,27,7,9,1,1,0,0,0,12,0,97
1993Q2,266,2,15,2,1,26,2,1,2,43,4,6,6,2,0,11,0,12,1,134
1993Q2,267,2,5,2,4,23,3,1,2,20,11,4,2,1,0,3,0,14,0,95
1993Q2,269,2,5,4,4,15,7,0,0,21,7,3,3,0,1,5,1,19,0,95
1993Q2,271,2,12,8,5,24,6,2,0,37,8,7,2,0,1,4,0,28,0,144
1993Q2,272,2,3,3,0,6,2,0,0,16,7,4,2,1,1,1,0,12,0,58
1993Q2,273,2,2,3,4,23,2,0,0,17,7,7,5,1,2,2,0,21,2,98
1993Q2,275,2,16,6,4,42,4,0,3,20,12,16,4,4,1,8,0,25,0,165
1993Q2,276,2,1,7,2,18,6,1,0,39,5,7,3,1,2,0,0,13,0,105
1993Q2,279,2,4,2,1,4,3,0,0,6,5,4,2,0,0,4,0,9,0,44
1993Q2,281,2,7,1,1,21,7,0,1,9,4,5,3,0,1,6,0,20,0,86
1993Q2,282,2,2,11,2,28,4,0,1,30,6,10,2,0,0,5,1,46,0,148
1993Q2,286,2,2,10,1,14,1,3,1,13,4,8,3,0,0,1,0,25,0,86
1993Q2,289,2,5,0,1,3,2,0,0,5,0,2,1,0,0,1,0,7,0,27
1993Q2,291,2,4,1,1,8,0,1,0,8,3,3,1,0,0,0,0,10,0,40
1993Q2,292,2,2,1,0,7,2,1,1,7,2,1,3,0,1,2,0,11,0,41
1993Q2,296,2,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,7
1993Q2,299,2,4,2,3,4,5,1,0,14,4,3,1,2,0,3,1,10,0,57
1993Q2,300,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
1993Q2,309,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3
1993Q2,311,3,1,3,0,3,0,0,0,5,2,1,0,0,0,1,0,2,0,18
1993Q2,312,3,1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,9
1993Q2,313,3,0,5,0,3,1,0,1,10,4,2,1,0,0,3,0,10,0,40
1993Q2,314,3,1,10,5,5,2,0,0,35,8,2,1,0,0,4,2,20,0,95
1993Q2,315,3,0,4,5,6,3,1,0,17,6,3,3,1,1,5,2,16,0,73
1993Q2,316,3,2,4,0,5,1,0,1,19,3,3,3,0,0,4,0,11,0,56
1993Q2,317,3,1,10,0,8,10,0,3,14,7,2,2,0,0,1,2,16,0,76
1993Q2,318,3,3,3,0,5,5,0,1,13,2,4,1,0,0,4,1,12,0,54
1993Q2,319,3,2,10,4,8,3,0,0,13,19,9,2,0,0,12,4,33,0,119
1993Q2,326,3,2,3,1,13,8,1,2,35,8,4,3,0,0,2,0,17,0,99
1993Q2,327,3,3,12,0,13,3,0,0,8,14,8,1,0,0,4,10,29,0,105
1993Q2,328,3,0,27,9,6,4,0,0,7,10,11,5,0,0,20,4,25,0,128
1993Q2,329,3,2,1,1,2,1,0,0,3,1,1,3,1,0,1,0,6,0,23
1993Q2,331,3,4,6,4,11,5,1,0,19,9,2,3,0,0,3,0,15,0,82
1993Q2,332,3,0,8,0,11,2,0,0,27,8,0,2,1,1,0,0,15,0,75
1993Q2,333,3,9,8,3,5,4,0,0,26,14,2,1,2,0,8,0,18,0,100
1993Q2,334,3,3,15,2,11,8,1,0,19,12,4,4,0,0,9,0,26,0,114
1993Q2,335,3,2,2,1,3,7,0,2,17,4,2,1,0,0,4,0,6,0,51
1993Q2,336,3,5,3,2,9,0,0,1,12,11,2,1,1,1,1,0,8,0,57
1993Q2,337,3,1,5,2,21,3,0,0,21,9,3,4,0,1,3,2,15,0,90
1993Q2,338,3,1,11,2,11,6,0,0,8,13,9,0,1,0,23,3,30,0,118
1993Q2,351,3,1,1,5,5,4,0,0,20,4,1,2,0,0,4,0,2,0,49
1993Q2,353,3,1,12,4,3,4,0,0,8,3,4,2,0,0,1,1,14,0,57
1993Q2,354,3,4,4,5,8,0,1,1,13,15,2,5,0,0,6,0,6,0,70
1993Q2,355,3,2,10,2,10,2,0,0,20,1,3,3,0,2,3,1,4,0,63
1993Q2,356,3,1,6,0,29,7,3,0,17,0,1,4,0,2,16,1,23,0,110
1993Q2,357,3,3,6,4,11,4,2,0,29,24,5,1,1,0,10,2,21,0,123
1993Q2,358,3,2,13,26,8,0,0,0,4,43,26,29,0,0,77,9,29,0,266
1993Q2,359,3,7,8,2,5,0,1,0,2,13,3,0,1,0,2,2,9,0,55
1993Q2,361,3,0,16,1,19,6,1,1,40,23,6,2,1,1,25,2,37,0,181
1993Q2,362,3,1,11,0,14,4,2,0,42,27,3,7,0,1,9,0,41,0,162
1993Q2,363,3,11,20,7,25,10,1,2,33,30,6,11,1,4,37,0,58,1,257
1993Q2,373,3,1,10,4,6,3,0,0,8,9,4,2,0,0,10,1,22,0,80
1993Q2,374,3,6,4,4,0,3,0,0,11,5,1,2,0,0,4,1,12,0,53
1993Q2,375,3,0,17,4,11,5,0,2,29,12,6,2,0,1,5,1,11,0,106
1993Q2,376,3,6,8,5,16,4,0,4,27,13,6,4,0,2,8,4,20,0,127
1993Q2,377,3,2,10,2,21,6,0,0,51,9,15,3,0,3,11,1,17,0,151
1993Q2,378,3,1,2,0,10,4,0,1,5,6,1,3,1,0,5,1,20,0,60
1993Q2,391,3,0,8,1,5,2,0,3,9,11,5,3,0,0,4,0,32,0,83
1993Q2,393,3,7,7,4,26,3,0,4,15,10,14,5,0,0,10,2,32,0,139
1993Q2,394,3,7,10,8,3,2,0,2,4,4,0,3,0,0,6,1,9,0,59
1993Q2,395,3,3,16,5,17,6,1,0,18,9,6,3,1,2,12,1,29,0,129
1993Q2,397,3,8,21,12,27,10,0,1,40,12,12,4,2,5,30,1,48,0,233
1993Q2,398,3,10,12,9,33,14,1,2,52,20,9,4,0,3,9,0,47,0,225
1993Q2,399,3,3,2,0,4,0,0,2,8,8,2,0,0,1,8,0,13,0,51
1993Q2,401,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,7
1993Q2,402,4,0,2,1,0,0,0,0,4,11,4,1,0,0,1,1,3,0,28
1993Q2,404,4,2,7,1,5,2,0,0,10,11,2,1,0,0,1,1,7,0,50
1993Q2,406,4,0,9,0,0,1,0,0,1,8,0,0,0,0,1,0,6,0,26
1993Q2,407,4,2,6,1,0,3,0,0,14,7,4,1,0,0,1,1,12,0,52
1993Q2,408,4,1,4,1,0,2,0,0,7,6,0,1,0,0,5,0,7,0,34
1993Q2,409,4,0,17,1,3,4,2,0,23,12,2,3,1,0,10,0,18,0,96
1993Q2,411,4,5,1,2,3,2,0,0,0,4,2,0,0,0,3,0,13,0,35
1993Q2,412,4,8,1,0,4,2,1,0,6,13,5,3,0,1,17,1,13,0,75
1993Q2,413,4,0,4,0,0,0,0,0,6,1,0,1,0,0,1,1,1,0,15
1993Q2,414,4,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,8
1993Q2,415,4,6,9,3,9,5,1,1,27,16,5,3,1,1,8,1,18,0,114
1993Q2,416,4,1,5,0,2,0,0,0,11,5,1,1,0,0,1,1,6,0,34
1993Q2,421,4,2,1,2,2,3,0,0,13,5,1,1,0,0,3,0,12,1,46
1993Q2,422,4,5,7,1,5,1,0,1,14,11,1,3,1,1,3,1,21,0,76
1993Q2,423,4,6,1,1,0,0,0,1,5,5,1,2,0,1,1,0,10,0,34
1993Q2,424,4,4,10,2,3,1,2,0,12,14,3,1,0,0,1,0,12,0,65
1993Q2,427,4,0,2,10,7,1,1,0,26,3,0,1,1,1,8,1,5,0,67
1993Q2,428,4,3,2,0,5,5,0,0,14,8,5,1,0,0,6,1,14,0,64
1993Q2,429,4,3,9,1,1,3,0,0,10,8,6,4,0,0,4,1,11,0,61
1993Q2,437,4,2,5,2,4,0,0,1,9,6,2,2,1,0,6,0,16,0,56
1993Q2,438,4,3,3,3,6,0,0,1,27,11,2,6,0,0,1,0,19,0,82
1993Q2,439,4,5,7,1,1,3,1,0,6,21,4,0,0,0,2,0,19,0,70
1993Q2,441,4,1,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,6
1993Q2,442,4,0,0,0,2,1,0,1,2,1,2,0,0,0,0,0,6,0,15
1993Q2,443,4,0,2,5,4,3,0,1,3,22,13,14,2,0,17,0,54,0,140
1993Q2,445,4,1,4,0,1,1,0,0,4,2,0,1,0,0,2,0,2,0,18
1993Q2,448,4,1,0,2,2,1,0,1,22,5,0,1,1,0,2,1,9,0,48
1993Q2,449,4,3,3,2,3,1,0,1,27,5,3,1,0,0,3,0,14,0,66
1993Q2,451,4,2,2,5,0,4,0,0,47,2,1,2,0,0,3,0,5,0,73
1993Q2,452,4,2,1,1,3,0,0,0,7,10,2,3,1,0,4,1,4,0,39
1993Q2,453,4,5,4,8,1,0,0,1,9,7,1,0,1,0,4,1,11,0,53
1993Q2,455,4,2,2,0,8,8,0,0,22,10,5,3,0,1,4,1,13,0,79
1993Q2,457,4,3,12,2,16,7,0,0,35,8,2,2,1,0,2,0,32,0,122
1993Q2,459,4,1,3,3,3,1,0,0,18,3,4,0,1,0,0,1,8,0,46
1993Q2,462,4,3,1,2,3,1,1,0,4,3,3,0,0,0,4,1,4,0,30
1993Q2,463,4,15,4,9,25,3,0,1,25,19,10,5,1,7,12,4,38,0,178
1993Q2,466,4,2,7,0,12,13,0,0,17,8,7,2,0,1,2,1,11,0,83
1993Q2,467,4,3,16,7,9,6,0,0,27,14,6,1,0,0,12,2,21,0,124
1993Q2,468,4,3,7,0,6,3,0,0,17,6,2,2,0,0,8,0,26,0,80
1993Q2,469,4,0,3,1,3,2,0,0,9,3,3,2,0,0,0,0,14,0,40
1993Q2,471,4,14,2,3,10,5,2,0,34,11,7,10,1,0,7,0,16,0,122
1993Q2,473,4,3,5,1,15,4,1,0,10,5,2,0,0,0,16,1,20,0,83
1993Q2,477,4,4,8,6,8,10,1,0,9,4,3,2,0,0,3,0,20,0,78
1993Q2,478,4,3,5,4,11,6,1,0,11,4,2,1,0,0,1,1,18,0,68
1993Q2,479,4,1,3,2,7,2,2,1,9,4,2,1,0,0,2,1,8,0,45
1993Q2,483,4,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,7
1993Q2,487,4,0,2,0,2,1,1,0,4,2,2,1,0,0,1,0,9,0,25
1993Q2,488,4,0,2,0,2,0,1,0,3,4,4,0,0,0,1,0,9,1,27
1993Q2,491,4,7,0,1,1,0,0,0,0,9,2,0,0,0,22,0,11,0,53
1993Q2,497,4,9,6,5,15,7,3,3,48,31,9,3,1,0,10,0,73,5,228
1993Q2,499,4,4,0,0,2,1,3,0,12,5,0,4,0,0,1,2,21,0,55
1993Q2,500,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3
1993Q2,501,5,3,6,2,3,1,0,0,18,27,10,6,0,0,2,2,16,0,96
1993Q2,502,5,3,1,2,1,0,0,0,0,1,0,3,0,0,4,0,5,0,20
1993Q2,503,5,3,5,1,3,3,0,0,13,7,1,3,0,0,2,3,13,1,58
1993Q2,504,5,5,8,2,3,2,1,1,22,18,4,1,0,0,3,0,17,1,88
1993Q2,505,5,2,3,2,0,2,0,0,3,7,4,0,1,0,2,1,11,0,38
1993Q2,506,5,2,1,0,1,0,0,0,4,7,1,1,0,0,12,1,14,0,44
1993Q2,511,5,8,10,2,4,6,1,0,18,8,5,4,2,0,8,1,20,0,97
1993Q2,512,5,0,2,0,1,2,0,0,3,1,1,3,0,0,0,2,5,0,20
1993Q2,513,5,2,16,7,13,2,2,1,24,21,9,7,0,0,5,3,33,0,145
1993Q2,514,5,1,6,2,8,6,0,3,10,9,5,3,0,0,2,2,30,0,87
1993Q2,515,5,4,11,3,5,1,0,0,9,10,3,2,0,0,17,1,21,0,87
1993Q2,516,5,7,15,4,7,8,0,2,22,16,2,1,0,0,13,2,40,0,139
1993Q2,517,5,7,7,3,7,2,1,0,25,17,7,1,1,0,15,1,47,0,141
1993Q2,519,5,6,24,5,8,4,1,1,23,11,4,5,1,1,8,1,41,0,144
1993Q2,521,5,1,5,2,3,0,0,0,8,8,4,3,1,0,9,1,10,0,55
1993Q2,523,5,0,0,0,0,0,0,0,3,0,1,0,0,0,2,1,1,0,8
1993Q2,524,5,2,3,1,4,1,0,0,10,4,3,2,0,0,1,0,16,1,48
