quarter,RD,division,burg.bus,burg.res,burg.oth,robb.st,robb.oth,murder,rape,aggr.assault,burg.from.auto,theft.from.auto,grand.theft,theft.from.pers,purse.snatch,other.theft,bike.theft,auto.theft,bunco,total
1990Q1,0504,5,1,3,0,7,0,0,0,20,7,2,0,1,0,2,3,11,0,57
1990Q1,0505,5,1,4,0,3,2,0,0,13,14,1,6,0,0,3,3,14,0,64
1990Q1,0507,5,2,5,0,0,1,0,0,25,17,2,5,0,0,8,2,5,0,72
1990Q1,0509,5,3,5,1,1,7,0,0,6,16,7,2,0,0,3,3,26,0,80
1990Q1,0511,5,7,19,3,9,6,0,1,19,19,8,6,0,0,8,3,36,0,144
1990Q1,0512,5,1,1,1,1,1,0,0,1,0,2,2,0,0,3,0,5,0,18
1990Q1,0513,5,2,4,6,10,3,2,1,24,24,10,0,1,0,6,4,46,0,143
1990Q1,0514,5,0,8,3,2,17,1,2,23,20,4,3,0,0,9,1,32,0,125
1990Q1,0515,5,9,12,11,1,2,0,0,14,9,2,1,0,0,9,2,27,0,99
1990Q1,0516,5,8,19,9,4,15,0,0,9,12,2,5,0,1,4,0,39,0,127
1990Q1,0517,5,15,7,8,5,11,1,1,13,33,5,4,1,0,12,3,30,0,149
1990Q1,0519,5,7,13,6,2,4,0,1,19,13,8,8,0,0,13,1,54,0,149
1990Q1,0521,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,5
1990Q1,0522,5,2,4,5,2,0,0,0,3,21,4,3,0,1,4,3,11,0,63
1990Q1,0523,5,0,1,0,0,0,0,0,0,6,2,1,0,0,1,0,1,0,12
1990Q1,0524,5,2,4,0,7,4,0,0,7,7,2,0,0,1,0,0,5,0,39
1990Q1,0525,5,10,33,2,18,20,1,3,37,49,11,3,0,0,39,3,66,1,296
1990Q1,0527,5,0,0,1,0,1,0,0,0,0,2,1,0,0,1,0,3,0,9
1990Q1,0529,5,13,7,23,10,5,1,0,21,16,10,20,2,0,20,0,53,0,201
1990Q1,0541,5,3,4,1,2,4,0,0,5,13,3,0,0,0,11,2,11,0,59
1990Q1,0543,5,1,4,1,2,0,0,0,9,21,4,3,0,0,6,1,15,0,67
1990Q1,0545,5,1,9,2,1,2,0,0,8,10,2,1,0,0,3,0,15,0,54
1990Q1,0547,5,5,9,1,3,14,1,1,28,26,6,2,0,0,7,3,26,1,133
1990Q1,0549,5,8,7,7,12,5,0,0,26,33,6,8,1,2,16,2,12,0,145
1990Q1,0561,5,0,4,0,1,0,0,0,1,4,0,1,0,0,1,2,2,0,16
1990Q1,0562,5,0,4,1,0,1,0,0,2,16,3,0,0,0,0,0,17,0,44
1990Q1,0563,5,7,13,7,8,7,0,4,30,56,7,5,0,1,20,4,30,0,199
1990Q1,0565,5,1,0,1,1,5,0,0,7,12,4,2,0,0,7,1,10,1,52
1990Q1,0567,5,2,15,8,6,6,0,1,34,60,9,11,2,0,13,8,27,1,203
1990Q1,0569,5,2,0,5,1,0,0,0,5,14,2,6,0,0,8,0,7,0,50
1990Q1,0581,5,0,6,3,0,4,0,0,2,6,1,2,0,0,3,1,6,0,34
1990Q1,0583,5,0,5,0,0,1,0,1,2,14,3,2,0,0,2,0,9,0,39
1990Q1,0584,5,0,5,3,0,1,0,0,3,7,3,2,0,0,2,0,6,0,32
1990Q1,0585,5,0,14,7,4,2,0,0,15,40,11,3,0,1,7,5,43,0,152
1990Q1,0587,5,0,5,5,1,2,0,0,4,23,4,2,0,0,2,1,17,1,67
1990Q1,0589,5,0,2,6,1,0,0,1,4,8,0,0,0,0,3,1,8,0,34
1990Q1,0591,5,1,0,2,1,1,0,0,1,9,4,2,0,0,2,0,19,0,42
1990Q1,0599,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1990Q1,0600,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
1990Q1,0604,6,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,7
1990Q1,0609,6,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,1,0,13
1990Q1,0615,6,1,7,1,1,1,0,0,2,13,0,1,1,0,0,0,2,0,30
1990Q1,0621,6,0,2,0,1,0,0,0,1,8,2,1,0,0,1,0,7,0,23
1990Q1,0622,6,1,20,2,3,0,0,0,3,17,3,7,0,0,3,0,18,1,78
1990Q1,0625,6,1,4,0,1,0,0,0,1,17,1,1,0,0,1,1,4,0,32
1990Q1,0626,6,3,9,0,0,2,0,0,1,7,0,0,0,0,2,1,6,0,31
1990Q1,0627,6,0,7,1,0,0,0,0,1,13,5,1,0,0,4,1,7,0,40
1990Q1,0628,6,0,14,2,5,2,0,0,5,26,4,3,0,2,7,1,28,0,99
1990Q1,0629,6,0,12,0,1,0,0,0,0,7,1,2,0,0,4,0,9,0,36
1990Q1,0631,6,0,7,0,1,1,0,0,1,3,1,4,0,0,2,0,6,0,26
1990Q1,0632,6,0,13,0,4,2,0,2,5,16,10,2,0,0,4,1,20,1,80
1990Q1,0636,6,6,21,6,25,7,0,4,40,58,15,14,2,0,21,3,47,0,269
1990Q1,0637,6,2,2,0,7,1,0,0,6,20,4,6,1,2,3,0,12,0,66
1990Q1,0638,6,2,8,0,12,3,1,1,19,21,3,6,3,0,8,0,37,0,124
1990Q1,0639,6,0,8,1,2,2,0,0,7,19,9,0,0,3,3,2,25,0,81
1990Q1,0642,6,1,8,0,8,2,0,0,4,22,2,4,1,1,7,0,19,0,79
1990Q1,0643,6,3,39,2,11,7,0,2,37,122,17,15,1,1,17,2,60,0,336
1990Q1,0645,6,11,17,4,31,10,1,3,35,95,19,24,4,2,32,2,53,1,344
1990Q1,0646,6,17,10,1,37,9,0,0,33,62,12,13,3,0,14,1,61,1,274
1990Q1,0647,6,4,5,0,10,1,0,2,17,66,8,6,0,4,19,1,48,0,191
1990Q1,0649,6,9,8,1,11,6,1,3,32,27,3,6,1,2,13,1,37,0,161
1990Q1,0665,6,8,10,10,18,3,0,0,20,48,12,11,2,0,22,2,39,0,205
1990Q1,0666,6,14,6,1,16,6,0,4,16,66,13,14,2,1,16,3,48,0,226
1990Q1,0667,6,9,17,0,27,3,2,1,27,68,11,9,3,1,47,1,71,0,297
1990Q1,0669,6,5,13,0,11,7,1,0,13,20,14,7,1,1,26,0,41,1,161
1990Q1,0671,6,10,7,3,18,5,2,0,3,45,3,7,2,0,7,1,39,0,152
1990Q1,0672,6,10,13,8,13,5,0,0,5,59,6,7,1,1,14,3,70,0,215
1990Q1,0674,6,8,4,0,4,1,0,0,1,13,6,5,0,0,5,2,30,1,80
1990Q1,0675,6,5,3,2,9,2,0,0,5,47,7,3,0,1,5,4,51,0,144
1990Q1,0676,6,11,14,7,8,5,0,1,18,50,13,5,2,1,11,1,35,0,182
1990Q1,0677,6,10,15,0,16,4,1,1,20,29,6,4,4,0,9,1,51,0,171
1990Q1,0678,6,3,11,1,6,1,1,0,6,9,5,0,0,0,2,0,28,0,73
1990Q1,0679,6,2,2,0,3,0,1,0,7,6,4,2,1,1,3,0,15,0,47
1990Q1,0691,6,6,7,4,7,4,0,0,0,19,0,4,1,1,7,1,12,0,73
1990Q1,0692,6,4,2,7,6,3,0,0,0,21,1,0,0,0,10,3,21,1,79
1990Q1,0693,6,0,1,3,0,0,0,0,0,10,0,0,0,0,1,1,5,0,21
1990Q1,0694,6,1,3,1,3,1,0,0,1,12,2,2,1,0,1,1,7,0,36
1990Q1,0695,6,0,4,2,2,3,0,0,1,11,2,1,0,0,1,1,12,0,40
1990Q1,0696,6,4,2,1,1,1,0,0,4,12,1,3,0,0,1,1,17,0,48
1990Q1,0697,6,5,22,0,8,4,0,1,11,28,6,3,0,0,7,0,40,0,135
1990Q1,0699,6,1,18,2,8,4,0,1,19,23,15,1,0,3,5,1,51,0,152
1990Q1,0700,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1990Q1,0701,7,15,10,5,8,8,0,0,5,33,8,25,1,0,46,3,29,0,196
1990Q1,0702,7,6,9,13,5,1,0,0,1,18,5,11,0,3,14,1,22,0,109
1990Q1,0703,7,6,6,3,12,7,1,0,0,17,0,10,5,1,7,0,28,0,103
1990Q1,0704,7,2,2,1,1,3,0,0,1,11,2,1,0,0,3,2,7,0,36
1990Q1,0705,7,1,1,2,1,0,0,0,1,9,1,1,0,0,1,0,13,0,31
1990Q1,0706,7,4,7,1,3,4,0,0,2,14,1,2,0,0,6,0,18,1,63
1990Q1,0707,7,2,4,0,2,2,1,0,1,5,1,2,0,3,2,0,5,0,30
1990Q1,0708,7,2,20,2,8,7,0,1,7,17,0,5,0,1,2,0,39,0,111
1990Q1,0709,7,7,18,2,20,8,0,0,15,16,11,1,0,1,5,0,53,0,157
1990Q1,0713,7,1,0,3,0,1,0,0,0,4,2,3,0,0,11,0,5,0,30
