AGG,BTFV,BURG,GTA,GTP,HOM,ROBB,quarter,rd
23,13,17,26,0,1,12,2004Q1,1245
16,9,5,16,2,0,12,2004Q1,1248
8,9,11,20,0,0,11,2004Q1,1249
28,14,8,17,0,1,14,2004Q1,1251
8,6,7,7,0,0,5,2004Q1,1252
15,9,11,6,1,1,5,2004Q1,1253
11,6,15,8,1,1,8,2004Q1,1255
40,28,10,23,0,0,26,2004Q1,1256
20,16,10,29,1,0,7,2004Q1,1258
21,24,8,27,1,0,8,2004Q1,1259
12,16,12,10,1,0,5,2004Q1,1263
34,10,15,7,0,2,5,2004Q1,1265
54,36,13,36,1,1,14,2004Q1,1266
26,19,13,20,2,0,13,2004Q1,1268
36,29,18,21,2,1,11,2004Q1,1269
31,13,6,10,0,1,18,2004Q1,1273
17,16,14,6,0,0,6,2004Q1,1283
1,2,6,1,0,0,1,2004Q1,1293
6,16,16,11,3,0,6,2004Q1,1303
6,7,6,12,1,1,10,2004Q1,1307
19,30,9,16,2,0,12,2004Q1,1309
0,2,0,0,0,0,0,2004Q1,1311
11,18,12,17,1,1,10,2004Q1,1313
4,31,6,15,0,0,7,2004Q1,1317
9,23,3,47,1,0,6,2004Q1,1321
11,12,5,16,1,0,12,2004Q1,1323
11,10,4,8,0,0,1,2004Q1,1325
5,7,2,4,0,1,2,2004Q1,1327
9,18,3,10,0,0,2,2004Q1,1331
9,11,4,13,0,1,8,2004Q1,1333
4,13,7,10,0,1,6,2004Q1,1341
18,29,8,16,2,0,8,2004Q1,1342
14,21,8,13,0,0,12,2004Q1,1343
26,20,3,14,1,1,17,2004Q1,1345
8,18,12,20,1,0,5,2004Q1,1347
17,22,13,17,1,0,8,2004Q1,1351
23,10,5,15,0,1,7,2004Q1,1352
20,24,10,22,4,1,10,2004Q1,1353
14,13,12,11,2,0,7,2004Q1,1361
11,6,4,6,0,0,10,2004Q1,1362
13,6,1,7,0,0,3,2004Q1,1363
22,25,8,13,1,0,8,2004Q1,1365
20,15,4,23,3,0,9,2004Q1,1367
12,9,7,25,0,0,10,2004Q1,1371
21,20,6,32,1,0,16,2004Q1,1373
15,10,2,10,0,0,0,2004Q1,1375
18,7,1,14,1,1,7,2004Q1,1377
3,9,1,2,0,0,1,2004Q1,1381
31,21,9,24,0,1,11,2004Q1,1383
10,11,3,31,0,0,4,2004Q1,1385
7,4,4,8,0,0,5,2004Q1,1391
16,31,7,30,0,2,10,2004Q1,1393
4,12,3,20,2,0,2,2004Q1,1395
2,14,1,5,0,0,0,2004Q1,1401
3,5,2,2,1,0,1,2004Q1,1402
3,4,1,4,0,0,1,2004Q1,1403
0,4,0,2,0,0,0,2004Q1,1405
5,32,6,14,0,0,5,2004Q1,1406
8,28,4,22,0,0,6,2004Q1,1407
1,0,1,0,0,0,0,2004Q1,1408
4,21,10,5,0,0,6,2004Q1,1409
1,1,1,1,1,0,0,2004Q1,1411
3,17,7,2,0,0,1,2004Q1,1412
5,14,2,8,2,0,1,2004Q1,1413
1,12,5,4,1,0,5,2004Q1,1414
1,9,5,5,0,0,6,2004Q1,1415
1,2,5,1,0,0,0,2004Q1,1416
0,2,3,1,0,0,1,2004Q1,1424
2,8,2,2,0,0,0,2004Q1,1425
0,5,0,0,0,0,0,2004Q1,1426
2,5,0,0,0,0,2,2004Q1,1427
4,22,12,10,0,0,3,2004Q1,1428
3,16,3,8,1,0,8,2004Q1,1431
1,10,3,5,0,0,2,2004Q1,1432
1,1,5,2,0,0,1,2004Q1,1433
2,4,3,4,0,0,0,2004Q1,1434
8,18,7,12,0,0,1,2004Q1,1435
0,1,4,3,0,0,0,2004Q1,1436
3,12,2,3,0,0,2,2004Q1,1437
5,8,10,8,0,1,2,2004Q1,1438
2,15,9,9,0,0,2,2004Q1,1441
3,15,4,2,0,0,3,2004Q1,1443
1,8,6,6,0,0,1,2004Q1,1444
7,11,4,9,1,0,2,2004Q1,1445
2,5,3,1,0,0,5,2004Q1,1446
1,3,3,4,0,0,0,2004Q1,1449
0,1,0,1,0,0,0,2004Q1,1451
2,9,7,4,0,0,2,2004Q1,1452
1,5,1,2,0,0,2,2004Q1,1453
5,2,12,2,0,0,3,2004Q1,1454
0,8,3,4,0,0,3,2004Q1,1455
1,6,3,3,0,0,2,2004Q1,1456
0,6,10,5,0,1,4,2004Q1,1457
1,3,2,2,0,0,1,2004Q1,1458
0,1,7,1,0,0,0,2004Q1,1459
0,0,1,0,0,0,0,2004Q1,1462
0,6,2,7,0,0,0,2004Q1,1463
0,1,0,0,0,0,0,2004Q1,1464
3,6,8,7,0,0,0,2004Q1,1465
0,7,8,4,0,0,1,2004Q1,1466
0,9,3,2,1,0,1,2004Q1,1467
2,19,11,17,1,0,9,2004Q1,1469
1,1,1,2,0,0,0,2004Q1,1471
0,3,5,1,0,0,0,2004Q1,1472
0,5,5,4,1,0,0,2004Q1,1473
0,5,7,5,0,0,2,2004Q1,1474
0,8,7,2,0,0,1,2004Q1,1475
0,4,2,1,0,0,1,2004Q1,1476
0,9,4,3,0,0,2,2004Q1,1477
2,6,2,9,0,0,0,2004Q1,1479
2,22,9,16,0,0,2,2004Q1,1483
0,1,1,0,0,0,0,2004Q1,1484
0,8,4,4,0,0,2,2004Q1,1485
0,1,1,0,0,0,0,2004Q1,1486
1,7,2,3,0,0,1,2004Q1,1487
7,14,10,46,0,0,3,2004Q1,1488
3,16,9,17,0,0,5,2004Q1,1489
0,1,0,1,0,0,0,2004Q1,1492
0,0,0,1,0,0,0,2004Q1,1493
2,16,3,3,4,0,0,2004Q1,1494
0,7,1,14,0,0,0,2004Q1,1495
0,4,5,26,0,0,0,2004Q1,1496
0,1,3,19,0,0,0,2004Q1,1497
0,6,0,1,0,0,0,2004Q1,1498
1,4,1,1,0,0,0,2004Q1,1499
9,13,13,16,0,0,6,2004Q1,1501
4,2,0,5,0,0,1,2004Q1,1502
6,11,6,12,0,0,3,2004Q1,1503
14,20,15,16,0,0,4,2004Q1,1504
6,12,4,11,0,0,0,2004Q1,1505
20,19,19,29,1,3,1,2004Q1,1506
3,2,0,1,0,0,1,2004Q1,1507
6,4,3,9,0,0,0,2004Q1,1508
1,3,0,3,0,0,0,2004Q1,1509
5,17,9,10,0,0,4,2004Q1,1511
3,6,4,4,0,0,2,2004Q1,1512
11,10,5,10,0,1,4,2004Q1,1513
14,15,9,12,0,0,5,2004Q1,1514
12,15,7,16,1,0,0,2004Q1,1515
21,22,9,16,0,0,11,2004Q1,1516
14,22,5,18,0,1,1,2004Q1,1518
0,5,0,5,0,0,1,2004Q1,1519
1,11,2,9,0,0,1,2004Q1,1521
18,51,9,24,0,0,9,2004Q1,1522
8,33,6,25,0,0,3,2004Q1,1523
6,3,2,3,0,0,1,2004Q1,1524
8,28,7,12,0,0,6,2004Q1,1526
19,22,9,23,3,0,5,2004Q1,1527
5,9,4,9,0,0,5,2004Q1,1528
9,24,9,19,1,0,3,2004Q1,1529
2,17,15,8,1,0,1,2004Q1,1531
4,26,8,10,0,0,5,2004Q1,1532
2,5,3,3,0,0,3,2004Q1,1533
2,22,6,13,0,0,3,2004Q1,1534
4,18,7,18,0,0,0,2004Q1,1537
7,22,7,11,0,0,2,2004Q1,1538
5,17,4,3,0,0,2,2004Q1,1539
1,3,5,1,0,0,0,2004Q1,1542
5,37,11,9,0,0,0,2004Q1,1543
1,21,3,2,0,0,0,2004Q1,1544
5,37,10,15,0,0,1,2004Q1,1545
2,14,3,6,1,0,1,2004Q1,1546
2,7,2,4,0,0,2,2004Q1,1547
20,36,17,21,1,0,9,2004Q1,1549
1,1,0,1,0,0,0,2004Q1,1553
1,30,3,6,1,0,0,2004Q1,1555
13,53,11,13,0,0,6,2004Q1,1557
4,44,2,14,0,0,0,2004Q1,1558
3,11,2,4,0,0,0,2004Q1,1559
3,14,1,5,0,0,0,2004Q1,1562
1,23,3,4,0,0,1,2004Q1,1565
1,5,3,1,0,0,1,2004Q1,1566
1,9,2,7,0,0,3,2004Q1,1567
1,19,2,0,0,0,0,2004Q1,1568
2,7,1,2,0,0,0,2004Q1,1569
2,32,6,9,0,0,1,2004Q1,1581
2,24,10,8,0,0,2,2004Q1,1585
8,49,12,11,0,0,1,2004Q1,1586
0,2,2,1,0,0,0,2004Q1,1588
0,0,1,1,0,0,0,2004Q1,1589
1,14,11,9,0,0,3,2004Q1,1592
4,12,5,6,0,0,0,2004Q1,1595
2,21,7,1,0,0,1,2004Q1,1596
1,17,7,6,0,0,2,2004Q1,1599
1,5,2,2,0,0,0,2004Q1,1601
10,11,13,13,0,0,1,2004Q1,1602
0,1,2,3,0,0,0,2004Q1,1603
1,10,5,6,0,0,3,2004Q1,1604
1,1,1,2,0,0,1,2004Q1,1605
7,7,4,8,0,0,1,2004Q1,1606
13,17,13,8,0,0,6,2004Q1,1607
5,9,4,5,0,0,0,2004Q1,1608
2,0,2,2,0,0,0,2004Q1,1609
1,0,1,1,0,0,0,2004Q1,1611
3,8,6,8,1,0,1,2004Q1,1612
17,8,8,6,0,0,2,2004Q1,1613
9,8,5,16,0,0,1,2004Q1,1614
10,7,5,6,0,0,4,2004Q1,1615
4,10,3,13,0,0,1,2004Q1,1616
7,8,1,8,0,0,2,2004Q1,1617
11,22,12,18,0,0,2,2004Q1,1618
3,3,0,1,0,0,1,2004Q1,1621
0,2,1,0,0,0,0,2004Q1,1622
0,2,1,2,1,1,0,2004Q1,1623
6,2,0,2,0,0,0,2004Q1,1624
2,8,4,1,0,0,1,2004Q1,1625
6,2,5,3,0,0,2,2004Q1,1626
5,6,3,6,0,1,4,2004Q1,1627
1,5,1,4,0,0,0,2004Q1,1629
0,3,1,1,0,0,2,2004Q1,1631
6,4,6,6,0,0,4,2004Q1,1632
9,7,11,16,0,0,1,2004Q1,1633
3,8,3,5,0,0,5,2004Q1,1634
13,10,8,10,0,0,6,2004Q1,1635
9,18,2,16,0,0,9,2004Q1,1637
0,0,0,1,0,0,0,2004Q1,1639
3,1,1,2,0,0,1,2004Q1,1641
4,13,13,13,1,0,2,2004Q1,1642
4,7,6,2,0,0,0,2004Q1,1643
1,4,0,3,0,0,2,2004Q1,1644
0,3,5,3,0,0,3,2004Q1,1645
6,4,15,8,1,0,6,2004Q1,1651
4,2,1,8,0,0,2,2004Q1,1652
7,8,7,10,0,0,6,2004Q1,1653
8,12,9,17,0,0,1,2004Q1,1654
10,7,0,8,0,1,4,2004Q1,1655
3,0,6,2,0,0,1,2004Q1,1656
18,15,11,23,0,0,6,2004Q1,1657
2,3,0,3,0,0,1,2004Q1,1658
8,8,6,7,0,0,3,2004Q1,1659
11,9,3,19,0,0,1,2004Q1,1661
6,3,8,5,0,0,5,2004Q1,1662
15,26,21,25,0,0,11,2004Q1,1663
10,16,4,7,0,0,4,2004Q1,1664
0,7,1,0,0,0,0,2004Q1,1665
1,4,2,1,0,0,0,2004Q1,1666
7,14,5,14,0,0,1,2004Q1,1667
2,8,4,3,0,0,0,2004Q1,1668
1,4,3,4,0,0,0,2004Q1,1669
9,7,13,14,0,0,5,2004Q1,1671
3,10,6,8,0,0,6,2004Q1,1672
0,1,3,7,0,0,0,2004Q1,1673
0,5,2,2,0,0,0,2004Q1,1674
15,11,2,11,0,2,3,2004Q1,1675
0,6,9,8,0,0,1,2004Q1,1676
0,3,1,5,0,0,0,2004Q1,1677
1,0,1,0,0,0,0,2004Q1,1678
0,4,0,2,0,0,0,2004Q1,1681
2,8,2,8,1,0,5,2004Q1,1683
2,5,5,0,0,0,0,2004Q1,1684
4,4,1,1,0,0,3,2004Q1,1685
4,10,9,7,0,0,3,2004Q1,1686
3,9,5,16,0,0,1,2004Q1,1687
19,27,7,22,1,0,0,2004Q1,1688
0,7,8,4,0,0,0,2004Q1,1689
3,3,2,10,0,0,1,2004Q1,1691
0,7,1,2,0,0,1,2004Q1,1692
11,14,10,11,0,0,0,2004Q1,1693
1,10,6,8,0,0,0,2004Q1,1694
0,4,5,2,0,0,0,2004Q1,1695
0,6,3,4,0,0,1,2004Q1,1696
1,2,1,3,0,0,0,2004Q1,1697
0,4,0,0,0,0,0,2004Q1,1699
2,11,9,2,0,0,6,2004Q1,1701
4,8,3,2,0,0,1,2004Q1,1702
0,3,1,0,0,0,1,2004Q1,1703
0,5,1,1,0,0,0,2004Q1,1704
2,4,4,1,0,0,0,2004Q1,1705
1,9,7,2,0,0,1,2004Q1,1706
1,3,3,1,0,0,0,2004Q1,1707
1,9,9,3,0,0,0,2004Q1,1708
2,0,1,1,0,0,0,2004Q1,1709
0,6,2,1,0,0,0,2004Q1,1713
0,4,5,0,0,0,0,2004Q1,1714
1,4,6,1,0,0,0,2004Q1,1715
4,6,2,5,0,0,1,2004Q1,1716
1,6,3,3,0,0,1,2004Q1,1717
0,4,6,3,0,0,2,2004Q1,1718
1,1,2,0,0,0,0,2004Q1,1719
4,4,6,2,0,0,1,2004Q1,1721
3,5,3,5,0,0,1,2004Q1,1722
1,14,7,7,0,0,2,2004Q1,1723
2,2,2,0,0,0,0,2004Q1,1724
4,6,8,2,0,0,0,2004Q1,1725
1,6,2,0,0,0,1,2004Q1,1726
1,5,10,5,0,0,3,2004Q1,1727
3,5,14,7,0,0,3,2004Q1,1728
3,7,5,4,0,0,0,2004Q1,1729
8,13,3,3,0,0,0,2004Q1,1731
5,14,9,11,0,0,4,2004Q1,1732
0,8,3,4,0,0,1,2004Q1,1733
0,0,1,0,0,0,0,2004Q1,1734
0,2,1,0,0,0,0,2004Q1,1735
1,8,2,1,0,0,4,2004Q1,1736
6,26,16,18,0,0,2,2004Q1,1737
2,15,5,9,0,0,0,2004Q1,1738
5,9,11,4,0,0,3,2004Q1,1739
19,28,8,28,2,1,15,2004Q1,1742
6,12,11,11,0,0,4,2004Q1,1743
1,2,0,0,0,0,0,2004Q1,1744
2,8,13,5,0,0,2,2004Q1,1745
3,2,5,3,0,0,0,2004Q1,1746
3,7,4,3,0,0,1,2004Q1,1747
1,7,2,3,0,0,1,2004Q1,1748
2,2,2,3,0,0,0,2004Q1,1749
4,8,17,6,0,0,1,2004Q1,1751
2,8,9,6,0,0,3,2004Q1,1752
1,0,4,1,0,0,0,2004Q1,1753
1,28,15,6,0,0,6,2004Q1,1754
1,4,3,2,0,0,0,2004Q1,1755
5,26,9,10,0,0,0,2004Q1,1756
0,0,0,1,0,0,0,2004Q1,1757
0,1,0,1,0,0,0,2004Q1,1758
11,24,5,13,2,0,6,2004Q1,1759
0,1,6,1,0,0,4,2004Q1,1762
0,4,8,0,0,0,1,2004Q1,1763
0,9,10,3,0,0,1,2004Q1,1764
4,2,14,5,1,0,1,2004Q1,1765
4,5,11,6,0,0,1,2004Q1,1767
12,7,4,8,0,0,6,2004Q1,1768
8,17,11,11,0,0,4,2004Q1,1769
4,8,0,4,0,0,4,2004Q1,1772
0,1,3,1,0,0,0,2004Q1,1773
17,27,20,17,0,0,3,2004Q1,1774
4,10,7,3,0,1,4,2004Q1,1775
2,6,2,0,0,0,0,2004Q1,1776
6,14,16,14,0,0,3,2004Q1,1777
3,11,5,4,0,0,2,2004Q1,1778
22,41,31,40,0,0,19,2004Q1,1779
3,4,9,4,0,0,3,2004Q1,1782
5,8,12,22,0,0,3,2004Q1,1783
7,8,5,7,0,0,7,2004Q1,1784
8,15,8,10,1,0,8,2004Q1,1785
2,11,8,7,0,0,1,2004Q1,1786
5,6,4,4,0,0,2,2004Q1,1787
8,15,18,21,1,0,5,2004Q1,1788
1,7,8,5,0,0,0,2004Q1,1789
9,18,6,20,0,0,1,2004Q1,1791
0,8,12,3,0,0,0,2004Q1,1792
0,14,7,7,0,0,7,2004Q1,1793
4,8,15,7,0,0,1,2004Q1,1794
0,4,7,0,0,0,5,2004Q1,1795
4,5,3,8,0,0,2,2004Q1,1796
0,0,1,1,0,0,0,2004Q1,1797
19,21,7,28,1,0,7,2004Q1,1798
26,13,11,26,0,0,11,2004Q1,1799
17,37,15,27,0,1,9,2004Q1,1801
23,19,7,16,2,2,9,2004Q1,1802
16,15,6,13,0,1,5,2004Q1,1803
27,14,7,15,0,1,9,2004Q1,1804
26,11,5,13,0,3,6,2004Q1,1821
35,27,19,21,0,0,16,2004Q1,1822
15,25,14,16,1,1,10,2004Q1,1823
15,11,11,15,1,1,9,2004Q1,1824
24,8,14,5,0,0,4,2004Q1,1826
19,4,7,12,0,0,11,2004Q1,1827
24,6,5,2,0,1,32,2004Q1,1829
18,7,5,12,1,0,6,2004Q1,1834
4,0,3,1,0,0,2,2004Q1,1835
5,10,8,5,1,0,9,2004Q1,1836
31,19,19,7,1,0,8,2004Q1,1837
9,3,6,3,0,0,7,2004Q1,1838
8,6,7,3,0,2,3,2004Q1,1839
23,9,18,8,0,0,11,2004Q1,1841
48,24,13,19,0,2,16,2004Q1,1842
30,19,9,11,0,0,14,2004Q1,1844
25,5,10,9,2,0,11,2004Q1,1846
49,12,11,14,0,1,7,2004Q1,1849
6,7,11,8,0,0,6,2004Q1,1861
13,12,4,4,0,1,2,2004Q1,1862
7,7,9,4,2,1,5,2004Q1,1863
9,6,7,3,0,0,6,2004Q1,1864
24,12,17,24,0,0,13,2004Q1,1871
7,9,9,12,1,0,4,2004Q1,1881
1,0,0,0,0,0,0,2004Q1,9999
5,8,4,9,0,0,2,2004Q2,101
0,2,0,2,0,0,2,2004Q2,105
7,30,12,12,3,0,6,2004Q2,111
2,3,0,1,0,0,3,2004Q2,112
6,16,2,10,2,0,2,2004Q2,119
0,2,0,1,0,0,0,2004Q2,121
1,2,0,2,0,0,0,2004Q2,122
1,7,0,0,0,0,1,2004Q2,123
2,3,2,2,0,0,4,2004Q2,124
1,3,0,0,1,0,1,2004Q2,127
0,17,0,1,0,0,2,2004Q2,128
1,3,1,4,0,0,0,2004Q2,129
2,6,4,1,1,0,1,2004Q2,131
3,4,2,2,2,0,1,2004Q2,132
0,3,0,0,0,0,1,2004Q2,133
2,1,0,1,0,0,3,2004Q2,134
4,11,0,1,1,0,10,2004Q2,135
12,16,1,2,0,0,6,2004Q2,138
3,22,3,4,1,0,1,2004Q2,139
1,0,0,2,0,0,0,2004Q2,141
1,6,5,1,0,0,5,2004Q2,142
3,2,1,2,3,1,7,2004Q2,143
3,1,1,0,0,0,3,2004Q2,144
3,1,2,4,1,0,8,2004Q2,145
9,1,0,1,0,0,3,2004Q2,146
3,0,1,1,1,0,4,2004Q2,147
6,1,0,3,0,0,7,2004Q2,148
1,1,0,4,0,0,1,2004Q2,151
5,8,0,5,1,0,8,2004Q2,152
6,5,4,1,2,0,14,2004Q2,153
5,4,10,1,2,1,8,2004Q2,154
10,3,0,1,1,0,4,2004Q2,155
9,0,1,1,2,0,11,2004Q2,156
17,5,2,2,2,1,9,2004Q2,157
13,5,1,8,5,0,5,2004Q2,158
2,13,2,5,0,0,5,2004Q2,159
1,1,0,2,2,0,1,2004Q2,161
2,15,2,5,1,0,10,2004Q2,162
4,4,0,5,4,0,7,2004Q2,163
15,4,7,0,2,0,5,2004Q2,164
2,2,2,0,1,0,1,2004Q2,165
15,2,1,1,4,0,8,2004Q2,166
3,3,7,1,0,0,0,2004Q2,171
11,2,5,4,1,0,5,2004Q2,174
8,6,4,7,1,0,10,2004Q2,176
2,8,1,1,1,0,0,2004Q2,181
8,47,9,14,2,0,1,2004Q2,182
10,22,16,9,4,0,18,2004Q2,185
1,6,0,4,0,0,1,2004Q2,191
7,12,4,18,1,0,6,2004Q2,192
3,17,19,4,4,0,5,2004Q2,195
15,15,3,8,1,0,6,2004Q2,211
8,20,4,10,0,0,8,2004Q2,212
8,15,5,11,0,0,7,2004Q2,213
10,11,6,11,0,0,5,2004Q2,214
13,9,7,10,0,0,5,2004Q2,215
6,8,8,9,0,0,2,2004Q2,217
5,8,3,11,0,0,1,2004Q2,219
11,15,9,14,1,0,9,2004Q2,221
8,8,1,8,0,0,4,2004Q2,222
9,7,2,8,0,0,2,2004Q2,224
15,8,8,6,0,0,4,2004Q2,231
9,7,3,14,1,1,7,2004Q2,232
21,21,17,9,0,0,14,2004Q2,233
14,20,13,11,1,0,6,2004Q2,234
2,21,7,8,0,0,5,2004Q2,235
9,10,4,7,0,0,6,2004Q2,236
21,14,12,9,0,0,8,2004Q2,237
7,9,1,7,1,0,3,2004Q2,238
1,1,0,1,0,1,0,2004Q2,239
15,17,11,9,0,0,12,2004Q2,241
8,26,13,14,2,0,12,2004Q2,242
11,29,21,15,1,0,11,2004Q2,243
12,20,10,12,1,0,6,2004Q2,244
41,17,10,14,4,0,19,2004Q2,245
22,9,8,5,2,0,14,2004Q2,246
12,14,9,4,0,0,9,2004Q2,247
13,11,7,4,0,0,5,2004Q2,249
12,23,6,15,2,0,6,2004Q2,251
9,15,10,7,0,1,7,2004Q2,252
6,7,7,1,2,0,12,2004Q2,256
12,6,7,7,0,0,8,2004Q2,257
11,10,5,4,0,0,7,2004Q2,264
12,11,5,5,1,1,8,2004Q2,266
7,14,3,1,1,1,5,2004Q2,267
12,20,10,4,0,0,6,2004Q2,269
9,22,5,15,2,0,17,2004Q2,275
22,7,5,9,0,0,4,2004Q2,276
4,6,4,4,0,0,2,2004Q2,279
6,5,2,6,0,2,5,2004Q2,281
9,11,5,14,0,0,10,2004Q2,282
12,7,4,8,0,0,3,2004Q2,286
3,1,3,3,0,0,1,2004Q2,289
4,1,0,4,0,0,7,2004Q2,291
3,6,0,4,0,0,2,2004Q2,292
1,0,0,4,0,0,2,2004Q2,296
5,1,3,1,0,0,0,2004Q2,299
0,0,0,0,0,0,1,2004Q2,300
4,4,0,2,0,0,3,2004Q2,301
1,0,1,1,0,0,1,2004Q2,303
8,5,1,6,0,0,3,2004Q2,305
7,5,0,2,0,0,0,2004Q2,307
1,0,0,0,0,0,0,2004Q2,309
16,13,4,10,0,0,5,2004Q2,311
11,6,6,10,1,0,4,2004Q2,312
8,2,1,0,0,0,2,2004Q2,313
14,16,7,6,1,0,7,2004Q2,314
6,8,8,8,1,0,4,2004Q2,315
9,9,6,5,0,0,1,2004Q2,316
14,4,4,5,1,1,5,2004Q2,317
6,6,3,8,0,0,3,2004Q2,318
11,9,10,14,1,0,3,2004Q2,319
7,5,15,2,0,1,1,2004Q2,321
16,9,5,11,0,0,8,2004Q2,326
6,36,10,12,1,1,15,2004Q2,327
1,23,7,7,0,0,5,2004Q2,328
0,3,2,1,1,0,1,2004Q2,329
11,13,6,11,0,0,10,2004Q2,331
7,20,2,17,0,0,3,2004Q2,332
10,14,5,6,0,0,9,2004Q2,333
10,7,2,8,1,0,5,2004Q2,334
2,4,7,8,0,0,3,2004Q2,335
9,5,0,8,0,0,6,2004Q2,336
7,10,8,15,0,0,7,2004Q2,337
7,33,9,7,1,0,9,2004Q2,338
10,5,12,7,0,0,3,2004Q2,341
2,4,0,1,0,0,4,2004Q2,343
5,8,4,5,2,0,6,2004Q2,351
2,8,5,2,0,0,4,2004Q2,353
10,8,8,9,1,1,8,2004Q2,354
12,3,9,6,1,0,7,2004Q2,355
19,8,7,18,0,1,9,2004Q2,356
12,16,22,12,1,1,10,2004Q2,357
2,30,0,9,1,0,1,2004Q2,358
1,11,0,5,1,0,0,2004Q2,359
35,17,10,11,2,3,20,2004Q2,361
35,16,11,15,1,0,23,2004Q2,362
26,29,30,15,2,1,18,2004Q2,363
6,3,11,2,2,0,3,2004Q2,373
5,11,10,3,0,0,4,2004Q2,374
15,8,6,10,0,0,8,2004Q2,375
13,12,4,11,0,0,8,2004Q2,376
35,19,10,11,1,1,13,2004Q2,377
3,3,1,4,0,0,3,2004Q2,378
9,6,15,5,0,0,1,2004Q2,391
17,8,17,7,0,0,11,2004Q2,392
23,13,19,13,2,0,14,2004Q2,393
5,5,7,4,1,1,3,2004Q2,394
13,10,4,8,2,0,15,2004Q2,395
23,18,13,16,2,0,25,2004Q2,397
31,12,12,19,2,2,19,2004Q2,398
2,3,2,4,0,0,6,2004Q2,399
3,2,0,0,0,0,0,2004Q2,401
0,7,5,4,0,0,0,2004Q2,402
2,21,4,8,0,0,0,2004Q2,404
3,8,2,6,0,0,0,2004Q2,406
6,8,5,5,0,0,4,2004Q2,407
4,1,16,4,0,0,1,2004Q2,408
9,4,3,9,0,0,0,2004Q2,409
2,1,0,2,0,0,2,2004Q2,411
3,8,3,4,0,0,1,2004Q2,412
0,2,1,2,0,0,1,2004Q2,413
3,5,0,1,0,0,0,2004Q2,414
10,12,1,16,0,0,4,2004Q2,415
5,6,2,4,0,0,0,2004Q2,416
10,6,6,10,1,0,3,2004Q2,421
6,17,3,16,1,1,3,2004Q2,422
4,2,4,8,0,0,2,2004Q2,423
13,29,7,18,1,0,4,2004Q2,424
14,16,4,5,0,0,2,2004Q2,427
10,12,6,6,0,1,3,2004Q2,428
14,5,6,11,0,1,1,2004Q2,429
6,8,4,13,0,0,1,2004Q2,437
14,6,4,5,0,0,0,2004Q2,438
12,8,8,18,0,0,3,2004Q2,439
1,0,0,0,0,0,0,2004Q2,441
2,2,0,0,0,0,0,2004Q2,442
5,29,3,21,0,0,0,2004Q2,443
2,4,0,4,0,1,0,2004Q2,445
12,7,4,4,1,0,4,2004Q2,448
13,10,3,10,0,0,4,2004Q2,449
2,1,0,0,0,0,0,2004Q2,451
3,1,0,5,0,0,3,2004Q2,452
5,16,3,4,0,0,1,2004Q2,453
6,11,3,7,0,0,2,2004Q2,455
18,14,5,10,1,0,4,2004Q2,457
13,9,4,8,0,0,2,2004Q2,459
2,6,0,8,1,0,0,2004Q2,462
20,18,6,12,0,0,6,2004Q2,463
13,6,0,9,0,0,4,2004Q2,466
18,10,4,10,0,0,6,2004Q2,467
6,8,1,7,0,0,1,2004Q2,468
10,5,3,6,0,0,3,2004Q2,469
7,24,4,11,0,1,2,2004Q2,471
7,11,7,5,1,1,2,2004Q2,473
11,5,2,10,0,0,7,2004Q2,477
4,12,0,7,1,0,2,2004Q2,478
0,10,2,7,0,0,3,2004Q2,479
6,3,0,0,0,0,0,2004Q2,487
0,4,3,2,0,0,0,2004Q2,488
1,10,10,7,0,0,3,2004Q2,491
13,23,3,22,0,0,11,2004Q2,497
6,6,1,9,0,0,1,2004Q2,499
1,0,0,0,0,0,0,2004Q2,500
4,12,8,6,0,0,2,2004Q2,501
3,1,1,0,0,0,1,2004Q2,502
0,0,1,0,0,0,0,2004Q2,503
10,5,8,12,0,0,1,2004Q2,504
0,5,8,6,0,0,3,2004Q2,505
2,3,2,9,0,0,1,2004Q2,506
9,14,7,13,0,0,3,2004Q2,507
0,6,3,1,0,0,0,2004Q2,508
8,8,7,2,0,0,3,2004Q2,509
3,11,12,12,0,0,5,2004Q2,511
1,1,0,0,0,0,0,2004Q2,512
14,14,7,22,0,0,7,2004Q2,513
4,9,8,16,0,0,2,2004Q2,514
9,8,9,10,1,0,4,2004Q2,515
5,10,4,9,0,0,6,2004Q2,516
10,17,8,7,0,0,7,2004Q2,517
7,10,4,11,1,0,3,2004Q2,519
2,10,8,5,0,0,0,2004Q2,521
2,0,1,0,0,0,0,2004Q2,523
2,0,1,1,0,0,1,2004Q2,524
9,20,15,15,1,0,11,2004Q2,525
0,1,2,1,0,0,0,2004Q2,527
8,17,4,7,0,0,9,2004Q2,529
2,3,4,4,0,0,1,2004Q2,541
3,8,5,4,0,0,1,2004Q2,551
7,3,4,7,0,0,0,2004Q2,555
7,12,7,6,1,0,3,2004Q2,557
21,19,15,12,0,0,3,2004Q2,558
1,4,0,1,0,0,0,2004Q2,559
0,2,3,1,0,0,0,2004Q2,561
1,1,3,4,0,0,0,2004Q2,562
12,15,14,16,0,0,2,2004Q2,563
7,5,0,4,0,0,2,2004Q2,565
23,18,27,11,0,2,6,2004Q2,567
1,3,3,5,0,0,0,2004Q2,569
1,3,1,1,0,0,0,2004Q2,581
2,3,3,4,0,0,0,2004Q2,583
1,2,3,8,0,0,0,2004Q2,584
